"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Value_imp"
2014,"Turkey","In-patient care","Discharges","Number",12893503,FALSE
2014,"Turkey","In-patient care","In-patient average length of stay (in days)","Number",3.99,FALSE
2014,"Turkey","In-patient care","Bed-days","Number",12893503,TRUE
2015,"European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",1973152,TRUE
2015,"European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.8,TRUE
2015,"European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",79288324.96,FALSE
2015,"European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",7.5,TRUE
2015,"European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",79288324.96,TRUE
2015,"European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",1973152,TRUE
2015,"European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.8,TRUE
2015,"European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",87882266.96,FALSE
2015,"European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",7.5,TRUE
2015,"European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",87882266.96,TRUE
2015,"Belgium","Services of curative care","Discharges","Number",1837948,FALSE
2015,"Belgium","Services of curative care","In-patient average length of stay (in days)","Number",6.8,FALSE
2015,"Belgium","Services of curative care","Bed-days","Number",12497108,FALSE
2015,"Belgium","In-patient care","Discharges","Number",1853748,FALSE
2015,"Belgium","In-patient care","In-patient average length of stay (in days)","Number",7.5,FALSE
2015,"Belgium","In-patient care","Bed-days","Number",1853748,TRUE
2015,"Bulgaria","Services of curative care","Discharges","Number",2114108,TRUE
2015,"Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",5.94,TRUE
2015,"Bulgaria","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Bulgaria","In-patient care","Discharges","Number",2302891,FALSE
2015,"Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",5.3,FALSE
2015,"Bulgaria","In-patient care","Bed-days","Number",2302891,TRUE
2015,"Czechia","Services of curative care","Discharges","Number",1973152,FALSE
2015,"Czechia","Services of curative care","In-patient average length of stay (in days)","Number",5.94,FALSE
2015,"Czechia","Services of curative care","Bed-days","Number",11715185,FALSE
2015,"Czechia","In-patient care","Discharges","Number",2145844,FALSE
2015,"Czechia","In-patient care","In-patient average length of stay (in days)","Number",9.28,FALSE
2015,"Czechia","In-patient care","Bed-days","Number",2145844,TRUE
2015,"Denmark","Services of curative care","Discharges","Number",1837948,TRUE
2015,"Denmark","Services of curative care","In-patient average length of stay (in days)","Number",5.94,TRUE
2015,"Denmark","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Denmark","In-patient care","Discharges","Number",839746,FALSE
2015,"Denmark","In-patient care","In-patient average length of stay (in days)","Number",5.46,FALSE
2015,"Denmark","In-patient care","Bed-days","Number",839746,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",19192279,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",7.6,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",145355219,FALSE
2015,"Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",20858128,FALSE
2015,"Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",9,FALSE
2015,"Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",20858128,TRUE
2015,"Estonia","Services of curative care","Discharges","Number",204124,FALSE
2015,"Estonia","Services of curative care","In-patient average length of stay (in days)","Number",6,FALSE
2015,"Estonia","Services of curative care","Bed-days","Number",1225349,FALSE
2015,"Estonia","In-patient care","Discharges","Number",225546,FALSE
2015,"Estonia","In-patient care","In-patient average length of stay (in days)","Number",7.6,FALSE
2015,"Estonia","In-patient care","Bed-days","Number",225546,TRUE
2015,"Ireland","Services of curative care","Discharges","Number",640517,FALSE
2015,"Ireland","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2015,"Ireland","Services of curative care","Bed-days","Number",3738377,FALSE
2015,"Ireland","In-patient care","Discharges","Number",647137,FALSE
2015,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6,FALSE
2015,"Ireland","In-patient care","Bed-days","Number",647137,TRUE
2015,"Greece","Services of curative care","Discharges","Number",1576551,TRUE
2015,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.6,TRUE
2015,"Greece","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Greece","In-patient care","Discharges","Number",1597333,TRUE
2015,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2015,"Greece","In-patient care","Bed-days","Number",1517886,TRUE
2015,"Spain","Services of curative care","Discharges","Number",5271119,FALSE
2015,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",6.06,FALSE
2015,"Spain","Services of curative care","Bed-days","Number",31955647,FALSE
2015,"Spain","In-patient care","Discharges","Number",5302128,FALSE
2015,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.36,FALSE
2015,"Spain","In-patient care","Bed-days","Number",5302128,TRUE
2015,"France","Services of curative care","Discharges","Number",10991564,FALSE
2015,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.56,FALSE
2015,"France","Services of curative care","Bed-days","Number",61103493,FALSE
2015,"France","In-patient care","Discharges","Number",12706388.96,FALSE
2015,"France","In-patient care","In-patient average length of stay (in days)","Number",8.85,FALSE
2015,"France","In-patient care","Bed-days","Number",12706388.96,TRUE
2015,"Croatia","Services of curative care","Discharges","Number",666438,FALSE
2015,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.3,FALSE
2015,"Croatia","Services of curative care","Bed-days","Number",4197934,FALSE
2015,"Croatia","In-patient care","Discharges","Number",744686,FALSE
2015,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",8.54,FALSE
2015,"Croatia","In-patient care","Bed-days","Number",744686,TRUE
2015,"Italy","Services of curative care","Discharges","Number",6398052,FALSE
2015,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",6.85,FALSE
2015,"Italy","Services of curative care","Bed-days","Number",43829532,FALSE
2015,"Italy","In-patient care","Discharges","Number",7200391,FALSE
2015,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.82,FALSE
2015,"Italy","In-patient care","Bed-days","Number",7200391,TRUE
2015,"Cyprus","Services of curative care","Discharges","Number",65380,FALSE
2015,"Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2015,"Cyprus","Services of curative care","Bed-days","Number",377922,FALSE
2015,"Cyprus","In-patient care","Discharges","Number",65921,FALSE
2015,"Cyprus","In-patient care","In-patient average length of stay (in days)","Number",6.2,FALSE
2015,"Cyprus","In-patient care","Bed-days","Number",65921,TRUE
2015,"Latvia","Services of curative care","Discharges","Number",290544,FALSE
2015,"Latvia","Services of curative care","In-patient average length of stay (in days)","Number",5.95,FALSE
2015,"Latvia","Services of curative care","Bed-days","Number",1728259,FALSE
2015,"Latvia","In-patient care","Discharges","Number",369876,FALSE
2015,"Latvia","In-patient care","In-patient average length of stay (in days)","Number",8.34,FALSE
2015,"Latvia","In-patient care","Bed-days","Number",369876,TRUE
2015,"Lithuania","Services of curative care","Discharges","Number",655313,FALSE
2015,"Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",6.59,FALSE
2015,"Lithuania","Services of curative care","Bed-days","Number",4318276,FALSE
2015,"Lithuania","In-patient care","Discharges","Number",670011,FALSE
2015,"Lithuania","In-patient care","In-patient average length of stay (in days)","Number",7.77,FALSE
2015,"Lithuania","In-patient care","Bed-days","Number",670011,TRUE
2015,"Luxembourg","Services of curative care","Discharges","Number",76519,FALSE
2015,"Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",7.41,FALSE
2015,"Luxembourg","Services of curative care","Bed-days","Number",566710,FALSE
2015,"Luxembourg","In-patient care","Discharges","Number",78883,FALSE
2015,"Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",9.02,FALSE
2015,"Luxembourg","In-patient care","Bed-days","Number",78883,TRUE
2015,"Hungary","Services of curative care","Discharges","Number",1716275,FALSE
2015,"Hungary","Services of curative care","In-patient average length of stay (in days)","Number",5.54,FALSE
2015,"Hungary","Services of curative care","Bed-days","Number",9500939,FALSE
2015,"Hungary","In-patient care","Discharges","Number",1974634,FALSE
2015,"Hungary","In-patient care","In-patient average length of stay (in days)","Number",9.48,FALSE
2015,"Hungary","In-patient care","Bed-days","Number",1974634,TRUE
2015,"Malta","Services of curative care","Discharges","Number",66941,FALSE
2015,"Malta","Services of curative care","In-patient average length of stay (in days)","Number",5.25,FALSE
2015,"Malta","Services of curative care","Bed-days","Number",351512,FALSE
2015,"Malta","In-patient care","Discharges","Number",70089,FALSE
2015,"Malta","In-patient care","In-patient average length of stay (in days)","Number",8,FALSE
2015,"Malta","In-patient care","Bed-days","Number",70089,TRUE
2015,"Netherlands","Services of curative care","Discharges","Number",1729144,FALSE
2015,"Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",5,FALSE
2015,"Netherlands","Services of curative care","Bed-days","Number",8688385,FALSE
2015,"Netherlands","In-patient care","Discharges","Number",79288324.96,TRUE
2015,"Netherlands","In-patient care","In-patient average length of stay (in days)","Number",7.5,TRUE
2015,"Netherlands","In-patient care","Bed-days","Number",8515399,TRUE
2015,"Austria","Services of curative care","Discharges","Number",2055406,FALSE
2015,"Austria","Services of curative care","In-patient average length of stay (in days)","Number",6.45,FALSE
2015,"Austria","Services of curative care","Bed-days","Number",13258546,FALSE
2015,"Austria","In-patient care","Discharges","Number",2208463,FALSE
2015,"Austria","In-patient care","In-patient average length of stay (in days)","Number",8.47,FALSE
2015,"Austria","In-patient care","Bed-days","Number",2208463,TRUE
2015,"Poland","Services of curative care","Discharges","Number",6304164,FALSE
2015,"Poland","Services of curative care","In-patient average length of stay (in days)","Number",6.89,FALSE
2015,"Poland","Services of curative care","Bed-days","Number",43412695,FALSE
2015,"Poland","In-patient care","Discharges","Number",6441614,FALSE
2015,"Poland","In-patient care","In-patient average length of stay (in days)","Number",7.26,FALSE
2015,"Poland","In-patient care","Bed-days","Number",6441614,TRUE
2015,"Portugal","Services of curative care","Discharges","Number",1123859,FALSE
2015,"Portugal","Services of curative care","In-patient average length of stay (in days)","Number",8.79,FALSE
2015,"Portugal","Services of curative care","Bed-days","Number",9883155,FALSE
2015,"Portugal","In-patient care","Discharges","Number",1127601,FALSE
2015,"Portugal","In-patient care","In-patient average length of stay (in days)","Number",8.9,FALSE
2015,"Portugal","In-patient care","Bed-days","Number",1127601,TRUE
2015,"Romania","Services of curative care","Discharges","Number",3762453,FALSE
2015,"Romania","Services of curative care","In-patient average length of stay (in days)","Number",6.22,FALSE
2015,"Romania","Services of curative care","Bed-days","Number",23395923,FALSE
2015,"Romania","In-patient care","Discharges","Number",4146344,FALSE
2015,"Romania","In-patient care","In-patient average length of stay (in days)","Number",7.47,FALSE
2015,"Romania","In-patient care","Bed-days","Number",4146344,TRUE
2015,"Slovenia","Services of curative care","Discharges","Number",346601,FALSE
2015,"Slovenia","Services of curative care","In-patient average length of stay (in days)","Number",6.49,FALSE
2015,"Slovenia","Services of curative care","Bed-days","Number",2248193,FALSE
2015,"Slovenia","In-patient care","Discharges","Number",380862,FALSE
2015,"Slovenia","In-patient care","In-patient average length of stay (in days)","Number",6.8,FALSE
2015,"Slovenia","In-patient care","Bed-days","Number",380862,TRUE
2015,"Slovakia","Services of curative care","Discharges","Number",934836,FALSE
2015,"Slovakia","Services of curative care","In-patient average length of stay (in days)","Number",6.9,FALSE
2015,"Slovakia","Services of curative care","Bed-days","Number",6398718,FALSE
2015,"Slovakia","In-patient care","Discharges","Number",1061730,FALSE
2015,"Slovakia","In-patient care","In-patient average length of stay (in days)","Number",7.4,FALSE
2015,"Slovakia","In-patient care","Bed-days","Number",1061730,TRUE
2015,"Finland","Services of curative care","Discharges","Number",891228,FALSE
2015,"Finland","Services of curative care","In-patient average length of stay (in days)","Number",6.6,FALSE
2015,"Finland","Services of curative care","Bed-days","Number",5912043,FALSE
2015,"Finland","In-patient care","Discharges","Number",911536,FALSE
2015,"Finland","In-patient care","In-patient average length of stay (in days)","Number",9.4,FALSE
2015,"Finland","In-patient care","Bed-days","Number",911536,TRUE
2015,"Sweden","Services of curative care","Discharges","Number",1455095,FALSE
2015,"Sweden","Services of curative care","In-patient average length of stay (in days)","Number",5.67,FALSE
2015,"Sweden","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Sweden","In-patient care","Discharges","Number",1501241,FALSE
2015,"Sweden","In-patient care","In-patient average length of stay (in days)","Number",5.88,FALSE
2015,"Sweden","In-patient care","Bed-days","Number",1501241,TRUE
2015,"Iceland","Services of curative care","Discharges","Number",36808,FALSE
2015,"Iceland","Services of curative care","In-patient average length of stay (in days)","Number",5.91,FALSE
2015,"Iceland","Services of curative care","Bed-days","Number",217501,FALSE
2015,"Iceland","In-patient care","Discharges","Number",37723,FALSE
2015,"Iceland","In-patient care","In-patient average length of stay (in days)","Number",6.29,FALSE
2015,"Iceland","In-patient care","Bed-days","Number",37723,TRUE
2015,"Liechtenstein","Services of curative care","Discharges","Number",2177,FALSE
2015,"Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number",6.14,FALSE
2015,"Liechtenstein","Services of curative care","Bed-days","Number",13373,FALSE
2015,"Liechtenstein","In-patient care","Discharges","Number",2185,FALSE
2015,"Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number",6.15,FALSE
2015,"Liechtenstein","In-patient care","Bed-days","Number",2185,TRUE
2015,"Norway","Services of curative care","Discharges","Number",824151,FALSE
2015,"Norway","Services of curative care","In-patient average length of stay (in days)","Number",6.2,FALSE
2015,"Norway","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Norway","In-patient care","Discharges","Number",852868,FALSE
2015,"Norway","In-patient care","In-patient average length of stay (in days)","Number",6.7,FALSE
2015,"Norway","In-patient care","Bed-days","Number",852868,TRUE
2015,"Switzerland","Services of curative care","Discharges","Number",1302302,FALSE
2015,"Switzerland","Services of curative care","In-patient average length of stay (in days)","Number",7.22,FALSE
2015,"Switzerland","Services of curative care","Bed-days","Number",9405337,FALSE
2015,"Switzerland","In-patient care","Discharges","Number",1406093,FALSE
2015,"Switzerland","In-patient care","In-patient average length of stay (in days)","Number",8.4,FALSE
2015,"Switzerland","In-patient care","Bed-days","Number",1406093,TRUE
2015,"United Kingdom","Services of curative care","Discharges","Number",8191381.35,FALSE
2015,"United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number",6,FALSE
2015,"United Kingdom","Services of curative care","Bed-days","Number",48421552.63,TRUE
2015,"United Kingdom","In-patient care","Discharges","Number",8593942,FALSE
2015,"United Kingdom","In-patient care","In-patient average length of stay (in days)","Number",7.09,FALSE
2015,"United Kingdom","In-patient care","Bed-days","Number",8569424,TRUE
2015,"Montenegro","Services of curative care","Discharges","Number",1837948,TRUE
2015,"Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",6.8,TRUE
2015,"Montenegro","Services of curative care","Bed-days","Number",11715185,TRUE
2015,"Montenegro","In-patient care","Discharges","Number",77071,FALSE
2015,"Montenegro","In-patient care","In-patient average length of stay (in days)","Number",8.86,FALSE
2015,"Montenegro","In-patient care","Bed-days","Number",73996,TRUE
2015,"North Macedonia","Services of curative care","Discharges","Number",205997,FALSE
2015,"North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number",5.89,FALSE
2015,"North Macedonia","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"North Macedonia","In-patient care","Discharges","Number",79288324.96,TRUE
2015,"North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",7.5,TRUE
2015,"North Macedonia","In-patient care","Bed-days","Number",79288324.96,TRUE
2015,"Albania","Services of curative care","Discharges","Number",1973152,TRUE
2015,"Albania","Services of curative care","In-patient average length of stay (in days)","Number",6.8,TRUE
2015,"Albania","Services of curative care","Bed-days","Number",12497108,TRUE
2015,"Albania","In-patient care","Discharges","Number",247331,TRUE
2015,"Albania","In-patient care","In-patient average length of stay (in days)","Number",5.7,TRUE
2015,"Albania","In-patient care","Bed-days","Number",247331,TRUE
2015,"Serbia","Services of curative care","Discharges","Number",901604,FALSE
2015,"Serbia","Services of curative care","In-patient average length of stay (in days)","Number",9,FALSE
2015,"Serbia","Services of curative care","Bed-days","Number",8099556,FALSE
2015,"Serbia","In-patient care","Discharges","Number",1031032,FALSE
2015,"Serbia","In-patient care","In-patient average length of stay (in days)","Number",10,FALSE
2015,"Serbia","In-patient care","Bed-days","Number",1031032,TRUE
2015,"Turkey","Services of curative care","Discharges","Number",13360507,FALSE
2015,"Turkey","Services of curative care","In-patient average length of stay (in days)","Number",3.9,FALSE
2015,"Turkey","Services of curative care","Bed-days","Number",52148417,FALSE
2015,"Turkey","In-patient care","Discharges","Number",13386960,FALSE
2015,"Turkey","In-patient care","In-patient average length of stay (in days)","Number",3.94,FALSE
2015,"Turkey","In-patient care","Bed-days","Number",13386960,TRUE
2016,"European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",1956303,TRUE
2016,"European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.7,TRUE
2016,"European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",12581806,TRUE
2016,"European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",79288324.96,TRUE
2016,"European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",7.45,TRUE
2016,"European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",79288324.96,TRUE
2016,"European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",1956303,TRUE
2016,"European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",6.7,TRUE
2016,"European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",12581806,TRUE
2016,"European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",87882266.96,TRUE
2016,"European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",7.45,TRUE
2016,"European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",87882266.96,TRUE
2016,"Belgium","Services of curative care","Discharges","Number",1866298,FALSE
2016,"Belgium","Services of curative care","In-patient average length of stay (in days)","Number",6.7,FALSE
2016,"Belgium","Services of curative care","Bed-days","Number",12581806,FALSE
2016,"Belgium","In-patient care","Discharges","Number",1882436,FALSE
2016,"Belgium","In-patient care","In-patient average length of stay (in days)","Number",7.45,FALSE
2016,"Belgium","In-patient care","Bed-days","Number",1882436,TRUE
2016,"Bulgaria","Services of curative care","Discharges","Number",2114108,TRUE
2016,"Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",5.87,TRUE
2016,"Bulgaria","Services of curative care","Bed-days","Number",12581806,TRUE
2016,"Bulgaria","In-patient care","Discharges","Number",2258579,FALSE
2016,"Bulgaria","In-patient care","In-patient average length of stay (in days)","Number",5.3,FALSE
2016,"Bulgaria","In-patient care","Bed-days","Number",2258579,TRUE
2016,"Czechia","Services of curative care","Discharges","Number",1956303,FALSE
2016,"Czechia","Services of curative care","In-patient average length of stay (in days)","Number",5.87,FALSE
2016,"Czechia","Services of curative care","Bed-days","Number",11484495,FALSE
2016,"Czechia","In-patient care","Discharges","Number",2112698,FALSE
2016,"Czechia","In-patient care","In-patient average length of stay (in days)","Number",9.33,FALSE
2016,"Czechia","In-patient care","Bed-days","Number",2112698,TRUE
2016,"Denmark","Services of curative care","Discharges","Number",1866298,TRUE
2016,"Denmark","Services of curative care","In-patient average length of stay (in days)","Number",5.87,TRUE
2016,"Denmark","Services of curative care","Bed-days","Number",12581806,TRUE
2016,"Denmark","In-patient care","Discharges","Number",830085,FALSE
2016,"Denmark","In-patient care","In-patient average length of stay (in days)","Number",5.43,FALSE
2016,"Denmark","In-patient care","Bed-days","Number",830085,TRUE
2016,"Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number",19480503,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number",7.5,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number",146048193,FALSE
2016,"Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number",21151960,FALSE
2016,"Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number",8.9,FALSE
2016,"Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",21151960,TRUE
2016,"Estonia","Services of curative care","Discharges","Number",196741,FALSE
2016,"Estonia","Services of curative care","In-patient average length of stay (in days)","Number",6.1,FALSE
2016,"Estonia","Services of curative care","Bed-days","Number",1196236,FALSE
2016,"Estonia","In-patient care","Discharges","Number",218963,FALSE
2016,"Estonia","In-patient care","In-patient average length of stay (in days)","Number",7.7,FALSE
2016,"Estonia","In-patient care","Bed-days","Number",218963,TRUE
2016,"Ireland","Services of curative care","Discharges","Number",650150,FALSE
2016,"Ireland","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2016,"Ireland","Services of curative care","Bed-days","Number",3766952,FALSE
2016,"Ireland","In-patient care","Discharges","Number",656361,FALSE
2016,"Ireland","In-patient care","In-patient average length of stay (in days)","Number",6,FALSE
2016,"Ireland","In-patient care","Bed-days","Number",656361,TRUE
2016,"Greece","Services of curative care","Discharges","Number",1576551,TRUE
2016,"Greece","Services of curative care","In-patient average length of stay (in days)","Number",5.6,TRUE
2016,"Greece","Services of curative care","Bed-days","Number",12581806,TRUE
2016,"Greece","In-patient care","Discharges","Number",1597333,TRUE
2016,"Greece","In-patient care","In-patient average length of stay (in days)","Number",7.3,TRUE
2016,"Greece","In-patient care","Bed-days","Number",1517886,TRUE
2016,"Spain","Services of curative care","Discharges","Number",5321048,FALSE
2016,"Spain","Services of curative care","In-patient average length of stay (in days)","Number",5.99,FALSE
2016,"Spain","Services of curative care","Bed-days","Number",31865523,FALSE
2016,"Spain","In-patient care","Discharges","Number",5344088,FALSE
2016,"Spain","In-patient care","In-patient average length of stay (in days)","Number",7.31,FALSE
2016,"Spain","In-patient care","Bed-days","Number",5344088,TRUE
2016,"France","Services of curative care","Discharges","Number",11033302,FALSE
2016,"France","Services of curative care","In-patient average length of stay (in days)","Number",5.47,FALSE
2016,"France","Services of curative care","Bed-days","Number",60368533,FALSE
2016,"France","In-patient care","Discharges","Number",12730042,FALSE
2016,"France","In-patient care","In-patient average length of stay (in days)","Number",8.78,FALSE
2016,"France","In-patient care","Bed-days","Number",12730042,TRUE
2016,"Croatia","Services of curative care","Discharges","Number",658253,FALSE
2016,"Croatia","Services of curative care","In-patient average length of stay (in days)","Number",6.28,FALSE
2016,"Croatia","Services of curative care","Bed-days","Number",4130915,FALSE
2016,"Croatia","In-patient care","Discharges","Number",730546,FALSE
2016,"Croatia","In-patient care","In-patient average length of stay (in days)","Number",8.48,FALSE
2016,"Croatia","In-patient care","Bed-days","Number",730546,TRUE
2016,"Italy","Services of curative care","Discharges","Number",6288584,FALSE
2016,"Italy","Services of curative care","In-patient average length of stay (in days)","Number",6.9,FALSE
2016,"Italy","Services of curative care","Bed-days","Number",43168888,FALSE
2016,"Italy","In-patient care","Discharges","Number",7075725,FALSE
2016,"Italy","In-patient care","In-patient average length of stay (in days)","Number",7.83,FALSE
2016,"Italy","In-patient care","Bed-days","Number",7075725,TRUE
2016,"Cyprus","Services of curative care","Discharges","Number",64452,FALSE
2016,"Cyprus","Services of curative care","In-patient average length of stay (in days)","Number",5.8,FALSE
2016,"Cyprus","Services of curative care","Bed-days","Number",376891,FALSE
2016,"Cyprus","In-patient care","Discharges","Number",65044,FALSE
2016,"Cyprus","In-patient care","In-patient average length of stay (in days)","Number",6,FALSE
2016,"Cyprus","In-patient care","Bed-days","Number",65044,TRUE
2016,"Latvia","Services of curative care","Discharges","Number",291759,FALSE
2016,"Latvia","Services of curative care","In-patient average length of stay (in days)","Number",5.93,FALSE
2016,"Latvia","Services of curative care","Bed-days","Number",1728760,FALSE
2016,"Latvia","In-patient care","Discharges","Number",373473,FALSE
2016,"Latvia","In-patient care","In-patient average length of stay (in days)","Number",8.3,FALSE
2016,"Latvia","In-patient care","Bed-days","Number",373473,TRUE
2016,"Lithuania","Services of curative care","Discharges","Number",639868,FALSE
2016,"Lithuania","Services of curative care","In-patient average length of stay (in days)","Number",6.55,FALSE
2016,"Lithuania","Services of curative care","Bed-days","Number",4188278,FALSE
2016,"Lithuania","In-patient care","Discharges","Number",654597,FALSE
2016,"Lithuania","In-patient care","In-patient average length of stay (in days)","Number",7.76,FALSE
2016,"Lithuania","In-patient care","Bed-days","Number",654597,TRUE
2016,"Luxembourg","Services of curative care","Discharges","Number",77151,FALSE
2016,"Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number",7.43,FALSE
2016,"Luxembourg","Services of curative care","Bed-days","Number",573058,FALSE
2016,"Luxembourg","In-patient care","Discharges","Number",79584,FALSE
2016,"Luxembourg","In-patient care","In-patient average length of stay (in days)","Number",9.05,FALSE
2016,"Luxembourg","In-patient care","Bed-days","Number",79584,TRUE
2016,"Hungary","Services of curative care","Discharges","Number",1704418,FALSE
2016,"Hungary","Services of curative care","In-patient average length of stay (in days)","Number",5.49,FALSE
2016,"Hungary","Services of curative care","Bed-days","Number",9362648,FALSE
2016,"Hungary","In-patient care","Discharges","Number",1957061,FALSE
2016,"Hungary","In-patient care","In-patient average length of stay (in days)","Number",9.44,FALSE
2016,"Hungary","In-patient care","Bed-days","Number",1957061,TRUE
2016,"Malta","Services of curative care","Discharges","Number",67105,FALSE
2016,"Malta","Services of curative care","In-patient average length of stay (in days)","Number",5.33,FALSE
2016,"Malta","Services of curative care","Bed-days","Number",357886,FALSE
2016,"Malta","In-patient care","Discharges","Number",69965,FALSE
2016,"Malta","In-patient care","In-patient average length of stay (in days)","Number",7.66,FALSE
2016,"Malta","In-patient care","Bed-days","Number",69965,TRUE
2016,"Netherlands","Services of curative care","Discharges","Number",1702246,FALSE
2016,"Netherlands","Services of curative care","In-patient average length of stay (in days)","Number",5,FALSE
2016,"Netherlands","Services of curative care","Bed-days","Number",8515399,FALSE
2016,"Netherlands","In-patient care","Discharges","Number",1935000,TRUE
2016,"Netherlands","In-patient care","In-patient average length of stay (in days)","Number",7.45,TRUE
2016,"Netherlands","In-patient care","Bed-days","Number",8515399,TRUE
2016,"Austria","Services of curative care","Discharges","Number",2053274,FALSE
2016,"Austria","Services of curative care","In-patient average length of stay (in days)","Number",6.4,FALSE
2016,"Austria","Services of curative care","Bed-days","Number",13147450,FALSE
2016,"Austria","In-patient care","Discharges","Number",2211249,FALSE
2016,"Austria","In-patient care","In-patient average length of stay (in days)","Number",8.18,FALSE
2016,"Austria","In-patient care","Bed-days","Number",2211249,TRUE
2016,"Poland","Services of curative care","Discharges","Number",6667717,FALSE
2016,"Poland","Services of curative care","In-patient average length of stay (in days)","Number",6.69,FALSE
2016,"Poland","Services of curative care","Bed-days","Number",44625418,FALSE
2016,"Poland","In-patient care","Discharges","Number",6805517,FALSE
2016,"Poland","In-patient care","In-patient average length of stay (in days)","Number",7.1,FALSE
2016,"Poland","In-patient care","Bed-days","Number",6805517,TRUE
2016,"Portugal","Services of curative care","Discharges","Number",1124706,FALSE
2016,"Portugal","Services of curative care","In-patient average length of stay (in days)","Number",8.9,FALSE
2016,"Portugal","Services of curative care","Bed-days","Number",10011324,FALSE
