"TIME","GEO","UNIT","SOURCE","ICD10","Value","Value_imp"
2014,"Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",61.6,FALSE
2014,"Malta","Percentage","Programme data","Malignant neoplasm of breast",55.9,FALSE
2014,"Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",24,TRUE
2014,"Netherlands","Percentage","Survey data","Malignant neoplasm of breast",79.8,FALSE
2014,"Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",62.9,FALSE
2014,"Netherlands","Percentage","Programme data","Malignant neoplasm of breast",79.4,FALSE
2014,"Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.6,FALSE
2014,"Austria","Percentage","Survey data","Malignant neoplasm of breast",72.7,FALSE
2014,"Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Austria","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Poland","Percentage","Survey data","Malignant neoplasm of breast",58.6,FALSE
2014,"Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",71.7,FALSE
2014,"Poland","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Portugal","Percentage","Survey data","Malignant neoplasm of breast",84.2,FALSE
2014,"Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,FALSE
2014,"Portugal","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"Romania","Percentage","Survey data","Malignant neoplasm of breast",6.4,FALSE
2014,"Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",25.9,FALSE
2014,"Romania","Percentage","Programme data","Malignant neoplasm of breast",0.04,FALSE
2014,"Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",2.3,FALSE
2014,"Slovenia","Percentage","Survey data","Malignant neoplasm of breast",72.1,FALSE
2014,"Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,FALSE
2014,"Slovenia","Percentage","Programme data","Malignant neoplasm of breast",78.5,FALSE
2014,"Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri",71.3,FALSE
2014,"Slovakia","Percentage","Survey data","Malignant neoplasm of breast",54.1,FALSE
2014,"Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",69,FALSE
2014,"Slovakia","Percentage","Programme data","Malignant neoplasm of breast",30.05,FALSE
2014,"Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",46.94,FALSE
2014,"Finland","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Finland","Percentage","Programme data","Malignant neoplasm of breast",82.8,FALSE
2014,"Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",70.1,FALSE
2014,"Sweden","Percentage","Survey data","Malignant neoplasm of breast",90.4,FALSE
2014,"Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Sweden","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri",81.4,FALSE
2014,"Iceland","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Iceland","Percentage","Programme data","Malignant neoplasm of breast",59,FALSE
2014,"Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri",73,FALSE
2014,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",37,TRUE
2014,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",52.2,TRUE
2014,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",11.65,FALSE
2014,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",30.54,FALSE
2014,"Norway","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Norway","Percentage","Programme data","Malignant neoplasm of breast",74.9,FALSE
2014,"Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri",73.5,FALSE
2014,"Switzerland","Percentage","Survey data","Malignant neoplasm of breast",47.4,TRUE
2014,"Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.6,TRUE
2014,"Switzerland","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",66,TRUE
2014,"United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",57.9,FALSE
2014,"United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",62.8,FALSE
2014,"United Kingdom","Percentage","Programme data","Malignant neoplasm of breast",75.32,FALSE
2014,"United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri",77.78,FALSE
2014,"Montenegro","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"Montenegro","Percentage","Programme data","Malignant neoplasm of breast",60.8,TRUE
2014,"Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",54.15,TRUE
2014,"North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",73.5,TRUE
2014,"North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",80.4,TRUE
2014,"North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",61.9,TRUE
2014,"North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",17.4,FALSE
2014,"Serbia","Percentage","Survey data","Malignant neoplasm of breast",31.8,TRUE
2014,"Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",59.7,TRUE
2014,"Serbia","Percentage","Programme data","Malignant neoplasm of breast",7.6,FALSE
2014,"Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri",6,FALSE
2014,"Turkey","Percentage","Survey data","Malignant neoplasm of breast",24.7,FALSE
2014,"Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",23.4,FALSE
2014,"Turkey","Percentage","Programme data","Malignant neoplasm of breast",30.82,FALSE
2014,"Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri",42.29,FALSE
2015,"Belgium","Percentage","Survey data","Malignant neoplasm of breast",67.3,TRUE
2015,"Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.1,TRUE
2015,"Belgium","Percentage","Programme data","Malignant neoplasm of breast",61.6,FALSE
2015,"Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,FALSE
2015,"Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",31.8,TRUE
2015,"Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",52.2,TRUE
2015,"Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",13.7,FALSE
2015,"Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",8.6,FALSE
2015,"Czechia","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Czechia","Percentage","Programme data","Malignant neoplasm of breast",61.5,FALSE
2015,"Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri",76.22,FALSE
2015,"Denmark","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Denmark","Percentage","Programme data","Malignant neoplasm of breast",83,TRUE
2015,"Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.8,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",79,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",51.6,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Estonia","Percentage","Survey data","Malignant neoplasm of breast",50.8,TRUE
2015,"Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",57.7,TRUE
2015,"Estonia","Percentage","Programme data","Malignant neoplasm of breast",50.8,FALSE
2015,"Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",45.9,FALSE
2015,"Ireland","Percentage","Survey data","Malignant neoplasm of breast",74.9,FALSE
2015,"Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,FALSE
2015,"Ireland","Percentage","Programme data","Malignant neoplasm of breast",74.7,FALSE
2015,"Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri",78.7,FALSE
2015,"Greece","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Greece","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Spain","Percentage","Survey data","Malignant neoplasm of breast",79.8,TRUE
2015,"Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.66,TRUE
2015,"Spain","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"France","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2015,"France","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2015,"France","Percentage","Programme data","Malignant neoplasm of breast",51.9,FALSE
2015,"France","Percentage","Programme data","Malignant neoplasm of cervix uteri",59.1,FALSE
2015,"Croatia","Percentage","Survey data","Malignant neoplasm of breast",67.4,TRUE
2015,"Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Croatia","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2015,"Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Italy","Percentage","Survey data","Malignant neoplasm of breast",72,FALSE
2015,"Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",79,FALSE
2015,"Italy","Percentage","Programme data","Malignant neoplasm of breast",55,FALSE
2015,"Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",39.8,FALSE
2015,"Cyprus","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Cyprus","Percentage","Programme data","Malignant neoplasm of breast",35.48,FALSE
2015,"Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Latvia","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Latvia","Percentage","Programme data","Malignant neoplasm of breast",34.9,FALSE
2015,"Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri",25,FALSE
2015,"Lithuania","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Lithuania","Percentage","Programme data","Malignant neoplasm of breast",44.8,FALSE
2015,"Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",47.7,FALSE
2015,"Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",79,TRUE
2015,"Luxembourg","Percentage","Programme data","Malignant neoplasm of breast",58.6,FALSE
2015,"Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",75.4,FALSE
2015,"Hungary","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Hungary","Percentage","Programme data","Malignant neoplasm of breast",42.27,FALSE
2015,"Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",35.3,FALSE
2015,"Malta","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Malta","Percentage","Programme data","Malignant neoplasm of breast",60.6,FALSE
2015,"Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",24,TRUE
2015,"Netherlands","Percentage","Survey data","Malignant neoplasm of breast",79.6,FALSE
2015,"Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",63.7,FALSE
2015,"Netherlands","Percentage","Programme data","Malignant neoplasm of breast",78.2,FALSE
2015,"Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",64.4,FALSE
2015,"Austria","Percentage","Survey data","Malignant neoplasm of breast",72.7,TRUE
2015,"Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Austria","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Poland","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Poland","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Portugal","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Portugal","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"Romania","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Romania","Percentage","Programme data","Malignant neoplasm of breast",0.2,FALSE
2015,"Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",1.1,FALSE
2015,"Slovenia","Percentage","Survey data","Malignant neoplasm of breast",72.1,TRUE
2015,"Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Slovenia","Percentage","Programme data","Malignant neoplasm of breast",81.4,FALSE
2015,"Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri",71.5,FALSE
2015,"Slovakia","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Slovakia","Percentage","Programme data","Malignant neoplasm of breast",30.41,FALSE
2015,"Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",48.33,FALSE
2015,"Finland","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Finland","Percentage","Programme data","Malignant neoplasm of breast",82.7,FALSE
2015,"Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",69.5,FALSE
2015,"Sweden","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Sweden","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri",81.7,FALSE
2015,"Iceland","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Iceland","Percentage","Programme data","Malignant neoplasm of breast",58,FALSE
2015,"Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri",71,FALSE
2015,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast",14.43,FALSE
2015,"Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri",27.23,FALSE
2015,"Norway","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Norway","Percentage","Programme data","Malignant neoplasm of breast",75.3,FALSE
2015,"Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri",74.1,FALSE
2015,"Switzerland","Percentage","Survey data","Malignant neoplasm of breast",49,TRUE
2015,"Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",75.5,TRUE
2015,"Switzerland","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",51.38,TRUE
2015,"United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"United Kingdom","Percentage","Programme data","Malignant neoplasm of breast",75.08,FALSE
2015,"United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri",77.19,FALSE
2015,"Montenegro","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Montenegro","Percentage","Programme data","Malignant neoplasm of breast",27.4,TRUE
2015,"Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",32.5,TRUE
2015,"North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2015,"North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",61.5,TRUE
2015,"North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",14.6,FALSE
2015,"Serbia","Percentage","Survey data","Malignant neoplasm of breast",72,TRUE
2015,"Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",78.02,TRUE
2015,"Serbia","Percentage","Programme data","Malignant neoplasm of breast",10,FALSE
2015,"Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri",9.3,FALSE
2015,"Turkey","Percentage","Survey data","Malignant neoplasm of breast",28.1,TRUE
2015,"Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",26.3,TRUE
2015,"Turkey","Percentage","Programme data","Malignant neoplasm of breast",30.95,FALSE
2015,"Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri",46.51,FALSE
2016,"Belgium","Percentage","Survey data","Malignant neoplasm of breast",67.3,TRUE
2016,"Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.1,TRUE
2016,"Belgium","Percentage","Programme data","Malignant neoplasm of breast",61.8,FALSE
2016,"Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,FALSE
2016,"Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",31.8,TRUE
2016,"Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",52.2,TRUE
2016,"Bulgaria","Percentage","Programme data","Malignant neoplasm of breast",21.2,FALSE
2016,"Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri",34.4,FALSE
2016,"Czechia","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",80,TRUE
2016,"Czechia","Percentage","Programme data","Malignant neoplasm of breast",61.4,FALSE
2016,"Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri",76.23,FALSE
2016,"Denmark","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2016,"Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",63.5,TRUE
2016,"Denmark","Percentage","Programme data","Malignant neoplasm of breast",82.1,FALSE
2016,"Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri",63.5,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",71.3,TRUE
2016,"Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",80,TRUE
2016,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast",51,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Estonia","Percentage","Survey data","Malignant neoplasm of breast",56.3,TRUE
2016,"Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",57.7,TRUE
2016,"Estonia","Percentage","Programme data","Malignant neoplasm of breast",56.3,FALSE
2016,"Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri",45.9,FALSE
2016,"Ireland","Percentage","Survey data","Malignant neoplasm of breast",74.9,TRUE
2016,"Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",79.7,TRUE
2016,"Ireland","Percentage","Programme data","Malignant neoplasm of breast",75.1,FALSE
2016,"Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri",79.7,FALSE
2016,"Greece","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",75.52,TRUE
2016,"Greece","Percentage","Programme data","Malignant neoplasm of breast",61.4,TRUE
2016,"Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Spain","Percentage","Survey data","Malignant neoplasm of breast",79.8,TRUE
2016,"Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",68.66,TRUE
2016,"Spain","Percentage","Programme data","Malignant neoplasm of breast",61.4,TRUE
2016,"Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"France","Percentage","Survey data","Malignant neoplasm of breast",75,TRUE
2016,"France","Percentage","Survey data","Malignant neoplasm of cervix uteri",73.59,TRUE
2016,"France","Percentage","Programme data","Malignant neoplasm of breast",50.7,FALSE
2016,"France","Percentage","Programme data","Malignant neoplasm of cervix uteri",59,FALSE
2016,"Croatia","Percentage","Survey data","Malignant neoplasm of breast",67.4,TRUE
2016,"Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",77.1,TRUE
2016,"Croatia","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2016,"Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Italy","Percentage","Survey data","Malignant neoplasm of breast",73,FALSE
2016,"Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri",80,FALSE
2016,"Italy","Percentage","Programme data","Malignant neoplasm of breast",60,FALSE
2016,"Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri",40.9,FALSE
2016,"Cyprus","Percentage","Survey data","Malignant neoplasm of breast",65.7,TRUE
2016,"Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",64.64,TRUE
2016,"Cyprus","Percentage","Programme data","Malignant neoplasm of breast",35.15,FALSE
2016,"Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Latvia","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",60.8,TRUE
2016,"Latvia","Percentage","Programme data","Malignant neoplasm of breast",27.4,FALSE
2016,"Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri",25.2,FALSE
2016,"Lithuania","Percentage","Survey data","Malignant neoplasm of breast",46.5,TRUE
2016,"Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",53,TRUE
2016,"Lithuania","Percentage","Programme data","Malignant neoplasm of breast",46.2,FALSE
2016,"Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri",50.1,FALSE
2016,"Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",80,TRUE
2016,"Luxembourg","Percentage","Programme data","Malignant neoplasm of breast",58.6,FALSE
2016,"Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri",75.96,FALSE
2016,"Hungary","Percentage","Survey data","Malignant neoplasm of breast",64.9,TRUE
2016,"Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",59.6,TRUE
2016,"Hungary","Percentage","Programme data","Malignant neoplasm of breast",41.98,FALSE
2016,"Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri",35.06,FALSE
2016,"Malta","Percentage","Survey data","Malignant neoplasm of breast",68,TRUE
2016,"Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",61.6,TRUE
2016,"Malta","Percentage","Programme data","Malignant neoplasm of breast",51.5,FALSE
2016,"Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",18,FALSE
2016,"Netherlands","Percentage","Survey data","Malignant neoplasm of breast",77.9,FALSE
2016,"Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri",60.8,FALSE
2016,"Netherlands","Percentage","Programme data","Malignant neoplasm of breast",77.8,FALSE
2016,"Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri",60.3,FALSE
2016,"Austria","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",60.8,TRUE
2016,"Austria","Percentage","Programme data","Malignant neoplasm of breast",61.4,TRUE
2016,"Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Poland","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",71.7,TRUE
2016,"Poland","Percentage","Programme data","Malignant neoplasm of breast",61.4,TRUE
2016,"Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Portugal","Percentage","Survey data","Malignant neoplasm of breast",77.9,TRUE
2016,"Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,TRUE
2016,"Portugal","Percentage","Programme data","Malignant neoplasm of breast",61.4,TRUE
2016,"Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",53.31,TRUE
2016,"Romania","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",60.8,TRUE
2016,"Romania","Percentage","Programme data","Malignant neoplasm of breast",0.2,TRUE
2016,"Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri",0.9,FALSE
2016,"Slovenia","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.7,TRUE
2016,"Slovenia","Percentage","Programme data","Malignant neoplasm of breast",76.8,FALSE
2016,"Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri",71.9,FALSE
2016,"Slovakia","Percentage","Survey data","Malignant neoplasm of breast",73,TRUE
2016,"Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",69,TRUE
2016,"Slovakia","Percentage","Programme data","Malignant neoplasm of breast",30.79,FALSE
2016,"Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri",46,FALSE
2016,"Finland","Percentage","Survey data","Malignant neoplasm of breast",77.9,TRUE
2016,"Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",70.5,TRUE
2016,"Finland","Percentage","Programme data","Malignant neoplasm of breast",82.6,FALSE
2016,"Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri",70.5,FALSE
2016,"Sweden","Percentage","Survey data","Malignant neoplasm of breast",77.9,TRUE
