"TIME","GEO","UNIT","ICHA11_HF","Value","Value_imp"
2013,"Iceland","Million euro","Social health insurance schemes",0,FALSE
2013,"Liechtenstein","Million euro","All financing schemes",276.68,FALSE
2013,"Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",184.36,FALSE
2013,"Liechtenstein","Million euro","Government schemes",43.46,FALSE
2013,"Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",140.9,FALSE
2013,"Liechtenstein","Million euro","Social health insurance schemes",140.9,FALSE
2013,"Norway","Million euro","All financing schemes",939.05,TRUE
2013,"Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"Norway","Million euro","Government schemes",124.32,TRUE
2013,"Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2013,"Norway","Million euro","Social health insurance schemes",0,TRUE
2013,"Switzerland","Million euro","All financing schemes",939.05,TRUE
2013,"Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"Switzerland","Million euro","Government schemes",124.32,TRUE
2013,"Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2013,"Switzerland","Million euro","Social health insurance schemes",60.1,TRUE
2013,"United Kingdom","Million euro","All financing schemes",276.68,TRUE
2013,"United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",739.8,TRUE
2013,"United Kingdom","Million euro","Government schemes",124.32,TRUE
2013,"United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2013,"United Kingdom","Million euro","Social health insurance schemes",0,FALSE
2013,"Bosnia and Herzegovina","Million euro","All financing schemes",910.28,TRUE
2013,"Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",910.28,FALSE
2013,"Bosnia and Herzegovina","Million euro","Government schemes",27.15,FALSE
2013,"Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",883.13,FALSE
2013,"Bosnia and Herzegovina","Million euro","Social health insurance schemes",937.77,TRUE
2014,"European Union - 27 countries (from 2020)","Million euro","All financing schemes",795.04,TRUE
2014,"European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"European Union - 27 countries (from 2020)","Million euro","Government schemes",126.05,TRUE
2014,"European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"European Union - 28 countries (2013-2020)","Million euro","All financing schemes",795.04,TRUE
2014,"European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"European Union - 28 countries (2013-2020)","Million euro","Government schemes",126.05,TRUE
2014,"European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"European Union - 27 countries (2007-2013)","Million euro","All financing schemes",795.04,TRUE
2014,"European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"European Union - 27 countries (2007-2013)","Million euro","Government schemes",126.05,TRUE
2014,"European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"European Union - 15 countries (1995-2004)","Million euro","All financing schemes",795.04,TRUE
2014,"European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"European Union - 15 countries (1995-2004)","Million euro","Government schemes",126.05,TRUE
2014,"European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",795.04,TRUE
2014,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes",126.05,TRUE
2014,"Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Euro area - 18 countries (2014)","Million euro","All financing schemes",795.04,TRUE
2014,"Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Euro area - 18 countries (2014)","Million euro","Government schemes",126.05,TRUE
2014,"Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",795.04,TRUE
2014,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes",126.05,TRUE
2014,"Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Belgium","Million euro","All financing schemes",795.04,TRUE
2014,"Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Belgium","Million euro","Government schemes",126.05,TRUE
2014,"Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Belgium","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Bulgaria","Million euro","All financing schemes",322.95,TRUE
2014,"Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",521.62,TRUE
2014,"Bulgaria","Million euro","Government schemes",322.95,FALSE
2014,"Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",322.95,TRUE
2014,"Bulgaria","Million euro","Social health insurance schemes",322.95,TRUE
2014,"Czechia","Million euro","All financing schemes",795.04,TRUE
2014,"Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Czechia","Million euro","Government schemes",126.05,TRUE
2014,"Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Czechia","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Denmark","Million euro","All financing schemes",0,TRUE
2014,"Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes",0,TRUE
2014,"Denmark","Million euro","Government schemes",0,TRUE
2014,"Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2014,"Denmark","Million euro","Social health insurance schemes",0,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes",795.04,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes",126.05,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Estonia","Million euro","All financing schemes",932.1,TRUE
2014,"Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes",928.65,FALSE
2014,"Estonia","Million euro","Government schemes",126.05,FALSE
2014,"Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",802.61,FALSE
2014,"Estonia","Million euro","Social health insurance schemes",802.61,FALSE
2014,"Ireland","Million euro","All financing schemes",63.88,TRUE
2014,"Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",63.88,TRUE
2014,"Ireland","Million euro","Government schemes",126.05,TRUE
2014,"Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,FALSE
2014,"Ireland","Million euro","Social health insurance schemes",63.88,FALSE
2014,"Greece","Million euro","All financing schemes",795.04,TRUE
2014,"Greece","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Greece","Million euro","Government schemes",126.05,TRUE
2014,"Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Greece","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Spain","Million euro","All financing schemes",795.04,TRUE
2014,"Spain","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Spain","Million euro","Government schemes",126.05,TRUE
2014,"Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Spain","Million euro","Social health insurance schemes",63.88,TRUE
2014,"France","Million euro","All financing schemes",795.04,TRUE
2014,"France","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"France","Million euro","Government schemes",126.05,TRUE
2014,"France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"France","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Croatia","Million euro","All financing schemes",283.02,TRUE
2014,"Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",521.62,TRUE
2014,"Croatia","Million euro","Government schemes",86.03,FALSE
2014,"Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Croatia","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Italy","Million euro","All financing schemes",351,TRUE
2014,"Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",351,TRUE
2014,"Italy","Million euro","Government schemes",126.05,TRUE
2014,"Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",351,FALSE
2014,"Italy","Million euro","Social health insurance schemes",351,FALSE
2014,"Cyprus","Million euro","All financing schemes",514,TRUE
2014,"Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",521.62,FALSE
2014,"Cyprus","Million euro","Government schemes",514,FALSE
2014,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",7.62,FALSE
2014,"Cyprus","Million euro","Social health insurance schemes",7.62,FALSE
2014,"Latvia","Million euro","All financing schemes",770.23,TRUE
2014,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,FALSE
2014,"Latvia","Million euro","Government schemes",770.23,FALSE
2014,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2014,"Latvia","Million euro","Social health insurance schemes",0,TRUE
2014,"Lithuania","Million euro","All financing schemes",283.02,TRUE
2014,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Lithuania","Million euro","Government schemes",228.79,FALSE
2014,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Lithuania","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Luxembourg","Million euro","All financing schemes",283.02,TRUE
2014,"Luxembourg","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Luxembourg","Million euro","Government schemes",119.65,FALSE
2014,"Luxembourg","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Luxembourg","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Hungary","Million euro","All financing schemes",723.15,TRUE
2014,"Hungary","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Hungary","Million euro","Government schemes",723.15,FALSE
2014,"Hungary","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Hungary","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Malta","Million euro","All financing schemes",795.04,FALSE
2014,"Malta","Million euro","Government schemes and compulsory contributory health care financing schemes",487.53,FALSE
2014,"Malta","Million euro","Government schemes",487.53,FALSE
2014,"Malta","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2014,"Malta","Million euro","Social health insurance schemes",0,FALSE
2014,"Netherlands","Million euro","All financing schemes",795.04,TRUE
2014,"Netherlands","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Netherlands","Million euro","Government schemes",126.05,TRUE
2014,"Netherlands","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Netherlands","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Austria","Million euro","All financing schemes",795.04,TRUE
2014,"Austria","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Austria","Million euro","Government schemes",126.05,TRUE
2014,"Austria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Austria","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Poland","Million euro","All financing schemes",795.04,TRUE
2014,"Poland","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Poland","Million euro","Government schemes",126.05,TRUE
2014,"Poland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Poland","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Portugal","Million euro","All financing schemes",198.88,TRUE
2014,"Portugal","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Portugal","Million euro","Government schemes",126.05,TRUE
2014,"Portugal","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",198.88,FALSE
2014,"Portugal","Million euro","Social health insurance schemes",198.88,FALSE
2014,"Romania","Million euro","All financing schemes",795.04,TRUE
2014,"Romania","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Romania","Million euro","Government schemes",999.83,FALSE
2014,"Romania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Romania","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Slovenia","Million euro","All financing schemes",283.02,TRUE
2014,"Slovenia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Slovenia","Million euro","Government schemes",118.98,FALSE
2014,"Slovenia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Slovenia","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Slovakia","Million euro","All financing schemes",283.02,TRUE
2014,"Slovakia","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Slovakia","Million euro","Government schemes",210.27,FALSE
2014,"Slovakia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Slovakia","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Finland","Million euro","All financing schemes",795.04,TRUE
2014,"Finland","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Finland","Million euro","Government schemes",126.05,TRUE
2014,"Finland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Finland","Million euro","Social health insurance schemes",63.88,TRUE
2014,"Sweden","Million euro","All financing schemes",0,TRUE
2014,"Sweden","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Sweden","Million euro","Government schemes",126.05,TRUE
2014,"Sweden","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2014,"Sweden","Million euro","Social health insurance schemes",0,FALSE
2014,"Iceland","Million euro","All financing schemes",939.05,TRUE
2014,"Iceland","Million euro","Government schemes and compulsory contributory health care financing schemes",892.41,FALSE
2014,"Iceland","Million euro","Government schemes",892.41,FALSE
2014,"Iceland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2014,"Iceland","Million euro","Social health insurance schemes",0,FALSE
2014,"Liechtenstein","Million euro","All financing schemes",283.02,FALSE
2014,"Liechtenstein","Million euro","Government schemes and compulsory contributory health care financing schemes",185.77,FALSE
2014,"Liechtenstein","Million euro","Government schemes",41.06,FALSE
2014,"Liechtenstein","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",144.7,FALSE
2014,"Liechtenstein","Million euro","Social health insurance schemes",144.7,FALSE
2014,"Norway","Million euro","All financing schemes",795.04,TRUE
2014,"Norway","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Norway","Million euro","Government schemes",126.05,TRUE
2014,"Norway","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,TRUE
2014,"Norway","Million euro","Social health insurance schemes",0,TRUE
2014,"Switzerland","Million euro","All financing schemes",795.04,TRUE
2014,"Switzerland","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"Switzerland","Million euro","Government schemes",126.05,TRUE
2014,"Switzerland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",63.88,TRUE
2014,"Switzerland","Million euro","Social health insurance schemes",63.88,TRUE
2014,"United Kingdom","Million euro","All financing schemes",283.02,TRUE
2014,"United Kingdom","Million euro","Government schemes and compulsory contributory health care financing schemes",770.23,TRUE
2014,"United Kingdom","Million euro","Government schemes",126.05,TRUE
2014,"United Kingdom","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2014,"United Kingdom","Million euro","Social health insurance schemes",0,FALSE
2014,"Bosnia and Herzegovina","Million euro","All financing schemes",795.04,TRUE
2014,"Bosnia and Herzegovina","Million euro","Government schemes and compulsory contributory health care financing schemes",936.07,FALSE
2014,"Bosnia and Herzegovina","Million euro","Government schemes",29.05,FALSE
2014,"Bosnia and Herzegovina","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",907.03,FALSE
2014,"Bosnia and Herzegovina","Million euro","Social health insurance schemes",907.03,FALSE
2015,"European Union - 27 countries (from 2020)","Million euro","All financing schemes",795.04,TRUE
2015,"European Union - 27 countries (from 2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"European Union - 27 countries (from 2020)","Million euro","Government schemes",142.39,TRUE
2015,"European Union - 27 countries (from 2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"European Union - 27 countries (from 2020)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"European Union - 28 countries (2013-2020)","Million euro","All financing schemes",795.04,TRUE
2015,"European Union - 28 countries (2013-2020)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"European Union - 28 countries (2013-2020)","Million euro","Government schemes",142.39,TRUE
2015,"European Union - 28 countries (2013-2020)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"European Union - 28 countries (2013-2020)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"European Union - 27 countries (2007-2013)","Million euro","All financing schemes",795.04,TRUE
2015,"European Union - 27 countries (2007-2013)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"European Union - 27 countries (2007-2013)","Million euro","Government schemes",142.39,TRUE
2015,"European Union - 27 countries (2007-2013)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"European Union - 27 countries (2007-2013)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"European Union - 15 countries (1995-2004)","Million euro","All financing schemes",795.04,TRUE
2015,"European Union - 15 countries (1995-2004)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"European Union - 15 countries (1995-2004)","Million euro","Government schemes",142.39,TRUE
2015,"European Union - 15 countries (1995-2004)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"European Union - 15 countries (1995-2004)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Euro area - 19 countries  (from 2015)","Million euro","All financing schemes",795.04,TRUE
2015,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Euro area - 19 countries  (from 2015)","Million euro","Government schemes",142.39,TRUE
2015,"Euro area - 19 countries  (from 2015)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Euro area - 19 countries  (from 2015)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Euro area - 18 countries (2014)","Million euro","All financing schemes",795.04,TRUE
2015,"Euro area - 18 countries (2014)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Euro area - 18 countries (2014)","Million euro","Government schemes",142.39,TRUE
2015,"Euro area - 18 countries (2014)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Euro area - 18 countries (2014)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Euro area - 12 countries (2001-2006)","Million euro","All financing schemes",795.04,TRUE
2015,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Euro area - 12 countries (2001-2006)","Million euro","Government schemes",142.39,TRUE
2015,"Euro area - 12 countries (2001-2006)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Euro area - 12 countries (2001-2006)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Belgium","Million euro","All financing schemes",795.04,TRUE
2015,"Belgium","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Belgium","Million euro","Government schemes",142.39,TRUE
2015,"Belgium","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Belgium","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Bulgaria","Million euro","All financing schemes",344.32,TRUE
2015,"Bulgaria","Million euro","Government schemes and compulsory contributory health care financing schemes",513.62,TRUE
2015,"Bulgaria","Million euro","Government schemes",344.32,FALSE
2015,"Bulgaria","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",344.32,TRUE
2015,"Bulgaria","Million euro","Social health insurance schemes",344.32,TRUE
2015,"Czechia","Million euro","All financing schemes",795.04,TRUE
2015,"Czechia","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Czechia","Million euro","Government schemes",142.39,TRUE
2015,"Czechia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Czechia","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Denmark","Million euro","All financing schemes",0,TRUE
2015,"Denmark","Million euro","Government schemes and compulsory contributory health care financing schemes",0,TRUE
2015,"Denmark","Million euro","Government schemes",0,TRUE
2015,"Denmark","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2015,"Denmark","Million euro","Social health insurance schemes",0,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Million euro","All financing schemes",795.04,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Million euro","Government schemes",142.39,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Estonia","Million euro","All financing schemes",932.1,TRUE
2015,"Estonia","Million euro","Government schemes and compulsory contributory health care financing schemes",997.32,FALSE
2015,"Estonia","Million euro","Government schemes",142.39,FALSE
2015,"Estonia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",854.93,FALSE
2015,"Estonia","Million euro","Social health insurance schemes",854.93,FALSE
2015,"Ireland","Million euro","All financing schemes",60.1,TRUE
2015,"Ireland","Million euro","Government schemes and compulsory contributory health care financing schemes",60.1,TRUE
2015,"Ireland","Million euro","Government schemes",142.39,TRUE
2015,"Ireland","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,FALSE
2015,"Ireland","Million euro","Social health insurance schemes",60.1,FALSE
2015,"Greece","Million euro","All financing schemes",795.04,TRUE
2015,"Greece","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Greece","Million euro","Government schemes",142.39,TRUE
2015,"Greece","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Greece","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Spain","Million euro","All financing schemes",795.04,TRUE
2015,"Spain","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Spain","Million euro","Government schemes",142.39,TRUE
2015,"Spain","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Spain","Million euro","Social health insurance schemes",60.1,TRUE
2015,"France","Million euro","All financing schemes",795.04,TRUE
2015,"France","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"France","Million euro","Government schemes",142.39,TRUE
2015,"France","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"France","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Croatia","Million euro","All financing schemes",324.9,TRUE
2015,"Croatia","Million euro","Government schemes and compulsory contributory health care financing schemes",513.62,TRUE
2015,"Croatia","Million euro","Government schemes",86.96,FALSE
2015,"Croatia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Croatia","Million euro","Social health insurance schemes",60.1,TRUE
2015,"Italy","Million euro","All financing schemes",343,TRUE
2015,"Italy","Million euro","Government schemes and compulsory contributory health care financing schemes",343,TRUE
2015,"Italy","Million euro","Government schemes",142.39,TRUE
2015,"Italy","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",343,FALSE
2015,"Italy","Million euro","Social health insurance schemes",343,FALSE
2015,"Cyprus","Million euro","All financing schemes",509.65,TRUE
2015,"Cyprus","Million euro","Government schemes and compulsory contributory health care financing schemes",513.62,FALSE
2015,"Cyprus","Million euro","Government schemes",509.65,FALSE
2015,"Cyprus","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",3.97,FALSE
2015,"Cyprus","Million euro","Social health insurance schemes",3.97,FALSE
2015,"Latvia","Million euro","All financing schemes",814.6,TRUE
2015,"Latvia","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,FALSE
2015,"Latvia","Million euro","Government schemes",814.6,FALSE
2015,"Latvia","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",0,FALSE
2015,"Latvia","Million euro","Social health insurance schemes",0,FALSE
2015,"Lithuania","Million euro","All financing schemes",324.9,TRUE
2015,"Lithuania","Million euro","Government schemes and compulsory contributory health care financing schemes",814.6,TRUE
2015,"Lithuania","Million euro","Government schemes",241.57,FALSE
2015,"Lithuania","Million euro","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",60.1,TRUE
2015,"Lithuania","Million euro","Social health insurance schemes",60.1,TRUE
