"TIME","GEO","ISCO08","UNIT","Value","Flag.and.Footnotes","Value_imp"
2013,"Poland","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Poland","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Portugal","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Portugal","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Portugal","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Portugal","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Romania","Medical doctors","Full-time equivalent (FTE)",26011,"",FALSE
2013,"Romania","Nursing professionals and midwives","Full-time equivalent (FTE)",8219,"",FALSE
2013,"Romania","Nursing associate professionals","Full-time equivalent (FTE)",50952,"",FALSE
2013,"Romania","Health care assistants","Full-time equivalent (FTE)",37243,"",FALSE
2013,"Romania","Hospital employment","Full-time equivalent (FTE)",152126,"",FALSE
2013,"Slovenia","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Slovenia","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Slovenia","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Slovakia","Medical doctors","Full-time equivalent (FTE)",8748.94,"",FALSE
2013,"Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)",21491.75,"",FALSE
2013,"Slovakia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Slovakia","Health care assistants","Full-time equivalent (FTE)",6083.74,"",FALSE
2013,"Slovakia","Hospital employment","Full-time equivalent (FTE)",40723.64,"",FALSE
2013,"Finland","Medical doctors","Full-time equivalent (FTE)",7490.92,"e",FALSE
2013,"Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Finland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Finland","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Finland","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Iceland","Medical doctors","Full-time equivalent (FTE)",546.42,"",FALSE
2013,"Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)",1382.78,"",FALSE
2013,"Iceland","Nursing associate professionals","Full-time equivalent (FTE)",541.86,"",FALSE
2013,"Iceland","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Iceland","Hospital employment","Full-time equivalent (FTE)",4629.52,"",FALSE
2013,"Liechtenstein","Medical doctors","Full-time equivalent (FTE)",12.1,"",FALSE
2013,"Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)",52.2,"",FALSE
2013,"Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Liechtenstein","Health care assistants","Full-time equivalent (FTE)",22.6,"",FALSE
2013,"Liechtenstein","Hospital employment","Full-time equivalent (FTE)",153.8,"",FALSE
2013,"Norway","Medical doctors","Full-time equivalent (FTE)",11631,"",FALSE
2013,"Norway","Nursing professionals and midwives","Full-time equivalent (FTE)",37637,"",FALSE
2013,"Norway","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2013,"Norway","Health care assistants","Full-time equivalent (FTE)",7921,"",FALSE
2013,"Norway","Hospital employment","Full-time equivalent (FTE)",91981,"",FALSE
2013,"Switzerland","Medical doctors","Full-time equivalent (FTE)",19026.13,"",FALSE
2013,"Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)",45343.32,"",FALSE
2013,"Switzerland","Nursing associate professionals","Full-time equivalent (FTE)",6447.43,"",FALSE
2013,"Switzerland","Health care assistants","Full-time equivalent (FTE)",10919.81,"",FALSE
2013,"Switzerland","Hospital employment","Full-time equivalent (FTE)",148362.81,"",FALSE
2013,"United Kingdom","Medical doctors","Full-time equivalent (FTE)",118086.09,"e",FALSE
2013,"United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)",354397.24,"e",FALSE
2013,"United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)",70366.21,"e",FALSE
2013,"United Kingdom","Health care assistants","Full-time equivalent (FTE)",61782.11,"e",FALSE
2013,"United Kingdom","Hospital employment","Full-time equivalent (FTE)",1204434.87,"e",FALSE
2013,"Montenegro","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Montenegro","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Montenegro","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"North Macedonia","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"North Macedonia","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"North Macedonia","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Albania","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Albania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Albania","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Albania","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2013,"Serbia","Medical doctors","Full-time equivalent (FTE)",11379,"",FALSE
2013,"Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)",5424,"",FALSE
2013,"Serbia","Nursing associate professionals","Full-time equivalent (FTE)",23617,"",FALSE
2013,"Serbia","Health care assistants","Full-time equivalent (FTE)",0,"",FALSE
2013,"Serbia","Hospital employment","Full-time equivalent (FTE)",64940,"",FALSE
2013,"Turkey","Medical doctors","Full-time equivalent (FTE)",20377.24,"",TRUE
2013,"Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",52749.84,"",TRUE
2013,"Turkey","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2013,"Turkey","Health care assistants","Full-time equivalent (FTE)",3237,"",TRUE
2013,"Turkey","Hospital employment","Full-time equivalent (FTE)",134002.9,"",TRUE
2014,"Belgium","Medical doctors","Full-time equivalent (FTE)",6522.08,"e",FALSE
2014,"Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)",62181.95,"e",FALSE
2014,"Belgium","Nursing associate professionals","Full-time equivalent (FTE)",773.8,"e",FALSE
2014,"Belgium","Health care assistants","Full-time equivalent (FTE)",7444.63,"e",FALSE
2014,"Belgium","Hospital employment","Full-time equivalent (FTE)",146475.33,"e",FALSE
2014,"Bulgaria","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Bulgaria","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Bulgaria","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Czechia","Medical doctors","Full-time equivalent (FTE)",21104.31,"e",FALSE
2014,"Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)",52511.26,"e",FALSE
2014,"Czechia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Czechia","Health care assistants","Full-time equivalent (FTE)",2847.01,"e",FALSE
2014,"Czechia","Hospital employment","Full-time equivalent (FTE)",133988.71,"e",FALSE
2014,"Denmark","Medical doctors","Full-time equivalent (FTE)",15385,"",FALSE
2014,"Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",FALSE
2014,"Denmark","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Denmark","Health care assistants","Full-time equivalent (FTE)",10213,"",FALSE
2014,"Denmark","Hospital employment","Full-time equivalent (FTE)",107078,"",FALSE
2014,"Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)",159000,"",FALSE
2014,"Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)",335000,"",FALSE
2014,"Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)",32000,"",FALSE
2014,"Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",159000,"",TRUE
2014,"Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)",968000,"",FALSE
2014,"Estonia","Medical doctors","Full-time equivalent (FTE)",2531.9,"",FALSE
2014,"Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)",4963.1,"",FALSE
2014,"Estonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Estonia","Health care assistants","Full-time equivalent (FTE)",2909.7,"",FALSE
2014,"Estonia","Hospital employment","Full-time equivalent (FTE)",12985.4,"",FALSE
2014,"Ireland","Medical doctors","Full-time equivalent (FTE)",6774,"",FALSE
2014,"Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)",19741,"",FALSE
2014,"Ireland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Ireland","Health care assistants","Full-time equivalent (FTE)",3718,"",FALSE
2014,"Ireland","Hospital employment","Full-time equivalent (FTE)",49747,"",FALSE
2014,"Greece","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Greece","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Greece","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Greece","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Spain","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Spain","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Spain","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Spain","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"France","Medical doctors","Full-time equivalent (FTE)",124057.19,"",FALSE
2014,"France","Nursing professionals and midwives","Full-time equivalent (FTE)",348535.05,"",FALSE
2014,"France","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"France","Health care assistants","Full-time equivalent (FTE)",227044.21,"",FALSE
2014,"France","Hospital employment","Full-time equivalent (FTE)",1155583.2,"",FALSE
2014,"Croatia","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Croatia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Croatia","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Croatia","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Italy","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Italy","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Italy","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Italy","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Cyprus","Medical doctors","Full-time equivalent (FTE)",811,"",FALSE
2014,"Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)",3773,"",FALSE
2014,"Cyprus","Nursing associate professionals","Full-time equivalent (FTE)",119,"",FALSE
2014,"Cyprus","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Cyprus","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Latvia","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Latvia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Latvia","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Latvia","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Lithuania","Medical doctors","Full-time equivalent (FTE)",9818,"",FALSE
2014,"Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)",15770,"",FALSE
2014,"Lithuania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Lithuania","Health care assistants","Full-time equivalent (FTE)",5704,"",FALSE
2014,"Lithuania","Hospital employment","Full-time equivalent (FTE)",46144,"",FALSE
2014,"Luxembourg","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Luxembourg","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Luxembourg","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Hungary","Medical doctors","Full-time equivalent (FTE)",16970.61,"",FALSE
2014,"Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)",28191.02,"",FALSE
2014,"Hungary","Nursing associate professionals","Full-time equivalent (FTE)",6736.48,"",FALSE
2014,"Hungary","Health care assistants","Full-time equivalent (FTE)",14102.33,"",FALSE
2014,"Hungary","Hospital employment","Full-time equivalent (FTE)",100064.07,"",FALSE
2014,"Malta","Medical doctors","Full-time equivalent (FTE)",934.87,"",FALSE
2014,"Malta","Nursing professionals and midwives","Full-time equivalent (FTE)",2774.47,"",FALSE
2014,"Malta","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Malta","Health care assistants","Full-time equivalent (FTE)",1481.84,"",FALSE
2014,"Malta","Hospital employment","Full-time equivalent (FTE)",7855.51,"",FALSE
2014,"Netherlands","Medical doctors","Full-time equivalent (FTE)",23920,"e",FALSE
2014,"Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)",56801,"be",FALSE
2014,"Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Netherlands","Health care assistants","Full-time equivalent (FTE)",11975,"e",FALSE
2014,"Netherlands","Hospital employment","Full-time equivalent (FTE)",204854,"b",FALSE
2014,"Austria","Medical doctors","Full-time equivalent (FTE)",21757,"",FALSE
2014,"Austria","Nursing professionals and midwives","Full-time equivalent (FTE)",50307,"",FALSE
2014,"Austria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Austria","Health care assistants","Full-time equivalent (FTE)",8763.41,"",FALSE
2014,"Austria","Hospital employment","Full-time equivalent (FTE)",136931,"",FALSE
2014,"Poland","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Poland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Poland","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Poland","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Portugal","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Portugal","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Portugal","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Portugal","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Romania","Medical doctors","Full-time equivalent (FTE)",26368,"",FALSE
2014,"Romania","Nursing professionals and midwives","Full-time equivalent (FTE)",8959,"",FALSE
2014,"Romania","Nursing associate professionals","Full-time equivalent (FTE)",51186,"",FALSE
2014,"Romania","Health care assistants","Full-time equivalent (FTE)",37747,"",FALSE
2014,"Romania","Hospital employment","Full-time equivalent (FTE)",154315,"",FALSE
2014,"Slovenia","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Slovenia","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Slovenia","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Slovakia","Medical doctors","Full-time equivalent (FTE)",8936.08,"",FALSE
2014,"Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)",21632.52,"",FALSE
2014,"Slovakia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Slovakia","Health care assistants","Full-time equivalent (FTE)",6293.97,"",FALSE
2014,"Slovakia","Hospital employment","Full-time equivalent (FTE)",41262.81,"",FALSE
2014,"Finland","Medical doctors","Full-time equivalent (FTE)",8058.85,"e",FALSE
2014,"Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Finland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Finland","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Finland","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Iceland","Medical doctors","Full-time equivalent (FTE)",560.26,"",FALSE
2014,"Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)",1432.5,"",FALSE
2014,"Iceland","Nursing associate professionals","Full-time equivalent (FTE)",561.4,"",FALSE
2014,"Iceland","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Iceland","Hospital employment","Full-time equivalent (FTE)",4723.43,"",FALSE
2014,"Liechtenstein","Medical doctors","Full-time equivalent (FTE)",13.15,"",FALSE
2014,"Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)",57.3,"",FALSE
2014,"Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Liechtenstein","Health care assistants","Full-time equivalent (FTE)",23.7,"",FALSE
2014,"Liechtenstein","Hospital employment","Full-time equivalent (FTE)",169.05,"",FALSE
2014,"Norway","Medical doctors","Full-time equivalent (FTE)",11909,"",FALSE
2014,"Norway","Nursing professionals and midwives","Full-time equivalent (FTE)",38459,"",FALSE
2014,"Norway","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2014,"Norway","Health care assistants","Full-time equivalent (FTE)",7824,"",FALSE
2014,"Norway","Hospital employment","Full-time equivalent (FTE)",92626,"",FALSE
2014,"Switzerland","Medical doctors","Full-time equivalent (FTE)",19775.97,"",FALSE
2014,"Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)",46387.12,"",FALSE
2014,"Switzerland","Nursing associate professionals","Full-time equivalent (FTE)",7022.41,"",FALSE
2014,"Switzerland","Health care assistants","Full-time equivalent (FTE)",11070.45,"",FALSE
2014,"Switzerland","Hospital employment","Full-time equivalent (FTE)",152435.2,"",FALSE
2014,"United Kingdom","Medical doctors","Full-time equivalent (FTE)",120607.07,"e",FALSE
2014,"United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)",359840.92,"e",FALSE
2014,"United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)",69371.38,"e",FALSE
2014,"United Kingdom","Health care assistants","Full-time equivalent (FTE)",65556.97,"e",FALSE
2014,"United Kingdom","Hospital employment","Full-time equivalent (FTE)",1229041.62,"e",FALSE
2014,"Montenegro","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Montenegro","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Montenegro","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"North Macedonia","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"North Macedonia","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"North Macedonia","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Albania","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Albania","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Albania","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Albania","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2014,"Serbia","Medical doctors","Full-time equivalent (FTE)",11324,"",FALSE
2014,"Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)",5406,"",FALSE
2014,"Serbia","Nursing associate professionals","Full-time equivalent (FTE)",23364,"",FALSE
2014,"Serbia","Health care assistants","Full-time equivalent (FTE)",0,"",FALSE
2014,"Serbia","Hospital employment","Full-time equivalent (FTE)",64155,"",FALSE
2014,"Turkey","Medical doctors","Full-time equivalent (FTE)",15385,"",TRUE
2014,"Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",37231,"",TRUE
2014,"Turkey","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2014,"Turkey","Health care assistants","Full-time equivalent (FTE)",3718,"",TRUE
2014,"Turkey","Hospital employment","Full-time equivalent (FTE)",107078,"",TRUE
2015,"Belgium","Medical doctors","Full-time equivalent (FTE)",6700.02,"e",FALSE
2015,"Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)",62971.53,"e",FALSE
2015,"Belgium","Nursing associate professionals","Full-time equivalent (FTE)",692.83,"e",FALSE
2015,"Belgium","Health care assistants","Full-time equivalent (FTE)",7491.89,"e",FALSE
2015,"Belgium","Hospital employment","Full-time equivalent (FTE)",147380.48,"e",FALSE
2015,"Bulgaria","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2015,"Bulgaria","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Bulgaria","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"Czechia","Medical doctors","Full-time equivalent (FTE)",21134.89,"",FALSE
2015,"Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",FALSE
2015,"Czechia","Nursing associate professionals","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Czechia","Health care assistants","Full-time equivalent (FTE)",2941.09,"",FALSE
2015,"Czechia","Hospital employment","Full-time equivalent (FTE)",137558.57,"",FALSE
2015,"Denmark","Medical doctors","Full-time equivalent (FTE)",15632,"",FALSE
2015,"Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)",37155,"",FALSE
2015,"Denmark","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2015,"Denmark","Health care assistants","Full-time equivalent (FTE)",9762,"",FALSE
2015,"Denmark","Hospital employment","Full-time equivalent (FTE)",106525,"",FALSE
2015,"Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)",163000,"",FALSE
2015,"Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)",337000,"",FALSE
2015,"Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)",33000,"",FALSE
2015,"Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",9762,"",TRUE
2015,"Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)",978000,"",FALSE
2015,"Estonia","Medical doctors","Full-time equivalent (FTE)",2580.8,"",FALSE
2015,"Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)",4902.1,"",FALSE
2015,"Estonia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2015,"Estonia","Health care assistants","Full-time equivalent (FTE)",2852.8,"",FALSE
2015,"Estonia","Hospital employment","Full-time equivalent (FTE)",13055.2,"",FALSE
2015,"Ireland","Medical doctors","Full-time equivalent (FTE)",7220,"",FALSE
2015,"Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)",20314,"",FALSE
2015,"Ireland","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2015,"Ireland","Health care assistants","Full-time equivalent (FTE)",4158,"",FALSE
2015,"Ireland","Hospital employment","Full-time equivalent (FTE)",52542,"",FALSE
2015,"Greece","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Greece","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2015,"Greece","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Greece","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"Spain","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Spain","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2015,"Spain","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Spain","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"France","Medical doctors","Full-time equivalent (FTE)",126023.95,"",FALSE
2015,"France","Nursing professionals and midwives","Full-time equivalent (FTE)",350218.46,"",FALSE
2015,"France","Nursing associate professionals","Full-time equivalent (FTE)",0,"",FALSE
2015,"France","Health care assistants","Full-time equivalent (FTE)",227119.01,"",FALSE
2015,"France","Hospital employment","Full-time equivalent (FTE)",1158639.44,"",FALSE
2015,"Croatia","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Croatia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2015,"Croatia","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Croatia","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"Italy","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Italy","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
2015,"Italy","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Italy","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"Cyprus","Medical doctors","Full-time equivalent (FTE)",790,"",FALSE
2015,"Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)",3985,"",FALSE
2015,"Cyprus","Nursing associate professionals","Full-time equivalent (FTE)",102,"",FALSE
2015,"Cyprus","Health care assistants","Full-time equivalent (FTE)",2941.09,"",TRUE
2015,"Cyprus","Hospital employment","Full-time equivalent (FTE)",137558.57,"",TRUE
2015,"Latvia","Medical doctors","Full-time equivalent (FTE)",21134.89,"",TRUE
2015,"Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",52293.24,"",TRUE
2015,"Latvia","Nursing associate professionals","Full-time equivalent (FTE)",0,"",TRUE
