"TIME","GEO","UNIT","MED_SPEC","Value","Value_imp"
2015,"Spain","Number","Generalist medical practitioners",34735,FALSE
2015,"Spain","Number","General practitioners",34735,FALSE
2015,"Spain","Number","Other generalist medical practitioners",0,FALSE
2015,"Spain","Number","Specialist medical practitioners",115392,FALSE
2015,"Spain","Number","General paediatricians",12067,FALSE
2015,"France","Number","Generalist medical practitioners",94262,FALSE
2015,"France","Number","General practitioners",61205,FALSE
2015,"France","Number","Other generalist medical practitioners",33057,FALSE
2015,"France","Number","Specialist medical practitioners",113527,FALSE
2015,"France","Number","General paediatricians",7873,FALSE
2015,"Croatia","Number","Generalist medical practitioners",3248,FALSE
2015,"Croatia","Number","General practitioners",2329,FALSE
2015,"Croatia","Number","Other generalist medical practitioners",919,FALSE
2015,"Croatia","Number","Specialist medical practitioners",10182,FALSE
2015,"Croatia","Number","General paediatricians",827,FALSE
2015,"Italy","Number","Generalist medical practitioners",53610,FALSE
2015,"Italy","Number","General practitioners",44655,FALSE
2015,"Italy","Number","Other generalist medical practitioners",8955,FALSE
2015,"Italy","Number","Specialist medical practitioners",179492,FALSE
2015,"Italy","Number","General paediatricians",17211,FALSE
2015,"Cyprus","Number","Generalist medical practitioners",735,FALSE
2015,"Cyprus","Number","General practitioners",735,FALSE
2015,"Cyprus","Number","Other generalist medical practitioners",0,FALSE
2015,"Cyprus","Number","Specialist medical practitioners",2311,FALSE
2015,"Cyprus","Number","General paediatricians",242,FALSE
2015,"Latvia","Number","Generalist medical practitioners",1379,FALSE
2015,"Latvia","Number","General practitioners",1379,FALSE
2015,"Latvia","Number","Other generalist medical practitioners",0,FALSE
2015,"Latvia","Number","Specialist medical practitioners",4945,FALSE
2015,"Latvia","Number","General paediatricians",246,FALSE
2015,"Lithuania","Number","Generalist medical practitioners",2819,FALSE
2015,"Lithuania","Number","General practitioners",2638,FALSE
2015,"Lithuania","Number","Other generalist medical practitioners",181,FALSE
2015,"Lithuania","Number","Specialist medical practitioners",9786,FALSE
2015,"Lithuania","Number","General paediatricians",760,FALSE
2015,"Luxembourg","Number","Generalist medical practitioners",498,FALSE
2015,"Luxembourg","Number","General practitioners",498,FALSE
2015,"Luxembourg","Number","Other generalist medical practitioners",0,FALSE
2015,"Luxembourg","Number","Specialist medical practitioners",1158,FALSE
2015,"Luxembourg","Number","General paediatricians",91,FALSE
2015,"Hungary","Number","Generalist medical practitioners",7096,TRUE
2015,"Hungary","Number","General practitioners",4390,TRUE
2015,"Hungary","Number","Other generalist medical practitioners",2481,TRUE
2015,"Hungary","Number","Specialist medical practitioners",25615,TRUE
2015,"Hungary","Number","General paediatricians",2371,TRUE
2015,"Malta","Number","Generalist medical practitioners",349,FALSE
2015,"Malta","Number","General practitioners",349,FALSE
2015,"Malta","Number","Other generalist medical practitioners",0,FALSE
2015,"Malta","Number","Specialist medical practitioners",891,FALSE
2015,"Malta","Number","General paediatricians",74,FALSE
2015,"Netherlands","Number","Generalist medical practitioners",26490,FALSE
2015,"Netherlands","Number","General practitioners",14210,FALSE
2015,"Netherlands","Number","Other generalist medical practitioners",12280,FALSE
2015,"Netherlands","Number","Specialist medical practitioners",32654,FALSE
2015,"Netherlands","Number","General paediatricians",1681,FALSE
2015,"Austria","Number","Generalist medical practitioners",14275,FALSE
2015,"Austria","Number","General practitioners",6609,FALSE
2015,"Austria","Number","Other generalist medical practitioners",7666,FALSE
2015,"Austria","Number","Specialist medical practitioners",23702,FALSE
2015,"Austria","Number","General paediatricians",1383,FALSE
2015,"Poland","Number","Generalist medical practitioners",14618,FALSE
2015,"Poland","Number","General practitioners",8272,FALSE
2015,"Poland","Number","Other generalist medical practitioners",6346,FALSE
2015,"Poland","Number","Specialist medical practitioners",73819,FALSE
2015,"Poland","Number","General paediatricians",5210,FALSE
2015,"Portugal","Number","Generalist medical practitioners",24940,FALSE
2015,"Portugal","Number","General practitioners",22518,FALSE
2015,"Portugal","Number","Other generalist medical practitioners",2422,FALSE
2015,"Portugal","Number","Specialist medical practitioners",24296,FALSE
2015,"Portugal","Number","General paediatricians",1973,FALSE
2015,"Romania","Number","Generalist medical practitioners",15270,FALSE
2015,"Romania","Number","General practitioners",12333,FALSE
2015,"Romania","Number","Other generalist medical practitioners",2937,FALSE
2015,"Romania","Number","Specialist medical practitioners",39537,FALSE
2015,"Romania","Number","General paediatricians",2566,FALSE
2015,"Slovenia","Number","Generalist medical practitioners",1364,FALSE
2015,"Slovenia","Number","General practitioners",1132,FALSE
2015,"Slovenia","Number","Other generalist medical practitioners",232,FALSE
2015,"Slovenia","Number","Specialist medical practitioners",4272,FALSE
2015,"Slovenia","Number","General paediatricians",587,FALSE
2015,"Finland","Number","Generalist medical practitioners",6837,FALSE
2015,"Finland","Number","General practitioners",12693,TRUE
2015,"Finland","Number","Other generalist medical practitioners",84,TRUE
2015,"Finland","Number","Specialist medical practitioners",10648,FALSE
2015,"Finland","Number","General paediatricians",696,FALSE
2015,"Sweden","Number","Generalist medical practitioners",6350,FALSE
2015,"Sweden","Number","General practitioners",6350,FALSE
2015,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2015,"Sweden","Number","Specialist medical practitioners",21974,FALSE
2015,"Sweden","Number","General paediatricians",1043,FALSE
2015,"Iceland","Number","Generalist medical practitioners",191,FALSE
2015,"Iceland","Number","General practitioners",191,FALSE
2015,"Iceland","Number","Other generalist medical practitioners",84,TRUE
2015,"Iceland","Number","Specialist medical practitioners",725,FALSE
2015,"Iceland","Number","General paediatricians",14,FALSE
2015,"Liechtenstein","Number","Generalist medical practitioners",35,FALSE
2015,"Liechtenstein","Number","General practitioners",23,FALSE
2015,"Liechtenstein","Number","Other generalist medical practitioners",12,FALSE
2015,"Liechtenstein","Number","Specialist medical practitioners",85,FALSE
2015,"Liechtenstein","Number","General paediatricians",6,FALSE
2015,"Norway","Number","Generalist medical practitioners",4323,FALSE
2015,"Norway","Number","General practitioners",3950,FALSE
2015,"Norway","Number","Other generalist medical practitioners",373,FALSE
2015,"Norway","Number","Specialist medical practitioners",9443,FALSE
2015,"Norway","Number","General paediatricians",760,FALSE
2015,"Switzerland","Number","Generalist medical practitioners",9570,FALSE
2015,"Switzerland","Number","General practitioners",12693,TRUE
2015,"Switzerland","Number","Other generalist medical practitioners",84,TRUE
2015,"Switzerland","Number","Specialist medical practitioners",20313,FALSE
2015,"Switzerland","Number","General paediatricians",1692,FALSE
2015,"United Kingdom","Number","Generalist medical practitioners",50169,FALSE
2015,"United Kingdom","Number","General practitioners",50169,FALSE
2015,"United Kingdom","Number","Other generalist medical practitioners",84,TRUE
2015,"United Kingdom","Number","Specialist medical practitioners",130719,FALSE
2015,"United Kingdom","Number","General paediatricians",9910,FALSE
2015,"Montenegro","Number","Generalist medical practitioners",273,FALSE
2015,"Montenegro","Number","General practitioners",273,FALSE
2015,"Montenegro","Number","Other generalist medical practitioners",0,FALSE
2015,"Montenegro","Number","Specialist medical practitioners",1217,FALSE
2015,"Montenegro","Number","General paediatricians",166,FALSE
2015,"North Macedonia","Number","Generalist medical practitioners",1967,FALSE
2015,"North Macedonia","Number","General practitioners",12693,TRUE
2015,"North Macedonia","Number","Other generalist medical practitioners",84,TRUE
2015,"North Macedonia","Number","Specialist medical practitioners",4008,FALSE
2015,"North Macedonia","Number","General paediatricians",396,FALSE
2015,"Albania","Number","Generalist medical practitioners",4571,TRUE
2015,"Albania","Number","General practitioners",1603,TRUE
2015,"Albania","Number","Other generalist medical practitioners",84,TRUE
2015,"Albania","Number","Specialist medical practitioners",2087,TRUE
2015,"Albania","Number","General paediatricians",1420,TRUE
2015,"Serbia","Number","Generalist medical practitioners",6239,FALSE
2015,"Serbia","Number","General practitioners",4987,FALSE
2015,"Serbia","Number","Other generalist medical practitioners",1252,FALSE
2015,"Serbia","Number","Specialist medical practitioners",15601,FALSE
2015,"Serbia","Number","General paediatricians",1943,FALSE
2015,"Turkey","Number","Generalist medical practitioners",44646,FALSE
2015,"Turkey","Number","General practitioners",44646,FALSE
2015,"Turkey","Number","Other generalist medical practitioners",84,TRUE
2015,"Turkey","Number","Specialist medical practitioners",96613,FALSE
2015,"Turkey","Number","General paediatricians",6888,FALSE
2016,"Belgium","Number","Generalist medical practitioners",12929,FALSE
2016,"Belgium","Number","General practitioners",12929,FALSE
2016,"Belgium","Number","Other generalist medical practitioners",0,FALSE
2016,"Belgium","Number","Specialist medical practitioners",21424,FALSE
2016,"Belgium","Number","General paediatricians",1532,FALSE
2016,"Bulgaria","Number","Generalist medical practitioners",4561,FALSE
2016,"Bulgaria","Number","General practitioners",4407,FALSE
2016,"Bulgaria","Number","Other generalist medical practitioners",154,FALSE
2016,"Bulgaria","Number","Specialist medical practitioners",24931,FALSE
2016,"Bulgaria","Number","General paediatricians",1467,FALSE
2016,"Czechia","Number","Generalist medical practitioners",7371,TRUE
2016,"Czechia","Number","General practitioners",7371,TRUE
2016,"Czechia","Number","Other generalist medical practitioners",0,TRUE
2016,"Czechia","Number","Specialist medical practitioners",31405,TRUE
2016,"Czechia","Number","General paediatricians",1296,TRUE
2016,"Denmark","Number","Generalist medical practitioners",4582,FALSE
2016,"Denmark","Number","General practitioners",4582,TRUE
2016,"Denmark","Number","Other generalist medical practitioners",154,TRUE
2016,"Denmark","Number","Specialist medical practitioners",10083,FALSE
2016,"Denmark","Number","General paediatricians",457,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners",79847,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","General practitioners",57892.5,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners",21954.5,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners",264908,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","General paediatricians",13758,FALSE
2016,"Estonia","Number","Generalist medical practitioners",1061,FALSE
2016,"Estonia","Number","General practitioners",960,FALSE
2016,"Estonia","Number","Other generalist medical practitioners",101,FALSE
2016,"Estonia","Number","Specialist medical practitioners",3487,FALSE
2016,"Estonia","Number","General paediatricians",173,FALSE
2016,"Ireland","Number","Generalist medical practitioners",8514,FALSE
2016,"Ireland","Number","General practitioners",3605,FALSE
2016,"Ireland","Number","Other generalist medical practitioners",4909,FALSE
2016,"Ireland","Number","Specialist medical practitioners",6627,FALSE
2016,"Ireland","Number","General paediatricians",445,FALSE
2016,"Greece","Number","Generalist medical practitioners",4521,FALSE
2016,"Greece","Number","General practitioners",3531,FALSE
2016,"Greece","Number","Other generalist medical practitioners",990,FALSE
2016,"Greece","Number","Specialist medical practitioners",52839,FALSE
2016,"Greece","Number","General paediatricians",4133,FALSE
2016,"Spain","Number","Generalist medical practitioners",34797,FALSE
2016,"Spain","Number","General practitioners",34797,FALSE
2016,"Spain","Number","Other generalist medical practitioners",0,FALSE
2016,"Spain","Number","Specialist medical practitioners",117141,FALSE
2016,"Spain","Number","General paediatricians",12189,FALSE
2016,"France","Number","Generalist medical practitioners",94328,FALSE
2016,"France","Number","General practitioners",60255,FALSE
2016,"France","Number","Other generalist medical practitioners",34073,FALSE
2016,"France","Number","Specialist medical practitioners",115039,FALSE
2016,"France","Number","General paediatricians",7965,FALSE
2016,"Croatia","Number","Generalist medical practitioners",3406,FALSE
2016,"Croatia","Number","General practitioners",2302,FALSE
2016,"Croatia","Number","Other generalist medical practitioners",1104,FALSE
2016,"Croatia","Number","Specialist medical practitioners",10098,FALSE
2016,"Croatia","Number","General paediatricians",842,FALSE
2016,"Italy","Number","Generalist medical practitioners",54063,FALSE
2016,"Italy","Number","General practitioners",44279,FALSE
2016,"Italy","Number","Other generalist medical practitioners",9784,FALSE
2016,"Italy","Number","Specialist medical practitioners",185579,FALSE
2016,"Italy","Number","General paediatricians",17651,FALSE
2016,"Cyprus","Number","Generalist medical practitioners",786,FALSE
2016,"Cyprus","Number","General practitioners",786,FALSE
2016,"Cyprus","Number","Other generalist medical practitioners",0,FALSE
2016,"Cyprus","Number","Specialist medical practitioners",2423,FALSE
2016,"Cyprus","Number","General paediatricians",246,FALSE
2016,"Latvia","Number","Generalist medical practitioners",1412,FALSE
2016,"Latvia","Number","General practitioners",1412,FALSE
2016,"Latvia","Number","Other generalist medical practitioners",0,FALSE
2016,"Latvia","Number","Specialist medical practitioners",4883,FALSE
2016,"Latvia","Number","General paediatricians",246,FALSE
2016,"Lithuania","Number","Generalist medical practitioners",2873,FALSE
2016,"Lithuania","Number","General practitioners",2625,FALSE
2016,"Lithuania","Number","Other generalist medical practitioners",248,FALSE
2016,"Lithuania","Number","Specialist medical practitioners",9939,FALSE
2016,"Lithuania","Number","General paediatricians",751,FALSE
2016,"Luxembourg","Number","Generalist medical practitioners",505,FALSE
2016,"Luxembourg","Number","General practitioners",505,FALSE
2016,"Luxembourg","Number","Other generalist medical practitioners",0,FALSE
2016,"Luxembourg","Number","Specialist medical practitioners",1178,FALSE
2016,"Luxembourg","Number","General paediatricians",92,FALSE
2016,"Hungary","Number","Generalist medical practitioners",7096,TRUE
2016,"Hungary","Number","General practitioners",4390,TRUE
2016,"Hungary","Number","Other generalist medical practitioners",2481,TRUE
2016,"Hungary","Number","Specialist medical practitioners",25615,TRUE
2016,"Hungary","Number","General paediatricians",2371,TRUE
2016,"Malta","Number","Generalist medical practitioners",360,FALSE
2016,"Malta","Number","General practitioners",360,FALSE
2016,"Malta","Number","Other generalist medical practitioners",0,FALSE
2016,"Malta","Number","Specialist medical practitioners",926,FALSE
2016,"Malta","Number","General paediatricians",76,FALSE
2016,"Netherlands","Number","Generalist medical practitioners",27060,FALSE
2016,"Netherlands","Number","General practitioners",14531,FALSE
2016,"Netherlands","Number","Other generalist medical practitioners",12529,FALSE
2016,"Netherlands","Number","Specialist medical practitioners",33173,FALSE
2016,"Netherlands","Number","General paediatricians",1725,FALSE
2016,"Austria","Number","Generalist medical practitioners",13834,FALSE
2016,"Austria","Number","General practitioners",6668,FALSE
2016,"Austria","Number","Other generalist medical practitioners",7166,FALSE
2016,"Austria","Number","Specialist medical practitioners",23814,FALSE
2016,"Austria","Number","General paediatricians",1335,FALSE
2016,"Poland","Number","Generalist medical practitioners",16052,FALSE
2016,"Poland","Number","General practitioners",8387,FALSE
2016,"Poland","Number","Other generalist medical practitioners",7665,FALSE
2016,"Poland","Number","Specialist medical practitioners",75678,FALSE
2016,"Poland","Number","General paediatricians",5533,FALSE
2016,"Portugal","Number","Generalist medical practitioners",26100,FALSE
2016,"Portugal","Number","General practitioners",23464,FALSE
2016,"Portugal","Number","Other generalist medical practitioners",2636,FALSE
2016,"Portugal","Number","Specialist medical practitioners",24905,FALSE
2016,"Portugal","Number","General paediatricians",2032,FALSE
2016,"Romania","Number","Generalist medical practitioners",15211,FALSE
2016,"Romania","Number","General practitioners",12334,FALSE
2016,"Romania","Number","Other generalist medical practitioners",2877,FALSE
2016,"Romania","Number","Specialist medical practitioners",40764,FALSE
2016,"Romania","Number","General paediatricians",2598,FALSE
2016,"Slovenia","Number","Generalist medical practitioners",1405,FALSE
2016,"Slovenia","Number","General practitioners",1185,FALSE
2016,"Slovenia","Number","Other generalist medical practitioners",220,FALSE
2016,"Slovenia","Number","Specialist medical practitioners",4514,FALSE
2016,"Slovenia","Number","General paediatricians",605,FALSE
2016,"Finland","Number","Generalist medical practitioners",6849,TRUE
2016,"Finland","Number","General practitioners",12929,TRUE
2016,"Finland","Number","Other generalist medical practitioners",154,TRUE
2016,"Finland","Number","Specialist medical practitioners",10648,TRUE
2016,"Finland","Number","General paediatricians",703,TRUE
2016,"Sweden","Number","Generalist medical practitioners",6388,FALSE
2016,"Sweden","Number","General practitioners",6388,FALSE
2016,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2016,"Sweden","Number","Specialist medical practitioners",22300,FALSE
2016,"Sweden","Number","General paediatricians",1026,FALSE
2016,"Iceland","Number","Generalist medical practitioners",213,FALSE
2016,"Iceland","Number","General practitioners",213,FALSE
2016,"Iceland","Number","Other generalist medical practitioners",154,TRUE
2016,"Iceland","Number","Specialist medical practitioners",818,FALSE
2016,"Iceland","Number","General paediatricians",20,FALSE
2016,"Liechtenstein","Number","Generalist medical practitioners",37,FALSE
2016,"Liechtenstein","Number","General practitioners",24,FALSE
2016,"Liechtenstein","Number","Other generalist medical practitioners",13,FALSE
2016,"Liechtenstein","Number","Specialist medical practitioners",87,FALSE
2016,"Liechtenstein","Number","General paediatricians",5,FALSE
2016,"Norway","Number","Generalist medical practitioners",4409,FALSE
2016,"Norway","Number","General practitioners",4012,FALSE
2016,"Norway","Number","Other generalist medical practitioners",397,FALSE
2016,"Norway","Number","Specialist medical practitioners",9760,FALSE
2016,"Norway","Number","General paediatricians",804,FALSE
2016,"Switzerland","Number","Generalist medical practitioners",9601,FALSE
2016,"Switzerland","Number","General practitioners",12929,TRUE
2016,"Switzerland","Number","Other generalist medical practitioners",154,TRUE
2016,"Switzerland","Number","Specialist medical practitioners",20993,FALSE
2016,"Switzerland","Number","General paediatricians",1770,FALSE
2016,"United Kingdom","Number","Generalist medical practitioners",50080,FALSE
2016,"United Kingdom","Number","General practitioners",50080,FALSE
2016,"United Kingdom","Number","Other generalist medical practitioners",154,TRUE
2016,"United Kingdom","Number","Specialist medical practitioners",132657,FALSE
2016,"United Kingdom","Number","General paediatricians",10135,FALSE
2016,"Montenegro","Number","Generalist medical practitioners",284,FALSE
2016,"Montenegro","Number","General practitioners",284,FALSE
2016,"Montenegro","Number","Other generalist medical practitioners",0,FALSE
2016,"Montenegro","Number","Specialist medical practitioners",1332,FALSE
2016,"Montenegro","Number","General paediatricians",182,FALSE
2016,"North Macedonia","Number","Generalist medical practitioners",2070,FALSE
2016,"North Macedonia","Number","General practitioners",12929,TRUE
2016,"North Macedonia","Number","Other generalist medical practitioners",154,TRUE
2016,"North Macedonia","Number","Specialist medical practitioners",4140,FALSE
2016,"North Macedonia","Number","General paediatricians",415,FALSE
2016,"Albania","Number","Generalist medical practitioners",4582,TRUE
2016,"Albania","Number","General practitioners",1603,TRUE
2016,"Albania","Number","Other generalist medical practitioners",154,TRUE
2016,"Albania","Number","Specialist medical practitioners",2087,TRUE
2016,"Albania","Number","General paediatricians",1467,TRUE
2016,"Serbia","Number","Generalist medical practitioners",6061,FALSE
2016,"Serbia","Number","General practitioners",4910,FALSE
2016,"Serbia","Number","Other generalist medical practitioners",1151,FALSE
2016,"Serbia","Number","Specialist medical practitioners",14792,FALSE
2016,"Serbia","Number","General paediatricians",1934,FALSE
2016,"Turkey","Number","Generalist medical practitioners",46107,FALSE
2016,"Turkey","Number","General practitioners",46107,FALSE
2016,"Turkey","Number","Other generalist medical practitioners",154,TRUE
2016,"Turkey","Number","Specialist medical practitioners",98720,FALSE
2016,"Turkey","Number","General paediatricians",7125,FALSE
2017,"Belgium","Number","Generalist medical practitioners",12992,FALSE
2017,"Belgium","Number","General practitioners",12992,FALSE
2017,"Belgium","Number","Other generalist medical practitioners",0,FALSE
2017,"Belgium","Number","Specialist medical practitioners",21630,FALSE
2017,"Belgium","Number","General paediatricians",1563,FALSE
2017,"Bulgaria","Number","Generalist medical practitioners",4650,FALSE
2017,"Bulgaria","Number","General practitioners",4531,FALSE
2017,"Bulgaria","Number","Other generalist medical practitioners",119,FALSE
2017,"Bulgaria","Number","Specialist medical practitioners",25387,FALSE
2017,"Bulgaria","Number","General paediatricians",1475,FALSE
2017,"Czechia","Number","Generalist medical practitioners",7371,TRUE
2017,"Czechia","Number","General practitioners",7371,TRUE
2017,"Czechia","Number","Other generalist medical practitioners",0,TRUE
2017,"Czechia","Number","Specialist medical practitioners",31405,TRUE
2017,"Czechia","Number","General paediatricians",1296,TRUE
2017,"Denmark","Number","Generalist medical practitioners",4616,FALSE
2017,"Denmark","Number","General practitioners",4616,TRUE
2017,"Denmark","Number","Other generalist medical practitioners",119,TRUE
2017,"Denmark","Number","Specialist medical practitioners",10355,FALSE
2017,"Denmark","Number","General paediatricians",469,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners",81411,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","General practitioners",58474.5,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners",22936.5,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners",269784,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","General paediatricians",14023,FALSE
2017,"Estonia","Number","Generalist medical practitioners",1059,FALSE
2017,"Estonia","Number","General practitioners",937,FALSE
2017,"Estonia","Number","Other generalist medical practitioners",122,FALSE
2017,"Estonia","Number","Specialist medical practitioners",3510,FALSE
2017,"Estonia","Number","General paediatricians",172,FALSE
2017,"Ireland","Number","Generalist medical practitioners",8763,FALSE
2017,"Ireland","Number","General practitioners",3942,FALSE
2017,"Ireland","Number","Other generalist medical practitioners",4821,FALSE
2017,"Ireland","Number","Specialist medical practitioners",6861,FALSE
2017,"Ireland","Number","General paediatricians",451,FALSE
2017,"Greece","Number","Generalist medical practitioners",4651,FALSE
2017,"Greece","Number","General practitioners",3647,FALSE
2017,"Greece","Number","Other generalist medical practitioners",1004,FALSE
2017,"Greece","Number","Specialist medical practitioners",53258,FALSE
2017,"Greece","Number","General paediatricians",4258,FALSE
2017,"Spain","Number","Generalist medical practitioners",35378,FALSE
2017,"Spain","Number","General practitioners",35378,FALSE
2017,"Spain","Number","Other generalist medical practitioners",0,FALSE
2017,"Spain","Number","Specialist medical practitioners",118356,FALSE
2017,"Spain","Number","General paediatricians",12389,FALSE
2017,"France","Number","Generalist medical practitioners",94889,FALSE
2017,"France","Number","General practitioners",60214,FALSE
2017,"France","Number","Other generalist medical practitioners",34675,FALSE
2017,"France","Number","Specialist medical practitioners",116273,FALSE
2017,"France","Number","General paediatricians",8075,FALSE
2017,"Croatia","Number","Generalist medical practitioners",3321,FALSE
2017,"Croatia","Number","General practitioners",2305,FALSE
2017,"Croatia","Number","Other generalist medical practitioners",1016,FALSE
2017,"Croatia","Number","Specialist medical practitioners",10564,FALSE
2017,"Croatia","Number","General paediatricians",864,FALSE
2017,"Italy","Number","Generalist medical practitioners",53691,FALSE
2017,"Italy","Number","General practitioners",43731,FALSE
2017,"Italy","Number","Other generalist medical practitioners",9960,FALSE
2017,"Italy","Number","Specialist medical practitioners",187821,FALSE
2017,"Italy","Number","General paediatricians",17354,FALSE
2017,"Cyprus","Number","Generalist medical practitioners",833,FALSE
2017,"Cyprus","Number","General practitioners",833,FALSE
2017,"Cyprus","Number","Other generalist medical practitioners",0,FALSE
2017,"Cyprus","Number","Specialist medical practitioners",2492,FALSE
2017,"Cyprus","Number","General paediatricians",248,FALSE
2017,"Latvia","Number","Generalist medical practitioners",1414,FALSE
2017,"Latvia","Number","General practitioners",1414,FALSE
2017,"Latvia","Number","Other generalist medical practitioners",0,FALSE
2017,"Latvia","Number","Specialist medical practitioners",4811,FALSE
2017,"Latvia","Number","General paediatricians",248,FALSE
2017,"Lithuania","Number","Generalist medical practitioners",2971,FALSE
2017,"Lithuania","Number","General practitioners",2668,FALSE
2017,"Lithuania","Number","Other generalist medical practitioners",303,FALSE
2017,"Lithuania","Number","Specialist medical practitioners",9916,FALSE
2017,"Lithuania","Number","General paediatricians",716,FALSE
2017,"Luxembourg","Number","Generalist medical practitioners",534,FALSE
2017,"Luxembourg","Number","General practitioners",534,FALSE
2017,"Luxembourg","Number","Other generalist medical practitioners",0,FALSE
2017,"Luxembourg","Number","Specialist medical practitioners",1246,FALSE
2017,"Luxembourg","Number","General paediatricians",98,FALSE
2017,"Hungary","Number","Generalist medical practitioners",6855,FALSE
2017,"Hungary","Number","General practitioners",4374,FALSE
2017,"Hungary","Number","Other generalist medical practitioners",2481,FALSE
2017,"Hungary","Number","Specialist medical practitioners",25615,FALSE
2017,"Hungary","Number","General paediatricians",2371,FALSE
2017,"Malta","Number","Generalist medical practitioners",379,FALSE
2017,"Malta","Number","General practitioners",379,FALSE
2017,"Malta","Number","Other generalist medical practitioners",0,FALSE
2017,"Malta","Number","Specialist medical practitioners",984,FALSE
2017,"Malta","Number","General paediatricians",81,FALSE
2017,"Netherlands","Number","Generalist medical practitioners",27730,FALSE
2017,"Netherlands","Number","General practitioners",14893,FALSE
2017,"Netherlands","Number","Other generalist medical practitioners",12837,FALSE
2017,"Netherlands","Number","Specialist medical practitioners",34000,FALSE
2017,"Netherlands","Number","General paediatricians",1770,FALSE
2017,"Austria","Number","Generalist medical practitioners",13745,FALSE
2017,"Austria","Number","General practitioners",6637,FALSE
2017,"Austria","Number","Other generalist medical practitioners",7108,FALSE
2017,"Austria","Number","Specialist medical practitioners",24218,FALSE
2017,"Austria","Number","General paediatricians",1359,FALSE
2017,"Poland","Number","Generalist medical practitioners",15908,FALSE
2017,"Poland","Number","General practitioners",8418,FALSE
2017,"Poland","Number","Other generalist medical practitioners",7490,FALSE
2017,"Poland","Number","Specialist medical practitioners",74376,FALSE
2017,"Poland","Number","General paediatricians",5497,FALSE
2017,"Portugal","Number","Generalist medical practitioners",27076,FALSE
2017,"Portugal","Number","General practitioners",24248,FALSE
2017,"Portugal","Number","Other generalist medical practitioners",2828,FALSE
2017,"Portugal","Number","Specialist medical practitioners",25642,FALSE
2017,"Portugal","Number","General paediatricians",2085,FALSE
2017,"Romania","Number","Generalist medical practitioners",15020,FALSE
2017,"Romania","Number","General practitioners",12184,FALSE
2017,"Romania","Number","Other generalist medical practitioners",2836,FALSE
2017,"Romania","Number","Specialist medical practitioners",42309,FALSE
2017,"Romania","Number","General paediatricians",2655,FALSE
2017,"Slovenia","Number","Generalist medical practitioners",1400,FALSE
2017,"Slovenia","Number","General practitioners",1237,FALSE
2017,"Slovenia","Number","Other generalist medical practitioners",163,FALSE
2017,"Slovenia","Number","Specialist medical practitioners",4758,FALSE
2017,"Slovenia","Number","General paediatricians",648,FALSE
2017,"Finland","Number","Generalist medical practitioners",6849,TRUE
2017,"Finland","Number","General practitioners",12992,TRUE
2017,"Finland","Number","Other generalist medical practitioners",119,TRUE
2017,"Finland","Number","Specialist medical practitioners",10648,TRUE
2017,"Finland","Number","General paediatricians",703,TRUE
2017,"Sweden","Number","Generalist medical practitioners",6411,FALSE
2017,"Sweden","Number","General practitioners",6411,FALSE
2017,"Sweden","Number","Other generalist medical practitioners",0,FALSE
2017,"Sweden","Number","Specialist medical practitioners",22669,FALSE
2017,"Sweden","Number","General paediatricians",1083,FALSE
2017,"Iceland","Number","Generalist medical practitioners",209,FALSE
2017,"Iceland","Number","General practitioners",209,FALSE
2017,"Iceland","Number","Other generalist medical practitioners",119,TRUE
2017,"Iceland","Number","Specialist medical practitioners",796,FALSE
2017,"Iceland","Number","General paediatricians",18,FALSE
2017,"Liechtenstein","Number","Generalist medical practitioners",46,FALSE
2017,"Liechtenstein","Number","General practitioners",25,FALSE
2017,"Liechtenstein","Number","Other generalist medical practitioners",21,FALSE
2017,"Liechtenstein","Number","Specialist medical practitioners",92,FALSE
2017,"Liechtenstein","Number","General paediatricians",5,FALSE
2017,"Norway","Number","Generalist medical practitioners",4566,FALSE
2017,"Norway","Number","General practitioners",4135,FALSE
2017,"Norway","Number","Other generalist medical practitioners",431,FALSE
2017,"Norway","Number","Specialist medical practitioners",10445,FALSE
2017,"Norway","Number","General paediatricians",875,FALSE
2017,"Switzerland","Number","Generalist medical practitioners",9628,FALSE
2017,"Switzerland","Number","General practitioners",12992,TRUE
2017,"Switzerland","Number","Other generalist medical practitioners",119,TRUE
2017,"Switzerland","Number","Specialist medical practitioners",21658,FALSE
2017,"Switzerland","Number","General paediatricians",1817,FALSE
2017,"United Kingdom","Number","Generalist medical practitioners",49824,FALSE
2017,"United Kingdom","Number","General practitioners",49824,FALSE
2017,"United Kingdom","Number","Other generalist medical practitioners",119,TRUE
