"TIME","GEO","UNIT","SOURCE","ICD10","Value","Flag and Footnotes"
"2014","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2014","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2014","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","17.40","d"
"2014","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2014","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2014","Serbia","Percentage","Programme data","Malignant neoplasm of breast","7.60",""
"2014","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","6.00","d"
"2014","Turkey","Percentage","Survey data","Malignant neoplasm of breast","24.70",""
"2014","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri","23.40",""
"2014","Turkey","Percentage","Programme data","Malignant neoplasm of breast","30.82","d"
"2014","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","42.29","d"
"2015","Belgium","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Belgium","Percentage","Programme data","Malignant neoplasm of breast","61.60",""
"2015","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri","51.38",""
"2015","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast","13.70",""
"2015","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri","8.60","d"
"2015","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Czechia","Percentage","Programme data","Malignant neoplasm of breast","61.50",""
"2015","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.22",""
"2015","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Denmark","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri","64.80","d"
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast","51.60",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Estonia","Percentage","Programme data","Malignant neoplasm of breast","50.80","d"
"2015","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.90","d"
"2015","Ireland","Percentage","Survey data","Malignant neoplasm of breast","74.90","e"
"2015","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri","78.02","e"
"2015","Ireland","Percentage","Programme data","Malignant neoplasm of breast","74.70","d"
"2015","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","78.70","d"
"2015","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Spain","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","France","Percentage","Programme data","Malignant neoplasm of breast","51.90",""
"2015","France","Percentage","Programme data","Malignant neoplasm of cervix uteri","59.10","d"
"2015","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Croatia","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2015","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Italy","Percentage","Survey data","Malignant neoplasm of breast","72.00",""
"2015","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","79.00",""
"2015","Italy","Percentage","Programme data","Malignant neoplasm of breast","55.00",""
"2015","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","39.80",""
"2015","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","35.48","d"
"2015","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Latvia","Percentage","Programme data","Malignant neoplasm of breast","34.90",""
"2015","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","25.00",""
"2015","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","44.80",""
"2015","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","47.70","d"
"2015","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","58.60",""
"2015","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.40","b"
"2015","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Hungary","Percentage","Programme data","Malignant neoplasm of breast","42.27",""
"2015","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","35.30",""
"2015","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Malta","Percentage","Programme data","Malignant neoplasm of breast","60.60","d"
"2015","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","79.60",""
"2015","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","63.70",""
"2015","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","78.20","e"
"2015","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","64.40","d"
"2015","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Romania","Percentage","Programme data","Malignant neoplasm of breast","0.20",""
"2015","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","1.10",""
"2015","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","81.40",""
"2015","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.50","d"
"2015","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.41","d"
"2015","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","48.33","d"
"2015","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Finland","Percentage","Programme data","Malignant neoplasm of breast","82.70",""
"2015","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","69.50","d"
"2015","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","81.70","d"
"2015","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Iceland","Percentage","Programme data","Malignant neoplasm of breast","58.00","d"
"2015","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.00","d"
"2015","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast","14.43",""
"2015","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri","27.23",""
"2015","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Norway","Percentage","Programme data","Malignant neoplasm of breast","75.30",""
"2015","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.10",""
"2015","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.08",""
"2015","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","77.19",""
"2015","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2015","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2015","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","14.60",""
"2015","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Serbia","Percentage","Programme data","Malignant neoplasm of breast","10.00",""
"2015","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","9.30","d"
"2015","Turkey","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2015","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2015","Turkey","Percentage","Programme data","Malignant neoplasm of breast","30.95","d"
"2015","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.51","d"
"2016","Belgium","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Belgium","Percentage","Programme data","Malignant neoplasm of breast","61.80",""
"2016","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri","53.31",""
"2016","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast","21.20","b"
"2016","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri","34.40","bd"
"2016","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Czechia","Percentage","Programme data","Malignant neoplasm of breast","61.40",""
"2016","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.23",""
"2016","Denmark","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Denmark","Percentage","Programme data","Malignant neoplasm of breast","82.10",""
"2016","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri","63.50","d"
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast","51.00",""
"2016","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Estonia","Percentage","Programme data","Malignant neoplasm of breast","56.30","d"
"2016","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","45.90","d"
"2016","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Ireland","Percentage","Programme data","Malignant neoplasm of breast","75.10","d"
"2016","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","79.70","d"
"2016","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Spain","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","France","Percentage","Programme data","Malignant neoplasm of breast","50.70",""
"2016","France","Percentage","Programme data","Malignant neoplasm of cervix uteri","59.00","d"
"2016","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Croatia","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2016","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Italy","Percentage","Survey data","Malignant neoplasm of breast","73.00",""
"2016","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","80.00",""
"2016","Italy","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2016","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","40.90",""
"2016","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Cyprus","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Cyprus","Percentage","Programme data","Malignant neoplasm of breast","35.15","d"
"2016","Cyprus","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Latvia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Latvia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Latvia","Percentage","Programme data","Malignant neoplasm of breast","27.40",""
"2016","Latvia","Percentage","Programme data","Malignant neoplasm of cervix uteri","25.20",""
"2016","Lithuania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Lithuania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Lithuania","Percentage","Programme data","Malignant neoplasm of breast","46.20",""
"2016","Lithuania","Percentage","Programme data","Malignant neoplasm of cervix uteri","50.10","d"
"2016","Luxembourg","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Luxembourg","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Luxembourg","Percentage","Programme data","Malignant neoplasm of breast","58.60",""
"2016","Luxembourg","Percentage","Programme data","Malignant neoplasm of cervix uteri","75.96",""
"2016","Hungary","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Hungary","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Hungary","Percentage","Programme data","Malignant neoplasm of breast","41.98",""
"2016","Hungary","Percentage","Programme data","Malignant neoplasm of cervix uteri","35.06",""
"2016","Malta","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Malta","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Malta","Percentage","Programme data","Malignant neoplasm of breast","51.50","d"
"2016","Malta","Percentage","Programme data","Malignant neoplasm of cervix uteri","18.00","d"
"2016","Netherlands","Percentage","Survey data","Malignant neoplasm of breast","77.90",""
"2016","Netherlands","Percentage","Survey data","Malignant neoplasm of cervix uteri","60.80",""
"2016","Netherlands","Percentage","Programme data","Malignant neoplasm of breast","77.80",""
"2016","Netherlands","Percentage","Programme data","Malignant neoplasm of cervix uteri","60.30","d"
"2016","Austria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Austria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Austria","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Austria","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Poland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Poland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Poland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Poland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Portugal","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Portugal","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Portugal","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Portugal","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","Romania","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Romania","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Romania","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Romania","Percentage","Programme data","Malignant neoplasm of cervix uteri","0.90",""
"2016","Slovenia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Slovenia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Slovenia","Percentage","Programme data","Malignant neoplasm of breast","76.80",""
"2016","Slovenia","Percentage","Programme data","Malignant neoplasm of cervix uteri","71.90","d"
"2016","Slovakia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Slovakia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Slovakia","Percentage","Programme data","Malignant neoplasm of breast","30.79","d"
"2016","Slovakia","Percentage","Programme data","Malignant neoplasm of cervix uteri","46.00","d"
"2016","Finland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Finland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Finland","Percentage","Programme data","Malignant neoplasm of breast","82.60",""
"2016","Finland","Percentage","Programme data","Malignant neoplasm of cervix uteri","70.50","d"
"2016","Sweden","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Sweden","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Sweden","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Sweden","Percentage","Programme data","Malignant neoplasm of cervix uteri","72.50","d"
"2016","Iceland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Iceland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Iceland","Percentage","Programme data","Malignant neoplasm of breast","55.00","d"
"2016","Iceland","Percentage","Programme data","Malignant neoplasm of cervix uteri","68.00","d"
"2016","Liechtenstein","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Liechtenstein","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Liechtenstein","Percentage","Programme data","Malignant neoplasm of breast","8.50",""
"2016","Liechtenstein","Percentage","Programme data","Malignant neoplasm of cervix uteri","31.20",""
"2016","Norway","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Norway","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Norway","Percentage","Programme data","Malignant neoplasm of breast","74.80",""
"2016","Norway","Percentage","Programme data","Malignant neoplasm of cervix uteri","74.40",""
"2016","Switzerland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Switzerland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Switzerland","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Switzerland","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","United Kingdom","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","United Kingdom","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","United Kingdom","Percentage","Programme data","Malignant neoplasm of breast","75.38",""
"2016","United Kingdom","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.51",""
"2016","Montenegro","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Montenegro","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Montenegro","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","Montenegro","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2016","North Macedonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","North Macedonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","North Macedonia","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2016","North Macedonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","5.30",""
"2016","Serbia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2016","Serbia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2016","Serbia","Percentage","Programme data","Malignant neoplasm of breast","11.50",""
"2016","Serbia","Percentage","Programme data","Malignant neoplasm of cervix uteri","10.60","d"
"2016","Turkey","Percentage","Survey data","Malignant neoplasm of breast","28.10",""
"2016","Turkey","Percentage","Survey data","Malignant neoplasm of cervix uteri","26.30",""
"2016","Turkey","Percentage","Programme data","Malignant neoplasm of breast","33.17","d"
"2016","Turkey","Percentage","Programme data","Malignant neoplasm of cervix uteri","47.79","d"
"2017","Belgium","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Belgium","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Belgium","Percentage","Programme data","Malignant neoplasm of breast","61.00",""
"2017","Belgium","Percentage","Programme data","Malignant neoplasm of cervix uteri","53.75",""
"2017","Bulgaria","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Bulgaria","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Bulgaria","Percentage","Programme data","Malignant neoplasm of breast","20.55",""
"2017","Bulgaria","Percentage","Programme data","Malignant neoplasm of cervix uteri","13.35","d"
"2017","Czechia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Czechia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Czechia","Percentage","Programme data","Malignant neoplasm of breast","62.00",""
"2017","Czechia","Percentage","Programme data","Malignant neoplasm of cervix uteri","76.04",""
"2017","Denmark","Percentage","Survey data","Malignant neoplasm of breast","75.00",""
"2017","Denmark","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Denmark","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Denmark","Percentage","Programme data","Malignant neoplasm of cervix uteri","62.00","d"
"2017","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Germany (until 1990 former territory of the FRG)","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of breast","49.40",""
"2017","Germany (until 1990 former territory of the FRG)","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Estonia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Estonia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Estonia","Percentage","Programme data","Malignant neoplasm of breast","55.90","d"
"2017","Estonia","Percentage","Programme data","Malignant neoplasm of cervix uteri","50.70","d"
"2017","Ireland","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Ireland","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Ireland","Percentage","Programme data","Malignant neoplasm of breast","73.80","d"
"2017","Ireland","Percentage","Programme data","Malignant neoplasm of cervix uteri","80.20","d"
"2017","Greece","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Greece","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Greece","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Greece","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Spain","Percentage","Survey data","Malignant neoplasm of breast","81.48",""
"2017","Spain","Percentage","Survey data","Malignant neoplasm of cervix uteri","69.96",""
"2017","Spain","Percentage","Programme data","Malignant neoplasm of breast",":",""
"2017","Spain","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","France","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","France","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","France","Percentage","Programme data","Malignant neoplasm of breast","49.70",""
"2017","France","Percentage","Programme data","Malignant neoplasm of cervix uteri","58.70","d"
"2017","Croatia","Percentage","Survey data","Malignant neoplasm of breast",":",""
"2017","Croatia","Percentage","Survey data","Malignant neoplasm of cervix uteri",":",""
"2017","Croatia","Percentage","Programme data","Malignant neoplasm of breast","60.00",""
"2017","Croatia","Percentage","Programme data","Malignant neoplasm of cervix uteri",":",""
"2017","Italy","Percentage","Survey data","Malignant neoplasm of breast","73.00",""
"2017","Italy","Percentage","Survey data","Malignant neoplasm of cervix uteri","79.00",""
"2017","Italy","Percentage","Programme data","Malignant neoplasm of breast","59.30",""
"2017","Italy","Percentage","Programme data","Malignant neoplasm of cervix uteri","40.50",""
"2017","Cyprus","Percentage","Survey data","Malignant neoplasm of breast",":",""
