"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Value_imp"
2014,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number",188227,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rate",243.34,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Total","Males","Total","Number",121696,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Total","Males","Total","Rate",325.27,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Total","Females","Total","Number",66531,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Total","Females","Total","Rate",166.63,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Number",120737.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Rate",155.92,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Number",84179,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Rate",224.37,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Number",36558.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Rate",91.52,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Number",67489.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Rate",87.42,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Number",37517,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Rate",100.9,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Number",29972.5,FALSE
2014,"Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Rate",75.11,FALSE
2014,"Estonia","Total","Total","Total","Number",5006,FALSE
2014,"Estonia","Total","Total","Total","Rate",432.35,FALSE
2014,"Estonia","Total","Males","Total","Number",3458,FALSE
2014,"Estonia","Total","Males","Total","Rate",695.96,FALSE
2014,"Estonia","Total","Females","Total","Number",1548,FALSE
2014,"Estonia","Total","Females","Total","Rate",234.48,FALSE
2014,"Estonia","Preventable mortality","Total","Total","Number",3261.5,FALSE
2014,"Estonia","Preventable mortality","Total","Total","Rate",280.01,FALSE
2014,"Estonia","Preventable mortality","Males","Total","Number",2422.5,FALSE
2014,"Estonia","Preventable mortality","Males","Total","Rate",479.28,FALSE
2014,"Estonia","Preventable mortality","Females","Total","Number",839,FALSE
2014,"Estonia","Preventable mortality","Females","Total","Rate",127.35,FALSE
2014,"Estonia","Treatable mortality","Total","Total","Number",1744.5,FALSE
2014,"Estonia","Treatable mortality","Total","Total","Rate",152.33,FALSE
2014,"Estonia","Treatable mortality","Males","Total","Number",1035.5,FALSE
2014,"Estonia","Treatable mortality","Males","Total","Rate",216.68,FALSE
2014,"Estonia","Treatable mortality","Females","Total","Number",709,FALSE
2014,"Estonia","Treatable mortality","Females","Total","Rate",107.13,FALSE
2014,"Ireland","Total","Total","Total","Number",7800,FALSE
2014,"Ireland","Total","Total","Total","Rate",230.95,FALSE
2014,"Ireland","Total","Males","Total","Number",4828,FALSE
2014,"Ireland","Total","Males","Total","Rate",287.1,FALSE
2014,"Ireland","Total","Females","Total","Number",2972,FALSE
2014,"Ireland","Total","Females","Total","Rate",176.1,FALSE
2014,"Ireland","Preventable mortality","Total","Total","Number",4999,FALSE
2014,"Ireland","Preventable mortality","Total","Total","Rate",147.23,FALSE
2014,"Ireland","Preventable mortality","Males","Total","Number",3346,FALSE
2014,"Ireland","Preventable mortality","Males","Total","Rate",196.85,FALSE
2014,"Ireland","Preventable mortality","Females","Total","Number",1653,FALSE
2014,"Ireland","Preventable mortality","Females","Total","Rate",98.66,FALSE
2014,"Ireland","Treatable mortality","Total","Total","Number",2801,FALSE
2014,"Ireland","Treatable mortality","Total","Total","Rate",83.73,FALSE
2014,"Ireland","Treatable mortality","Males","Total","Number",1482,FALSE
2014,"Ireland","Treatable mortality","Males","Total","Rate",90.24,FALSE
2014,"Ireland","Treatable mortality","Females","Total","Number",1319,FALSE
2014,"Ireland","Treatable mortality","Females","Total","Rate",77.45,FALSE
2014,"Greece","Total","Total","Total","Number",22747,FALSE
2014,"Greece","Total","Total","Total","Rate",236.86,FALSE
2014,"Greece","Total","Males","Total","Number",15884,FALSE
2014,"Greece","Total","Males","Total","Rate",347.97,FALSE
2014,"Greece","Total","Females","Total","Number",6863,FALSE
2014,"Greece","Total","Females","Total","Rate",136.46,FALSE
2014,"Greece","Preventable mortality","Total","Total","Number",13715,FALSE
2014,"Greece","Preventable mortality","Total","Total","Rate",142.35,FALSE
2014,"Greece","Preventable mortality","Males","Total","Number",10612,FALSE
2014,"Greece","Preventable mortality","Males","Total","Rate",231.8,FALSE
2014,"Greece","Preventable mortality","Females","Total","Number",3103,FALSE
2014,"Greece","Preventable mortality","Females","Total","Rate",61.49,FALSE
2014,"Greece","Treatable mortality","Total","Total","Number",9032,FALSE
2014,"Greece","Treatable mortality","Total","Total","Rate",94.51,FALSE
2014,"Greece","Treatable mortality","Males","Total","Number",5272,FALSE
2014,"Greece","Treatable mortality","Males","Total","Rate",116.17,FALSE
2014,"Greece","Treatable mortality","Females","Total","Number",3760,FALSE
2014,"Greece","Treatable mortality","Females","Total","Rate",74.97,FALSE
2014,"Spain","Total","Total","Total","Number",73685,FALSE
2014,"Spain","Total","Total","Total","Rate",188.6,FALSE
2014,"Spain","Total","Males","Total","Number",51378,FALSE
2014,"Spain","Total","Males","Total","Rate",273.63,FALSE
2014,"Spain","Total","Females","Total","Number",22307,FALSE
2014,"Spain","Total","Females","Total","Rate",110.07,FALSE
2014,"Spain","Preventable mortality","Total","Total","Number",47171.5,FALSE
2014,"Spain","Preventable mortality","Total","Total","Rate",120.14,FALSE
2014,"Spain","Preventable mortality","Males","Total","Number",36363,FALSE
2014,"Spain","Preventable mortality","Males","Total","Rate",192.44,FALSE
2014,"Spain","Preventable mortality","Females","Total","Number",10808.5,FALSE
2014,"Spain","Preventable mortality","Females","Total","Rate",53.12,FALSE
2014,"Spain","Treatable mortality","Total","Total","Number",26513.5,FALSE
2014,"Spain","Treatable mortality","Total","Total","Rate",68.46,FALSE
2014,"Spain","Treatable mortality","Males","Total","Number",15015,FALSE
2014,"Spain","Treatable mortality","Males","Total","Rate",81.19,FALSE
2014,"Spain","Treatable mortality","Females","Total","Number",11498.5,FALSE
2014,"Spain","Treatable mortality","Females","Total","Rate",56.95,FALSE
2014,"France","Total","Total","Total","Number",110984,FALSE
2014,"France","Total","Total","Total","Rate",198.33,FALSE
2014,"France","Total","Males","Total","Number",74125,FALSE
2014,"France","Total","Males","Total","Rate",276.57,FALSE
2014,"France","Total","Females","Total","Number",36859,FALSE
2014,"France","Total","Females","Total","Rate",126.71,FALSE
2014,"France","Preventable mortality","Total","Total","Number",76003.5,FALSE
2014,"France","Preventable mortality","Total","Total","Rate",135.44,FALSE
2014,"France","Preventable mortality","Males","Total","Number",56461.5,FALSE
2014,"France","Preventable mortality","Males","Total","Rate",209.93,FALSE
2014,"France","Preventable mortality","Females","Total","Number",19542,FALSE
2014,"France","Preventable mortality","Females","Total","Rate",67.05,FALSE
2014,"France","Treatable mortality","Total","Total","Number",34980.5,FALSE
2014,"France","Treatable mortality","Total","Total","Rate",62.9,FALSE
2014,"France","Treatable mortality","Males","Total","Number",17663.5,FALSE
2014,"France","Treatable mortality","Males","Total","Rate",66.64,FALSE
2014,"France","Treatable mortality","Females","Total","Number",17317,FALSE
2014,"France","Treatable mortality","Females","Total","Rate",59.66,FALSE
2014,"Croatia","Total","Total","Total","Number",14866,FALSE
2014,"Croatia","Total","Total","Total","Rate",383.23,FALSE
2014,"Croatia","Total","Males","Total","Number",9989,FALSE
2014,"Croatia","Total","Males","Total","Rate",557.67,FALSE
2014,"Croatia","Total","Females","Total","Number",4877,FALSE
2014,"Croatia","Total","Females","Total","Rate",233.96,FALSE
2014,"Croatia","Preventable mortality","Total","Total","Number",9295,FALSE
2014,"Croatia","Preventable mortality","Total","Total","Rate",238.32,FALSE
2014,"Croatia","Preventable mortality","Males","Total","Number",6779.5,FALSE
2014,"Croatia","Preventable mortality","Males","Total","Rate",375.01,FALSE
2014,"Croatia","Preventable mortality","Females","Total","Number",2515.5,FALSE
2014,"Croatia","Preventable mortality","Females","Total","Rate",120.42,FALSE
2014,"Croatia","Treatable mortality","Total","Total","Number",5571,FALSE
2014,"Croatia","Treatable mortality","Total","Total","Rate",144.91,FALSE
2014,"Croatia","Treatable mortality","Males","Total","Number",3209.5,FALSE
2014,"Croatia","Treatable mortality","Males","Total","Rate",182.66,FALSE
2014,"Croatia","Treatable mortality","Females","Total","Number",2361.5,FALSE
2014,"Croatia","Treatable mortality","Females","Total","Rate",113.53,FALSE
2014,"Italy","Total","Total","Total","Number",102355,FALSE
2014,"Italy","Total","Total","Total","Rate",181.87,FALSE
2014,"Italy","Total","Males","Total","Number",65575,FALSE
2014,"Italy","Total","Males","Total","Rate",244.21,FALSE
2014,"Italy","Total","Females","Total","Number",36780,FALSE
2014,"Italy","Total","Females","Total","Rate",125.07,FALSE
2014,"Italy","Preventable mortality","Total","Total","Number",63623,FALSE
2014,"Italy","Preventable mortality","Total","Total","Rate",112.86,FALSE
2014,"Italy","Preventable mortality","Males","Total","Number",45844,FALSE
2014,"Italy","Preventable mortality","Males","Total","Rate",170.24,FALSE
2014,"Italy","Preventable mortality","Females","Total","Number",17779,FALSE
2014,"Italy","Preventable mortality","Females","Total","Rate",60.36,FALSE
2014,"Italy","Treatable mortality","Total","Total","Number",38732,FALSE
2014,"Italy","Treatable mortality","Total","Total","Rate",69.02,FALSE
2014,"Italy","Treatable mortality","Males","Total","Number",19731,FALSE
2014,"Italy","Treatable mortality","Males","Total","Rate",73.97,FALSE
2014,"Italy","Treatable mortality","Females","Total","Number",19001,FALSE
2014,"Italy","Treatable mortality","Females","Total","Rate",64.71,FALSE
2014,"Cyprus","Total","Total","Total","Number",1218,FALSE
2014,"Cyprus","Total","Total","Total","Rate",182,FALSE
2014,"Cyprus","Total","Males","Total","Number",813,FALSE
2014,"Cyprus","Total","Males","Total","Rate",251.33,FALSE
2014,"Cyprus","Total","Females","Total","Number",405,FALSE
2014,"Cyprus","Total","Females","Total","Rate",117.65,FALSE
2014,"Cyprus","Preventable mortality","Total","Total","Number",732,FALSE
2014,"Cyprus","Preventable mortality","Total","Total","Rate",108.54,FALSE
2014,"Cyprus","Preventable mortality","Males","Total","Number",542,FALSE
2014,"Cyprus","Preventable mortality","Males","Total","Rate",166.58,FALSE
2014,"Cyprus","Preventable mortality","Females","Total","Number",190,FALSE
2014,"Cyprus","Preventable mortality","Females","Total","Rate",54.65,FALSE
2014,"Cyprus","Treatable mortality","Total","Total","Number",486,FALSE
2014,"Cyprus","Treatable mortality","Total","Total","Rate",73.46,FALSE
2014,"Cyprus","Treatable mortality","Males","Total","Number",271,FALSE
2014,"Cyprus","Treatable mortality","Males","Total","Rate",84.74,FALSE
2014,"Cyprus","Treatable mortality","Females","Total","Number",215,FALSE
2014,"Cyprus","Treatable mortality","Females","Total","Rate",63,FALSE
2014,"Latvia","Total","Total","Total","Number",10169,FALSE
2014,"Latvia","Total","Total","Total","Rate",558.07,FALSE
2014,"Latvia","Total","Males","Total","Number",6830,FALSE
2014,"Latvia","Total","Males","Total","Rate",898.72,FALSE
2014,"Latvia","Total","Females","Total","Number",3339,FALSE
2014,"Latvia","Total","Females","Total","Rate",312.09,FALSE
2014,"Latvia","Preventable mortality","Total","Total","Number",6360,FALSE
2014,"Latvia","Preventable mortality","Total","Total","Rate",348.74,FALSE
2014,"Latvia","Preventable mortality","Males","Total","Number",4618.5,FALSE
2014,"Latvia","Preventable mortality","Males","Total","Rate",599.91,FALSE
2014,"Latvia","Preventable mortality","Females","Total","Number",1741.5,FALSE
2014,"Latvia","Preventable mortality","Females","Total","Rate",164.44,FALSE
2014,"Latvia","Treatable mortality","Total","Total","Number",3809,FALSE
2014,"Latvia","Treatable mortality","Total","Total","Rate",209.33,FALSE
2014,"Latvia","Treatable mortality","Males","Total","Number",2211.5,FALSE
2014,"Latvia","Treatable mortality","Males","Total","Rate",298.81,FALSE
2014,"Latvia","Treatable mortality","Females","Total","Number",1597.5,FALSE
2014,"Latvia","Treatable mortality","Females","Total","Rate",147.65,FALSE
2014,"Lithuania","Total","Total","Total","Number",14179,FALSE
2014,"Lithuania","Total","Total","Total","Rate",546.46,FALSE
2014,"Lithuania","Total","Males","Total","Number",9758,FALSE
2014,"Lithuania","Total","Males","Total","Rate",886.22,FALSE
2014,"Lithuania","Total","Females","Total","Number",4421,FALSE
2014,"Lithuania","Total","Females","Total","Rate",294.78,FALSE
2014,"Lithuania","Preventable mortality","Total","Total","Number",8994.5,FALSE
2014,"Lithuania","Preventable mortality","Total","Total","Rate",344.49,FALSE
2014,"Lithuania","Preventable mortality","Males","Total","Number",6657,FALSE
2014,"Lithuania","Preventable mortality","Males","Total","Rate",593.78,FALSE
2014,"Lithuania","Preventable mortality","Females","Total","Number",2337.5,FALSE
2014,"Lithuania","Preventable mortality","Females","Total","Rate",156.31,FALSE
2014,"Lithuania","Treatable mortality","Total","Total","Number",5184.5,FALSE
2014,"Lithuania","Treatable mortality","Total","Total","Rate",201.96,FALSE
2014,"Lithuania","Treatable mortality","Males","Total","Number",3101,FALSE
2014,"Lithuania","Treatable mortality","Males","Total","Rate",292.43,FALSE
2014,"Lithuania","Treatable mortality","Females","Total","Number",2083.5,FALSE
2014,"Lithuania","Treatable mortality","Females","Total","Rate",138.47,FALSE
2014,"Luxembourg","Total","Total","Total","Number",908,FALSE
2014,"Luxembourg","Total","Total","Total","Rate",213.29,FALSE
2014,"Luxembourg","Total","Males","Total","Number",609,FALSE
2014,"Luxembourg","Total","Males","Total","Rate",287.21,FALSE
2014,"Luxembourg","Total","Females","Total","Number",299,FALSE
2014,"Luxembourg","Total","Females","Total","Rate",140.64,FALSE
2014,"Luxembourg","Preventable mortality","Total","Total","Number",629.5,FALSE
2014,"Luxembourg","Preventable mortality","Total","Total","Rate",146.27,FALSE
2014,"Luxembourg","Preventable mortality","Males","Total","Number",458.5,FALSE
2014,"Luxembourg","Preventable mortality","Males","Total","Rate",213.36,FALSE
2014,"Luxembourg","Preventable mortality","Females","Total","Number",171,FALSE
2014,"Luxembourg","Preventable mortality","Females","Total","Rate",79.95,FALSE
2014,"Luxembourg","Treatable mortality","Total","Total","Number",278.5,FALSE
2014,"Luxembourg","Treatable mortality","Total","Total","Rate",67.02,FALSE
2014,"Luxembourg","Treatable mortality","Males","Total","Number",150.5,FALSE
2014,"Luxembourg","Treatable mortality","Males","Total","Rate",73.85,FALSE
2014,"Luxembourg","Treatable mortality","Females","Total","Number",128,FALSE
2014,"Luxembourg","Treatable mortality","Females","Total","Rate",60.69,FALSE
2014,"Hungary","Total","Total","Total","Number",46834,FALSE
2014,"Hungary","Total","Total","Total","Rate",512.73,FALSE
2014,"Hungary","Total","Males","Total","Number",29956,FALSE
2014,"Hungary","Total","Males","Total","Rate",739.15,FALSE
2014,"Hungary","Total","Females","Total","Number",16878,FALSE
2014,"Hungary","Total","Females","Total","Rate",332.25,FALSE
2014,"Hungary","Preventable mortality","Total","Total","Number",30271,FALSE
2014,"Hungary","Preventable mortality","Total","Total","Rate",330.09,FALSE
2014,"Hungary","Preventable mortality","Males","Total","Number",20566,FALSE
2014,"Hungary","Preventable mortality","Males","Total","Rate",503.64,FALSE
2014,"Hungary","Preventable mortality","Females","Total","Number",9705,FALSE
2014,"Hungary","Preventable mortality","Females","Total","Rate",190.5,FALSE
2014,"Hungary","Treatable mortality","Total","Total","Number",16563,FALSE
2014,"Hungary","Treatable mortality","Total","Total","Rate",182.65,FALSE
2014,"Hungary","Treatable mortality","Males","Total","Number",9390,FALSE
2014,"Hungary","Treatable mortality","Males","Total","Rate",235.51,FALSE
2014,"Hungary","Treatable mortality","Females","Total","Number",7173,FALSE
2014,"Hungary","Treatable mortality","Females","Total","Rate",141.75,FALSE
2014,"Malta","Total","Total","Total","Number",842,FALSE
2014,"Malta","Total","Total","Total","Rate",215.6,FALSE
2014,"Malta","Total","Males","Total","Number",551,FALSE
2014,"Malta","Total","Males","Total","Rate",290.17,FALSE
2014,"Malta","Total","Females","Total","Number",291,FALSE
2014,"Malta","Total","Females","Total","Rate",145.24,FALSE
2014,"Malta","Preventable mortality","Total","Total","Number",478,FALSE
2014,"Malta","Preventable mortality","Total","Total","Rate",121.73,FALSE
2014,"Malta","Preventable mortality","Males","Total","Number",356.5,FALSE
2014,"Malta","Preventable mortality","Males","Total","Rate",187.46,FALSE
2014,"Malta","Preventable mortality","Females","Total","Number",121.5,FALSE
2014,"Malta","Preventable mortality","Females","Total","Rate",59.4,FALSE
2014,"Malta","Treatable mortality","Total","Total","Number",364,FALSE
2014,"Malta","Treatable mortality","Total","Total","Rate",93.87,FALSE
2014,"Malta","Treatable mortality","Males","Total","Number",194.5,FALSE
2014,"Malta","Treatable mortality","Males","Total","Rate",102.71,FALSE
2014,"Malta","Treatable mortality","Females","Total","Number",169.5,FALSE
2014,"Malta","Treatable mortality","Females","Total","Rate",85.83,FALSE
2014,"Netherlands","Total","Total","Total","Number",30309,FALSE
2014,"Netherlands","Total","Total","Total","Rate",200.87,FALSE
2014,"Netherlands","Total","Males","Total","Number",17648,FALSE
2014,"Netherlands","Total","Males","Total","Rate",236.86,FALSE
2014,"Netherlands","Total","Females","Total","Number",12661,FALSE
2014,"Netherlands","Total","Females","Total","Rate",165.85,FALSE
2014,"Netherlands","Preventable mortality","Total","Total","Number",19983,FALSE
2014,"Netherlands","Preventable mortality","Total","Total","Rate",132.29,FALSE
2014,"Netherlands","Preventable mortality","Males","Total","Number",12531.5,FALSE
2014,"Netherlands","Preventable mortality","Males","Total","Rate",167.9,FALSE
2014,"Netherlands","Preventable mortality","Females","Total","Number",7451.5,FALSE
2014,"Netherlands","Preventable mortality","Females","Total","Rate",97.52,FALSE
2014,"Netherlands","Treatable mortality","Total","Total","Number",10326,FALSE
2014,"Netherlands","Treatable mortality","Total","Total","Rate",68.58,FALSE
2014,"Netherlands","Treatable mortality","Males","Total","Number",5116.5,FALSE
2014,"Netherlands","Treatable mortality","Males","Total","Rate",68.96,FALSE
2014,"Netherlands","Treatable mortality","Females","Total","Number",5209.5,FALSE
2014,"Netherlands","Treatable mortality","Females","Total","Rate",68.33,FALSE
2014,"Austria","Total","Total","Total","Number",18566,FALSE
2014,"Austria","Total","Total","Total","Rate",240.9,FALSE
2014,"Austria","Total","Males","Total","Number",12101,FALSE
2014,"Austria","Total","Males","Total","Rate",328.75,FALSE
2014,"Austria","Total","Females","Total","Number",6465,FALSE
2014,"Austria","Total","Females","Total","Rate",160.65,FALSE
2014,"Austria","Preventable mortality","Total","Total","Number",12614,FALSE
2014,"Austria","Preventable mortality","Total","Total","Rate",163.24,FALSE
2014,"Austria","Preventable mortality","Males","Total","Number",8829,FALSE
2014,"Austria","Preventable mortality","Males","Total","Rate",238.63,FALSE
2014,"Austria","Preventable mortality","Females","Total","Number",3785,FALSE
2014,"Austria","Preventable mortality","Females","Total","Rate",93.95,FALSE
2014,"Austria","Treatable mortality","Total","Total","Number",5952,FALSE
2014,"Austria","Treatable mortality","Total","Total","Rate",77.66,FALSE
2014,"Austria","Treatable mortality","Males","Total","Number",3272,FALSE
2014,"Austria","Treatable mortality","Males","Total","Rate",90.11,FALSE
2014,"Austria","Treatable mortality","Females","Total","Number",2680,FALSE
2014,"Austria","Treatable mortality","Females","Total","Rate",66.7,FALSE
2014,"Poland","Total","Total","Total","Number",113617,FALSE
2014,"Poland","Total","Total","Total","Rate",355.18,FALSE
2014,"Poland","Total","Males","Total","Number",76678,FALSE
2014,"Poland","Total","Males","Total","Rate",519.66,FALSE
2014,"Poland","Total","Females","Total","Number",36939,FALSE
2014,"Poland","Total","Females","Total","Rate",216.5,FALSE
2014,"Poland","Preventable mortality","Total","Total","Number",72755.5,FALSE
2014,"Poland","Preventable mortality","Total","Total","Rate",224.24,FALSE
2014,"Poland","Preventable mortality","Males","Total","Number",53013.5,FALSE
2014,"Poland","Preventable mortality","Males","Total","Rate",352.93,FALSE
2014,"Poland","Preventable mortality","Females","Total","Number",19742,FALSE
2014,"Poland","Preventable mortality","Females","Total","Rate",114.65,FALSE
2014,"Poland","Treatable mortality","Total","Total","Number",40861.5,FALSE
2014,"Poland","Treatable mortality","Total","Total","Rate",130.93,FALSE
2014,"Poland","Treatable mortality","Males","Total","Number",23664.5,FALSE
2014,"Poland","Treatable mortality","Males","Total","Rate",166.73,FALSE
2014,"Poland","Treatable mortality","Females","Total","Number",17197,FALSE
2014,"Poland","Treatable mortality","Females","Total","Rate",101.85,FALSE
2014,"Portugal","Total","Total","Total","Number",22037,FALSE
2014,"Portugal","Total","Total","Total","Rate",233.11,FALSE
2014,"Portugal","Total","Males","Total","Number",15003,FALSE
2014,"Portugal","Total","Males","Total","Rate",342.55,FALSE
2014,"Portugal","Total","Females","Total","Number",7034,FALSE
2014,"Portugal","Total","Females","Total","Rate",138.74,FALSE
2014,"Portugal","Preventable mortality","Total","Total","Number",13676,FALSE
2014,"Portugal","Preventable mortality","Total","Total","Rate",143.95,FALSE
2014,"Portugal","Preventable mortality","Males","Total","Number",10320,FALSE
2014,"Portugal","Preventable mortality","Males","Total","Rate",233.88,FALSE
2014,"Portugal","Preventable mortality","Females","Total","Number",3356,FALSE
2014,"Portugal","Preventable mortality","Females","Total","Rate",66.01,FALSE
2014,"Portugal","Treatable mortality","Total","Total","Number",8361,FALSE
2014,"Portugal","Treatable mortality","Total","Total","Rate",89.16,FALSE
2014,"Portugal","Treatable mortality","Males","Total","Number",4683,FALSE
2014,"Portugal","Treatable mortality","Males","Total","Rate",108.67,FALSE
2014,"Portugal","Treatable mortality","Females","Total","Number",3678,FALSE
2014,"Portugal","Treatable mortality","Females","Total","Rate",72.73,FALSE
2014,"Romania","Total","Total","Total","Number",90088,FALSE
2014,"Romania","Total","Total","Total","Rate",526.28,FALSE
2014,"Romania","Total","Males","Total","Number",59077,FALSE
2014,"Romania","Total","Males","Total","Rate",747.62,FALSE
2014,"Romania","Total","Females","Total","Number",31011,FALSE
2014,"Romania","Total","Females","Total","Rate",337.51,FALSE
2014,"Romania","Preventable mortality","Total","Total","Number",54929,FALSE
2014,"Romania","Preventable mortality","Total","Total","Rate",318.65,FALSE
2014,"Romania","Preventable mortality","Males","Total","Number",38995,FALSE
2014,"Romania","Preventable mortality","Males","Total","Rate",488.09,FALSE
2014,"Romania","Preventable mortality","Females","Total","Number",15934,FALSE
2014,"Romania","Preventable mortality","Females","Total","Rate",172.98,FALSE
2014,"Romania","Treatable mortality","Total","Total","Number",35159,FALSE
2014,"Romania","Treatable mortality","Total","Total","Rate",207.64,FALSE
2014,"Romania","Treatable mortality","Males","Total","Number",20082,FALSE
2014,"Romania","Treatable mortality","Males","Total","Rate",259.53,FALSE
2014,"Romania","Treatable mortality","Females","Total","Number",15077,FALSE
2014,"Romania","Treatable mortality","Females","Total","Rate",164.53,FALSE
2014,"Slovenia","Total","Total","Total","Number",5160,FALSE
2014,"Slovenia","Total","Total","Total","Rate",277.59,FALSE
2014,"Slovenia","Total","Males","Total","Number",3578,FALSE
2014,"Slovenia","Total","Males","Total","Rate",397.92,FALSE
2014,"Slovenia","Total","Females","Total","Number",1582,FALSE
2014,"Slovenia","Total","Females","Total","Rate",165.48,FALSE
2014,"Slovenia","Preventable mortality","Total","Total","Number",3528,FALSE
2014,"Slovenia","Preventable mortality","Total","Total","Rate",188.25,FALSE
2014,"Slovenia","Preventable mortality","Males","Total","Number",2642.5,FALSE
2014,"Slovenia","Preventable mortality","Males","Total","Rate",290.42,FALSE
2014,"Slovenia","Preventable mortality","Females","Total","Number",885.5,FALSE
2014,"Slovenia","Preventable mortality","Females","Total","Rate",92.31,FALSE
2014,"Slovenia","Treatable mortality","Total","Total","Number",1632,FALSE
2014,"Slovenia","Treatable mortality","Total","Total","Rate",89.34,FALSE
2014,"Slovenia","Treatable mortality","Males","Total","Number",935.5,FALSE
2014,"Slovenia","Treatable mortality","Males","Total","Rate",107.5,FALSE
2014,"Slovenia","Treatable mortality","Females","Total","Number",696.5,FALSE
2014,"Slovenia","Treatable mortality","Females","Total","Rate",73.17,FALSE
2014,"Slovakia","Total","Total","Total","Number",19016,FALSE
2014,"Slovakia","Total","Total","Total","Rate",423.69,FALSE
2014,"Slovakia","Total","Males","Total","Number",12880,FALSE
2014,"Slovakia","Total","Males","Total","Rate",627.39,FALSE
2014,"Slovakia","Total","Females","Total","Number",6136,FALSE
2014,"Slovakia","Total","Females","Total","Rate",254.73,FALSE
2014,"Slovakia","Preventable mortality","Total","Total","Number",11539,FALSE
2014,"Slovakia","Preventable mortality","Total","Total","Rate",252.78,FALSE
2014,"Slovakia","Preventable mortality","Males","Total","Number",8465.5,FALSE
2014,"Slovakia","Preventable mortality","Males","Total","Rate",403.15,FALSE
2014,"Slovakia","Preventable mortality","Females","Total","Number",3073.5,FALSE
2014,"Slovakia","Preventable mortality","Females","Total","Rate",126.54,FALSE
2014,"Slovakia","Treatable mortality","Total","Total","Number",7477,FALSE
2014,"Slovakia","Treatable mortality","Total","Total","Rate",170.9,FALSE
2014,"Slovakia","Treatable mortality","Males","Total","Number",4414.5,FALSE
2014,"Slovakia","Treatable mortality","Males","Total","Rate",224.24,FALSE
2014,"Slovakia","Treatable mortality","Females","Total","Number",3062.5,FALSE
2014,"Slovakia","Treatable mortality","Females","Total","Rate",128.19,FALSE
2014,"Finland","Total","Total","Total","Number",12619,FALSE
2014,"Finland","Total","Total","Total","Rate",246.23,FALSE
2014,"Finland","Total","Males","Total","Number",8694,FALSE
2014,"Finland","Total","Males","Total","Rate",350.11,FALSE
2014,"Finland","Total","Females","Total","Number",3925,FALSE
2014,"Finland","Total","Females","Total","Rate",148.47,FALSE
2014,"Finland","Preventable mortality","Total","Total","Number",8650,FALSE
2014,"Finland","Preventable mortality","Total","Total","Rate",168.87,FALSE
2014,"Finland","Preventable mortality","Males","Total","Number",6327.5,FALSE
2014,"Finland","Preventable mortality","Males","Total","Rate",254.43,FALSE
2014,"Finland","Preventable mortality","Females","Total","Number",2322.5,FALSE
2014,"Finland","Preventable mortality","Females","Total","Rate",87.9,FALSE
2014,"Finland","Treatable mortality","Total","Total","Number",3969,FALSE
2014,"Finland","Treatable mortality","Total","Total","Rate",77.36,FALSE
2014,"Finland","Treatable mortality","Males","Total","Number",2366.5,FALSE
2014,"Finland","Treatable mortality","Males","Total","Rate",95.69,FALSE
2014,"Finland","Treatable mortality","Females","Total","Number",1602.5,FALSE
2014,"Finland","Treatable mortality","Females","Total","Rate",60.57,FALSE
2014,"Sweden","Total","Total","Total","Number",17096,FALSE
2014,"Sweden","Total","Total","Total","Rate",194.46,FALSE
2014,"Sweden","Total","Males","Total","Number",10386,FALSE
2014,"Sweden","Total","Males","Total","Rate",237.3,FALSE
2014,"Sweden","Total","Females","Total","Number",6710,FALSE
2014,"Sweden","Total","Females","Total","Rate",151.97,FALSE
2014,"Sweden","Preventable mortality","Total","Total","Number",10883.5,FALSE
2014,"Sweden","Preventable mortality","Total","Total","Rate",123.92,FALSE
2014,"Sweden","Preventable mortality","Males","Total","Number",6985.5,FALSE
2014,"Sweden","Preventable mortality","Males","Total","Rate",159.74,FALSE
2014,"Sweden","Preventable mortality","Females","Total","Number",3898,FALSE
2014,"Sweden","Preventable mortality","Females","Total","Rate",88.24,FALSE
2014,"Sweden","Treatable mortality","Total","Total","Number",6212.5,FALSE
2014,"Sweden","Treatable mortality","Total","Total","Rate",70.54,FALSE
2014,"Sweden","Treatable mortality","Males","Total","Number",3400.5,FALSE
