"TIME","GEO","FACILITY","UNIT","Value","Value_imp"
2015,"Denmark","Geriatric day care places","Number",2330,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",1336,TRUE
2015,"Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",28456,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",59,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",962,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",19464,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",2368,FALSE
2015,"Estonia","Operation theatres in hospital","Number",134,FALSE
2015,"Estonia","Day care places altogether","Number",423,FALSE
2015,"Estonia","Surgical day care places","Number",134,TRUE
2015,"Estonia","Oncological day care place","Number",962,TRUE
2015,"Estonia","Psychiatric day care place","Number",2473,TRUE
2015,"Estonia","Geriatric day care places","Number",478,TRUE
2015,"Ireland","Operation theatres in hospital","Number",245,FALSE
2015,"Ireland","Day care places altogether","Number",2026,FALSE
2015,"Ireland","Surgical day care places","Number",245,TRUE
2015,"Ireland","Oncological day care place","Number",962,TRUE
2015,"Ireland","Psychiatric day care place","Number",2473,TRUE
2015,"Ireland","Geriatric day care places","Number",478,TRUE
2015,"Greece","Operation theatres in hospital","Number",1275,FALSE
2015,"Greece","Day care places altogether","Number",3814,FALSE
2015,"Greece","Surgical day care places","Number",269,TRUE
2015,"Greece","Oncological day care place","Number",479,FALSE
2015,"Greece","Psychiatric day care place","Number",118,FALSE
2015,"Greece","Geriatric day care places","Number",1275,TRUE
2015,"Spain","Operation theatres in hospital","Number",4421,FALSE
2015,"Spain","Day care places altogether","Number",18039,FALSE
2015,"Spain","Surgical day care places","Number",3225,FALSE
2015,"Spain","Oncological day care place","Number",8323,FALSE
2015,"Spain","Psychiatric day care place","Number",4171,FALSE
2015,"Spain","Geriatric day care places","Number",2330,FALSE
2015,"France","Operation theatres in hospital","Number",10991,FALSE
2015,"France","Day care places altogether","Number",72789,FALSE
2015,"France","Surgical day care places","Number",17147,FALSE
2015,"France","Oncological day care place","Number",6273,FALSE
2015,"France","Psychiatric day care place","Number",29357,FALSE
2015,"France","Geriatric day care places","Number",628,FALSE
2015,"Croatia","Operation theatres in hospital","Number",420,FALSE
2015,"Croatia","Day care places altogether","Number",3418,FALSE
2015,"Croatia","Surgical day care places","Number",483,FALSE
2015,"Croatia","Oncological day care place","Number",204,FALSE
2015,"Croatia","Psychiatric day care place","Number",1262,FALSE
2015,"Croatia","Geriatric day care places","Number",0,FALSE
2015,"Italy","Operation theatres in hospital","Number",6173,FALSE
2015,"Italy","Day care places altogether","Number",15728,FALSE
2015,"Italy","Surgical day care places","Number",8197,FALSE
2015,"Italy","Oncological day care place","Number",2666,FALSE
2015,"Italy","Psychiatric day care place","Number",499,FALSE
2015,"Italy","Geriatric day care places","Number",122,FALSE
2015,"Cyprus","Operation theatres in hospital","Number",122,FALSE
2015,"Cyprus","Day care places altogether","Number",371,FALSE
2015,"Cyprus","Surgical day care places","Number",75,FALSE
2015,"Cyprus","Oncological day care place","Number",61,FALSE
2015,"Cyprus","Psychiatric day care place","Number",0,FALSE
2015,"Cyprus","Geriatric day care places","Number",0,FALSE
2015,"Latvia","Operation theatres in hospital","Number",292,FALSE
2015,"Latvia","Day care places altogether","Number",1699,FALSE
2015,"Latvia","Surgical day care places","Number",3225,TRUE
2015,"Latvia","Oncological day care place","Number",962,TRUE
2015,"Latvia","Psychiatric day care place","Number",197,FALSE
2015,"Latvia","Geriatric day care places","Number",2330,TRUE
2015,"Lithuania","Operation theatres in hospital","Number",950,TRUE
2015,"Lithuania","Day care places altogether","Number",239,FALSE
2015,"Lithuania","Surgical day care places","Number",3225,TRUE
2015,"Lithuania","Oncological day care place","Number",962,TRUE
2015,"Lithuania","Psychiatric day care place","Number",2473,TRUE
2015,"Lithuania","Geriatric day care places","Number",2330,TRUE
2015,"Luxembourg","Operation theatres in hospital","Number",51,FALSE
2015,"Luxembourg","Day care places altogether","Number",2026,TRUE
2015,"Luxembourg","Surgical day care places","Number",3225,TRUE
2015,"Luxembourg","Oncological day care place","Number",962,TRUE
2015,"Luxembourg","Psychiatric day care place","Number",2473,TRUE
2015,"Luxembourg","Geriatric day care places","Number",30,FALSE
2015,"Hungary","Operation theatres in hospital","Number",1014,TRUE
2015,"Hungary","Day care places altogether","Number",2026,TRUE
2015,"Hungary","Surgical day care places","Number",3225,TRUE
2015,"Hungary","Oncological day care place","Number",962,TRUE
2015,"Hungary","Psychiatric day care place","Number",2473,TRUE
2015,"Hungary","Geriatric day care places","Number",2330,TRUE
2015,"Malta","Operation theatres in hospital","Number",46,FALSE
2015,"Malta","Day care places altogether","Number",183,FALSE
2015,"Malta","Surgical day care places","Number",3225,TRUE
2015,"Malta","Oncological day care place","Number",27,TRUE
2015,"Malta","Psychiatric day care place","Number",2473,TRUE
2015,"Malta","Geriatric day care places","Number",30,TRUE
2015,"Netherlands","Operation theatres in hospital","Number",1177,FALSE
2015,"Netherlands","Day care places altogether","Number",4799,FALSE
2015,"Netherlands","Surgical day care places","Number",3225,TRUE
2015,"Netherlands","Oncological day care place","Number",962,TRUE
2015,"Netherlands","Psychiatric day care place","Number",2473,TRUE
2015,"Netherlands","Geriatric day care places","Number",2330,TRUE
2015,"Austria","Operation theatres in hospital","Number",297,FALSE
2015,"Austria","Day care places altogether","Number",2026,TRUE
2015,"Austria","Surgical day care places","Number",3225,TRUE
2015,"Austria","Oncological day care place","Number",962,TRUE
2015,"Austria","Psychiatric day care place","Number",2473,TRUE
2015,"Austria","Geriatric day care places","Number",2330,TRUE
2015,"Poland","Operation theatres in hospital","Number",3551,FALSE
2015,"Poland","Day care places altogether","Number",6463,FALSE
2015,"Poland","Surgical day care places","Number",1036,TRUE
2015,"Poland","Oncological day care place","Number",492,TRUE
2015,"Poland","Psychiatric day care place","Number",1196,TRUE
2015,"Poland","Geriatric day care places","Number",0,TRUE
2015,"Portugal","Operation theatres in hospital","Number",894,FALSE
2015,"Portugal","Day care places altogether","Number",1933,FALSE
2015,"Portugal","Surgical day care places","Number",3225,TRUE
2015,"Portugal","Oncological day care place","Number",962,TRUE
2015,"Portugal","Psychiatric day care place","Number",2473,TRUE
2015,"Portugal","Geriatric day care places","Number",2330,TRUE
2015,"Romania","Operation theatres in hospital","Number",1891,FALSE
2015,"Romania","Day care places altogether","Number",7764,FALSE
2015,"Romania","Surgical day care places","Number",842,FALSE
2015,"Romania","Oncological day care place","Number",673,FALSE
2015,"Romania","Psychiatric day care place","Number",276,FALSE
2015,"Romania","Geriatric day care places","Number",2,FALSE
2015,"Slovenia","Operation theatres in hospital","Number",168,FALSE
2015,"Slovenia","Day care places altogether","Number",2026,TRUE
2015,"Slovenia","Surgical day care places","Number",3225,TRUE
2015,"Slovenia","Oncological day care place","Number",962,TRUE
2015,"Slovenia","Psychiatric day care place","Number",2473,TRUE
2015,"Slovenia","Geriatric day care places","Number",2330,TRUE
2015,"Slovakia","Operation theatres in hospital","Number",950,TRUE
2015,"Slovakia","Day care places altogether","Number",5037,FALSE
2015,"Slovakia","Surgical day care places","Number",2659,FALSE
2015,"Slovakia","Oncological day care place","Number",10,FALSE
2015,"Slovakia","Psychiatric day care place","Number",577,FALSE
2015,"Slovakia","Geriatric day care places","Number",27,FALSE
2015,"Liechtenstein","Operation theatres in hospital","Number",4,FALSE
2015,"Liechtenstein","Day care places altogether","Number",14,FALSE
2015,"Liechtenstein","Surgical day care places","Number",11,FALSE
2015,"Liechtenstein","Oncological day care place","Number",3,FALSE
2015,"Liechtenstein","Psychiatric day care place","Number",0,FALSE
2015,"Liechtenstein","Geriatric day care places","Number",0,FALSE
2015,"Switzerland","Operation theatres in hospital","Number",988,FALSE
2015,"Switzerland","Day care places altogether","Number",2026,TRUE
2015,"Switzerland","Surgical day care places","Number",3225,TRUE
2015,"Switzerland","Oncological day care place","Number",962,TRUE
2015,"Switzerland","Psychiatric day care place","Number",2473,TRUE
2015,"Switzerland","Geriatric day care places","Number",2330,TRUE
2015,"United Kingdom","Operation theatres in hospital","Number",3824,FALSE
2015,"United Kingdom","Day care places altogether","Number",14640,FALSE
2015,"United Kingdom","Surgical day care places","Number",3225,TRUE
2015,"United Kingdom","Oncological day care place","Number",962,TRUE
2015,"United Kingdom","Psychiatric day care place","Number",2473,TRUE
2015,"United Kingdom","Geriatric day care places","Number",2330,TRUE
2015,"North Macedonia","Operation theatres in hospital","Number",950,TRUE
2015,"North Macedonia","Day care places altogether","Number",151,FALSE
2015,"North Macedonia","Surgical day care places","Number",0,FALSE
2015,"North Macedonia","Oncological day care place","Number",37,FALSE
2015,"North Macedonia","Psychiatric day care place","Number",10,FALSE
2015,"North Macedonia","Geriatric day care places","Number",0,FALSE
2015,"Serbia","Operation theatres in hospital","Number",548,FALSE
2015,"Serbia","Day care places altogether","Number",2902,FALSE
2015,"Serbia","Surgical day care places","Number",628,FALSE
2015,"Serbia","Oncological day care place","Number",279,FALSE
2015,"Serbia","Psychiatric day care place","Number",1102,FALSE
2015,"Serbia","Geriatric day care places","Number",2,FALSE
2015,"Turkey","Operation theatres in hospital","Number",5809,FALSE
2015,"Turkey","Day care places altogether","Number",2026,TRUE
2015,"Turkey","Surgical day care places","Number",3225,TRUE
2015,"Turkey","Oncological day care place","Number",962,TRUE
2015,"Turkey","Psychiatric day care place","Number",2473,TRUE
2015,"Turkey","Geriatric day care places","Number",2330,TRUE
2016,"Belgium","Operation theatres in hospital","Number",1341,FALSE
2016,"Belgium","Day care places altogether","Number",5960,TRUE
2016,"Belgium","Surgical day care places","Number",3291,FALSE
2016,"Belgium","Oncological day care place","Number",1493,FALSE
2016,"Belgium","Psychiatric day care place","Number",2550,FALSE
2016,"Belgium","Geriatric day care places","Number",473,FALSE
2016,"Bulgaria","Operation theatres in hospital","Number",1341,TRUE
2016,"Bulgaria","Day care places altogether","Number",1813,FALSE
2016,"Bulgaria","Surgical day care places","Number",1813,TRUE
2016,"Bulgaria","Oncological day care place","Number",1493,TRUE
2016,"Bulgaria","Psychiatric day care place","Number",908,FALSE
2016,"Bulgaria","Geriatric day care places","Number",908,TRUE
2016,"Czechia","Operation theatres in hospital","Number",895,FALSE
2016,"Czechia","Day care places altogether","Number",1813,TRUE
2016,"Czechia","Surgical day care places","Number",895,TRUE
2016,"Czechia","Oncological day care place","Number",955,TRUE
2016,"Czechia","Psychiatric day care place","Number",908,TRUE
2016,"Czechia","Geriatric day care places","Number",895,TRUE
2016,"Denmark","Operation theatres in hospital","Number",895,TRUE
2016,"Denmark","Day care places altogether","Number",1813,TRUE
2016,"Denmark","Surgical day care places","Number",281,TRUE
2016,"Denmark","Oncological day care place","Number",955,TRUE
2016,"Denmark","Psychiatric day care place","Number",2550,TRUE
2016,"Denmark","Geriatric day care places","Number",2341,TRUE
2016,"Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",1341,TRUE
2016,"Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",29325,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",281,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",955,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",19909,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",2397,FALSE
2016,"Estonia","Operation theatres in hospital","Number",136,FALSE
2016,"Estonia","Day care places altogether","Number",356,FALSE
2016,"Estonia","Surgical day care places","Number",281,TRUE
2016,"Estonia","Oncological day care place","Number",955,TRUE
2016,"Estonia","Psychiatric day care place","Number",2550,TRUE
2016,"Estonia","Geriatric day care places","Number",473,TRUE
2016,"Ireland","Operation theatres in hospital","Number",242,FALSE
2016,"Ireland","Day care places altogether","Number",2140,FALSE
2016,"Ireland","Surgical day care places","Number",281,TRUE
2016,"Ireland","Oncological day care place","Number",955,TRUE
2016,"Ireland","Psychiatric day care place","Number",2550,TRUE
2016,"Ireland","Geriatric day care places","Number",473,TRUE
2016,"Greece","Operation theatres in hospital","Number",1309,FALSE
2016,"Greece","Day care places altogether","Number",3614,FALSE
2016,"Greece","Surgical day care places","Number",221,FALSE
2016,"Greece","Oncological day care place","Number",512,FALSE
2016,"Greece","Psychiatric day care place","Number",119,FALSE
2016,"Greece","Geriatric day care places","Number",1309,TRUE
2016,"Spain","Operation theatres in hospital","Number",4448,FALSE
2016,"Spain","Day care places altogether","Number",18381,FALSE
2016,"Spain","Surgical day care places","Number",3154,FALSE
2016,"Spain","Oncological day care place","Number",8520,FALSE
2016,"Spain","Psychiatric day care place","Number",4366,FALSE
2016,"Spain","Geriatric day care places","Number",2341,FALSE
2016,"France","Operation theatres in hospital","Number",10788,FALSE
2016,"France","Day care places altogether","Number",74646,FALSE
2016,"France","Surgical day care places","Number",17953,FALSE
2016,"France","Oncological day care place","Number",6560,FALSE
2016,"France","Psychiatric day care place","Number",29657,FALSE
2016,"France","Geriatric day care places","Number",633,FALSE
2016,"Croatia","Operation theatres in hospital","Number",470,FALSE
2016,"Croatia","Day care places altogether","Number",3758,FALSE
2016,"Croatia","Surgical day care places","Number",615,FALSE
2016,"Croatia","Oncological day care place","Number",172,FALSE
2016,"Croatia","Psychiatric day care place","Number",1323,FALSE
2016,"Croatia","Geriatric day care places","Number",0,FALSE
2016,"Italy","Operation theatres in hospital","Number",6139,FALSE
2016,"Italy","Day care places altogether","Number",15323,FALSE
2016,"Italy","Surgical day care places","Number",8234,FALSE
2016,"Italy","Oncological day care place","Number",2552,FALSE
2016,"Italy","Psychiatric day care place","Number",482,FALSE
2016,"Italy","Geriatric day care places","Number",123,FALSE
2016,"Cyprus","Operation theatres in hospital","Number",140,FALSE
2016,"Cyprus","Day care places altogether","Number",404,FALSE
2016,"Cyprus","Surgical day care places","Number",77,FALSE
2016,"Cyprus","Oncological day care place","Number",70,FALSE
2016,"Cyprus","Psychiatric day care place","Number",0,FALSE
2016,"Cyprus","Geriatric day care places","Number",0,FALSE
2016,"Latvia","Operation theatres in hospital","Number",314,FALSE
2016,"Latvia","Day care places altogether","Number",1658,FALSE
2016,"Latvia","Surgical day care places","Number",281,TRUE
2016,"Latvia","Oncological day care place","Number",955,TRUE
2016,"Latvia","Psychiatric day care place","Number",197,FALSE
2016,"Latvia","Geriatric day care places","Number",2341,TRUE
2016,"Lithuania","Operation theatres in hospital","Number",895,TRUE
2016,"Lithuania","Day care places altogether","Number",213,FALSE
2016,"Lithuania","Surgical day care places","Number",281,TRUE
2016,"Lithuania","Oncological day care place","Number",955,TRUE
2016,"Lithuania","Psychiatric day care place","Number",2550,TRUE
2016,"Lithuania","Geriatric day care places","Number",2341,TRUE
2016,"Luxembourg","Operation theatres in hospital","Number",51,FALSE
2016,"Luxembourg","Day care places altogether","Number",1813,TRUE
2016,"Luxembourg","Surgical day care places","Number",281,TRUE
2016,"Luxembourg","Oncological day care place","Number",955,TRUE
2016,"Luxembourg","Psychiatric day care place","Number",2550,TRUE
2016,"Luxembourg","Geriatric day care places","Number",473,TRUE
2016,"Hungary","Operation theatres in hospital","Number",1014,TRUE
2016,"Hungary","Day care places altogether","Number",1813,TRUE
2016,"Hungary","Surgical day care places","Number",281,TRUE
2016,"Hungary","Oncological day care place","Number",955,TRUE
2016,"Hungary","Psychiatric day care place","Number",2550,TRUE
2016,"Hungary","Geriatric day care places","Number",2341,TRUE
2016,"Malta","Operation theatres in hospital","Number",48,FALSE
2016,"Malta","Day care places altogether","Number",195,FALSE
2016,"Malta","Surgical day care places","Number",281,TRUE
2016,"Malta","Oncological day care place","Number",27,FALSE
2016,"Malta","Psychiatric day care place","Number",2550,TRUE
2016,"Malta","Geriatric day care places","Number",30,FALSE
2016,"Netherlands","Operation theatres in hospital","Number",1225,FALSE
2016,"Netherlands","Day care places altogether","Number",5381,FALSE
2016,"Netherlands","Surgical day care places","Number",281,TRUE
2016,"Netherlands","Oncological day care place","Number",955,TRUE
2016,"Netherlands","Psychiatric day care place","Number",2550,TRUE
2016,"Netherlands","Geriatric day care places","Number",2341,TRUE
2016,"Austria","Operation theatres in hospital","Number",308,FALSE
2016,"Austria","Day care places altogether","Number",1813,TRUE
2016,"Austria","Surgical day care places","Number",281,TRUE
2016,"Austria","Oncological day care place","Number",955,TRUE
2016,"Austria","Psychiatric day care place","Number",2550,TRUE
2016,"Austria","Geriatric day care places","Number",2341,TRUE
2016,"Poland","Operation theatres in hospital","Number",3568,FALSE
2016,"Poland","Day care places altogether","Number",7261,FALSE
2016,"Poland","Surgical day care places","Number",1036,TRUE
2016,"Poland","Oncological day care place","Number",492,TRUE
2016,"Poland","Psychiatric day care place","Number",1196,TRUE
2016,"Poland","Geriatric day care places","Number",0,TRUE
2016,"Portugal","Operation theatres in hospital","Number",908,FALSE
2016,"Portugal","Day care places altogether","Number",1960,FALSE
2016,"Portugal","Surgical day care places","Number",281,TRUE
2016,"Portugal","Oncological day care place","Number",955,TRUE
2016,"Portugal","Psychiatric day care place","Number",2550,TRUE
2016,"Portugal","Geriatric day care places","Number",2341,TRUE
2016,"Romania","Operation theatres in hospital","Number",1875,FALSE
2016,"Romania","Day care places altogether","Number",7945,FALSE
2016,"Romania","Surgical day care places","Number",892,FALSE
2016,"Romania","Oncological day care place","Number",673,FALSE
2016,"Romania","Psychiatric day care place","Number",286,FALSE
2016,"Romania","Geriatric day care places","Number",2,FALSE
2016,"Slovenia","Operation theatres in hospital","Number",170,FALSE
2016,"Slovenia","Day care places altogether","Number",1813,TRUE
2016,"Slovenia","Surgical day care places","Number",281,TRUE
2016,"Slovenia","Oncological day care place","Number",955,TRUE
2016,"Slovenia","Psychiatric day care place","Number",2550,TRUE
2016,"Slovenia","Geriatric day care places","Number",2341,TRUE
2016,"Slovakia","Operation theatres in hospital","Number",895,TRUE
2016,"Slovakia","Day care places altogether","Number",5046,FALSE
2016,"Slovakia","Surgical day care places","Number",2775,FALSE
2016,"Slovakia","Oncological day care place","Number",10,FALSE
2016,"Slovakia","Psychiatric day care place","Number",531,FALSE
2016,"Slovakia","Geriatric day care places","Number",27,FALSE
2016,"Liechtenstein","Operation theatres in hospital","Number",4,FALSE
2016,"Liechtenstein","Day care places altogether","Number",14,FALSE
2016,"Liechtenstein","Surgical day care places","Number",11,FALSE
2016,"Liechtenstein","Oncological day care place","Number",3,FALSE
2016,"Liechtenstein","Psychiatric day care place","Number",0,FALSE
2016,"Liechtenstein","Geriatric day care places","Number",0,FALSE
2016,"Switzerland","Operation theatres in hospital","Number",997,FALSE
2016,"Switzerland","Day care places altogether","Number",1813,TRUE
2016,"Switzerland","Surgical day care places","Number",281,TRUE
2016,"Switzerland","Oncological day care place","Number",955,TRUE
2016,"Switzerland","Psychiatric day care place","Number",2550,TRUE
2016,"Switzerland","Geriatric day care places","Number",2341,TRUE
2016,"United Kingdom","Operation theatres in hospital","Number",3826,FALSE
2016,"United Kingdom","Day care places altogether","Number",15047,FALSE
2016,"United Kingdom","Surgical day care places","Number",281,TRUE
2016,"United Kingdom","Oncological day care place","Number",955,TRUE
2016,"United Kingdom","Psychiatric day care place","Number",2550,TRUE
2016,"United Kingdom","Geriatric day care places","Number",2341,TRUE
2016,"North Macedonia","Operation theatres in hospital","Number",895,TRUE
2016,"North Macedonia","Day care places altogether","Number",152,FALSE
2016,"North Macedonia","Surgical day care places","Number",0,FALSE
2016,"North Macedonia","Oncological day care place","Number",33,FALSE
2016,"North Macedonia","Psychiatric day care place","Number",10,FALSE
2016,"North Macedonia","Geriatric day care places","Number",0,FALSE
2016,"Serbia","Operation theatres in hospital","Number",520,FALSE
2016,"Serbia","Day care places altogether","Number",3013,FALSE
2016,"Serbia","Surgical day care places","Number",643,FALSE
2016,"Serbia","Oncological day care place","Number",279,FALSE
2016,"Serbia","Psychiatric day care place","Number",1157,FALSE
2016,"Serbia","Geriatric day care places","Number",2,FALSE
2016,"Turkey","Operation theatres in hospital","Number",6126,FALSE
2016,"Turkey","Day care places altogether","Number",1813,TRUE
2016,"Turkey","Surgical day care places","Number",281,TRUE
2016,"Turkey","Oncological day care place","Number",955,TRUE
2016,"Turkey","Psychiatric day care place","Number",2550,TRUE
2016,"Turkey","Geriatric day care places","Number",2341,TRUE
2017,"Belgium","Operation theatres in hospital","Number",1393,FALSE
2017,"Belgium","Day care places altogether","Number",5960,TRUE
2017,"Belgium","Surgical day care places","Number",3479,FALSE
2017,"Belgium","Oncological day care place","Number",1514,FALSE
2017,"Belgium","Psychiatric day care place","Number",2656,FALSE
2017,"Belgium","Geriatric day care places","Number",530,FALSE
2017,"Bulgaria","Operation theatres in hospital","Number",1393,TRUE
2017,"Bulgaria","Day care places altogether","Number",2187,FALSE
2017,"Bulgaria","Surgical day care places","Number",2187,TRUE
2017,"Bulgaria","Oncological day care place","Number",1514,TRUE
2017,"Bulgaria","Psychiatric day care place","Number",917,FALSE
2017,"Bulgaria","Geriatric day care places","Number",917,TRUE
2017,"Czechia","Operation theatres in hospital","Number",876,FALSE
2017,"Czechia","Day care places altogether","Number",2187,TRUE
2017,"Czechia","Surgical day care places","Number",876,TRUE
2017,"Czechia","Oncological day care place","Number",1019,TRUE
2017,"Czechia","Psychiatric day care place","Number",917,TRUE
2017,"Czechia","Geriatric day care places","Number",876,TRUE
2017,"Denmark","Operation theatres in hospital","Number",876,TRUE
2017,"Denmark","Day care places altogether","Number",2187,TRUE
2017,"Denmark","Surgical day care places","Number",314,TRUE
2017,"Denmark","Oncological day care place","Number",1019,TRUE
2017,"Denmark","Psychiatric day care place","Number",2656,TRUE
2017,"Denmark","Geriatric day care places","Number",2331,TRUE
2017,"Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",1393,TRUE
2017,"Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",30698,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",314,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",1019,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",21044,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",2495,FALSE
2017,"Estonia","Operation theatres in hospital","Number",132,FALSE
2017,"Estonia","Day care places altogether","Number",355,FALSE
2017,"Estonia","Surgical day care places","Number",314,TRUE
2017,"Estonia","Oncological day care place","Number",1019,TRUE
2017,"Estonia","Psychiatric day care place","Number",2656,TRUE
2017,"Estonia","Geriatric day care places","Number",530,TRUE
2017,"Ireland","Operation theatres in hospital","Number",265,FALSE
2017,"Ireland","Day care places altogether","Number",2170,FALSE
2017,"Ireland","Surgical day care places","Number",314,TRUE
2017,"Ireland","Oncological day care place","Number",1019,TRUE
2017,"Ireland","Psychiatric day care place","Number",2656,TRUE
2017,"Ireland","Geriatric day care places","Number",530,TRUE
2017,"Greece","Operation theatres in hospital","Number",1333,FALSE
2017,"Greece","Day care places altogether","Number",3957,FALSE
2017,"Greece","Surgical day care places","Number",281,FALSE
2017,"Greece","Oncological day care place","Number",553,FALSE
2017,"Greece","Psychiatric day care place","Number",120,FALSE
2017,"Greece","Geriatric day care places","Number",1333,TRUE
2017,"Spain","Operation theatres in hospital","Number",4533,FALSE
2017,"Spain","Day care places altogether","Number",18620,FALSE
2017,"Spain","Surgical day care places","Number",3207,FALSE
2017,"Spain","Oncological day care place","Number",8701,FALSE
2017,"Spain","Psychiatric day care place","Number",4381,FALSE
2017,"Spain","Geriatric day care places","Number",2331,FALSE
2017,"France","Operation theatres in hospital","Number",10774,FALSE
2017,"France","Day care places altogether","Number",75452,FALSE
2017,"France","Surgical day care places","Number",18353,FALSE
2017,"France","Oncological day care place","Number",6672,FALSE
2017,"France","Psychiatric day care place","Number",29512,FALSE
2017,"France","Geriatric day care places","Number",626,FALSE
2017,"Croatia","Operation theatres in hospital","Number",450,FALSE
2017,"Croatia","Day care places altogether","Number",3765,FALSE
2017,"Croatia","Surgical day care places","Number",692,FALSE
2017,"Croatia","Oncological day care place","Number",161,FALSE
2017,"Croatia","Psychiatric day care place","Number",1272,FALSE
2017,"Croatia","Geriatric day care places","Number",0,FALSE
2017,"Italy","Operation theatres in hospital","Number",6191,FALSE
2017,"Italy","Day care places altogether","Number",14074,FALSE
2017,"Italy","Surgical day care places","Number",8172,FALSE
2017,"Italy","Oncological day care place","Number",2286,FALSE
2017,"Italy","Psychiatric day care place","Number",506,FALSE
2017,"Italy","Geriatric day care places","Number",102,FALSE
2017,"Cyprus","Operation theatres in hospital","Number",121,FALSE
2017,"Cyprus","Day care places altogether","Number",432,FALSE
2017,"Cyprus","Surgical day care places","Number",78,FALSE
2017,"Cyprus","Oncological day care place","Number",77,FALSE
2017,"Cyprus","Psychiatric day care place","Number",0,FALSE
2017,"Cyprus","Geriatric day care places","Number",0,FALSE
2017,"Latvia","Operation theatres in hospital","Number",297,FALSE
2017,"Latvia","Day care places altogether","Number",1709,FALSE
2017,"Latvia","Surgical day care places","Number",314,TRUE
2017,"Latvia","Oncological day care place","Number",1019,TRUE
2017,"Latvia","Psychiatric day care place","Number",212,FALSE
2017,"Latvia","Geriatric day care places","Number",2331,TRUE
2017,"Lithuania","Operation theatres in hospital","Number",876,TRUE
2017,"Lithuania","Day care places altogether","Number",210,FALSE
2017,"Lithuania","Surgical day care places","Number",314,TRUE
2017,"Lithuania","Oncological day care place","Number",1019,TRUE
2017,"Lithuania","Psychiatric day care place","Number",2656,TRUE
2017,"Lithuania","Geriatric day care places","Number",2331,TRUE
2017,"Luxembourg","Operation theatres in hospital","Number",58,FALSE
2017,"Luxembourg","Day care places altogether","Number",2187,TRUE
2017,"Luxembourg","Surgical day care places","Number",314,TRUE
2017,"Luxembourg","Oncological day care place","Number",1019,TRUE
2017,"Luxembourg","Psychiatric day care place","Number",2656,TRUE
2017,"Luxembourg","Geriatric day care places","Number",530,TRUE
2017,"Hungary","Operation theatres in hospital","Number",1014,TRUE
2017,"Hungary","Day care places altogether","Number",2187,TRUE
2017,"Hungary","Surgical day care places","Number",314,TRUE
2017,"Hungary","Oncological day care place","Number",1019,TRUE
2017,"Hungary","Psychiatric day care place","Number",2656,TRUE
2017,"Hungary","Geriatric day care places","Number",2331,TRUE
2017,"Malta","Operation theatres in hospital","Number",52,FALSE
2017,"Malta","Day care places altogether","Number",224,FALSE
2017,"Malta","Surgical day care places","Number",314,TRUE
2017,"Malta","Oncological day care place","Number",27,FALSE
2017,"Malta","Psychiatric day care place","Number",2656,TRUE
2017,"Malta","Geriatric day care places","Number",30,FALSE
2017,"Netherlands","Operation theatres in hospital","Number",1167,FALSE
2017,"Netherlands","Day care places altogether","Number",5126,FALSE
2017,"Netherlands","Surgical day care places","Number",314,TRUE
2017,"Netherlands","Oncological day care place","Number",1019,TRUE
2017,"Netherlands","Psychiatric day care place","Number",2656,TRUE
2017,"Netherlands","Geriatric day care places","Number",2331,TRUE
2017,"Austria","Operation theatres in hospital","Number",337,FALSE
2017,"Austria","Day care places altogether","Number",2187,TRUE
2017,"Austria","Surgical day care places","Number",314,TRUE
2017,"Austria","Oncological day care place","Number",1019,TRUE
2017,"Austria","Psychiatric day care place","Number",2656,TRUE
2017,"Austria","Geriatric day care places","Number",2331,TRUE
2017,"Poland","Operation theatres in hospital","Number",3587,FALSE
2017,"Poland","Day care places altogether","Number",6865,FALSE
2017,"Poland","Surgical day care places","Number",1036,TRUE
2017,"Poland","Oncological day care place","Number",492,TRUE
2017,"Poland","Psychiatric day care place","Number",1196,TRUE
2017,"Poland","Geriatric day care places","Number",0,TRUE
2017,"Portugal","Operation theatres in hospital","Number",890,FALSE
2017,"Portugal","Day care places altogether","Number",2052,FALSE
2017,"Portugal","Surgical day care places","Number",314,TRUE
2017,"Portugal","Oncological day care place","Number",1019,TRUE
