"TIME","GEO","ISCO08","UNIT","Value","Flag and Footnotes"
"2014","Bulgaria","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Bulgaria","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Czechia","Medical doctors","Full-time equivalent (FTE)","21 104.31","e"
"2014","Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)","52 511.26","e"
"2014","Czechia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Czechia","Health care assistants","Full-time equivalent (FTE)","2 847.01","e"
"2014","Czechia","Hospital employment","Full-time equivalent (FTE)","133 988.71","e"
"2014","Denmark","Medical doctors","Full-time equivalent (FTE)","15 385.00",""
"2014","Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)","37 231.00",""
"2014","Denmark","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Denmark","Health care assistants","Full-time equivalent (FTE)","10 213.00",""
"2014","Denmark","Hospital employment","Full-time equivalent (FTE)","107 078.00",""
"2014","Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)","159 000.00",""
"2014","Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)","335 000.00",""
"2014","Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)","32 000.00",""
"2014","Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)","968 000.00",""
"2014","Estonia","Medical doctors","Full-time equivalent (FTE)","2 531.90",""
"2014","Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)","4 963.10",""
"2014","Estonia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Estonia","Health care assistants","Full-time equivalent (FTE)","2 909.70",""
"2014","Estonia","Hospital employment","Full-time equivalent (FTE)","12 985.40",""
"2014","Ireland","Medical doctors","Full-time equivalent (FTE)","6 774.00",""
"2014","Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)","19 741.00",""
"2014","Ireland","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Ireland","Health care assistants","Full-time equivalent (FTE)","3 718.00",""
"2014","Ireland","Hospital employment","Full-time equivalent (FTE)","49 747.00",""
"2014","Greece","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Greece","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Greece","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Greece","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Spain","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Spain","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Spain","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Spain","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","France","Medical doctors","Full-time equivalent (FTE)","124 057.19",""
"2014","France","Nursing professionals and midwives","Full-time equivalent (FTE)","348 535.05",""
"2014","France","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","France","Health care assistants","Full-time equivalent (FTE)","227 044.21",""
"2014","France","Hospital employment","Full-time equivalent (FTE)","1 155 583.20",""
"2014","Croatia","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Croatia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Croatia","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Croatia","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Italy","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Italy","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Italy","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Italy","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Cyprus","Medical doctors","Full-time equivalent (FTE)","811.00",""
"2014","Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)","3 773.00",""
"2014","Cyprus","Nursing associate professionals","Full-time equivalent (FTE)","119.00",""
"2014","Cyprus","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Cyprus","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Latvia","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Latvia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Latvia","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Latvia","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Lithuania","Medical doctors","Full-time equivalent (FTE)","9 818.00",""
"2014","Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)","15 770.00",""
"2014","Lithuania","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Lithuania","Health care assistants","Full-time equivalent (FTE)","5 704.00",""
"2014","Lithuania","Hospital employment","Full-time equivalent (FTE)","46 144.00",""
"2014","Luxembourg","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Luxembourg","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Luxembourg","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Hungary","Medical doctors","Full-time equivalent (FTE)","16 970.61",""
"2014","Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)","28 191.02",""
"2014","Hungary","Nursing associate professionals","Full-time equivalent (FTE)","6 736.48",""
"2014","Hungary","Health care assistants","Full-time equivalent (FTE)","14 102.33",""
"2014","Hungary","Hospital employment","Full-time equivalent (FTE)","100 064.07",""
"2014","Malta","Medical doctors","Full-time equivalent (FTE)","934.87",""
"2014","Malta","Nursing professionals and midwives","Full-time equivalent (FTE)","2 774.47",""
"2014","Malta","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Malta","Health care assistants","Full-time equivalent (FTE)","1 481.84",""
"2014","Malta","Hospital employment","Full-time equivalent (FTE)","7 855.51",""
"2014","Netherlands","Medical doctors","Full-time equivalent (FTE)","23 920.00","e"
"2014","Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)","56 801.00","be"
"2014","Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Netherlands","Health care assistants","Full-time equivalent (FTE)","11 975.00","e"
"2014","Netherlands","Hospital employment","Full-time equivalent (FTE)","204 854.00","b"
"2014","Austria","Medical doctors","Full-time equivalent (FTE)","21 757.00",""
"2014","Austria","Nursing professionals and midwives","Full-time equivalent (FTE)","50 307.00",""
"2014","Austria","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Austria","Health care assistants","Full-time equivalent (FTE)","8 763.41",""
"2014","Austria","Hospital employment","Full-time equivalent (FTE)","136 931.00",""
"2014","Poland","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Poland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Poland","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Poland","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Portugal","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Portugal","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Portugal","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Portugal","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Romania","Medical doctors","Full-time equivalent (FTE)","26 368.00",""
"2014","Romania","Nursing professionals and midwives","Full-time equivalent (FTE)","8 959.00",""
"2014","Romania","Nursing associate professionals","Full-time equivalent (FTE)","51 186.00",""
"2014","Romania","Health care assistants","Full-time equivalent (FTE)","37 747.00",""
"2014","Romania","Hospital employment","Full-time equivalent (FTE)","154 315.00",""
"2014","Slovenia","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Slovenia","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Slovenia","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Slovakia","Medical doctors","Full-time equivalent (FTE)","8 936.08",""
"2014","Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)","21 632.52",""
"2014","Slovakia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Slovakia","Health care assistants","Full-time equivalent (FTE)","6 293.97",""
"2014","Slovakia","Hospital employment","Full-time equivalent (FTE)","41 262.81",""
"2014","Finland","Medical doctors","Full-time equivalent (FTE)","8 058.85","e"
"2014","Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Finland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Finland","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Finland","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Iceland","Medical doctors","Full-time equivalent (FTE)","560.26",""
"2014","Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)","1 432.50",""
"2014","Iceland","Nursing associate professionals","Full-time equivalent (FTE)","561.40",""
"2014","Iceland","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Iceland","Hospital employment","Full-time equivalent (FTE)","4 723.43",""
"2014","Liechtenstein","Medical doctors","Full-time equivalent (FTE)","13.15",""
"2014","Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)","57.30",""
"2014","Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Liechtenstein","Health care assistants","Full-time equivalent (FTE)","23.70",""
"2014","Liechtenstein","Hospital employment","Full-time equivalent (FTE)","169.05",""
"2014","Norway","Medical doctors","Full-time equivalent (FTE)","11 909.00",""
"2014","Norway","Nursing professionals and midwives","Full-time equivalent (FTE)","38 459.00",""
"2014","Norway","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2014","Norway","Health care assistants","Full-time equivalent (FTE)","7 824.00",""
"2014","Norway","Hospital employment","Full-time equivalent (FTE)","92 626.00",""
"2014","Switzerland","Medical doctors","Full-time equivalent (FTE)","19 775.97",""
"2014","Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)","46 387.12",""
"2014","Switzerland","Nursing associate professionals","Full-time equivalent (FTE)","7 022.41",""
"2014","Switzerland","Health care assistants","Full-time equivalent (FTE)","11 070.45",""
"2014","Switzerland","Hospital employment","Full-time equivalent (FTE)","152 435.20",""
"2014","United Kingdom","Medical doctors","Full-time equivalent (FTE)","120 607.07","e"
"2014","United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)","359 840.92","e"
"2014","United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)","69 371.38","e"
"2014","United Kingdom","Health care assistants","Full-time equivalent (FTE)","65 556.97","e"
"2014","United Kingdom","Hospital employment","Full-time equivalent (FTE)","1 229 041.62","e"
"2014","Montenegro","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Montenegro","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Montenegro","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","North Macedonia","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","North Macedonia","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","North Macedonia","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Albania","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Albania","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Albania","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Albania","Hospital employment","Full-time equivalent (FTE)",":",""
"2014","Serbia","Medical doctors","Full-time equivalent (FTE)","11 324.00",""
"2014","Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)","5 406.00",""
"2014","Serbia","Nursing associate professionals","Full-time equivalent (FTE)","23 364.00",""
"2014","Serbia","Health care assistants","Full-time equivalent (FTE)","0.00",""
"2014","Serbia","Hospital employment","Full-time equivalent (FTE)","64 155.00",""
"2014","Turkey","Medical doctors","Full-time equivalent (FTE)",":",""
"2014","Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2014","Turkey","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2014","Turkey","Health care assistants","Full-time equivalent (FTE)",":",""
"2014","Turkey","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Belgium","Medical doctors","Full-time equivalent (FTE)","6 700.02","e"
"2015","Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)","62 971.53","e"
"2015","Belgium","Nursing associate professionals","Full-time equivalent (FTE)","692.83","e"
"2015","Belgium","Health care assistants","Full-time equivalent (FTE)","7 491.89","e"
"2015","Belgium","Hospital employment","Full-time equivalent (FTE)","147 380.48","e"
"2015","Bulgaria","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Bulgaria","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Bulgaria","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Czechia","Medical doctors","Full-time equivalent (FTE)","21 134.89",""
"2015","Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)","52 293.24",""
"2015","Czechia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Czechia","Health care assistants","Full-time equivalent (FTE)","2 941.09",""
"2015","Czechia","Hospital employment","Full-time equivalent (FTE)","137 558.57",""
"2015","Denmark","Medical doctors","Full-time equivalent (FTE)","15 632.00",""
"2015","Denmark","Nursing professionals and midwives","Full-time equivalent (FTE)","37 155.00",""
"2015","Denmark","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Denmark","Health care assistants","Full-time equivalent (FTE)","9 762.00",""
"2015","Denmark","Hospital employment","Full-time equivalent (FTE)","106 525.00",""
"2015","Germany (until 1990 former territory of the FRG)","Medical doctors","Full-time equivalent (FTE)","163 000.00",""
"2015","Germany (until 1990 former territory of the FRG)","Nursing professionals and midwives","Full-time equivalent (FTE)","337 000.00",""
"2015","Germany (until 1990 former territory of the FRG)","Nursing associate professionals","Full-time equivalent (FTE)","33 000.00",""
"2015","Germany (until 1990 former territory of the FRG)","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Germany (until 1990 former territory of the FRG)","Hospital employment","Full-time equivalent (FTE)","978 000.00",""
"2015","Estonia","Medical doctors","Full-time equivalent (FTE)","2 580.80",""
"2015","Estonia","Nursing professionals and midwives","Full-time equivalent (FTE)","4 902.10",""
"2015","Estonia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Estonia","Health care assistants","Full-time equivalent (FTE)","2 852.80",""
"2015","Estonia","Hospital employment","Full-time equivalent (FTE)","13 055.20",""
"2015","Ireland","Medical doctors","Full-time equivalent (FTE)","7 220.00",""
"2015","Ireland","Nursing professionals and midwives","Full-time equivalent (FTE)","20 314.00",""
"2015","Ireland","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Ireland","Health care assistants","Full-time equivalent (FTE)","4 158.00",""
"2015","Ireland","Hospital employment","Full-time equivalent (FTE)","52 542.00",""
"2015","Greece","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Greece","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Greece","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Greece","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Greece","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Spain","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Spain","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Spain","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Spain","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Spain","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","France","Medical doctors","Full-time equivalent (FTE)","126 023.95",""
"2015","France","Nursing professionals and midwives","Full-time equivalent (FTE)","350 218.46",""
"2015","France","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","France","Health care assistants","Full-time equivalent (FTE)","227 119.01",""
"2015","France","Hospital employment","Full-time equivalent (FTE)","1 158 639.44",""
"2015","Croatia","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Croatia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Croatia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Croatia","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Croatia","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Italy","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Italy","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Italy","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Italy","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Italy","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Cyprus","Medical doctors","Full-time equivalent (FTE)","790.00",""
"2015","Cyprus","Nursing professionals and midwives","Full-time equivalent (FTE)","3 985.00",""
"2015","Cyprus","Nursing associate professionals","Full-time equivalent (FTE)","102.00",""
"2015","Cyprus","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Cyprus","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Latvia","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Latvia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Latvia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Latvia","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Latvia","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Lithuania","Medical doctors","Full-time equivalent (FTE)","9 747.00",""
"2015","Lithuania","Nursing professionals and midwives","Full-time equivalent (FTE)","15 675.00",""
"2015","Lithuania","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Lithuania","Health care assistants","Full-time equivalent (FTE)","5 794.00",""
"2015","Lithuania","Hospital employment","Full-time equivalent (FTE)","45 940.00",""
"2015","Luxembourg","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Luxembourg","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Luxembourg","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Luxembourg","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Luxembourg","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Hungary","Medical doctors","Full-time equivalent (FTE)","17 320.63",""
"2015","Hungary","Nursing professionals and midwives","Full-time equivalent (FTE)","28 116.62",""
"2015","Hungary","Nursing associate professionals","Full-time equivalent (FTE)","6 535.19",""
"2015","Hungary","Health care assistants","Full-time equivalent (FTE)","13 931.29",""
"2015","Hungary","Hospital employment","Full-time equivalent (FTE)","99 873.85",""
"2015","Malta","Medical doctors","Full-time equivalent (FTE)","1 005.72",""
"2015","Malta","Nursing professionals and midwives","Full-time equivalent (FTE)","2 773.33",""
"2015","Malta","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Malta","Health care assistants","Full-time equivalent (FTE)","1 549.74",""
"2015","Malta","Hospital employment","Full-time equivalent (FTE)","8 554.44",""
"2015","Netherlands","Medical doctors","Full-time equivalent (FTE)","21 501.00","e"
"2015","Netherlands","Nursing professionals and midwives","Full-time equivalent (FTE)","57 423.00","e"
"2015","Netherlands","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Netherlands","Health care assistants","Full-time equivalent (FTE)","10 824.00","e"
"2015","Netherlands","Hospital employment","Full-time equivalent (FTE)","211 903.00",""
"2015","Austria","Medical doctors","Full-time equivalent (FTE)","22 193.00",""
"2015","Austria","Nursing professionals and midwives","Full-time equivalent (FTE)","50 823.00",""
"2015","Austria","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Austria","Health care assistants","Full-time equivalent (FTE)","9 020.17",""
"2015","Austria","Hospital employment","Full-time equivalent (FTE)","138 958.00",""
"2015","Poland","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Poland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Poland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Poland","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Poland","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Portugal","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Portugal","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Portugal","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Portugal","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Portugal","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Romania","Medical doctors","Full-time equivalent (FTE)","27 211.00",""
"2015","Romania","Nursing professionals and midwives","Full-time equivalent (FTE)","9 582.00",""
"2015","Romania","Nursing associate professionals","Full-time equivalent (FTE)","52 690.00",""
"2015","Romania","Health care assistants","Full-time equivalent (FTE)","39 065.00",""
"2015","Romania","Hospital employment","Full-time equivalent (FTE)","160 424.00",""
"2015","Slovenia","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Slovenia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Slovenia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Slovenia","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Slovenia","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Slovakia","Medical doctors","Full-time equivalent (FTE)","9 083.46",""
"2015","Slovakia","Nursing professionals and midwives","Full-time equivalent (FTE)","21 381.23",""
"2015","Slovakia","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Slovakia","Health care assistants","Full-time equivalent (FTE)","6 504.65",""
"2015","Slovakia","Hospital employment","Full-time equivalent (FTE)","41 345.26",""
"2015","Finland","Medical doctors","Full-time equivalent (FTE)","7 698.74","e"
"2015","Finland","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Finland","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Finland","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Finland","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Iceland","Medical doctors","Full-time equivalent (FTE)","616.81",""
"2015","Iceland","Nursing professionals and midwives","Full-time equivalent (FTE)","1 468.98",""
"2015","Iceland","Nursing associate professionals","Full-time equivalent (FTE)","557.96",""
"2015","Iceland","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Iceland","Hospital employment","Full-time equivalent (FTE)","4 871.12",""
"2015","Liechtenstein","Medical doctors","Full-time equivalent (FTE)","12.40",""
"2015","Liechtenstein","Nursing professionals and midwives","Full-time equivalent (FTE)","60.20",""
"2015","Liechtenstein","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Liechtenstein","Health care assistants","Full-time equivalent (FTE)","23.20",""
"2015","Liechtenstein","Hospital employment","Full-time equivalent (FTE)","171.10",""
"2015","Norway","Medical doctors","Full-time equivalent (FTE)","12 886.00","b"
"2015","Norway","Nursing professionals and midwives","Full-time equivalent (FTE)","41 474.00","b"
"2015","Norway","Nursing associate professionals","Full-time equivalent (FTE)","0.00",""
"2015","Norway","Health care assistants","Full-time equivalent (FTE)","8 108.00","b"
"2015","Norway","Hospital employment","Full-time equivalent (FTE)","97 281.00","b"
"2015","Switzerland","Medical doctors","Full-time equivalent (FTE)","20 503.96",""
"2015","Switzerland","Nursing professionals and midwives","Full-time equivalent (FTE)","47 458.10",""
"2015","Switzerland","Nursing associate professionals","Full-time equivalent (FTE)","7 766.25",""
"2015","Switzerland","Health care assistants","Full-time equivalent (FTE)","10 734.23",""
"2015","Switzerland","Hospital employment","Full-time equivalent (FTE)","157 664.36",""
"2015","United Kingdom","Medical doctors","Full-time equivalent (FTE)","122 743.29","e"
"2015","United Kingdom","Nursing professionals and midwives","Full-time equivalent (FTE)","364 229.35","e"
"2015","United Kingdom","Nursing associate professionals","Full-time equivalent (FTE)","69 212.21","e"
"2015","United Kingdom","Health care assistants","Full-time equivalent (FTE)","71 293.24","e"
"2015","United Kingdom","Hospital employment","Full-time equivalent (FTE)","1 255 606.48","e"
"2015","Montenegro","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Montenegro","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Montenegro","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Montenegro","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Montenegro","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","North Macedonia","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","North Macedonia","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","North Macedonia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","North Macedonia","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","North Macedonia","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Albania","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Albania","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Albania","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Albania","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Albania","Hospital employment","Full-time equivalent (FTE)",":",""
"2015","Serbia","Medical doctors","Full-time equivalent (FTE)","11 321.00",""
"2015","Serbia","Nursing professionals and midwives","Full-time equivalent (FTE)","5 504.00",""
"2015","Serbia","Nursing associate professionals","Full-time equivalent (FTE)","23 422.00",""
"2015","Serbia","Health care assistants","Full-time equivalent (FTE)","0.00",""
"2015","Serbia","Hospital employment","Full-time equivalent (FTE)","63 965.00",""
"2015","Turkey","Medical doctors","Full-time equivalent (FTE)",":",""
"2015","Turkey","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2015","Turkey","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2015","Turkey","Health care assistants","Full-time equivalent (FTE)",":",""
"2015","Turkey","Hospital employment","Full-time equivalent (FTE)",":",""
"2016","Belgium","Medical doctors","Full-time equivalent (FTE)","6 806.88","e"
"2016","Belgium","Nursing professionals and midwives","Full-time equivalent (FTE)","63 839.09","e"
"2016","Belgium","Nursing associate professionals","Full-time equivalent (FTE)","667.22","e"
"2016","Belgium","Health care assistants","Full-time equivalent (FTE)","7 394.95","e"
"2016","Belgium","Hospital employment","Full-time equivalent (FTE)","149 044.33","e"
"2016","Bulgaria","Medical doctors","Full-time equivalent (FTE)",":",""
"2016","Bulgaria","Nursing professionals and midwives","Full-time equivalent (FTE)",":",""
"2016","Bulgaria","Nursing associate professionals","Full-time equivalent (FTE)",":",""
"2016","Bulgaria","Health care assistants","Full-time equivalent (FTE)",":",""
"2016","Bulgaria","Hospital employment","Full-time equivalent (FTE)",":",""
"2016","Czechia","Medical doctors","Full-time equivalent (FTE)","20 661.84","b"
"2016","Czechia","Nursing professionals and midwives","Full-time equivalent (FTE)","53 207.71","b"
"2016","Czechia","Nursing associate professionals","Full-time equivalent (FTE)",":",""
