"TIME","GEO","UNIT","MED_SPEC","Value","Flag and Footnotes"
"2015","Cyprus","Number","Other generalist medical practitioners","0.00",""
"2015","Cyprus","Number","Specialist medical practitioners","2 311.00",""
"2015","Cyprus","Number","General paediatricians","242.00",""
"2015","Latvia","Number","Generalist medical practitioners","1 379.00",""
"2015","Latvia","Number","General practitioners","1 379.00",""
"2015","Latvia","Number","Other generalist medical practitioners","0.00",""
"2015","Latvia","Number","Specialist medical practitioners","4 945.00",""
"2015","Latvia","Number","General paediatricians","246.00",""
"2015","Lithuania","Number","Generalist medical practitioners","2 819.00",""
"2015","Lithuania","Number","General practitioners","2 638.00",""
"2015","Lithuania","Number","Other generalist medical practitioners","181.00",""
"2015","Lithuania","Number","Specialist medical practitioners","9 786.00",""
"2015","Lithuania","Number","General paediatricians","760.00",""
"2015","Luxembourg","Number","Generalist medical practitioners","498.00",""
"2015","Luxembourg","Number","General practitioners","498.00",""
"2015","Luxembourg","Number","Other generalist medical practitioners","0.00",""
"2015","Luxembourg","Number","Specialist medical practitioners","1 158.00",""
"2015","Luxembourg","Number","General paediatricians","91.00",""
"2015","Hungary","Number","Generalist medical practitioners",":",""
"2015","Hungary","Number","General practitioners",":",""
"2015","Hungary","Number","Other generalist medical practitioners",":",""
"2015","Hungary","Number","Specialist medical practitioners",":",""
"2015","Hungary","Number","General paediatricians",":",""
"2015","Malta","Number","Generalist medical practitioners","349.00",""
"2015","Malta","Number","General practitioners","349.00",""
"2015","Malta","Number","Other generalist medical practitioners","0.00",""
"2015","Malta","Number","Specialist medical practitioners","891.00",""
"2015","Malta","Number","General paediatricians","74.00",""
"2015","Netherlands","Number","Generalist medical practitioners","26 490.00",""
"2015","Netherlands","Number","General practitioners","14 210.00",""
"2015","Netherlands","Number","Other generalist medical practitioners","12 280.00",""
"2015","Netherlands","Number","Specialist medical practitioners","32 654.00",""
"2015","Netherlands","Number","General paediatricians","1 681.00",""
"2015","Austria","Number","Generalist medical practitioners","14 275.00",""
"2015","Austria","Number","General practitioners","6 609.00",""
"2015","Austria","Number","Other generalist medical practitioners","7 666.00",""
"2015","Austria","Number","Specialist medical practitioners","23 702.00",""
"2015","Austria","Number","General paediatricians","1 383.00",""
"2015","Poland","Number","Generalist medical practitioners","14 618.00",""
"2015","Poland","Number","General practitioners","8 272.00",""
"2015","Poland","Number","Other generalist medical practitioners","6 346.00",""
"2015","Poland","Number","Specialist medical practitioners","73 819.00",""
"2015","Poland","Number","General paediatricians","5 210.00",""
"2015","Portugal","Number","Generalist medical practitioners","24 940.00",""
"2015","Portugal","Number","General practitioners","22 518.00",""
"2015","Portugal","Number","Other generalist medical practitioners","2 422.00",""
"2015","Portugal","Number","Specialist medical practitioners","24 296.00",""
"2015","Portugal","Number","General paediatricians","1 973.00",""
"2015","Romania","Number","Generalist medical practitioners","15 270.00",""
"2015","Romania","Number","General practitioners","12 333.00",""
"2015","Romania","Number","Other generalist medical practitioners","2 937.00",""
"2015","Romania","Number","Specialist medical practitioners","39 537.00",""
"2015","Romania","Number","General paediatricians","2 566.00",""
"2015","Slovenia","Number","Generalist medical practitioners","1 364.00",""
"2015","Slovenia","Number","General practitioners","1 132.00",""
"2015","Slovenia","Number","Other generalist medical practitioners","232.00",""
"2015","Slovenia","Number","Specialist medical practitioners","4 272.00",""
"2015","Slovenia","Number","General paediatricians","587.00",""
"2015","Finland","Number","Generalist medical practitioners","6 837.00","e"
"2015","Finland","Number","General practitioners",":",""
"2015","Finland","Number","Other generalist medical practitioners",":",""
"2015","Finland","Number","Specialist medical practitioners","10 648.00","e"
"2015","Finland","Number","General paediatricians","696.00","e"
"2015","Sweden","Number","Generalist medical practitioners","6 350.00",""
"2015","Sweden","Number","General practitioners","6 350.00",""
"2015","Sweden","Number","Other generalist medical practitioners","0.00",""
"2015","Sweden","Number","Specialist medical practitioners","21 974.00",""
"2015","Sweden","Number","General paediatricians","1 043.00",""
"2015","Iceland","Number","Generalist medical practitioners","191.00",""
"2015","Iceland","Number","General practitioners","191.00",""
"2015","Iceland","Number","Other generalist medical practitioners",":",""
"2015","Iceland","Number","Specialist medical practitioners","725.00",""
"2015","Iceland","Number","General paediatricians","14.00",""
"2015","Liechtenstein","Number","Generalist medical practitioners","35.00",""
"2015","Liechtenstein","Number","General practitioners","23.00",""
"2015","Liechtenstein","Number","Other generalist medical practitioners","12.00",""
"2015","Liechtenstein","Number","Specialist medical practitioners","85.00",""
"2015","Liechtenstein","Number","General paediatricians","6.00",""
"2015","Norway","Number","Generalist medical practitioners","4 323.00","b"
"2015","Norway","Number","General practitioners","3 950.00","b"
"2015","Norway","Number","Other generalist medical practitioners","373.00","b"
"2015","Norway","Number","Specialist medical practitioners","9 443.00","b"
"2015","Norway","Number","General paediatricians","760.00","b"
"2015","Switzerland","Number","Generalist medical practitioners","9 570.00",""
"2015","Switzerland","Number","General practitioners",":",""
"2015","Switzerland","Number","Other generalist medical practitioners",":",""
"2015","Switzerland","Number","Specialist medical practitioners","20 313.00",""
"2015","Switzerland","Number","General paediatricians","1 692.00",""
"2015","United Kingdom","Number","Generalist medical practitioners","50 169.00","b"
"2015","United Kingdom","Number","General practitioners","50 169.00","bd"
"2015","United Kingdom","Number","Other generalist medical practitioners",":",""
"2015","United Kingdom","Number","Specialist medical practitioners","130 719.00",""
"2015","United Kingdom","Number","General paediatricians","9 910.00",""
"2015","Montenegro","Number","Generalist medical practitioners","273.00",""
"2015","Montenegro","Number","General practitioners","273.00",""
"2015","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2015","Montenegro","Number","Specialist medical practitioners","1 217.00",""
"2015","Montenegro","Number","General paediatricians","166.00",""
"2015","North Macedonia","Number","Generalist medical practitioners","1 967.00",""
"2015","North Macedonia","Number","General practitioners",":",""
"2015","North Macedonia","Number","Other generalist medical practitioners",":",""
"2015","North Macedonia","Number","Specialist medical practitioners","4 008.00",""
"2015","North Macedonia","Number","General paediatricians","396.00",""
"2015","Albania","Number","Generalist medical practitioners",":",""
"2015","Albania","Number","General practitioners",":",""
"2015","Albania","Number","Other generalist medical practitioners",":",""
"2015","Albania","Number","Specialist medical practitioners",":",""
"2015","Albania","Number","General paediatricians",":",""
"2015","Serbia","Number","Generalist medical practitioners","6 239.00",""
"2015","Serbia","Number","General practitioners","4 987.00",""
"2015","Serbia","Number","Other generalist medical practitioners","1 252.00",""
"2015","Serbia","Number","Specialist medical practitioners","15 601.00",""
"2015","Serbia","Number","General paediatricians","1 943.00",""
"2015","Turkey","Number","Generalist medical practitioners","44 646.00",""
"2015","Turkey","Number","General practitioners","44 646.00","d"
"2015","Turkey","Number","Other generalist medical practitioners",":",""
"2015","Turkey","Number","Specialist medical practitioners","96 613.00",""
"2015","Turkey","Number","General paediatricians","6 888.00",""
"2016","Belgium","Number","Generalist medical practitioners","12 929.00",""
"2016","Belgium","Number","General practitioners","12 929.00",""
"2016","Belgium","Number","Other generalist medical practitioners","0.00",""
"2016","Belgium","Number","Specialist medical practitioners","21 424.00",""
"2016","Belgium","Number","General paediatricians","1 532.00",""
"2016","Bulgaria","Number","Generalist medical practitioners","4 561.00",""
"2016","Bulgaria","Number","General practitioners","4 407.00",""
"2016","Bulgaria","Number","Other generalist medical practitioners","154.00",""
"2016","Bulgaria","Number","Specialist medical practitioners","24 931.00",""
"2016","Bulgaria","Number","General paediatricians","1 467.00",""
"2016","Czechia","Number","Generalist medical practitioners",":",""
"2016","Czechia","Number","General practitioners",":",""
"2016","Czechia","Number","Other generalist medical practitioners",":",""
"2016","Czechia","Number","Specialist medical practitioners",":",""
"2016","Czechia","Number","General paediatricians",":",""
"2016","Denmark","Number","Generalist medical practitioners","4 582.00",""
"2016","Denmark","Number","General practitioners",":",""
"2016","Denmark","Number","Other generalist medical practitioners",":",""
"2016","Denmark","Number","Specialist medical practitioners","10 083.00",""
"2016","Denmark","Number","General paediatricians","457.00",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners","79 847.00",""
"2016","Germany (until 1990 former territory of the FRG)","Number","General practitioners","57 892.50",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners","21 954.50",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners","264 908.00",""
"2016","Germany (until 1990 former territory of the FRG)","Number","General paediatricians","13 758.00",""
"2016","Estonia","Number","Generalist medical practitioners","1 061.00",""
"2016","Estonia","Number","General practitioners","960.00",""
"2016","Estonia","Number","Other generalist medical practitioners","101.00",""
"2016","Estonia","Number","Specialist medical practitioners","3 487.00",""
"2016","Estonia","Number","General paediatricians","173.00",""
"2016","Ireland","Number","Generalist medical practitioners","8 514.00",""
"2016","Ireland","Number","General practitioners","3 605.00",""
"2016","Ireland","Number","Other generalist medical practitioners","4 909.00",""
"2016","Ireland","Number","Specialist medical practitioners","6 627.00",""
"2016","Ireland","Number","General paediatricians","445.00",""
"2016","Greece","Number","Generalist medical practitioners","4 521.00",""
"2016","Greece","Number","General practitioners","3 531.00",""
"2016","Greece","Number","Other generalist medical practitioners","990.00",""
"2016","Greece","Number","Specialist medical practitioners","52 839.00",""
"2016","Greece","Number","General paediatricians","4 133.00",""
"2016","Spain","Number","Generalist medical practitioners","34 797.00",""
"2016","Spain","Number","General practitioners","34 797.00",""
"2016","Spain","Number","Other generalist medical practitioners","0.00",""
"2016","Spain","Number","Specialist medical practitioners","117 141.00","d"
"2016","Spain","Number","General paediatricians","12 189.00",""
"2016","France","Number","Generalist medical practitioners","94 328.00",""
"2016","France","Number","General practitioners","60 255.00",""
"2016","France","Number","Other generalist medical practitioners","34 073.00",""
"2016","France","Number","Specialist medical practitioners","115 039.00",""
"2016","France","Number","General paediatricians","7 965.00",""
"2016","Croatia","Number","Generalist medical practitioners","3 406.00",""
"2016","Croatia","Number","General practitioners","2 302.00",""
"2016","Croatia","Number","Other generalist medical practitioners","1 104.00",""
"2016","Croatia","Number","Specialist medical practitioners","10 098.00",""
"2016","Croatia","Number","General paediatricians","842.00",""
"2016","Italy","Number","Generalist medical practitioners","54 063.00",""
"2016","Italy","Number","General practitioners","44 279.00",""
"2016","Italy","Number","Other generalist medical practitioners","9 784.00",""
"2016","Italy","Number","Specialist medical practitioners","185 579.00",""
"2016","Italy","Number","General paediatricians","17 651.00",""
"2016","Cyprus","Number","Generalist medical practitioners","786.00",""
"2016","Cyprus","Number","General practitioners","786.00",""
"2016","Cyprus","Number","Other generalist medical practitioners","0.00",""
"2016","Cyprus","Number","Specialist medical practitioners","2 423.00",""
"2016","Cyprus","Number","General paediatricians","246.00",""
"2016","Latvia","Number","Generalist medical practitioners","1 412.00",""
"2016","Latvia","Number","General practitioners","1 412.00",""
"2016","Latvia","Number","Other generalist medical practitioners","0.00",""
"2016","Latvia","Number","Specialist medical practitioners","4 883.00",""
"2016","Latvia","Number","General paediatricians","246.00",""
"2016","Lithuania","Number","Generalist medical practitioners","2 873.00",""
"2016","Lithuania","Number","General practitioners","2 625.00",""
"2016","Lithuania","Number","Other generalist medical practitioners","248.00",""
"2016","Lithuania","Number","Specialist medical practitioners","9 939.00",""
"2016","Lithuania","Number","General paediatricians","751.00",""
"2016","Luxembourg","Number","Generalist medical practitioners","505.00",""
"2016","Luxembourg","Number","General practitioners","505.00",""
"2016","Luxembourg","Number","Other generalist medical practitioners","0.00",""
"2016","Luxembourg","Number","Specialist medical practitioners","1 178.00",""
"2016","Luxembourg","Number","General paediatricians","92.00",""
"2016","Hungary","Number","Generalist medical practitioners",":",""
"2016","Hungary","Number","General practitioners",":",""
"2016","Hungary","Number","Other generalist medical practitioners",":",""
"2016","Hungary","Number","Specialist medical practitioners",":",""
"2016","Hungary","Number","General paediatricians",":",""
"2016","Malta","Number","Generalist medical practitioners","360.00",""
"2016","Malta","Number","General practitioners","360.00",""
"2016","Malta","Number","Other generalist medical practitioners","0.00",""
"2016","Malta","Number","Specialist medical practitioners","926.00",""
"2016","Malta","Number","General paediatricians","76.00",""
"2016","Netherlands","Number","Generalist medical practitioners","27 060.00",""
"2016","Netherlands","Number","General practitioners","14 531.00",""
"2016","Netherlands","Number","Other generalist medical practitioners","12 529.00",""
"2016","Netherlands","Number","Specialist medical practitioners","33 173.00",""
"2016","Netherlands","Number","General paediatricians","1 725.00",""
"2016","Austria","Number","Generalist medical practitioners","13 834.00","b"
"2016","Austria","Number","General practitioners","6 668.00",""
"2016","Austria","Number","Other generalist medical practitioners","7 166.00","b"
"2016","Austria","Number","Specialist medical practitioners","23 814.00",""
"2016","Austria","Number","General paediatricians","1 335.00",""
"2016","Poland","Number","Generalist medical practitioners","16 052.00",""
"2016","Poland","Number","General practitioners","8 387.00",""
"2016","Poland","Number","Other generalist medical practitioners","7 665.00",""
"2016","Poland","Number","Specialist medical practitioners","75 678.00",""
"2016","Poland","Number","General paediatricians","5 533.00",""
"2016","Portugal","Number","Generalist medical practitioners","26 100.00",""
"2016","Portugal","Number","General practitioners","23 464.00",""
"2016","Portugal","Number","Other generalist medical practitioners","2 636.00",""
"2016","Portugal","Number","Specialist medical practitioners","24 905.00",""
"2016","Portugal","Number","General paediatricians","2 032.00",""
"2016","Romania","Number","Generalist medical practitioners","15 211.00",""
"2016","Romania","Number","General practitioners","12 334.00",""
"2016","Romania","Number","Other generalist medical practitioners","2 877.00",""
"2016","Romania","Number","Specialist medical practitioners","40 764.00",""
"2016","Romania","Number","General paediatricians","2 598.00",""
"2016","Slovenia","Number","Generalist medical practitioners","1 405.00",""
"2016","Slovenia","Number","General practitioners","1 185.00",""
"2016","Slovenia","Number","Other generalist medical practitioners","220.00",""
"2016","Slovenia","Number","Specialist medical practitioners","4 514.00",""
"2016","Slovenia","Number","General paediatricians","605.00",""
"2016","Finland","Number","Generalist medical practitioners",":",""
"2016","Finland","Number","General practitioners",":",""
"2016","Finland","Number","Other generalist medical practitioners",":",""
"2016","Finland","Number","Specialist medical practitioners",":",""
"2016","Finland","Number","General paediatricians",":",""
"2016","Sweden","Number","Generalist medical practitioners","6 388.00",""
"2016","Sweden","Number","General practitioners","6 388.00",""
"2016","Sweden","Number","Other generalist medical practitioners","0.00",""
"2016","Sweden","Number","Specialist medical practitioners","22 300.00",""
"2016","Sweden","Number","General paediatricians","1 026.00",""
"2016","Iceland","Number","Generalist medical practitioners","213.00","b"
"2016","Iceland","Number","General practitioners","213.00","b"
"2016","Iceland","Number","Other generalist medical practitioners",":",""
"2016","Iceland","Number","Specialist medical practitioners","818.00","b"
"2016","Iceland","Number","General paediatricians","20.00","b"
"2016","Liechtenstein","Number","Generalist medical practitioners","37.00",""
"2016","Liechtenstein","Number","General practitioners","24.00",""
"2016","Liechtenstein","Number","Other generalist medical practitioners","13.00",""
"2016","Liechtenstein","Number","Specialist medical practitioners","87.00",""
"2016","Liechtenstein","Number","General paediatricians","5.00",""
"2016","Norway","Number","Generalist medical practitioners","4 409.00",""
"2016","Norway","Number","General practitioners","4 012.00",""
"2016","Norway","Number","Other generalist medical practitioners","397.00",""
"2016","Norway","Number","Specialist medical practitioners","9 760.00",""
"2016","Norway","Number","General paediatricians","804.00",""
"2016","Switzerland","Number","Generalist medical practitioners","9 601.00",""
"2016","Switzerland","Number","General practitioners",":",""
"2016","Switzerland","Number","Other generalist medical practitioners",":",""
"2016","Switzerland","Number","Specialist medical practitioners","20 993.00",""
"2016","Switzerland","Number","General paediatricians","1 770.00",""
"2016","United Kingdom","Number","Generalist medical practitioners","50 080.00",""
"2016","United Kingdom","Number","General practitioners","50 080.00","d"
"2016","United Kingdom","Number","Other generalist medical practitioners",":",""
"2016","United Kingdom","Number","Specialist medical practitioners","132 657.00",""
"2016","United Kingdom","Number","General paediatricians","10 135.00",""
"2016","Montenegro","Number","Generalist medical practitioners","284.00",""
"2016","Montenegro","Number","General practitioners","284.00",""
"2016","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2016","Montenegro","Number","Specialist medical practitioners","1 332.00",""
"2016","Montenegro","Number","General paediatricians","182.00",""
"2016","North Macedonia","Number","Generalist medical practitioners","2 070.00",""
"2016","North Macedonia","Number","General practitioners",":",""
"2016","North Macedonia","Number","Other generalist medical practitioners",":",""
"2016","North Macedonia","Number","Specialist medical practitioners","4 140.00",""
"2016","North Macedonia","Number","General paediatricians","415.00",""
"2016","Albania","Number","Generalist medical practitioners",":",""
"2016","Albania","Number","General practitioners",":",""
"2016","Albania","Number","Other generalist medical practitioners",":",""
"2016","Albania","Number","Specialist medical practitioners",":",""
"2016","Albania","Number","General paediatricians",":",""
"2016","Serbia","Number","Generalist medical practitioners","6 061.00","b"
"2016","Serbia","Number","General practitioners","4 910.00","b"
"2016","Serbia","Number","Other generalist medical practitioners","1 151.00","b"
"2016","Serbia","Number","Specialist medical practitioners","14 792.00","b"
"2016","Serbia","Number","General paediatricians","1 934.00","b"
"2016","Turkey","Number","Generalist medical practitioners","46 107.00",""
"2016","Turkey","Number","General practitioners","46 107.00","d"
"2016","Turkey","Number","Other generalist medical practitioners",":",""
"2016","Turkey","Number","Specialist medical practitioners","98 720.00",""
"2016","Turkey","Number","General paediatricians","7 125.00",""
"2017","Belgium","Number","Generalist medical practitioners","12 992.00",""
"2017","Belgium","Number","General practitioners","12 992.00",""
"2017","Belgium","Number","Other generalist medical practitioners","0.00",""
"2017","Belgium","Number","Specialist medical practitioners","21 630.00",""
"2017","Belgium","Number","General paediatricians","1 563.00",""
"2017","Bulgaria","Number","Generalist medical practitioners","4 650.00",""
"2017","Bulgaria","Number","General practitioners","4 531.00",""
"2017","Bulgaria","Number","Other generalist medical practitioners","119.00",""
"2017","Bulgaria","Number","Specialist medical practitioners","25 387.00",""
"2017","Bulgaria","Number","General paediatricians","1 475.00",""
"2017","Czechia","Number","Generalist medical practitioners",":",""
"2017","Czechia","Number","General practitioners",":",""
"2017","Czechia","Number","Other generalist medical practitioners",":",""
"2017","Czechia","Number","Specialist medical practitioners",":",""
"2017","Czechia","Number","General paediatricians",":",""
"2017","Denmark","Number","Generalist medical practitioners","4 616.00",""
"2017","Denmark","Number","General practitioners",":",""
"2017","Denmark","Number","Other generalist medical practitioners",":",""
"2017","Denmark","Number","Specialist medical practitioners","10 355.00",""
"2017","Denmark","Number","General paediatricians","469.00",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Generalist medical practitioners","81 411.00",""
"2017","Germany (until 1990 former territory of the FRG)","Number","General practitioners","58 474.50",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Other generalist medical practitioners","22 936.50",""
"2017","Germany (until 1990 former territory of the FRG)","Number","Specialist medical practitioners","269 784.00",""
"2017","Germany (until 1990 former territory of the FRG)","Number","General paediatricians","14 023.00",""
"2017","Estonia","Number","Generalist medical practitioners","1 059.00",""
"2017","Estonia","Number","General practitioners","937.00",""
"2017","Estonia","Number","Other generalist medical practitioners","122.00",""
"2017","Estonia","Number","Specialist medical practitioners","3 510.00",""
"2017","Estonia","Number","General paediatricians","172.00",""
"2017","Ireland","Number","Generalist medical practitioners","8 763.00",""
"2017","Ireland","Number","General practitioners","3 942.00",""
"2017","Ireland","Number","Other generalist medical practitioners","4 821.00",""
"2017","Ireland","Number","Specialist medical practitioners","6 861.00",""
"2017","Ireland","Number","General paediatricians","451.00",""
"2017","Greece","Number","Generalist medical practitioners","4 651.00",""
"2017","Greece","Number","General practitioners","3 647.00",""
"2017","Greece","Number","Other generalist medical practitioners","1 004.00",""
"2017","Greece","Number","Specialist medical practitioners","53 258.00",""
"2017","Greece","Number","General paediatricians","4 258.00",""
"2017","Spain","Number","Generalist medical practitioners","35 378.00",""
"2017","Spain","Number","General practitioners","35 378.00",""
"2017","Spain","Number","Other generalist medical practitioners","0.00",""
"2017","Spain","Number","Specialist medical practitioners","118 356.00","d"
"2017","Spain","Number","General paediatricians","12 389.00",""
"2017","France","Number","Generalist medical practitioners","94 889.00",""
"2017","France","Number","General practitioners","60 214.00",""
"2017","France","Number","Other generalist medical practitioners","34 675.00",""
"2017","France","Number","Specialist medical practitioners","116 273.00",""
"2017","France","Number","General paediatricians","8 075.00",""
"2017","Croatia","Number","Generalist medical practitioners","3 321.00",""
"2017","Croatia","Number","General practitioners","2 305.00",""
"2017","Croatia","Number","Other generalist medical practitioners","1 016.00",""
"2017","Croatia","Number","Specialist medical practitioners","10 564.00",""
"2017","Croatia","Number","General paediatricians","864.00",""
"2017","Italy","Number","Generalist medical practitioners","53 691.00",""
"2017","Italy","Number","General practitioners","43 731.00",""
"2017","Italy","Number","Other generalist medical practitioners","9 960.00",""
"2017","Italy","Number","Specialist medical practitioners","187 821.00",""
"2017","Italy","Number","General paediatricians","17 354.00",""
"2017","Cyprus","Number","Generalist medical practitioners","833.00",""
"2017","Cyprus","Number","General practitioners","833.00",""
"2017","Cyprus","Number","Other generalist medical practitioners","0.00",""
"2017","Cyprus","Number","Specialist medical practitioners","2 492.00",""
"2017","Cyprus","Number","General paediatricians","248.00",""
"2017","Latvia","Number","Generalist medical practitioners","1 414.00",""
"2017","Latvia","Number","General practitioners","1 414.00",""
"2017","Latvia","Number","Other generalist medical practitioners","0.00",""
"2017","Latvia","Number","Specialist medical practitioners","4 811.00",""
"2017","Latvia","Number","General paediatricians","248.00",""
"2017","Lithuania","Number","Generalist medical practitioners","2 971.00",""
"2017","Lithuania","Number","General practitioners","2 668.00",""
"2017","Lithuania","Number","Other generalist medical practitioners","303.00",""
"2017","Lithuania","Number","Specialist medical practitioners","9 916.00",""
"2017","Lithuania","Number","General paediatricians","716.00",""
"2017","Luxembourg","Number","Generalist medical practitioners","534.00",""
"2017","Luxembourg","Number","General practitioners","534.00",""
"2017","Luxembourg","Number","Other generalist medical practitioners","0.00",""
"2017","Luxembourg","Number","Specialist medical practitioners","1 246.00",""
"2017","Luxembourg","Number","General paediatricians","98.00",""
"2017","Hungary","Number","Generalist medical practitioners","6 855.00",""
"2017","Hungary","Number","General practitioners","4 374.00",""
"2017","Hungary","Number","Other generalist medical practitioners","2 481.00",""
"2017","Hungary","Number","Specialist medical practitioners","25 615.00",""
"2017","Hungary","Number","General paediatricians","2 371.00",""
"2017","Malta","Number","Generalist medical practitioners","379.00",""
"2017","Malta","Number","General practitioners","379.00",""
"2017","Malta","Number","Other generalist medical practitioners","0.00",""
"2017","Malta","Number","Specialist medical practitioners","984.00",""
"2017","Malta","Number","General paediatricians","81.00",""
"2017","Netherlands","Number","Generalist medical practitioners","27 730.00",""
"2017","Netherlands","Number","General practitioners","14 893.00",""
"2017","Netherlands","Number","Other generalist medical practitioners","12 837.00",""
"2017","Netherlands","Number","Specialist medical practitioners","34 000.00",""
"2017","Netherlands","Number","General paediatricians","1 770.00",""
"2017","Austria","Number","Generalist medical practitioners","13 745.00",""
"2017","Austria","Number","General practitioners","6 637.00",""
"2017","Austria","Number","Other generalist medical practitioners","7 108.00",""
"2017","Austria","Number","Specialist medical practitioners","24 218.00",""
"2017","Austria","Number","General paediatricians","1 359.00",""
"2017","Poland","Number","Generalist medical practitioners","15 908.00",""
"2017","Poland","Number","General practitioners","8 418.00",""
"2017","Poland","Number","Other generalist medical practitioners","7 490.00",""
"2017","Poland","Number","Specialist medical practitioners","74 376.00",""
"2017","Poland","Number","General paediatricians","5 497.00",""
"2017","Portugal","Number","Generalist medical practitioners","27 076.00",""
"2017","Portugal","Number","General practitioners","24 248.00",""
"2017","Portugal","Number","Other generalist medical practitioners","2 828.00",""
"2017","Portugal","Number","Specialist medical practitioners","25 642.00",""
"2017","Portugal","Number","General paediatricians","2 085.00",""
"2017","Romania","Number","Generalist medical practitioners","15 020.00",""
"2017","Romania","Number","General practitioners","12 184.00",""
"2017","Romania","Number","Other generalist medical practitioners","2 836.00",""
"2017","Romania","Number","Specialist medical practitioners","42 309.00",""
"2017","Romania","Number","General paediatricians","2 655.00",""
"2017","Slovenia","Number","Generalist medical practitioners","1 400.00",""
"2017","Slovenia","Number","General practitioners","1 237.00",""
"2017","Slovenia","Number","Other generalist medical practitioners","163.00",""
"2017","Slovenia","Number","Specialist medical practitioners","4 758.00",""
"2017","Slovenia","Number","General paediatricians","648.00",""
"2017","Finland","Number","Generalist medical practitioners",":",""
"2017","Finland","Number","General practitioners",":",""
"2017","Finland","Number","Other generalist medical practitioners",":",""
"2017","Finland","Number","Specialist medical practitioners",":",""
"2017","Finland","Number","General paediatricians",":",""
"2017","Sweden","Number","Generalist medical practitioners","6 411.00",""
"2017","Sweden","Number","General practitioners","6 411.00",""
"2017","Sweden","Number","Other generalist medical practitioners","0.00",""
"2017","Sweden","Number","Specialist medical practitioners","22 669.00",""
"2017","Sweden","Number","General paediatricians","1 083.00",""
"2017","Iceland","Number","Generalist medical practitioners","209.00",""
"2017","Iceland","Number","General practitioners","209.00",""
"2017","Iceland","Number","Other generalist medical practitioners",":",""
"2017","Iceland","Number","Specialist medical practitioners","796.00",""
"2017","Iceland","Number","General paediatricians","18.00",""
"2017","Liechtenstein","Number","Generalist medical practitioners","46.00",""
"2017","Liechtenstein","Number","General practitioners","25.00",""
"2017","Liechtenstein","Number","Other generalist medical practitioners","21.00",""
"2017","Liechtenstein","Number","Specialist medical practitioners","92.00",""
"2017","Liechtenstein","Number","General paediatricians","5.00",""
"2017","Norway","Number","Generalist medical practitioners","4 566.00",""
"2017","Norway","Number","General practitioners","4 135.00",""
"2017","Norway","Number","Other generalist medical practitioners","431.00",""
"2017","Norway","Number","Specialist medical practitioners","10 445.00",""
"2017","Norway","Number","General paediatricians","875.00",""
"2017","Switzerland","Number","Generalist medical practitioners","9 628.00",""
"2017","Switzerland","Number","General practitioners",":",""
"2017","Switzerland","Number","Other generalist medical practitioners",":",""
"2017","Switzerland","Number","Specialist medical practitioners","21 658.00",""
"2017","Switzerland","Number","General paediatricians","1 817.00",""
"2017","United Kingdom","Number","Generalist medical practitioners","49 824.00",""
"2017","United Kingdom","Number","General practitioners","49 824.00","d"
"2017","United Kingdom","Number","Other generalist medical practitioners",":",""
"2017","United Kingdom","Number","Specialist medical practitioners","136 097.00",""
"2017","United Kingdom","Number","General paediatricians","10 464.00",""
"2017","Montenegro","Number","Generalist medical practitioners","303.00",""
"2017","Montenegro","Number","General practitioners","303.00",""
"2017","Montenegro","Number","Other generalist medical practitioners","0.00",""
"2017","Montenegro","Number","Specialist medical practitioners","1 356.00",""
"2017","Montenegro","Number","General paediatricians","189.00",""
"2017","North Macedonia","Number","Generalist medical practitioners","2 032.00",""
"2017","North Macedonia","Number","General practitioners",":",""
"2017","North Macedonia","Number","Other generalist medical practitioners",":",""
"2017","North Macedonia","Number","Specialist medical practitioners","4 187.00",""
"2017","North Macedonia","Number","General paediatricians","428.00",""
"2017","Albania","Number","Generalist medical practitioners",":",""
"2017","Albania","Number","General practitioners",":",""
"2017","Albania","Number","Other generalist medical practitioners",":",""
"2017","Albania","Number","Specialist medical practitioners",":",""
"2017","Albania","Number","General paediatricians",":",""
"2017","Serbia","Number","Generalist medical practitioners","6 084.00",""
"2017","Serbia","Number","General practitioners","4 851.00",""
"2017","Serbia","Number","Other generalist medical practitioners","1 233.00",""
"2017","Serbia","Number","Specialist medical practitioners","14 689.00",""
"2017","Serbia","Number","General paediatricians","1 919.00",""
"2017","Turkey","Number","Generalist medical practitioners","47 999.00",""
"2017","Turkey","Number","General practitioners","47 999.00","d"
"2017","Turkey","Number","Other generalist medical practitioners",":",""
"2017","Turkey","Number","Specialist medical practitioners","101 998.00",""
"2017","Turkey","Number","General paediatricians","7 362.00",""
"2018","Belgium","Number","Generalist medical practitioners","13 178.00",""
"2018","Belgium","Number","General practitioners","13 178.00",""
"2018","Belgium","Number","Other generalist medical practitioners","0.00",""
"2018","Belgium","Number","Specialist medical practitioners","22 062.00",""
"2018","Belgium","Number","General paediatricians","1 586.00",""
"2018","Bulgaria","Number","Generalist medical practitioners","4 322.00","b"
