"TIME","GEO","ICHA_HC","INDIC_HE","UNIT","Value","Flag and Footnotes"
"2015","Belgium","Services of curative care","In-patient average length of stay (in days)","Number","6.80",""
"2015","Belgium","Services of curative care","Bed-days","Number","12 497 108.00",""
"2015","Belgium","In-patient care","Discharges","Number","1 853 748.00",""
"2015","Belgium","In-patient care","In-patient average length of stay (in days)","Number","7.50",""
"2015","Belgium","In-patient care","Bed-days","Number",":",""
"2015","Bulgaria","Services of curative care","Discharges","Number",":",""
"2015","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2015","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2015","Bulgaria","In-patient care","Discharges","Number","2 302 891.00",""
"2015","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number","5.30",""
"2015","Bulgaria","In-patient care","Bed-days","Number",":",""
"2015","Czechia","Services of curative care","Discharges","Number","1 973 152.00",""
"2015","Czechia","Services of curative care","In-patient average length of stay (in days)","Number","5.94",""
"2015","Czechia","Services of curative care","Bed-days","Number","11 715 185.00",""
"2015","Czechia","In-patient care","Discharges","Number","2 145 844.00",""
"2015","Czechia","In-patient care","In-patient average length of stay (in days)","Number","9.28",""
"2015","Czechia","In-patient care","Bed-days","Number",":",""
"2015","Denmark","Services of curative care","Discharges","Number",":",""
"2015","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2015","Denmark","Services of curative care","Bed-days","Number",":",""
"2015","Denmark","In-patient care","Discharges","Number","839 746.00",""
"2015","Denmark","In-patient care","In-patient average length of stay (in days)","Number","5.46",""
"2015","Denmark","In-patient care","Bed-days","Number",":",""
"2015","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number","19 192 279.00",""
"2015","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number","7.60",""
"2015","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number","145 355 219.00",""
"2015","Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number","20 858 128.00",""
"2015","Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number","9.00",""
"2015","Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",":",""
"2015","Estonia","Services of curative care","Discharges","Number","204 124.00",""
"2015","Estonia","Services of curative care","In-patient average length of stay (in days)","Number","6.00",""
"2015","Estonia","Services of curative care","Bed-days","Number","1 225 349.00",""
"2015","Estonia","In-patient care","Discharges","Number","225 546.00",""
"2015","Estonia","In-patient care","In-patient average length of stay (in days)","Number","7.60",""
"2015","Estonia","In-patient care","Bed-days","Number",":",""
"2015","Ireland","Services of curative care","Discharges","Number","640 517.00",""
"2015","Ireland","Services of curative care","In-patient average length of stay (in days)","Number","5.80","b"
"2015","Ireland","Services of curative care","Bed-days","Number","3 738 377.00","b"
"2015","Ireland","In-patient care","Discharges","Number","647 137.00","b"
"2015","Ireland","In-patient care","In-patient average length of stay (in days)","Number","6.00","b"
"2015","Ireland","In-patient care","Bed-days","Number",":",""
"2015","Greece","Services of curative care","Discharges","Number",":",""
"2015","Greece","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2015","Greece","Services of curative care","Bed-days","Number",":",""
"2015","Greece","In-patient care","Discharges","Number",":",""
"2015","Greece","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2015","Greece","In-patient care","Bed-days","Number",":",""
"2015","Spain","Services of curative care","Discharges","Number","5 271 119.00",""
"2015","Spain","Services of curative care","In-patient average length of stay (in days)","Number","6.06",""
"2015","Spain","Services of curative care","Bed-days","Number","31 955 647.00",""
"2015","Spain","In-patient care","Discharges","Number","5 302 128.00",""
"2015","Spain","In-patient care","In-patient average length of stay (in days)","Number","7.36",""
"2015","Spain","In-patient care","Bed-days","Number",":",""
"2015","France","Services of curative care","Discharges","Number","10 991 564.00",""
"2015","France","Services of curative care","In-patient average length of stay (in days)","Number","5.56",""
"2015","France","Services of curative care","Bed-days","Number","61 103 493.00",""
"2015","France","In-patient care","Discharges","Number","12 706 388.96",""
"2015","France","In-patient care","In-patient average length of stay (in days)","Number","8.85",""
"2015","France","In-patient care","Bed-days","Number",":",""
"2015","Croatia","Services of curative care","Discharges","Number","666 438.00",""
"2015","Croatia","Services of curative care","In-patient average length of stay (in days)","Number","6.30",""
"2015","Croatia","Services of curative care","Bed-days","Number","4 197 934.00",""
"2015","Croatia","In-patient care","Discharges","Number","744 686.00",""
"2015","Croatia","In-patient care","In-patient average length of stay (in days)","Number","8.54",""
"2015","Croatia","In-patient care","Bed-days","Number",":",""
"2015","Italy","Services of curative care","Discharges","Number","6 398 052.00",""
"2015","Italy","Services of curative care","In-patient average length of stay (in days)","Number","6.85",""
"2015","Italy","Services of curative care","Bed-days","Number","43 829 532.00",""
"2015","Italy","In-patient care","Discharges","Number","7 200 391.00",""
"2015","Italy","In-patient care","In-patient average length of stay (in days)","Number","7.82",""
"2015","Italy","In-patient care","Bed-days","Number",":",""
"2015","Cyprus","Services of curative care","Discharges","Number","65 380.00","d"
"2015","Cyprus","Services of curative care","In-patient average length of stay (in days)","Number","5.80","d"
"2015","Cyprus","Services of curative care","Bed-days","Number","377 922.00","d"
"2015","Cyprus","In-patient care","Discharges","Number","65 921.00","d"
"2015","Cyprus","In-patient care","In-patient average length of stay (in days)","Number","6.20","d"
"2015","Cyprus","In-patient care","Bed-days","Number",":",""
"2015","Latvia","Services of curative care","Discharges","Number","290 544.00",""
"2015","Latvia","Services of curative care","In-patient average length of stay (in days)","Number","5.95",""
"2015","Latvia","Services of curative care","Bed-days","Number","1 728 259.00",""
"2015","Latvia","In-patient care","Discharges","Number","369 876.00",""
"2015","Latvia","In-patient care","In-patient average length of stay (in days)","Number","8.34",""
"2015","Latvia","In-patient care","Bed-days","Number",":",""
"2015","Lithuania","Services of curative care","Discharges","Number","655 313.00",""
"2015","Lithuania","Services of curative care","In-patient average length of stay (in days)","Number","6.59",""
"2015","Lithuania","Services of curative care","Bed-days","Number","4 318 276.00",""
"2015","Lithuania","In-patient care","Discharges","Number","670 011.00",""
"2015","Lithuania","In-patient care","In-patient average length of stay (in days)","Number","7.77",""
"2015","Lithuania","In-patient care","Bed-days","Number",":",""
"2015","Luxembourg","Services of curative care","Discharges","Number","76 519.00",""
"2015","Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number","7.41",""
"2015","Luxembourg","Services of curative care","Bed-days","Number","566 710.00",""
"2015","Luxembourg","In-patient care","Discharges","Number","78 883.00",""
"2015","Luxembourg","In-patient care","In-patient average length of stay (in days)","Number","9.02",""
"2015","Luxembourg","In-patient care","Bed-days","Number",":",""
"2015","Hungary","Services of curative care","Discharges","Number","1 716 275.00",""
"2015","Hungary","Services of curative care","In-patient average length of stay (in days)","Number","5.54",""
"2015","Hungary","Services of curative care","Bed-days","Number","9 500 939.00",""
"2015","Hungary","In-patient care","Discharges","Number","1 974 634.00",""
"2015","Hungary","In-patient care","In-patient average length of stay (in days)","Number","9.48",""
"2015","Hungary","In-patient care","Bed-days","Number",":",""
"2015","Malta","Services of curative care","Discharges","Number","66 941.00",""
"2015","Malta","Services of curative care","In-patient average length of stay (in days)","Number","5.25",""
"2015","Malta","Services of curative care","Bed-days","Number","351 512.00",""
"2015","Malta","In-patient care","Discharges","Number","70 089.00",""
"2015","Malta","In-patient care","In-patient average length of stay (in days)","Number","8.00",""
"2015","Malta","In-patient care","Bed-days","Number",":",""
"2015","Netherlands","Services of curative care","Discharges","Number","1 729 144.00",""
"2015","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number","5.00",""
"2015","Netherlands","Services of curative care","Bed-days","Number","8 688 385.00",""
"2015","Netherlands","In-patient care","Discharges","Number",":",""
"2015","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2015","Netherlands","In-patient care","Bed-days","Number",":",""
"2015","Austria","Services of curative care","Discharges","Number","2 055 406.00",""
"2015","Austria","Services of curative care","In-patient average length of stay (in days)","Number","6.45",""
"2015","Austria","Services of curative care","Bed-days","Number","13 258 546.00",""
"2015","Austria","In-patient care","Discharges","Number","2 208 463.00",""
"2015","Austria","In-patient care","In-patient average length of stay (in days)","Number","8.47",""
"2015","Austria","In-patient care","Bed-days","Number",":",""
"2015","Poland","Services of curative care","Discharges","Number","6 304 164.00",""
"2015","Poland","Services of curative care","In-patient average length of stay (in days)","Number","6.89",""
"2015","Poland","Services of curative care","Bed-days","Number","43 412 695.00",""
"2015","Poland","In-patient care","Discharges","Number","6 441 614.00",""
"2015","Poland","In-patient care","In-patient average length of stay (in days)","Number","7.26",""
"2015","Poland","In-patient care","Bed-days","Number",":",""
"2015","Portugal","Services of curative care","Discharges","Number","1 123 859.00",""
"2015","Portugal","Services of curative care","In-patient average length of stay (in days)","Number","8.79",""
"2015","Portugal","Services of curative care","Bed-days","Number","9 883 155.00",""
"2015","Portugal","In-patient care","Discharges","Number","1 127 601.00",""
"2015","Portugal","In-patient care","In-patient average length of stay (in days)","Number","8.90",""
"2015","Portugal","In-patient care","Bed-days","Number",":",""
"2015","Romania","Services of curative care","Discharges","Number","3 762 453.00",""
"2015","Romania","Services of curative care","In-patient average length of stay (in days)","Number","6.22",""
"2015","Romania","Services of curative care","Bed-days","Number","23 395 923.00",""
"2015","Romania","In-patient care","Discharges","Number","4 146 344.00",""
"2015","Romania","In-patient care","In-patient average length of stay (in days)","Number","7.47",""
"2015","Romania","In-patient care","Bed-days","Number",":",""
"2015","Slovenia","Services of curative care","Discharges","Number","346 601.00",""
"2015","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number","6.49",""
"2015","Slovenia","Services of curative care","Bed-days","Number","2 248 193.00",""
"2015","Slovenia","In-patient care","Discharges","Number","380 862.00",""
"2015","Slovenia","In-patient care","In-patient average length of stay (in days)","Number","6.80",""
"2015","Slovenia","In-patient care","Bed-days","Number",":",""
"2015","Slovakia","Services of curative care","Discharges","Number","934 836.00",""
"2015","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number","6.90",""
"2015","Slovakia","Services of curative care","Bed-days","Number","6 398 718.00",""
"2015","Slovakia","In-patient care","Discharges","Number","1 061 730.00",""
"2015","Slovakia","In-patient care","In-patient average length of stay (in days)","Number","7.40",""
"2015","Slovakia","In-patient care","Bed-days","Number",":",""
"2015","Finland","Services of curative care","Discharges","Number","891 228.00",""
"2015","Finland","Services of curative care","In-patient average length of stay (in days)","Number","6.60",""
"2015","Finland","Services of curative care","Bed-days","Number","5 912 043.00",""
"2015","Finland","In-patient care","Discharges","Number","911 536.00",""
"2015","Finland","In-patient care","In-patient average length of stay (in days)","Number","9.40",""
"2015","Finland","In-patient care","Bed-days","Number",":",""
"2015","Sweden","Services of curative care","Discharges","Number","1 455 095.00",""
"2015","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.67",""
"2015","Sweden","Services of curative care","Bed-days","Number",":",""
"2015","Sweden","In-patient care","Discharges","Number","1 501 241.00",""
"2015","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.88",""
"2015","Sweden","In-patient care","Bed-days","Number",":",""
"2015","Iceland","Services of curative care","Discharges","Number","36 808.00",""
"2015","Iceland","Services of curative care","In-patient average length of stay (in days)","Number","5.91",""
"2015","Iceland","Services of curative care","Bed-days","Number","217 501.00",""
"2015","Iceland","In-patient care","Discharges","Number","37 723.00",""
"2015","Iceland","In-patient care","In-patient average length of stay (in days)","Number","6.29",""
"2015","Iceland","In-patient care","Bed-days","Number",":",""
"2015","Liechtenstein","Services of curative care","Discharges","Number","2 177.00",""
"2015","Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number","6.14",""
"2015","Liechtenstein","Services of curative care","Bed-days","Number","13 373.00",""
"2015","Liechtenstein","In-patient care","Discharges","Number","2 185.00",""
"2015","Liechtenstein","In-patient care","In-patient average length of stay (in days)","Number","6.15",""
"2015","Liechtenstein","In-patient care","Bed-days","Number",":",""
"2015","Norway","Services of curative care","Discharges","Number","824 151.00","b"
"2015","Norway","Services of curative care","In-patient average length of stay (in days)","Number","6.20","b"
"2015","Norway","Services of curative care","Bed-days","Number",":",""
"2015","Norway","In-patient care","Discharges","Number","852 868.00","b"
"2015","Norway","In-patient care","In-patient average length of stay (in days)","Number","6.70","b"
"2015","Norway","In-patient care","Bed-days","Number",":",""
"2015","Switzerland","Services of curative care","Discharges","Number","1 302 302.00",""
"2015","Switzerland","Services of curative care","In-patient average length of stay (in days)","Number","7.22",""
"2015","Switzerland","Services of curative care","Bed-days","Number","9 405 337.00",""
"2015","Switzerland","In-patient care","Discharges","Number","1 406 093.00",""
"2015","Switzerland","In-patient care","In-patient average length of stay (in days)","Number","8.40",""
"2015","Switzerland","In-patient care","Bed-days","Number",":",""
"2015","United Kingdom","Services of curative care","Discharges","Number","8 191 381.35",""
"2015","United Kingdom","Services of curative care","In-patient average length of stay (in days)","Number","6.00",""
"2015","United Kingdom","Services of curative care","Bed-days","Number",":",""
"2015","United Kingdom","In-patient care","Discharges","Number","8 593 942.00",""
"2015","United Kingdom","In-patient care","In-patient average length of stay (in days)","Number","7.09",""
"2015","United Kingdom","In-patient care","Bed-days","Number",":",""
"2015","Montenegro","Services of curative care","Discharges","Number",":",""
"2015","Montenegro","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2015","Montenegro","Services of curative care","Bed-days","Number",":",""
"2015","Montenegro","In-patient care","Discharges","Number","77 071.00",""
"2015","Montenegro","In-patient care","In-patient average length of stay (in days)","Number","8.86",""
"2015","Montenegro","In-patient care","Bed-days","Number",":",""
"2015","North Macedonia","Services of curative care","Discharges","Number","205 997.00",""
"2015","North Macedonia","Services of curative care","In-patient average length of stay (in days)","Number","5.89",""
"2015","North Macedonia","Services of curative care","Bed-days","Number",":",""
"2015","North Macedonia","In-patient care","Discharges","Number",":",""
"2015","North Macedonia","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2015","North Macedonia","In-patient care","Bed-days","Number",":",""
"2015","Albania","Services of curative care","Discharges","Number",":",""
"2015","Albania","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2015","Albania","Services of curative care","Bed-days","Number",":",""
"2015","Albania","In-patient care","Discharges","Number",":",""
"2015","Albania","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2015","Albania","In-patient care","Bed-days","Number",":",""
"2015","Serbia","Services of curative care","Discharges","Number","901 604.00",""
"2015","Serbia","Services of curative care","In-patient average length of stay (in days)","Number","9.00",""
"2015","Serbia","Services of curative care","Bed-days","Number","8 099 556.00",""
"2015","Serbia","In-patient care","Discharges","Number","1 031 032.00",""
"2015","Serbia","In-patient care","In-patient average length of stay (in days)","Number","10.00",""
"2015","Serbia","In-patient care","Bed-days","Number",":",""
"2015","Turkey","Services of curative care","Discharges","Number","13 360 507.00",""
"2015","Turkey","Services of curative care","In-patient average length of stay (in days)","Number","3.90",""
"2015","Turkey","Services of curative care","Bed-days","Number","52 148 417.00",""
"2015","Turkey","In-patient care","Discharges","Number","13 386 960.00",""
"2015","Turkey","In-patient care","In-patient average length of stay (in days)","Number","3.94",""
"2015","Turkey","In-patient care","Bed-days","Number",":",""
"2016","European Union - 27 countries (from 2020)","Services of curative care","Discharges","Number",":",""
"2016","European Union - 27 countries (from 2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","European Union - 27 countries (from 2020)","Services of curative care","Bed-days","Number",":",""
"2016","European Union - 27 countries (from 2020)","In-patient care","Discharges","Number",":",""
"2016","European Union - 27 countries (from 2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","European Union - 27 countries (from 2020)","In-patient care","Bed-days","Number",":",""
"2016","European Union - 28 countries (2013-2020)","Services of curative care","Discharges","Number",":",""
"2016","European Union - 28 countries (2013-2020)","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","European Union - 28 countries (2013-2020)","Services of curative care","Bed-days","Number",":",""
"2016","European Union - 28 countries (2013-2020)","In-patient care","Discharges","Number",":",""
"2016","European Union - 28 countries (2013-2020)","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","European Union - 28 countries (2013-2020)","In-patient care","Bed-days","Number",":",""
"2016","Belgium","Services of curative care","Discharges","Number","1 866 298.00",""
"2016","Belgium","Services of curative care","In-patient average length of stay (in days)","Number","6.70",""
"2016","Belgium","Services of curative care","Bed-days","Number","12 581 806.00",""
"2016","Belgium","In-patient care","Discharges","Number","1 882 436.00",""
"2016","Belgium","In-patient care","In-patient average length of stay (in days)","Number","7.45",""
"2016","Belgium","In-patient care","Bed-days","Number",":",""
"2016","Bulgaria","Services of curative care","Discharges","Number",":",""
"2016","Bulgaria","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","Bulgaria","Services of curative care","Bed-days","Number",":",""
"2016","Bulgaria","In-patient care","Discharges","Number","2 258 579.00","b"
"2016","Bulgaria","In-patient care","In-patient average length of stay (in days)","Number","5.30","b"
"2016","Bulgaria","In-patient care","Bed-days","Number",":",""
"2016","Czechia","Services of curative care","Discharges","Number","1 956 303.00",""
"2016","Czechia","Services of curative care","In-patient average length of stay (in days)","Number","5.87",""
"2016","Czechia","Services of curative care","Bed-days","Number","11 484 495.00",""
"2016","Czechia","In-patient care","Discharges","Number","2 112 698.00",""
"2016","Czechia","In-patient care","In-patient average length of stay (in days)","Number","9.33",""
"2016","Czechia","In-patient care","Bed-days","Number",":",""
"2016","Denmark","Services of curative care","Discharges","Number",":",""
"2016","Denmark","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","Denmark","Services of curative care","Bed-days","Number",":",""
"2016","Denmark","In-patient care","Discharges","Number","830 085.00",""
"2016","Denmark","In-patient care","In-patient average length of stay (in days)","Number","5.43",""
"2016","Denmark","In-patient care","Bed-days","Number",":",""
"2016","Germany (until 1990 former territory of the FRG)","Services of curative care","Discharges","Number","19 480 503.00",""
"2016","Germany (until 1990 former territory of the FRG)","Services of curative care","In-patient average length of stay (in days)","Number","7.50",""
"2016","Germany (until 1990 former territory of the FRG)","Services of curative care","Bed-days","Number","146 048 193.00",""
"2016","Germany (until 1990 former territory of the FRG)","In-patient care","Discharges","Number","21 151 960.00",""
"2016","Germany (until 1990 former territory of the FRG)","In-patient care","In-patient average length of stay (in days)","Number","8.90",""
"2016","Germany (until 1990 former territory of the FRG)","In-patient care","Bed-days","Number",":",""
"2016","Estonia","Services of curative care","Discharges","Number","196 741.00",""
"2016","Estonia","Services of curative care","In-patient average length of stay (in days)","Number","6.10",""
"2016","Estonia","Services of curative care","Bed-days","Number","1 196 236.00",""
"2016","Estonia","In-patient care","Discharges","Number","218 963.00",""
"2016","Estonia","In-patient care","In-patient average length of stay (in days)","Number","7.70",""
"2016","Estonia","In-patient care","Bed-days","Number",":",""
"2016","Ireland","Services of curative care","Discharges","Number","650 150.00",""
"2016","Ireland","Services of curative care","In-patient average length of stay (in days)","Number","5.80",""
"2016","Ireland","Services of curative care","Bed-days","Number","3 766 952.00",""
"2016","Ireland","In-patient care","Discharges","Number","656 361.00",""
"2016","Ireland","In-patient care","In-patient average length of stay (in days)","Number","6.00",""
"2016","Ireland","In-patient care","Bed-days","Number",":",""
"2016","Greece","Services of curative care","Discharges","Number",":",""
"2016","Greece","Services of curative care","In-patient average length of stay (in days)","Number",":",""
"2016","Greece","Services of curative care","Bed-days","Number",":",""
"2016","Greece","In-patient care","Discharges","Number",":",""
"2016","Greece","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","Greece","In-patient care","Bed-days","Number",":",""
"2016","Spain","Services of curative care","Discharges","Number","5 321 048.00",""
"2016","Spain","Services of curative care","In-patient average length of stay (in days)","Number","5.99",""
"2016","Spain","Services of curative care","Bed-days","Number","31 865 523.00",""
"2016","Spain","In-patient care","Discharges","Number","5 344 088.00",""
"2016","Spain","In-patient care","In-patient average length of stay (in days)","Number","7.31",""
"2016","Spain","In-patient care","Bed-days","Number",":",""
"2016","France","Services of curative care","Discharges","Number","11 033 302.00",""
"2016","France","Services of curative care","In-patient average length of stay (in days)","Number","5.47",""
"2016","France","Services of curative care","Bed-days","Number","60 368 533.00",""
"2016","France","In-patient care","Discharges","Number","12 730 042.00",""
"2016","France","In-patient care","In-patient average length of stay (in days)","Number","8.78",""
"2016","France","In-patient care","Bed-days","Number",":",""
"2016","Croatia","Services of curative care","Discharges","Number","658 253.00",""
"2016","Croatia","Services of curative care","In-patient average length of stay (in days)","Number","6.28",""
"2016","Croatia","Services of curative care","Bed-days","Number","4 130 915.00",""
"2016","Croatia","In-patient care","Discharges","Number","730 546.00",""
"2016","Croatia","In-patient care","In-patient average length of stay (in days)","Number","8.48",""
"2016","Croatia","In-patient care","Bed-days","Number",":",""
"2016","Italy","Services of curative care","Discharges","Number","6 288 584.00",""
"2016","Italy","Services of curative care","In-patient average length of stay (in days)","Number","6.90",""
"2016","Italy","Services of curative care","Bed-days","Number","43 168 888.00",""
"2016","Italy","In-patient care","Discharges","Number","7 075 725.00",""
"2016","Italy","In-patient care","In-patient average length of stay (in days)","Number","7.83",""
"2016","Italy","In-patient care","Bed-days","Number",":",""
"2016","Cyprus","Services of curative care","Discharges","Number","64 452.00","d"
"2016","Cyprus","Services of curative care","In-patient average length of stay (in days)","Number","5.80","d"
"2016","Cyprus","Services of curative care","Bed-days","Number","376 891.00","d"
"2016","Cyprus","In-patient care","Discharges","Number","65 044.00","d"
"2016","Cyprus","In-patient care","In-patient average length of stay (in days)","Number","6.00","d"
"2016","Cyprus","In-patient care","Bed-days","Number",":",""
"2016","Latvia","Services of curative care","Discharges","Number","291 759.00",""
"2016","Latvia","Services of curative care","In-patient average length of stay (in days)","Number","5.93",""
"2016","Latvia","Services of curative care","Bed-days","Number","1 728 760.00",""
"2016","Latvia","In-patient care","Discharges","Number","373 473.00",""
"2016","Latvia","In-patient care","In-patient average length of stay (in days)","Number","8.30",""
"2016","Latvia","In-patient care","Bed-days","Number",":",""
"2016","Lithuania","Services of curative care","Discharges","Number","639 868.00",""
"2016","Lithuania","Services of curative care","In-patient average length of stay (in days)","Number","6.55",""
"2016","Lithuania","Services of curative care","Bed-days","Number","4 188 278.00",""
"2016","Lithuania","In-patient care","Discharges","Number","654 597.00",""
"2016","Lithuania","In-patient care","In-patient average length of stay (in days)","Number","7.76",""
"2016","Lithuania","In-patient care","Bed-days","Number",":",""
"2016","Luxembourg","Services of curative care","Discharges","Number","77 151.00",""
"2016","Luxembourg","Services of curative care","In-patient average length of stay (in days)","Number","7.43",""
"2016","Luxembourg","Services of curative care","Bed-days","Number","573 058.00",""
"2016","Luxembourg","In-patient care","Discharges","Number","79 584.00",""
"2016","Luxembourg","In-patient care","In-patient average length of stay (in days)","Number","9.05",""
"2016","Luxembourg","In-patient care","Bed-days","Number",":",""
"2016","Hungary","Services of curative care","Discharges","Number","1 704 418.00",""
"2016","Hungary","Services of curative care","In-patient average length of stay (in days)","Number","5.49",""
"2016","Hungary","Services of curative care","Bed-days","Number","9 362 648.00",""
"2016","Hungary","In-patient care","Discharges","Number","1 957 061.00",""
"2016","Hungary","In-patient care","In-patient average length of stay (in days)","Number","9.44",""
"2016","Hungary","In-patient care","Bed-days","Number",":",""
"2016","Malta","Services of curative care","Discharges","Number","67 105.00",""
"2016","Malta","Services of curative care","In-patient average length of stay (in days)","Number","5.33",""
"2016","Malta","Services of curative care","Bed-days","Number","357 886.00",""
"2016","Malta","In-patient care","Discharges","Number","69 965.00",""
"2016","Malta","In-patient care","In-patient average length of stay (in days)","Number","7.66",""
"2016","Malta","In-patient care","Bed-days","Number",":",""
"2016","Netherlands","Services of curative care","Discharges","Number","1 702 246.00",""
"2016","Netherlands","Services of curative care","In-patient average length of stay (in days)","Number","5.00",""
"2016","Netherlands","Services of curative care","Bed-days","Number","8 515 399.00",""
"2016","Netherlands","In-patient care","Discharges","Number",":",""
"2016","Netherlands","In-patient care","In-patient average length of stay (in days)","Number",":",""
"2016","Netherlands","In-patient care","Bed-days","Number",":",""
"2016","Austria","Services of curative care","Discharges","Number","2 053 274.00",""
"2016","Austria","Services of curative care","In-patient average length of stay (in days)","Number","6.40",""
"2016","Austria","Services of curative care","Bed-days","Number","13 147 450.00",""
"2016","Austria","In-patient care","Discharges","Number","2 211 249.00",""
"2016","Austria","In-patient care","In-patient average length of stay (in days)","Number","8.18",""
"2016","Austria","In-patient care","Bed-days","Number",":",""
"2016","Poland","Services of curative care","Discharges","Number","6 667 717.00",""
"2016","Poland","Services of curative care","In-patient average length of stay (in days)","Number","6.69",""
"2016","Poland","Services of curative care","Bed-days","Number","44 625 418.00",""
"2016","Poland","In-patient care","Discharges","Number","6 805 517.00",""
"2016","Poland","In-patient care","In-patient average length of stay (in days)","Number","7.10",""
"2016","Poland","In-patient care","Bed-days","Number",":",""
"2016","Portugal","Services of curative care","Discharges","Number","1 124 706.00",""
"2016","Portugal","Services of curative care","In-patient average length of stay (in days)","Number","8.90",""
"2016","Portugal","Services of curative care","Bed-days","Number","10 011 324.00",""
"2016","Portugal","In-patient care","Discharges","Number","1 128 245.00",""
"2016","Portugal","In-patient care","In-patient average length of stay (in days)","Number","9.00",""
"2016","Portugal","In-patient care","Bed-days","Number",":",""
"2016","Romania","Services of curative care","Discharges","Number","3 674 275.00",""
"2016","Romania","Services of curative care","In-patient average length of stay (in days)","Number","6.15",""
"2016","Romania","Services of curative care","Bed-days","Number","22 604 639.00",""
"2016","Romania","In-patient care","Discharges","Number","4 069 680.00",""
"2016","Romania","In-patient care","In-patient average length of stay (in days)","Number","7.45",""
"2016","Romania","In-patient care","Bed-days","Number",":",""
"2016","Slovenia","Services of curative care","Discharges","Number","343 299.00",""
"2016","Slovenia","Services of curative care","In-patient average length of stay (in days)","Number","6.48",""
"2016","Slovenia","Services of curative care","Bed-days","Number","2 225 910.00",""
"2016","Slovenia","In-patient care","Discharges","Number","377 043.00",""
"2016","Slovenia","In-patient care","In-patient average length of stay (in days)","Number","6.85",""
"2016","Slovenia","In-patient care","Bed-days","Number",":",""
"2016","Slovakia","Services of curative care","Discharges","Number","956 694.00",""
"2016","Slovakia","Services of curative care","In-patient average length of stay (in days)","Number","6.80",""
"2016","Slovakia","Services of curative care","Bed-days","Number","6 450 685.00",""
"2016","Slovakia","In-patient care","Discharges","Number","1 071 654.00",""
"2016","Slovakia","In-patient care","In-patient average length of stay (in days)","Number","7.40",""
"2016","Slovakia","In-patient care","Bed-days","Number",":",""
"2016","Finland","Services of curative care","Discharges","Number","892 278.00",""
"2016","Finland","Services of curative care","In-patient average length of stay (in days)","Number","6.50",""
"2016","Finland","Services of curative care","Bed-days","Number","5 811 464.00",""
"2016","Finland","In-patient care","Discharges","Number","909 771.00",""
"2016","Finland","In-patient care","In-patient average length of stay (in days)","Number","8.80",""
"2016","Finland","In-patient care","Bed-days","Number",":",""
"2016","Sweden","Services of curative care","Discharges","Number","1 414 652.00",""
"2016","Sweden","Services of curative care","In-patient average length of stay (in days)","Number","5.63",""
"2016","Sweden","Services of curative care","Bed-days","Number",":",""
"2016","Sweden","In-patient care","Discharges","Number","1 461 720.00",""
"2016","Sweden","In-patient care","In-patient average length of stay (in days)","Number","5.83",""
"2016","Sweden","In-patient care","Bed-days","Number",":",""
"2016","Iceland","Services of curative care","Discharges","Number","38 357.00",""
"2016","Iceland","Services of curative care","In-patient average length of stay (in days)","Number","5.88",""
"2016","Iceland","Services of curative care","Bed-days","Number","225 610.00",""
"2016","Iceland","In-patient care","Discharges","Number","39 348.00",""
"2016","Iceland","In-patient care","In-patient average length of stay (in days)","Number","6.25",""
"2016","Iceland","In-patient care","Bed-days","Number",":",""
"2016","Liechtenstein","Services of curative care","Discharges","Number","2 180.00",""
"2016","Liechtenstein","Services of curative care","In-patient average length of stay (in days)","Number","5.78",""
"2016","Liechtenstein","Services of curative care","Bed-days","Number","12 597.00",""
