"TIME","GEO","UNIT","SEX","ICD10","Value","Value_imp"
2015,"Lithuania","Number","Total","Pneumonia, organism unspecified",487,FALSE
2015,"Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",23,FALSE
2015,"Luxembourg","Number","Total","Other sepsis",46,FALSE
2015,"Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",100,FALSE
2015,"Luxembourg","Number","Total","Pneumonia, organism unspecified",83,FALSE
2015,"Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",835,FALSE
2015,"Hungary","Number","Total","Other sepsis",47,FALSE
2015,"Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3601,FALSE
2015,"Hungary","Number","Total","Pneumonia, organism unspecified",360,FALSE
2015,"Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",10,FALSE
2015,"Malta","Number","Total","Other sepsis",13,FALSE
2015,"Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",143,FALSE
2015,"Malta","Number","Total","Pneumonia, organism unspecified",102,FALSE
2015,"Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1618,FALSE
2015,"Netherlands","Number","Total","Other sepsis",1896,FALSE
2015,"Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3340,FALSE
2015,"Netherlands","Number","Total","Pneumonia, organism unspecified",3308,FALSE
2015,"Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",682,FALSE
2015,"Austria","Number","Total","Other sepsis",174,FALSE
2015,"Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1238,FALSE
2015,"Austria","Number","Total","Pneumonia, organism unspecified",918,FALSE
2015,"Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1743,FALSE
2015,"Poland","Number","Total","Other sepsis",178,FALSE
2015,"Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",9032,FALSE
2015,"Poland","Number","Total","Pneumonia, organism unspecified",11223,FALSE
2015,"Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1131,FALSE
2015,"Portugal","Number","Total","Other sepsis",862,FALSE
2015,"Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4934,FALSE
2015,"Portugal","Number","Total","Pneumonia, organism unspecified",5542,FALSE
2015,"Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1644,FALSE
2015,"Romania","Number","Total","Other sepsis",1092,FALSE
2015,"Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3177,FALSE
2015,"Romania","Number","Total","Pneumonia, organism unspecified",6729,FALSE
2015,"Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",58,FALSE
2015,"Slovenia","Number","Total","Other sepsis",97,FALSE
2015,"Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",535,FALSE
2015,"Slovenia","Number","Total","Pneumonia, organism unspecified",526,FALSE
2015,"Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",214,FALSE
2015,"Slovakia","Number","Total","Other sepsis",288,FALSE
2015,"Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1504,FALSE
2015,"Slovakia","Number","Total","Pneumonia, organism unspecified",1710,FALSE
2015,"Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",162,FALSE
2015,"Finland","Number","Total","Other sepsis",96,FALSE
2015,"Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",679,FALSE
2015,"Finland","Number","Total","Pneumonia, organism unspecified",117,FALSE
2015,"Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1219,FALSE
2015,"Sweden","Number","Total","Other sepsis",1079,FALSE
2015,"Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1646,FALSE
2015,"Sweden","Number","Total","Pneumonia, organism unspecified",1930,FALSE
2015,"Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",13,FALSE
2015,"Iceland","Number","Total","Other sepsis",13,FALSE
2015,"Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",27,FALSE
2015,"Iceland","Number","Total","Pneumonia, organism unspecified",55,FALSE
2015,"Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",4,FALSE
2015,"Liechtenstein","Number","Total","Other sepsis",1,FALSE
2015,"Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",4,FALSE
2015,"Liechtenstein","Number","Total","Pneumonia, organism unspecified",12,FALSE
2015,"Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",638,FALSE
2015,"Norway","Number","Total","Other sepsis",304,FALSE
2015,"Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",938,FALSE
2015,"Norway","Number","Total","Pneumonia, organism unspecified",1447,FALSE
2015,"Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",653,FALSE
2015,"Switzerland","Number","Total","Other sepsis",196,FALSE
2015,"Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2058,FALSE
2015,"Switzerland","Number","Total","Pneumonia, organism unspecified",1376,FALSE
2015,"United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3605,FALSE
2015,"United Kingdom","Number","Total","Other sepsis",3072,FALSE
2015,"United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",21479,FALSE
2015,"United Kingdom","Number","Total","Pneumonia, organism unspecified",31593,FALSE
2015,"Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",372,FALSE
2015,"Serbia","Number","Total","Other sepsis",220,FALSE
2015,"Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1430,FALSE
2015,"Serbia","Number","Total","Pneumonia, organism unspecified",1127,FALSE
2015,"Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",2650,FALSE
2015,"Turkey","Number","Total","Other sepsis",5678,FALSE
2015,"Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",8988,FALSE
2015,"Turkey","Number","Total","Pneumonia, organism unspecified",9408,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",38300,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Total","Other sepsis",35972,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",109346,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified",91955,FALSE
2016,"European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",41818,FALSE
2016,"European Union - 28 countries (2013-2020)","Number","Total","Other sepsis",39146,FALSE
2016,"European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",130816,FALSE
2016,"European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified",121701,FALSE
2016,"Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",1334,FALSE
2016,"Belgium","Number","Total","Other sepsis",808,FALSE
2016,"Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",3571,FALSE
2016,"Belgium","Number","Total","Pneumonia, organism unspecified",3787,FALSE
2016,"Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",226,FALSE
2016,"Bulgaria","Number","Total","Other sepsis",433,FALSE
2016,"Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1266,FALSE
2016,"Bulgaria","Number","Total","Pneumonia, organism unspecified",1123,FALSE
2016,"Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",609,FALSE
2016,"Czechia","Number","Total","Other sepsis",1442,FALSE
2016,"Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",2741,FALSE
2016,"Czechia","Number","Total","Pneumonia, organism unspecified",2499,FALSE
2016,"Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",509,FALSE
2016,"Denmark","Number","Total","Other sepsis",401,FALSE
2016,"Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",1893,FALSE
2016,"Denmark","Number","Total","Pneumonia, organism unspecified",719,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",9721,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis",7329,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",17371,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified",18044,FALSE
2016,"Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",107,FALSE
2016,"Estonia","Number","Total","Other sepsis",19,FALSE
2016,"Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",448,FALSE
2016,"Estonia","Number","Total","Pneumonia, organism unspecified",63,FALSE
2016,"Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",178,FALSE
2016,"Ireland","Number","Total","Other sepsis",195,FALSE
2016,"Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",699,FALSE
2016,"Ireland","Number","Total","Pneumonia, organism unspecified",1068,FALSE
2016,"Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",385,FALSE
2016,"Greece","Number","Total","Other sepsis",3628,FALSE
2016,"Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",7641,FALSE
2016,"Greece","Number","Total","Pneumonia, organism unspecified",1132,FALSE
2016,"Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",3177,FALSE
2016,"Spain","Number","Total","Other sepsis",3856,FALSE
2016,"Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",14704,FALSE
2016,"Spain","Number","Total","Pneumonia, organism unspecified",8769,FALSE
2016,"France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5750,FALSE
2016,"France","Number","Total","Other sepsis",4793,FALSE
2016,"France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",14303,FALSE
2016,"France","Number","Total","Pneumonia, organism unspecified",12723,FALSE
2016,"France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",5539,FALSE
2016,"France (metropolitan)","Number","Total","Other sepsis",4675,FALSE
2016,"France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",13949,FALSE
2016,"France (metropolitan)","Number","Total","Pneumonia, organism unspecified",12451,FALSE
2016,"Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",223,FALSE
2016,"Croatia","Number","Total","Other sepsis",238,FALSE
2016,"Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",988,FALSE
2016,"Croatia","Number","Total","Pneumonia, organism unspecified",533,FALSE
2016,"Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",6256,FALSE
2016,"Italy","Number","Total","Other sepsis",6594,FALSE
2016,"Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",11993,FALSE
2016,"Italy","Number","Total","Pneumonia, organism unspecified",10683,FALSE
2016,"Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",61,FALSE
2016,"Cyprus","Number","Total","Other sepsis",69,FALSE
2016,"Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",170,FALSE
2016,"Cyprus","Number","Total","Pneumonia, organism unspecified",63,FALSE
2016,"Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",267,FALSE
2016,"Latvia","Number","Total","Other sepsis",42,FALSE
2016,"Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",470,FALSE
2016,"Latvia","Number","Total","Pneumonia, organism unspecified",349,FALSE
2016,"Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",357,FALSE
2016,"Lithuania","Number","Total","Other sepsis",441,FALSE
2016,"Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)",817,FALSE
2016,"Lithuania","Number","Total","Pneumonia, organism unspecified",484,FALSE
2016,"Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)",24,FALSE
2016,"Luxembourg","Number","Total","Other sepsis",29,FALSE
