"TIME","GEO","OWNER","UNIT","Value","Flag and Footnotes"
"2014","Iceland","For-profit private ownership","Number","0.00",""
"2014","Iceland","For-profit private ownership","Inhabitants per ...",":",""
"2014","Iceland","For-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Liechtenstein","Public ownership","Number","57.00",""
"2014","Liechtenstein","Public ownership","Inhabitants per ...","653.46",""
"2014","Liechtenstein","Public ownership","Per hundred thousand inhabitants","153.03",""
"2014","Liechtenstein","Not-for-profit private ownership","Number","0.00",""
"2014","Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Liechtenstein","For-profit private ownership","Number","4.00",""
"2014","Liechtenstein","For-profit private ownership","Inhabitants per ...","9 311.88",""
"2014","Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants","10.74",""
"2014","Norway","Public ownership","Number","15 142.00",""
"2014","Norway","Public ownership","Inhabitants per ...","339.27",""
"2014","Norway","Public ownership","Per hundred thousand inhabitants","294.75",""
"2014","Norway","Not-for-profit private ownership","Number",":",""
"2014","Norway","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Norway","For-profit private ownership","Number",":",""
"2014","Norway","For-profit private ownership","Inhabitants per ...",":",""
"2014","Norway","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","United Kingdom","Public ownership","Number","176 324.00",""
"2014","United Kingdom","Public ownership","Inhabitants per ...","366.38",""
"2014","United Kingdom","Public ownership","Per hundred thousand inhabitants","272.94",""
"2014","United Kingdom","Not-for-profit private ownership","Number",":",""
"2014","United Kingdom","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","United Kingdom","For-profit private ownership","Number",":",""
"2014","United Kingdom","For-profit private ownership","Inhabitants per ...",":",""
"2014","United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Montenegro","Public ownership","Number","2 446.00",""
"2014","Montenegro","Public ownership","Inhabitants per ...","254.22",""
"2014","Montenegro","Public ownership","Per hundred thousand inhabitants","393.37",""
"2014","Montenegro","Not-for-profit private ownership","Number","0.00",""
"2014","Montenegro","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Montenegro","For-profit private ownership","Number",":",""
"2014","Montenegro","For-profit private ownership","Inhabitants per ...",":",""
"2014","Montenegro","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","North Macedonia","Public ownership","Number","8 801.00",""
"2014","North Macedonia","Public ownership","Inhabitants per ...","234.91",""
"2014","North Macedonia","Public ownership","Per hundred thousand inhabitants","425.69",""
"2014","North Macedonia","Not-for-profit private ownership","Number","0.00",""
"2014","North Macedonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","North Macedonia","For-profit private ownership","Number","287.00",""
"2014","North Macedonia","For-profit private ownership","Inhabitants per ...","7 203.73",""
"2014","North Macedonia","For-profit private ownership","Per hundred thousand inhabitants","13.88",""
"2014","Serbia","Public ownership","Number","39 395.00",""
"2014","Serbia","Public ownership","Inhabitants per ...","181.00",""
"2014","Serbia","Public ownership","Per hundred thousand inhabitants","552.48",""
"2014","Serbia","Not-for-profit private ownership","Number","0.00",""
"2014","Serbia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Serbia","For-profit private ownership","Number",":",""
"2014","Serbia","For-profit private ownership","Inhabitants per ...",":",""
"2014","Serbia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2014","Turkey","Public ownership","Number","162 769.00",""
"2014","Turkey","Public ownership","Inhabitants per ...","474.18",""
"2014","Turkey","Public ownership","Per hundred thousand inhabitants","210.89",""
"2014","Turkey","Not-for-profit private ownership","Number","0.00",""
"2014","Turkey","Not-for-profit private ownership","Inhabitants per ...",":",""
"2014","Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2014","Turkey","For-profit private ownership","Number","44 067.00",""
"2014","Turkey","For-profit private ownership","Inhabitants per ...","1 751.47",""
"2014","Turkey","For-profit private ownership","Per hundred thousand inhabitants","57.10",""
"2015","Belgium","Public ownership","Number","17 200.00",""
"2015","Belgium","Public ownership","Inhabitants per ...","655.48",""
"2015","Belgium","Public ownership","Per hundred thousand inhabitants","152.56",""
"2015","Belgium","Not-for-profit private ownership","Number","48 553.00",""
"2015","Belgium","Not-for-profit private ownership","Inhabitants per ...","232.20",""
"2015","Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants","430.66",""
"2015","Belgium","For-profit private ownership","Number",":",""
"2015","Belgium","For-profit private ownership","Inhabitants per ...",":",""
"2015","Belgium","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Bulgaria","Public ownership","Number","41 043.00",""
"2015","Bulgaria","Public ownership","Inhabitants per ...","174.89",""
"2015","Bulgaria","Public ownership","Per hundred thousand inhabitants","571.79",""
"2015","Bulgaria","Not-for-profit private ownership","Number","0.00",""
"2015","Bulgaria","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Bulgaria","For-profit private ownership","Number","10 890.00",""
"2015","Bulgaria","For-profit private ownership","Inhabitants per ...","659.14",""
"2015","Bulgaria","For-profit private ownership","Per hundred thousand inhabitants","151.71",""
"2015","Czechia","Public ownership","Number","59 837.00",""
"2015","Czechia","Public ownership","Inhabitants per ...","176.25",""
"2015","Czechia","Public ownership","Per hundred thousand inhabitants","567.39",""
"2015","Czechia","Not-for-profit private ownership","Number","253.00",""
"2015","Czechia","Not-for-profit private ownership","Inhabitants per ...","41 684.03",""
"2015","Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants","2.40",""
"2015","Czechia","For-profit private ownership","Number","10 223.00",""
"2015","Czechia","For-profit private ownership","Inhabitants per ...","1 031.60",""
"2015","Czechia","For-profit private ownership","Per hundred thousand inhabitants","96.94",""
"2015","Denmark","Public ownership","Number","13 415.00",""
"2015","Denmark","Public ownership","Inhabitants per ...","423.67",""
"2015","Denmark","Public ownership","Per hundred thousand inhabitants","236.03",""
"2015","Denmark","Not-for-profit private ownership","Number","655.00",""
"2015","Denmark","Not-for-profit private ownership","Inhabitants per ...","8 677.07",""
"2015","Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants","11.52",""
"2015","Denmark","For-profit private ownership","Number","310.00",""
"2015","Denmark","For-profit private ownership","Inhabitants per ...","18 333.82",""
"2015","Denmark","For-profit private ownership","Per hundred thousand inhabitants","5.45",""
"2015","Germany (until 1990 former territory of the FRG)","Public ownership","Number","271 236.00",""
"2015","Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...","301.16",""
"2015","Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants","332.04",""
"2015","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number","193 286.00",""
"2015","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...","422.62",""
"2015","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants","236.62",""
"2015","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number","199 842.00",""
"2015","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...","408.76",""
"2015","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants","244.64",""
"2015","Estonia","Public ownership","Number","6 038.00",""
"2015","Estonia","Public ownership","Inhabitants per ...","217.85",""
"2015","Estonia","Public ownership","Per hundred thousand inhabitants","459.02",""
"2015","Estonia","Not-for-profit private ownership","Number","170.00",""
"2015","Estonia","Not-for-profit private ownership","Inhabitants per ...","7 737.69",""
"2015","Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants","12.92",""
"2015","Estonia","For-profit private ownership","Number","316.00",""
"2015","Estonia","For-profit private ownership","Inhabitants per ...","4 162.68",""
"2015","Estonia","For-profit private ownership","Per hundred thousand inhabitants","24.02",""
"2015","Greece","Public ownership","Number","29 879.00",""
"2015","Greece","Public ownership","Inhabitants per ...","362.16",""
"2015","Greece","Public ownership","Per hundred thousand inhabitants","276.12",""
"2015","Greece","Not-for-profit private ownership","Number","881.00",""
"2015","Greece","Not-for-profit private ownership","Inhabitants per ...","12 282.50",""
"2015","Greece","Not-for-profit private ownership","Per hundred thousand inhabitants","8.14",""
"2015","Greece","For-profit private ownership","Number","15 185.00",""
"2015","Greece","For-profit private ownership","Inhabitants per ...","712.60",""
"2015","Greece","For-profit private ownership","Per hundred thousand inhabitants","140.33",""
"2015","Spain","Public ownership","Number","95 015.00",""
"2015","Spain","Public ownership","Inhabitants per ...","488.82",""
"2015","Spain","Public ownership","Per hundred thousand inhabitants","204.58",""
"2015","Spain","Not-for-profit private ownership","Number","16 754.00",""
"2015","Spain","Not-for-profit private ownership","Inhabitants per ...","2 772.16",""
"2015","Spain","Not-for-profit private ownership","Per hundred thousand inhabitants","36.07",""
"2015","Spain","For-profit private ownership","Number","26 599.00",""
"2015","Spain","For-profit private ownership","Inhabitants per ...","1 746.11",""
"2015","Spain","For-profit private ownership","Per hundred thousand inhabitants","57.27",""
"2015","France","Public ownership","Number","253 364.00",""
"2015","France","Public ownership","Inhabitants per ...","262.66",""
"2015","France","Public ownership","Per hundred thousand inhabitants","380.72",""
"2015","France","Not-for-profit private ownership","Number","57 384.00",""
"2015","France","Not-for-profit private ownership","Inhabitants per ...","1 159.70",""
"2015","France","Not-for-profit private ownership","Per hundred thousand inhabitants","86.23",""
"2015","France","For-profit private ownership","Number","97 497.00",""
"2015","France","For-profit private ownership","Inhabitants per ...","682.57",""
"2015","France","For-profit private ownership","Per hundred thousand inhabitants","146.51",""
"2015","Croatia","Public ownership","Number","23 034.00",""
"2015","Croatia","Public ownership","Inhabitants per ...","182.69",""
"2015","Croatia","Public ownership","Per hundred thousand inhabitants","547.39",""
"2015","Croatia","Not-for-profit private ownership","Number","140.00",""
"2015","Croatia","Not-for-profit private ownership","Inhabitants per ...","30 057.09",""
"2015","Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants","3.33",""
"2015","Croatia","For-profit private ownership","Number","235.00",""
"2015","Croatia","For-profit private ownership","Inhabitants per ...","17 906.35",""
"2015","Croatia","For-profit private ownership","Per hundred thousand inhabitants","5.58",""
"2015","Italy","Public ownership","Number","131 213.00",""
"2015","Italy","Public ownership","Inhabitants per ...","462.84",""
"2015","Italy","Public ownership","Per hundred thousand inhabitants","216.06",""
"2015","Italy","Not-for-profit private ownership","Number","7 527.00",""
"2015","Italy","Not-for-profit private ownership","Inhabitants per ...","8 068.36",""
"2015","Italy","Not-for-profit private ownership","Per hundred thousand inhabitants","12.39",""
"2015","Italy","For-profit private ownership","Number","55 325.00",""
"2015","Italy","For-profit private ownership","Inhabitants per ...","1 097.71",""
"2015","Italy","For-profit private ownership","Per hundred thousand inhabitants","91.10",""
"2015","Cyprus","Public ownership","Number","1 534.00",""
"2015","Cyprus","Public ownership","Inhabitants per ...","552.58",""
"2015","Cyprus","Public ownership","Per hundred thousand inhabitants","180.97",""
"2015","Cyprus","Not-for-profit private ownership","Number","0.00",""
"2015","Cyprus","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Cyprus","For-profit private ownership","Number","1 361.00",""
"2015","Cyprus","For-profit private ownership","Inhabitants per ...","622.82",""
"2015","Cyprus","For-profit private ownership","Per hundred thousand inhabitants","160.56",""
"2015","Latvia","Public ownership","Number","10 141.00",""
"2015","Latvia","Public ownership","Inhabitants per ...","195.00",""
"2015","Latvia","Public ownership","Per hundred thousand inhabitants","512.81",""
"2015","Latvia","Not-for-profit private ownership","Number","0.00",""
"2015","Latvia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Latvia","For-profit private ownership","Number","1 120.00",""
"2015","Latvia","For-profit private ownership","Inhabitants per ...","1 765.65",""
"2015","Latvia","For-profit private ownership","Per hundred thousand inhabitants","56.64",""
"2015","Lithuania","Public ownership","Number","20 057.00",""
"2015","Lithuania","Public ownership","Inhabitants per ...","144.83",""
"2015","Lithuania","Public ownership","Per hundred thousand inhabitants","690.45",""
"2015","Lithuania","Not-for-profit private ownership","Number","0.00",""
"2015","Lithuania","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Lithuania","For-profit private ownership","Number","179.00",""
"2015","Lithuania","For-profit private ownership","Inhabitants per ...","16 228.55",""
"2015","Lithuania","For-profit private ownership","Per hundred thousand inhabitants","6.16",""
"2015","Hungary","Public ownership","Number",":",""
"2015","Hungary","Public ownership","Inhabitants per ...",":",""
"2015","Hungary","Public ownership","Per hundred thousand inhabitants",":",""
"2015","Hungary","Not-for-profit private ownership","Number",":",""
"2015","Hungary","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Hungary","For-profit private ownership","Number",":",""
"2015","Hungary","For-profit private ownership","Inhabitants per ...",":",""
"2015","Hungary","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Malta","Public ownership","Number","1 933.00",""
"2015","Malta","Public ownership","Inhabitants per ...","230.24",""
"2015","Malta","Public ownership","Per hundred thousand inhabitants","434.33",""
"2015","Malta","Not-for-profit private ownership","Number","0.00",""
"2015","Malta","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Malta","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Malta","For-profit private ownership","Number","108.00",""
"2015","Malta","For-profit private ownership","Inhabitants per ...","4 120.86",""
"2015","Malta","For-profit private ownership","Per hundred thousand inhabitants","24.27",""
"2015","Netherlands","Public ownership","Number",":",""
"2015","Netherlands","Public ownership","Inhabitants per ...",":",""
"2015","Netherlands","Public ownership","Per hundred thousand inhabitants",":",""
"2015","Netherlands","Not-for-profit private ownership","Number","59 117.00",""
"2015","Netherlands","Not-for-profit private ownership","Inhabitants per ...","286.55",""
"2015","Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants","348.98",""
"2015","Netherlands","For-profit private ownership","Number",":",""
"2015","Netherlands","For-profit private ownership","Inhabitants per ...",":",""
"2015","Netherlands","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Austria","Public ownership","Number","45 097.00",""
"2015","Austria","Public ownership","Inhabitants per ...","191.65",""
"2015","Austria","Public ownership","Per hundred thousand inhabitants","521.79",""
"2015","Austria","Not-for-profit private ownership","Number","11 223.00",""
"2015","Austria","Not-for-profit private ownership","Inhabitants per ...","770.09",""
"2015","Austria","Not-for-profit private ownership","Per hundred thousand inhabitants","129.86",""
"2015","Austria","For-profit private ownership","Number","8 818.00",""
"2015","Austria","For-profit private ownership","Inhabitants per ...","980.12",""
"2015","Austria","For-profit private ownership","Per hundred thousand inhabitants","102.03",""
"2015","Poland","Public ownership","Number",":",""
"2015","Poland","Public ownership","Inhabitants per ...",":",""
"2015","Poland","Public ownership","Per hundred thousand inhabitants",":",""
"2015","Poland","Not-for-profit private ownership","Number",":",""
"2015","Poland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Poland","For-profit private ownership","Number",":",""
"2015","Poland","For-profit private ownership","Inhabitants per ...",":",""
"2015","Poland","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Portugal","Public ownership","Number","24 027.00",""
"2015","Portugal","Public ownership","Inhabitants per ...","431.10","e"
"2015","Portugal","Public ownership","Per hundred thousand inhabitants","231.96","e"
"2015","Portugal","Not-for-profit private ownership","Number","6 980.00",""
"2015","Portugal","Not-for-profit private ownership","Inhabitants per ...","1 483.97","e"
"2015","Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants","67.39","e"
"2015","Portugal","For-profit private ownership","Number","3 883.00",""
"2015","Portugal","For-profit private ownership","Inhabitants per ...","2 667.54","e"
"2015","Portugal","For-profit private ownership","Per hundred thousand inhabitants","37.49","e"
"2015","Romania","Public ownership","Number","127 531.00",""
"2015","Romania","Public ownership","Inhabitants per ...","155.38",""
"2015","Romania","Public ownership","Per hundred thousand inhabitants","643.59",""
"2015","Romania","Not-for-profit private ownership","Number","474.00",""
"2015","Romania","Not-for-profit private ownership","Inhabitants per ...","41 805.10",""
"2015","Romania","Not-for-profit private ownership","Per hundred thousand inhabitants","2.39",""
"2015","Romania","For-profit private ownership","Number","6 567.00",""
"2015","Romania","For-profit private ownership","Inhabitants per ...","3 017.45",""
"2015","Romania","For-profit private ownership","Per hundred thousand inhabitants","33.14",""
"2015","Slovenia","Public ownership","Number","9 214.00",""
"2015","Slovenia","Public ownership","Inhabitants per ...","223.96",""
"2015","Slovenia","Public ownership","Per hundred thousand inhabitants","446.52",""
"2015","Slovenia","Not-for-profit private ownership","Number","0.00",""
"2015","Slovenia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Slovenia","For-profit private ownership","Number","101.00",""
"2015","Slovenia","For-profit private ownership","Inhabitants per ...","20 431.00",""
"2015","Slovenia","For-profit private ownership","Per hundred thousand inhabitants","4.89",""
"2015","Finland","Public ownership","Number","22 552.00",""
"2015","Finland","Public ownership","Inhabitants per ...","242.97",""
"2015","Finland","Public ownership","Per hundred thousand inhabitants","411.57",""
"2015","Finland","Not-for-profit private ownership","Number",":",""
"2015","Finland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Finland","For-profit private ownership","Number","1 302.00",""
"2015","Finland","For-profit private ownership","Inhabitants per ...","4 208.55",""
"2015","Finland","For-profit private ownership","Per hundred thousand inhabitants","23.76",""
"2015","Iceland","Public ownership","Number","1 032.00",""
"2015","Iceland","Public ownership","Inhabitants per ...","320.56",""
"2015","Iceland","Public ownership","Per hundred thousand inhabitants","311.96",""
"2015","Iceland","Not-for-profit private ownership","Number","0.00",""
"2015","Iceland","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Iceland","For-profit private ownership","Number","0.00",""
"2015","Iceland","For-profit private ownership","Inhabitants per ...",":",""
"2015","Iceland","For-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Liechtenstein","Public ownership","Number","56.00",""
"2015","Liechtenstein","Public ownership","Inhabitants per ...","669.54",""
"2015","Liechtenstein","Public ownership","Per hundred thousand inhabitants","149.36",""
"2015","Liechtenstein","Not-for-profit private ownership","Number","0.00",""
"2015","Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Liechtenstein","For-profit private ownership","Number","4.00",""
"2015","Liechtenstein","For-profit private ownership","Inhabitants per ...","9 373.50",""
"2015","Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants","10.67",""
"2015","Norway","Public ownership","Number","14 956.00",""
"2015","Norway","Public ownership","Inhabitants per ...","346.92",""
"2015","Norway","Public ownership","Per hundred thousand inhabitants","288.25",""
"2015","Norway","Not-for-profit private ownership","Number",":",""
"2015","Norway","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Norway","For-profit private ownership","Number",":",""
"2015","Norway","For-profit private ownership","Inhabitants per ...",":",""
"2015","Norway","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","United Kingdom","Public ownership","Number","169 995.00",""
"2015","United Kingdom","Public ownership","Inhabitants per ...","383.05",""
"2015","United Kingdom","Public ownership","Per hundred thousand inhabitants","261.06",""
"2015","United Kingdom","Not-for-profit private ownership","Number",":",""
"2015","United Kingdom","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","United Kingdom","For-profit private ownership","Number",":",""
"2015","United Kingdom","For-profit private ownership","Inhabitants per ...",":",""
"2015","United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Montenegro","Public ownership","Number","2 446.00",""
"2015","Montenegro","Public ownership","Inhabitants per ...","254.36",""
"2015","Montenegro","Public ownership","Per hundred thousand inhabitants","393.15",""
"2015","Montenegro","Not-for-profit private ownership","Number","0.00",""
"2015","Montenegro","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Montenegro","For-profit private ownership","Number",":",""
"2015","Montenegro","For-profit private ownership","Inhabitants per ...",":",""
"2015","Montenegro","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","North Macedonia","Public ownership","Number","8 826.00",""
"2015","North Macedonia","Public ownership","Inhabitants per ...","234.56",""
"2015","North Macedonia","Public ownership","Per hundred thousand inhabitants","426.33",""
"2015","North Macedonia","Not-for-profit private ownership","Number","0.00",""
"2015","North Macedonia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","North Macedonia","For-profit private ownership","Number","258.00",""
"2015","North Macedonia","For-profit private ownership","Inhabitants per ...","8 024.13",""
"2015","North Macedonia","For-profit private ownership","Per hundred thousand inhabitants","12.46",""
"2015","Serbia","Public ownership","Number","39 594.00",""
"2015","Serbia","Public ownership","Inhabitants per ...","179.20",""
"2015","Serbia","Public ownership","Per hundred thousand inhabitants","558.02",""
"2015","Serbia","Not-for-profit private ownership","Number","0.00",""
"2015","Serbia","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Serbia","For-profit private ownership","Number",":",""
"2015","Serbia","For-profit private ownership","Inhabitants per ...",":",""
"2015","Serbia","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2015","Turkey","Public ownership","Number","162 126.00",""
"2015","Turkey","Public ownership","Inhabitants per ...","482.45",""
"2015","Turkey","Public ownership","Per hundred thousand inhabitants","207.27",""
"2015","Turkey","Not-for-profit private ownership","Number","0.00",""
"2015","Turkey","Not-for-profit private ownership","Inhabitants per ...",":",""
"2015","Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2015","Turkey","For-profit private ownership","Number","47 522.00",""
"2015","Turkey","For-profit private ownership","Inhabitants per ...","1 645.94",""
"2015","Turkey","For-profit private ownership","Per hundred thousand inhabitants","60.76",""
"2016","Belgium","Public ownership","Number","16 960.00",""
"2016","Belgium","Public ownership","Inhabitants per ...","668.13",""
"2016","Belgium","Public ownership","Per hundred thousand inhabitants","149.67",""
"2016","Belgium","Not-for-profit private ownership","Number","48 354.00",""
"2016","Belgium","Not-for-profit private ownership","Inhabitants per ...","234.34",""
"2016","Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants","426.72",""
"2016","Belgium","For-profit private ownership","Number",":",""
"2016","Belgium","For-profit private ownership","Inhabitants per ...",":",""
"2016","Belgium","For-profit private ownership","Per hundred thousand inhabitants",":",""
"2016","Bulgaria","Public ownership","Number","40 301.00",""
"2016","Bulgaria","Public ownership","Inhabitants per ...","176.86",""
"2016","Bulgaria","Public ownership","Per hundred thousand inhabitants","565.40",""
"2016","Bulgaria","Not-for-profit private ownership","Number","0.00",""
"2016","Bulgaria","Not-for-profit private ownership","Inhabitants per ...",":",""
"2016","Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants","0.00",""
"2016","Bulgaria","For-profit private ownership","Number","11 515.00",""
"2016","Bulgaria","For-profit private ownership","Inhabitants per ...","619.00",""
"2016","Bulgaria","For-profit private ownership","Per hundred thousand inhabitants","161.55",""
"2016","Czechia","Public ownership","Number","59 850.00",""
"2016","Czechia","Public ownership","Inhabitants per ...","176.55",""
"2016","Czechia","Public ownership","Per hundred thousand inhabitants","566.42",""
"2016","Czechia","Not-for-profit private ownership","Number","253.00",""
"2016","Czechia","Not-for-profit private ownership","Inhabitants per ...","41 764.16",""
"2016","Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants","2.39",""
"2016","Czechia","For-profit private ownership","Number","10 316.00",""
"2016","Czechia","For-profit private ownership","Inhabitants per ...","1 024.27",""
"2016","Czechia","For-profit private ownership","Per hundred thousand inhabitants","97.63",""
"2016","Denmark","Public ownership","Number","13 922.00",""
"2016","Denmark","Public ownership","Inhabitants per ...","411.44",""
"2016","Denmark","Public ownership","Per hundred thousand inhabitants","243.05",""
"2016","Denmark","Not-for-profit private ownership","Number","632.00",""
"2016","Denmark","Not-for-profit private ownership","Inhabitants per ...","9 063.31",""
"2016","Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants","11.03",""
"2016","Denmark","For-profit private ownership","Number","317.00",""
"2016","Denmark","For-profit private ownership","Inhabitants per ...","18 069.43",""
"2016","Denmark","For-profit private ownership","Per hundred thousand inhabitants","5.53",""
"2016","Germany (until 1990 former territory of the FRG)","Public ownership","Number","269 158.00",""
"2016","Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...","305.95",""
"2016","Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants","326.85",""
"2016","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number","193 358.00",""
"2016","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...","425.89",""
"2016","Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants","234.80",""
"2016","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number","201 425.00",""
"2016","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...","408.83",""
"2016","Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants","244.60",""
"2016","Estonia","Public ownership","Number","5 793.00",""
"2016","Estonia","Public ownership","Inhabitants per ...","227.13",""
"2016","Estonia","Public ownership","Per hundred thousand inhabitants","440.27",""
"2016","Estonia","Not-for-profit private ownership","Number","155.00",""
"2016","Estonia","Not-for-profit private ownership","Inhabitants per ...","8 488.96",""
"2016","Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants","11.78",""
"2016","Estonia","For-profit private ownership","Number","313.00",""
"2016","Estonia","For-profit private ownership","Inhabitants per ...","4 203.80",""
"2016","Estonia","For-profit private ownership","Per hundred thousand inhabitants","23.79",""
"2016","Greece","Public ownership","Number","29 521.00",""
"2016","Greece","Public ownership","Inhabitants per ...","365.03",""
"2016","Greece","Public ownership","Per hundred thousand inhabitants","273.95",""
"2016","Greece","Not-for-profit private ownership","Number","899.00",""
"2016","Greece","Not-for-profit private ownership","Inhabitants per ...","11 986.62",""
"2016","Greece","Not-for-profit private ownership","Per hundred thousand inhabitants","8.34",""
"2016","Greece","For-profit private ownership","Number","14 853.00",""
"2016","Greece","For-profit private ownership","Inhabitants per ...","725.51",""
"2016","Greece","For-profit private ownership","Per hundred thousand inhabitants","137.83",""
"2016","Spain","Public ownership","Number","94 640.00",""
"2016","Spain","Public ownership","Inhabitants per ...","491.17",""
"2016","Spain","Public ownership","Per hundred thousand inhabitants","203.60",""
"2016","Spain","Not-for-profit private ownership","Number","16 899.00",""
