"TIME","GEO","UNIT","FACILITY","Value","Flag and Footnotes"
"2014","Montenegro","Inhabitants per ...","Available beds in hospitals (HP.1)","254.22",""
"2014","Montenegro","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2014","Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","393.37",""
"2014","Montenegro","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2014","Montenegro","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2014","North Macedonia","Number","Available beds in hospitals (HP.1)","9 088.00",""
"2014","North Macedonia","Number","Curative care beds in hospitals (HP.1)","6 183.00",""
"2014","North Macedonia","Number","Rehabilitative care beds in hospitals (HP.1)","345.00",""
"2014","North Macedonia","Number","Long-term care beds in hospitals (HP.1)","1 732.00",""
"2014","North Macedonia","Number","Other beds in hospitals (HP.1)","828.00",""
"2014","North Macedonia","Inhabitants per ...","Available beds in hospitals (HP.1)","227.49",""
"2014","North Macedonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","334.38",""
"2014","North Macedonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","5 992.67",""
"2014","North Macedonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","1 193.69",""
"2014","North Macedonia","Inhabitants per ...","Other beds in hospitals (HP.1)","2 496.95",""
"2014","North Macedonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","439.57",""
"2014","North Macedonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","299.06",""
"2014","North Macedonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","16.69",""
"2014","North Macedonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","83.77",""
"2014","North Macedonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","40.05",""
"2014","Albania","Number","Available beds in hospitals (HP.1)",":",""
"2014","Albania","Number","Curative care beds in hospitals (HP.1)",":",""
"2014","Albania","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2014","Albania","Number","Long-term care beds in hospitals (HP.1)",":",""
"2014","Albania","Number","Other beds in hospitals (HP.1)",":",""
"2014","Albania","Inhabitants per ...","Available beds in hospitals (HP.1)",":",""
"2014","Albania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2014","Albania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2014","Albania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2014","Albania","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2014","Albania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",":",""
"2014","Albania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2014","Albania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2014","Albania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2014","Albania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2014","Serbia","Number","Available beds in hospitals (HP.1)","39 395.00",""
"2014","Serbia","Number","Curative care beds in hospitals (HP.1)","32 539.00",""
"2014","Serbia","Number","Rehabilitative care beds in hospitals (HP.1)","6 202.00","d"
"2014","Serbia","Number","Long-term care beds in hospitals (HP.1)","633.00","d"
"2014","Serbia","Number","Other beds in hospitals (HP.1)","21.00",""
"2014","Serbia","Inhabitants per ...","Available beds in hospitals (HP.1)","181.00",""
"2014","Serbia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","219.14",""
"2014","Serbia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 149.72","d"
"2014","Serbia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","11 264.73","d"
"2014","Serbia","Inhabitants per ...","Other beds in hospitals (HP.1)","339 551.24",""
"2014","Serbia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","552.48",""
"2014","Serbia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","456.33",""
"2014","Serbia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","86.98","d"
"2014","Serbia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","8.88","d"
"2014","Serbia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.29",""
"2014","Turkey","Number","Available beds in hospitals (HP.1)","206 836.00",""
"2014","Turkey","Number","Curative care beds in hospitals (HP.1)","204 887.00",""
"2014","Turkey","Number","Rehabilitative care beds in hospitals (HP.1)","1 949.00",""
"2014","Turkey","Number","Long-term care beds in hospitals (HP.1)",":",""
"2014","Turkey","Number","Other beds in hospitals (HP.1)","0.00",""
"2014","Turkey","Inhabitants per ...","Available beds in hospitals (HP.1)","373.15",""
"2014","Turkey","Inhabitants per ...","Curative care beds in hospitals (HP.1)","376.70",""
"2014","Turkey","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","39 600.76",""
"2014","Turkey","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2014","Turkey","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2014","Turkey","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","267.99",""
"2014","Turkey","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","265.46",""
"2014","Turkey","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","2.53",""
"2014","Turkey","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2014","Turkey","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","European Union - 27 countries (from 2020)","Number","Available beds in hospitals (HP.1)","2 439 106.34",""
"2015","European Union - 27 countries (from 2020)","Number","Curative care beds in hospitals (HP.1)","1 785 397.07",""
"2015","European Union - 27 countries (from 2020)","Number","Rehabilitative care beds in hospitals (HP.1)","430 429.58",""
"2015","European Union - 27 countries (from 2020)","Number","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 27 countries (from 2020)","Number","Other beds in hospitals (HP.1)",":",""
"2015","European Union - 27 countries (from 2020)","Inhabitants per ...","Available beds in hospitals (HP.1)","182.13",""
"2015","European Union - 27 countries (from 2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)","248.82",""
"2015","European Union - 27 countries (from 2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 032.07",""
"2015","European Union - 27 countries (from 2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 27 countries (from 2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","549.06",""
"2015","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","401.90",""
"2015","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","96.89",""
"2015","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 27 countries (from 2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":","e"
"2015","European Union - 28 countries (2013-2020)","Number","Available beds in hospitals (HP.1)","2 609 101.34",""
"2015","European Union - 28 countries (2013-2020)","Number","Curative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Rehabilitative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Number","Other beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Inhabitants per ...","Available beds in hospitals (HP.1)","195.22",""
"2015","European Union - 28 countries (2013-2020)","Inhabitants per ...","Curative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","512.24",""
"2015","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",":",""
"2015","European Union - 28 countries (2013-2020)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2015","Belgium","Number","Available beds in hospitals (HP.1)","65 753.00",""
"2015","Belgium","Number","Curative care beds in hospitals (HP.1)","58 531.00","d"
"2015","Belgium","Number","Rehabilitative care beds in hospitals (HP.1)","6 063.00",""
"2015","Belgium","Number","Long-term care beds in hospitals (HP.1)","1 159.00",""
"2015","Belgium","Number","Other beds in hospitals (HP.1)",":",""
"2015","Belgium","Inhabitants per ...","Available beds in hospitals (HP.1)","171.46",""
"2015","Belgium","Inhabitants per ...","Curative care beds in hospitals (HP.1)","192.62",""
"2015","Belgium","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 859.51",""
"2015","Belgium","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","9 727.52",""
"2015","Belgium","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Belgium","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","583.22",""
"2015","Belgium","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","519.16",""
"2015","Belgium","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","53.78",""
"2015","Belgium","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","10.28",""
"2015","Belgium","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",":",""
"2015","Bulgaria","Number","Available beds in hospitals (HP.1)","51 933.00",""
"2015","Bulgaria","Number","Curative care beds in hospitals (HP.1)","43 136.00",""
"2015","Bulgaria","Number","Rehabilitative care beds in hospitals (HP.1)","6 196.00",""
"2015","Bulgaria","Number","Long-term care beds in hospitals (HP.1)","1 526.00",""
"2015","Bulgaria","Number","Other beds in hospitals (HP.1)","1 075.00",""
"2015","Bulgaria","Inhabitants per ...","Available beds in hospitals (HP.1)","138.22",""
"2015","Bulgaria","Inhabitants per ...","Curative care beds in hospitals (HP.1)","166.40",""
"2015","Bulgaria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","1 158.49",""
"2015","Bulgaria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","4 703.79",""
"2015","Bulgaria","Inhabitants per ...","Other beds in hospitals (HP.1)","6 677.20",""
"2015","Bulgaria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","723.50",""
"2015","Bulgaria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","600.95",""
"2015","Bulgaria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","86.32",""
"2015","Bulgaria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","21.26",""
"2015","Bulgaria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","14.98",""
"2015","Czechia","Number","Available beds in hospitals (HP.1)","70 313.00",""
"2015","Czechia","Number","Curative care beds in hospitals (HP.1)","43 894.00",""
"2015","Czechia","Number","Rehabilitative care beds in hospitals (HP.1)","4 572.00",""
"2015","Czechia","Number","Long-term care beds in hospitals (HP.1)","20 496.00",""
"2015","Czechia","Number","Other beds in hospitals (HP.1)","1 351.00",""
"2015","Czechia","Inhabitants per ...","Available beds in hospitals (HP.1)","149.99",""
"2015","Czechia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","240.26",""
"2015","Czechia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","2 306.66",""
"2015","Czechia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","514.54",""
"2015","Czechia","Inhabitants per ...","Other beds in hospitals (HP.1)","7 806.11",""
"2015","Czechia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","666.72",""
"2015","Czechia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","416.21",""
"2015","Czechia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","43.35",""
"2015","Czechia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","194.35",""
"2015","Czechia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","12.81",""
"2015","Denmark","Number","Available beds in hospitals (HP.1)","14 380.00",""
"2015","Denmark","Number","Curative care beds in hospitals (HP.1)","13 962.00",""
"2015","Denmark","Number","Rehabilitative care beds in hospitals (HP.1)","172.00",""
"2015","Denmark","Number","Long-term care beds in hospitals (HP.1)","246.00",""
"2015","Denmark","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Denmark","Inhabitants per ...","Available beds in hospitals (HP.1)","395.24",""
"2015","Denmark","Inhabitants per ...","Curative care beds in hospitals (HP.1)","407.07",""
"2015","Denmark","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","33 043.51",""
"2015","Denmark","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","23 103.59",""
"2015","Denmark","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Denmark","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","253.01",""
"2015","Denmark","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","245.66",""
"2015","Denmark","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","3.03",""
"2015","Denmark","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","4.33",""
"2015","Denmark","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Available beds in hospitals (HP.1)","664 364.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Curative care beds in hospitals (HP.1)","499 351.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Rehabilitative care beds in hospitals (HP.1)","165 013.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Long-term care beds in hospitals (HP.1)","0.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Available beds in hospitals (HP.1)","122.95",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Curative care beds in hospitals (HP.1)","163.59",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","495.03",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","813.31",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","611.30",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","202.01",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","0.00",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Estonia","Number","Available beds in hospitals (HP.1)","6 524.00",""
"2015","Estonia","Number","Curative care beds in hospitals (HP.1)","4 841.00",""
"2015","Estonia","Number","Rehabilitative care beds in hospitals (HP.1)","349.00",""
"2015","Estonia","Number","Long-term care beds in hospitals (HP.1)","1 210.00",""
"2015","Estonia","Number","Other beds in hospitals (HP.1)","124.00",""
"2015","Estonia","Inhabitants per ...","Available beds in hospitals (HP.1)","201.63",""
"2015","Estonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","271.72",""
"2015","Estonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","3 769.07",""
"2015","Estonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","1 087.11",""
"2015","Estonia","Inhabitants per ...","Other beds in hospitals (HP.1)","10 608.12",""
"2015","Estonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","495.97",""
"2015","Estonia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","368.02",""
"2015","Estonia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","26.53",""
"2015","Estonia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","91.99",""
"2015","Estonia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","9.43",""
"2015","Ireland","Number","Available beds in hospitals (HP.1)","13 730.00","b"
"2015","Ireland","Number","Curative care beds in hospitals (HP.1)","12 931.00","b"
"2015","Ireland","Number","Rehabilitative care beds in hospitals (HP.1)","159.00",""
"2015","Ireland","Number","Long-term care beds in hospitals (HP.1)","640.00",""
"2015","Ireland","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Ireland","Inhabitants per ...","Available beds in hospitals (HP.1)","342.46",""
"2015","Ireland","Inhabitants per ...","Curative care beds in hospitals (HP.1)","363.62",""
"2015","Ireland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","29 572.05",""
"2015","Ireland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","7 346.81",""
"2015","Ireland","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Ireland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","292.01",""
"2015","Ireland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","275.01",""
"2015","Ireland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","3.38",""
"2015","Ireland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","13.61",""
"2015","Ireland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Greece","Number","Available beds in hospitals (HP.1)","45 945.00",""
"2015","Greece","Number","Curative care beds in hospitals (HP.1)","38 999.00","b"
"2015","Greece","Number","Rehabilitative care beds in hospitals (HP.1)","376.00","b"
"2015","Greece","Number","Long-term care beds in hospitals (HP.1)","6 570.00",""
"2015","Greece","Number","Other beds in hospitals (HP.1)","0.00","b"
"2015","Greece","Inhabitants per ...","Available beds in hospitals (HP.1)","235.52",""
"2015","Greece","Inhabitants per ...","Curative care beds in hospitals (HP.1)","277.47","b"
"2015","Greece","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","28 778.94","b"
"2015","Greece","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","1 647.01",""
"2015","Greece","Inhabitants per ...","Other beds in hospitals (HP.1)",":","b"
"2015","Greece","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","424.60",""
"2015","Greece","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","360.40","b"
"2015","Greece","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","3.47","b"
"2015","Greece","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","60.72",""
"2015","Greece","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00","b"
"2015","Spain","Number","Available beds in hospitals (HP.1)","138 368.00",""
"2015","Spain","Number","Curative care beds in hospitals (HP.1)","115 208.00",""
"2015","Spain","Number","Rehabilitative care beds in hospitals (HP.1)","1 796.00",""
"2015","Spain","Number","Long-term care beds in hospitals (HP.1)","21 364.00",""
"2015","Spain","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Spain","Inhabitants per ...","Available beds in hospitals (HP.1)","335.66",""
"2015","Spain","Inhabitants per ...","Curative care beds in hospitals (HP.1)","403.14",""
"2015","Spain","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","25 860.15",""
"2015","Spain","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","2 173.98",""
"2015","Spain","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Spain","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","297.92",""
"2015","Spain","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","248.05",""
"2015","Spain","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","3.87",""
"2015","Spain","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","46.00",""
"2015","Spain","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","France","Number","Available beds in hospitals (HP.1)","408 245.00",""
"2015","France","Number","Curative care beds in hospitals (HP.1)","213 510.00",""
"2015","France","Number","Rehabilitative care beds in hospitals (HP.1)","105 593.00",""
"2015","France","Number","Long-term care beds in hospitals (HP.1)","31 639.00",""
"2015","France","Number","Other beds in hospitals (HP.1)","57 503.00","d"
"2015","France","Inhabitants per ...","Available beds in hospitals (HP.1)","163.01",""
"2015","France","Inhabitants per ...","Curative care beds in hospitals (HP.1)","311.69",""
"2015","France","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","630.23",""
"2015","France","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","2 103.36",""
"2015","France","Inhabitants per ...","Other beds in hospitals (HP.1)","1 157.30",""
"2015","France","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","613.46",""
"2015","France","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","320.83",""
"2015","France","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","158.67",""
"2015","France","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","47.54",""
"2015","France","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","86.41",""
"2015","Croatia","Number","Available beds in hospitals (HP.1)","23 409.00",""
"2015","Croatia","Number","Curative care beds in hospitals (HP.1)","15 070.00",""
"2015","Croatia","Number","Rehabilitative care beds in hospitals (HP.1)","4 257.00",""
"2015","Croatia","Number","Long-term care beds in hospitals (HP.1)","4 082.00",""
"2015","Croatia","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Croatia","Inhabitants per ...","Available beds in hospitals (HP.1)","179.76",""
"2015","Croatia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","279.23",""
"2015","Croatia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","988.49",""
"2015","Croatia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","1 030.87",""
"2015","Croatia","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Croatia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","556.30",""
"2015","Croatia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","358.13",""
"2015","Croatia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","101.16",""
"2015","Croatia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","97.01",""
"2015","Croatia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Italy","Number","Available beds in hospitals (HP.1)","194 065.00",""
"2015","Italy","Number","Curative care beds in hospitals (HP.1)","160 085.00",""
"2015","Italy","Number","Rehabilitative care beds in hospitals (HP.1)","24 836.00",""
"2015","Italy","Number","Long-term care beds in hospitals (HP.1)","9 144.00",""
"2015","Italy","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Italy","Inhabitants per ...","Available beds in hospitals (HP.1)","312.94",""
"2015","Italy","Inhabitants per ...","Curative care beds in hospitals (HP.1)","379.36",""
"2015","Italy","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","2 445.26",""
"2015","Italy","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","6 641.58",""
"2015","Italy","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Italy","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","319.55",""
"2015","Italy","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","263.60",""
"2015","Italy","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","40.90",""
"2015","Italy","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","15.06",""
"2015","Italy","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Number","Available beds in hospitals (HP.1)","2 895.00",""
"2015","Cyprus","Number","Curative care beds in hospitals (HP.1)","2 895.00",""
"2015","Cyprus","Number","Rehabilitative care beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Number","Long-term care beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Number","Other beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Inhabitants per ...","Available beds in hospitals (HP.1)","292.80",""
"2015","Cyprus","Inhabitants per ...","Curative care beds in hospitals (HP.1)","292.80",""
"2015","Cyprus","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",":",""
"2015","Cyprus","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",":",""
"2015","Cyprus","Inhabitants per ...","Other beds in hospitals (HP.1)",":",""
"2015","Cyprus","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","341.53",""
"2015","Cyprus","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","341.53",""
"2015","Cyprus","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","0.00",""
"2015","Cyprus","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","0.00",""
"2015","Latvia","Number","Available beds in hospitals (HP.1)","11 261.00",""
"2015","Latvia","Number","Curative care beds in hospitals (HP.1)","6 700.00",""
"2015","Latvia","Number","Rehabilitative care beds in hospitals (HP.1)","793.00",""
"2015","Latvia","Number","Long-term care beds in hospitals (HP.1)","1 272.00",""
"2015","Latvia","Number","Other beds in hospitals (HP.1)","2 496.00","d"
"2015","Latvia","Inhabitants per ...","Available beds in hospitals (HP.1)","175.61",""
"2015","Latvia","Inhabitants per ...","Curative care beds in hospitals (HP.1)","295.15",""
"2015","Latvia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)","2 493.73",""
"2015","Latvia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)","1 554.66",""
"2015","Latvia","Inhabitants per ...","Other beds in hospitals (HP.1)","792.28",""
"2015","Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)","569.45",""
"2015","Latvia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)","338.81",""
"2015","Latvia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)","40.10",""
"2015","Latvia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)","64.32",""
"2015","Latvia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)","126.22",""
"2015","Lithuania","Number","Available beds in hospitals (HP.1)","20 236.00",""
"2015","Lithuania","Number","Curative care beds in hospitals (HP.1)","17 029.00","e"
"2015","Lithuania","Number","Rehabilitative care beds in hospitals (HP.1)","1 654.00",""
"2015","Lithuania","Number","Long-term care beds in hospitals (HP.1)","1 553.00","e"
"2015","Lithuania","Number","Other beds in hospitals (HP.1)","0.00",""
