"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Flag and Footnotes"
"2015","Belgium","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Gamma cameras","Hospitals","38 876.54",""
"2015","Belgium","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Angiography units","Hospitals","88 773.19",""
"2015","Belgium","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Inhabitants per ...","Lithotriptors","Hospitals","115 042.81",""
"2015","Belgium","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","2.36",""
"2015","Belgium","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","2.29",""
"2015","Belgium","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.07",""
"2015","Belgium","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.17",""
"2015","Belgium","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","1.17",""
"2015","Belgium","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.00",""
"2015","Belgium","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Gamma cameras","Hospitals","2.57",""
"2015","Belgium","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Angiography units","Hospitals","1.13",""
"2015","Belgium","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Belgium","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.87",""
"2015","Belgium","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Bulgaria","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","241.00",""
"2015","Bulgaria","Number","Computed Tomography Scanners","Hospitals","177.00",""
"2015","Bulgaria","Number","Computed Tomography Scanners","Providers of ambulatory health care","64.00",""
"2015","Bulgaria","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","51.00",""
"2015","Bulgaria","Number","Magnetic Resonance Imaging Units","Hospitals","30.00",""
"2015","Bulgaria","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","21.00",""
"2015","Bulgaria","Number","Gamma cameras","Hospitals and providers of ambulatory health care","24.00",""
"2015","Bulgaria","Number","Gamma cameras","Hospitals","24.00",""
"2015","Bulgaria","Number","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Bulgaria","Number","Angiography units","Hospitals and providers of ambulatory health care","80.00",""
"2015","Bulgaria","Number","Angiography units","Hospitals","70.00",""
"2015","Bulgaria","Number","Angiography units","Providers of ambulatory health care","10.00",""
"2015","Bulgaria","Number","Lithotriptors","Hospitals and providers of ambulatory health care","70.00",""
"2015","Bulgaria","Number","Lithotriptors","Hospitals","59.00",""
"2015","Bulgaria","Number","Lithotriptors","Providers of ambulatory health care","11.00",""
"2015","Bulgaria","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","29 784.20",""
"2015","Bulgaria","Inhabitants per ...","Computed Tomography Scanners","Hospitals","40 553.62",""
"2015","Bulgaria","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","112 156.11",""
"2015","Bulgaria","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","140 744.92",""
"2015","Bulgaria","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","239 266.37",""
"2015","Bulgaria","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","341 809.10",""
"2015","Bulgaria","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","299 082.96",""
"2015","Bulgaria","Inhabitants per ...","Gamma cameras","Hospitals","299 082.96",""
"2015","Bulgaria","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Bulgaria","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","89 724.89",""
"2015","Bulgaria","Inhabitants per ...","Angiography units","Hospitals","102 542.73",""
"2015","Bulgaria","Inhabitants per ...","Angiography units","Providers of ambulatory health care","717 799.10",""
"2015","Bulgaria","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","102 542.73",""
"2015","Bulgaria","Inhabitants per ...","Lithotriptors","Hospitals","121 660.86",""
"2015","Bulgaria","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care","652 544.64",""
"2015","Bulgaria","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","3.36",""
"2015","Bulgaria","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","2.47",""
"2015","Bulgaria","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.89",""
"2015","Bulgaria","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","0.71",""
"2015","Bulgaria","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.42",""
"2015","Bulgaria","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.29",""
"2015","Bulgaria","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.33",""
"2015","Bulgaria","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.33",""
"2015","Bulgaria","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Bulgaria","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","1.11",""
"2015","Bulgaria","Per hundred thousand inhabitants","Angiography units","Hospitals","0.98",""
"2015","Bulgaria","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.14",""
"2015","Bulgaria","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.98",""
"2015","Bulgaria","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.82",""
"2015","Bulgaria","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.15",""
"2015","Czechia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","170.00",""
"2015","Czechia","Number","Computed Tomography Scanners","Hospitals","152.00",""
"2015","Czechia","Number","Computed Tomography Scanners","Providers of ambulatory health care","18.00",""
"2015","Czechia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","88.00",""
"2015","Czechia","Number","Magnetic Resonance Imaging Units","Hospitals","71.00",""
"2015","Czechia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","17.00",""
"2015","Czechia","Number","Gamma cameras","Hospitals and providers of ambulatory health care","122.00",""
"2015","Czechia","Number","Gamma cameras","Hospitals","107.00",""
"2015","Czechia","Number","Gamma cameras","Providers of ambulatory health care","15.00",""
"2015","Czechia","Number","Angiography units","Hospitals and providers of ambulatory health care","91.00",""
"2015","Czechia","Number","Angiography units","Hospitals","88.00",""
"2015","Czechia","Number","Angiography units","Providers of ambulatory health care","3.00",""
"2015","Czechia","Number","Lithotriptors","Hospitals and providers of ambulatory health care","37.00",""
"2015","Czechia","Number","Lithotriptors","Hospitals","37.00",""
"2015","Czechia","Number","Lithotriptors","Providers of ambulatory health care","0.00",""
"2015","Czechia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","62 035.64",""
"2015","Czechia","Inhabitants per ...","Computed Tomography Scanners","Hospitals","69 381.97",""
"2015","Czechia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","585 892.17",""
"2015","Czechia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","119 841.58",""
"2015","Czechia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","148 536.04",""
"2015","Czechia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","620 356.41",""
"2015","Czechia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","86 443.11",""
"2015","Czechia","Inhabitants per ...","Gamma cameras","Hospitals","98 561.30",""
"2015","Czechia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care","703 070.60",""
"2015","Czechia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","115 890.76",""
"2015","Czechia","Inhabitants per ...","Angiography units","Hospitals","119 841.58",""
"2015","Czechia","Inhabitants per ...","Angiography units","Providers of ambulatory health care","3 515 353.00",""
"2015","Czechia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","285 028.62",""
"2015","Czechia","Inhabitants per ...","Lithotriptors","Hospitals","285 028.62",""
"2015","Czechia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Czechia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.61",""
"2015","Czechia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.44",""
"2015","Czechia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.17",""
"2015","Czechia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","0.83",""
"2015","Czechia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.67",""
"2015","Czechia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.16",""
"2015","Czechia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","1.16",""
"2015","Czechia","Per hundred thousand inhabitants","Gamma cameras","Hospitals","1.01",""
"2015","Czechia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.14",""
"2015","Czechia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.86",""
"2015","Czechia","Per hundred thousand inhabitants","Angiography units","Hospitals","0.83",""
"2015","Czechia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.03",""
"2015","Czechia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.35",""
"2015","Czechia","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.35",""
"2015","Czechia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.00",""
"2015","Denmark","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","214.00",""
"2015","Denmark","Number","Computed Tomography Scanners","Hospitals","213.00",""
"2015","Denmark","Number","Computed Tomography Scanners","Providers of ambulatory health care","1.00",""
"2015","Denmark","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Number","Magnetic Resonance Imaging Units","Hospitals",":",""
"2015","Denmark","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2015","Denmark","Number","Gamma cameras","Hospitals and providers of ambulatory health care","94.00",""
"2015","Denmark","Number","Gamma cameras","Hospitals","94.00",""
"2015","Denmark","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Denmark","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Number","Angiography units","Hospitals",":",""
"2015","Denmark","Number","Angiography units","Providers of ambulatory health care",":",""
"2015","Denmark","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Number","Lithotriptors","Hospitals",":",""
"2015","Denmark","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","26 558.33",""
"2015","Denmark","Inhabitants per ...","Computed Tomography Scanners","Hospitals","26 683.02",""
"2015","Denmark","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","5 683 483.00",""
"2015","Denmark","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",":",""
"2015","Denmark","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","60 462.59",""
"2015","Denmark","Inhabitants per ...","Gamma cameras","Hospitals","60 462.59",""
"2015","Denmark","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Angiography units","Hospitals",":",""
"2015","Denmark","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2015","Denmark","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","3.77",""
"2015","Denmark","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","3.75",""
"2015","Denmark","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.02",""
"2015","Denmark","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",":",""
"2015","Denmark","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","1.65",""
"2015","Denmark","Per hundred thousand inhabitants","Gamma cameras","Hospitals","1.65",""
"2015","Denmark","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Angiography units","Hospitals",":",""
"2015","Denmark","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Denmark","Per hundred thousand inhabitants","Lithotriptors","Hospitals",":",""
"2015","Denmark","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","2 866.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Computed Tomography Scanners","Hospitals","1 541.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Computed Tomography Scanners","Providers of ambulatory health care","1 325.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","2 747.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Magnetic Resonance Imaging Units","Hospitals","965.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","1 782.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Gamma cameras","Hospitals","550.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Angiography units","Hospitals","876.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Angiography units","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Lithotriptors","Hospitals","326.00",""
"2015","Germany (until 1990 former territory of the FRG)","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","28 501.96",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Computed Tomography Scanners","Hospitals","53 008.83",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","61 650.27",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","29 736.66",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","84 649.34",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","45 839.85",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Gamma cameras","Hospitals","148 521.11",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Angiography units","Hospitals","93 249.56",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Lithotriptors","Hospitals","250 572.42",""
"2015","Germany (until 1990 former territory of the FRG)","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","3.51",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.89",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","1.62",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","3.36",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","1.18",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","2.18",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.67",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Angiography units","Hospitals","1.07",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",":",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.40",""
"2015","Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Estonia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","22.00","b"
"2015","Estonia","Number","Computed Tomography Scanners","Hospitals","21.00","b"
"2015","Estonia","Number","Computed Tomography Scanners","Providers of ambulatory health care","1.00",""
"2015","Estonia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","16.00",""
"2015","Estonia","Number","Magnetic Resonance Imaging Units","Hospitals","12.00",""
"2015","Estonia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","4.00",""
"2015","Estonia","Number","Gamma cameras","Hospitals and providers of ambulatory health care","3.00",""
"2015","Estonia","Number","Gamma cameras","Hospitals","3.00",""
"2015","Estonia","Number","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Estonia","Number","Angiography units","Hospitals and providers of ambulatory health care","7.00",""
"2015","Estonia","Number","Angiography units","Hospitals","7.00",""
"2015","Estonia","Number","Angiography units","Providers of ambulatory health care","0.00",""
"2015","Estonia","Number","Lithotriptors","Hospitals and providers of ambulatory health care","4.00",""
"2015","Estonia","Number","Lithotriptors","Hospitals","4.00",""
"2015","Estonia","Number","Lithotriptors","Providers of ambulatory health care","0.00",""
"2015","Estonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","59 791.23","b"
"2015","Estonia","Inhabitants per ...","Computed Tomography Scanners","Hospitals","62 638.43","b"
"2015","Estonia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care","1 315 407.00",""
"2015","Estonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","82 212.94","b"
"2015","Estonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","109 617.25","b"
"2015","Estonia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","328 851.75",""
"2015","Estonia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","438 469.00","b"
"2015","Estonia","Inhabitants per ...","Gamma cameras","Hospitals","438 469.00","b"
"2015","Estonia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Estonia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care","187 915.29",""
"2015","Estonia","Inhabitants per ...","Angiography units","Hospitals","187 915.29",""
"2015","Estonia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Estonia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","328 851.75",""
"2015","Estonia","Inhabitants per ...","Lithotriptors","Hospitals","328 851.75",""
"2015","Estonia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Estonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.67","b"
"2015","Estonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals","1.60","b"
"2015","Estonia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care","0.08",""
"2015","Estonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.22","b"
"2015","Estonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","0.91","b"
"2015","Estonia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.30",""
"2015","Estonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.23","b"
"2015","Estonia","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.23","b"
"2015","Estonia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Estonia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care","0.53",""
"2015","Estonia","Per hundred thousand inhabitants","Angiography units","Hospitals","0.53",""
"2015","Estonia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care","0.00",""
"2015","Estonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care","0.30",""
"2015","Estonia","Per hundred thousand inhabitants","Lithotriptors","Hospitals","0.30",""
"2015","Estonia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care","0.00",""
"2015","Ireland","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","83.00",""
"2015","Ireland","Number","Computed Tomography Scanners","Hospitals",":",""
"2015","Ireland","Number","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2015","Ireland","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","66.00",""
"2015","Ireland","Number","Magnetic Resonance Imaging Units","Hospitals","54.00",""
"2015","Ireland","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care","12.00",""
"2015","Ireland","Number","Gamma cameras","Hospitals and providers of ambulatory health care","28.00",""
"2015","Ireland","Number","Gamma cameras","Hospitals","28.00",""
"2015","Ireland","Number","Gamma cameras","Providers of ambulatory health care","0.00",""
"2015","Ireland","Number","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Ireland","Number","Angiography units","Hospitals",":",""
"2015","Ireland","Number","Angiography units","Providers of ambulatory health care",":",""
"2015","Ireland","Number","Lithotriptors","Hospitals and providers of ambulatory health care","6.00",""
"2015","Ireland","Number","Lithotriptors","Hospitals",":",""
"2015","Ireland","Number","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Ireland","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","56 650.08",""
"2015","Ireland","Inhabitants per ...","Computed Tomography Scanners","Hospitals",":",""
"2015","Ireland","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2015","Ireland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","71 241.77",""
"2015","Ireland","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals","87 073.27",""
"2015","Ireland","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care","391 829.71",""
"2015","Ireland","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care","167 927.02",""
"2015","Ireland","Inhabitants per ...","Gamma cameras","Hospitals","167 927.02",""
"2015","Ireland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",":",""
"2015","Ireland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",":",""
"2015","Ireland","Inhabitants per ...","Angiography units","Hospitals",":",""
"2015","Ireland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",":",""
"2015","Ireland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care","783 659.42",""
"2015","Ireland","Inhabitants per ...","Lithotriptors","Hospitals",":",""
"2015","Ireland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",":",""
"2015","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care","1.77",""
"2015","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",":",""
"2015","Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",":",""
"2015","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care","1.40",""
"2015","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals","1.15",""
"2015","Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care","0.26",""
"2015","Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care","0.60",""
"2015","Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals","0.60",""
