"TIME","GEO","FACILITY","UNIT","Value","Flag and Footnotes"
"2015","Hungary","Day care places altogether","Number",":",""
"2015","Hungary","Surgical day care places","Number",":",""
"2015","Hungary","Oncological day care place","Number",":",""
"2015","Hungary","Psychiatric day care place","Number",":",""
"2015","Hungary","Geriatric day care places","Number",":",""
"2015","Malta","Operation theatres in hospital","Number","46.00",""
"2015","Malta","Day care places altogether","Number","183.00",""
"2015","Malta","Surgical day care places","Number",":",""
"2015","Malta","Oncological day care place","Number",":",""
"2015","Malta","Psychiatric day care place","Number",":",""
"2015","Malta","Geriatric day care places","Number",":",""
"2015","Netherlands","Operation theatres in hospital","Number","1 177.00",""
"2015","Netherlands","Day care places altogether","Number","4 799.00",""
"2015","Netherlands","Surgical day care places","Number",":",""
"2015","Netherlands","Oncological day care place","Number",":",""
"2015","Netherlands","Psychiatric day care place","Number",":",""
"2015","Netherlands","Geriatric day care places","Number",":",""
"2015","Austria","Operation theatres in hospital","Number","297.00","e"
"2015","Austria","Day care places altogether","Number",":",""
"2015","Austria","Surgical day care places","Number",":",""
"2015","Austria","Oncological day care place","Number",":",""
"2015","Austria","Psychiatric day care place","Number",":",""
"2015","Austria","Geriatric day care places","Number",":",""
"2015","Poland","Operation theatres in hospital","Number","3 551.00",""
"2015","Poland","Day care places altogether","Number","6 463.00",""
"2015","Poland","Surgical day care places","Number",":",""
"2015","Poland","Oncological day care place","Number",":",""
"2015","Poland","Psychiatric day care place","Number",":",""
"2015","Poland","Geriatric day care places","Number",":",""
"2015","Portugal","Operation theatres in hospital","Number","894.00",""
"2015","Portugal","Day care places altogether","Number","1 933.00",""
"2015","Portugal","Surgical day care places","Number",":",""
"2015","Portugal","Oncological day care place","Number",":",""
"2015","Portugal","Psychiatric day care place","Number",":",""
"2015","Portugal","Geriatric day care places","Number",":",""
"2015","Romania","Operation theatres in hospital","Number","1 891.00",""
"2015","Romania","Day care places altogether","Number","7 764.00",""
"2015","Romania","Surgical day care places","Number","842.00",""
"2015","Romania","Oncological day care place","Number","673.00",""
"2015","Romania","Psychiatric day care place","Number","276.00",""
"2015","Romania","Geriatric day care places","Number","2.00",""
"2015","Slovenia","Operation theatres in hospital","Number","168.00",""
"2015","Slovenia","Day care places altogether","Number",":",""
"2015","Slovenia","Surgical day care places","Number",":",""
"2015","Slovenia","Oncological day care place","Number",":",""
"2015","Slovenia","Psychiatric day care place","Number",":",""
"2015","Slovenia","Geriatric day care places","Number",":",""
"2015","Slovakia","Operation theatres in hospital","Number",":",""
"2015","Slovakia","Day care places altogether","Number","5 037.00",""
"2015","Slovakia","Surgical day care places","Number","2 659.00",""
"2015","Slovakia","Oncological day care place","Number","10.00",""
"2015","Slovakia","Psychiatric day care place","Number","577.00",""
"2015","Slovakia","Geriatric day care places","Number","27.00",""
"2015","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2015","Liechtenstein","Day care places altogether","Number","14.00",""
"2015","Liechtenstein","Surgical day care places","Number","11.00",""
"2015","Liechtenstein","Oncological day care place","Number","3.00",""
"2015","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2015","Liechtenstein","Geriatric day care places","Number","0.00",""
"2015","Switzerland","Operation theatres in hospital","Number","988.00",""
"2015","Switzerland","Day care places altogether","Number",":",""
"2015","Switzerland","Surgical day care places","Number",":",""
"2015","Switzerland","Oncological day care place","Number",":",""
"2015","Switzerland","Psychiatric day care place","Number",":",""
"2015","Switzerland","Geriatric day care places","Number",":",""
"2015","United Kingdom","Operation theatres in hospital","Number","3 824.00","e"
"2015","United Kingdom","Day care places altogether","Number","14 640.00","e"
"2015","United Kingdom","Surgical day care places","Number",":",""
"2015","United Kingdom","Oncological day care place","Number",":",""
"2015","United Kingdom","Psychiatric day care place","Number",":",""
"2015","United Kingdom","Geriatric day care places","Number",":",""
"2015","North Macedonia","Operation theatres in hospital","Number",":",""
"2015","North Macedonia","Day care places altogether","Number","151.00",""
"2015","North Macedonia","Surgical day care places","Number","0.00",""
"2015","North Macedonia","Oncological day care place","Number","37.00",""
"2015","North Macedonia","Psychiatric day care place","Number","10.00",""
"2015","North Macedonia","Geriatric day care places","Number","0.00",""
"2015","Serbia","Operation theatres in hospital","Number","548.00",""
"2015","Serbia","Day care places altogether","Number","2 902.00",""
"2015","Serbia","Surgical day care places","Number","628.00",""
"2015","Serbia","Oncological day care place","Number","279.00",""
"2015","Serbia","Psychiatric day care place","Number","1 102.00",""
"2015","Serbia","Geriatric day care places","Number","2.00",""
"2015","Turkey","Operation theatres in hospital","Number","5 809.00",""
"2015","Turkey","Day care places altogether","Number",":",""
"2015","Turkey","Surgical day care places","Number",":",""
"2015","Turkey","Oncological day care place","Number",":",""
"2015","Turkey","Psychiatric day care place","Number",":",""
"2015","Turkey","Geriatric day care places","Number",":",""
"2016","Belgium","Operation theatres in hospital","Number","1 341.00",""
"2016","Belgium","Day care places altogether","Number",":",""
"2016","Belgium","Surgical day care places","Number","3 291.00",""
"2016","Belgium","Oncological day care place","Number","1 493.00",""
"2016","Belgium","Psychiatric day care place","Number","2 550.00",""
"2016","Belgium","Geriatric day care places","Number","473.00",""
"2016","Bulgaria","Operation theatres in hospital","Number",":",""
"2016","Bulgaria","Day care places altogether","Number","1 813.00","d"
"2016","Bulgaria","Surgical day care places","Number",":",""
"2016","Bulgaria","Oncological day care place","Number",":",""
"2016","Bulgaria","Psychiatric day care place","Number","908.00","d"
"2016","Bulgaria","Geriatric day care places","Number",":",""
"2016","Czechia","Operation theatres in hospital","Number","895.00",""
"2016","Czechia","Day care places altogether","Number",":",""
"2016","Czechia","Surgical day care places","Number",":",""
"2016","Czechia","Oncological day care place","Number",":",""
"2016","Czechia","Psychiatric day care place","Number",":",""
"2016","Czechia","Geriatric day care places","Number",":",""
"2016","Denmark","Operation theatres in hospital","Number",":",""
"2016","Denmark","Day care places altogether","Number",":",""
"2016","Denmark","Surgical day care places","Number",":",""
"2016","Denmark","Oncological day care place","Number",":",""
"2016","Denmark","Psychiatric day care place","Number",":",""
"2016","Denmark","Geriatric day care places","Number",":",""
"2016","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2016","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number","29 325.00",""
"2016","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number","281.00",""
"2016","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number","955.00",""
"2016","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number","19 909.00",""
"2016","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number","2 397.00",""
"2016","Estonia","Operation theatres in hospital","Number","136.00",""
"2016","Estonia","Day care places altogether","Number","356.00",""
"2016","Estonia","Surgical day care places","Number",":",""
"2016","Estonia","Oncological day care place","Number",":",""
"2016","Estonia","Psychiatric day care place","Number",":",""
"2016","Estonia","Geriatric day care places","Number",":",""
"2016","Ireland","Operation theatres in hospital","Number","242.00","b"
"2016","Ireland","Day care places altogether","Number","2 140.00",""
"2016","Ireland","Surgical day care places","Number",":",""
"2016","Ireland","Oncological day care place","Number",":",""
"2016","Ireland","Psychiatric day care place","Number",":",""
"2016","Ireland","Geriatric day care places","Number",":",""
"2016","Greece","Operation theatres in hospital","Number","1 309.00",""
"2016","Greece","Day care places altogether","Number","3 614.00",""
"2016","Greece","Surgical day care places","Number","221.00",""
"2016","Greece","Oncological day care place","Number","512.00",""
"2016","Greece","Psychiatric day care place","Number","119.00",""
"2016","Greece","Geriatric day care places","Number",":",""
"2016","Spain","Operation theatres in hospital","Number","4 448.00",""
"2016","Spain","Day care places altogether","Number","18 381.00",""
"2016","Spain","Surgical day care places","Number","3 154.00",""
"2016","Spain","Oncological day care place","Number","8 520.00",""
"2016","Spain","Psychiatric day care place","Number","4 366.00",""
"2016","Spain","Geriatric day care places","Number","2 341.00",""
"2016","France","Operation theatres in hospital","Number","10 788.00",""
"2016","France","Day care places altogether","Number","74 646.00",""
"2016","France","Surgical day care places","Number","17 953.00",""
"2016","France","Oncological day care place","Number","6 560.00",""
"2016","France","Psychiatric day care place","Number","29 657.00",""
"2016","France","Geriatric day care places","Number","633.00",""
"2016","Croatia","Operation theatres in hospital","Number","470.00",""
"2016","Croatia","Day care places altogether","Number","3 758.00",""
"2016","Croatia","Surgical day care places","Number","615.00",""
"2016","Croatia","Oncological day care place","Number","172.00",""
"2016","Croatia","Psychiatric day care place","Number","1 323.00",""
"2016","Croatia","Geriatric day care places","Number","0.00",""
"2016","Italy","Operation theatres in hospital","Number","6 139.00",""
"2016","Italy","Day care places altogether","Number","15 323.00",""
"2016","Italy","Surgical day care places","Number","8 234.00",""
"2016","Italy","Oncological day care place","Number","2 552.00",""
"2016","Italy","Psychiatric day care place","Number","482.00",""
"2016","Italy","Geriatric day care places","Number","123.00",""
"2016","Cyprus","Operation theatres in hospital","Number","140.00",""
"2016","Cyprus","Day care places altogether","Number","404.00",""
"2016","Cyprus","Surgical day care places","Number","77.00",""
"2016","Cyprus","Oncological day care place","Number","70.00",""
"2016","Cyprus","Psychiatric day care place","Number","0.00",""
"2016","Cyprus","Geriatric day care places","Number","0.00",""
"2016","Latvia","Operation theatres in hospital","Number","314.00",""
"2016","Latvia","Day care places altogether","Number","1 658.00",""
"2016","Latvia","Surgical day care places","Number",":",""
"2016","Latvia","Oncological day care place","Number",":",""
"2016","Latvia","Psychiatric day care place","Number","197.00",""
"2016","Latvia","Geriatric day care places","Number",":",""
"2016","Lithuania","Operation theatres in hospital","Number",":",""
"2016","Lithuania","Day care places altogether","Number","213.00","e"
"2016","Lithuania","Surgical day care places","Number",":",""
"2016","Lithuania","Oncological day care place","Number",":",""
"2016","Lithuania","Psychiatric day care place","Number",":",""
"2016","Lithuania","Geriatric day care places","Number",":",""
"2016","Luxembourg","Operation theatres in hospital","Number","51.00",""
"2016","Luxembourg","Day care places altogether","Number",":",""
"2016","Luxembourg","Surgical day care places","Number",":",""
"2016","Luxembourg","Oncological day care place","Number",":",""
"2016","Luxembourg","Psychiatric day care place","Number",":",""
"2016","Luxembourg","Geriatric day care places","Number",":",""
"2016","Hungary","Operation theatres in hospital","Number",":",""
"2016","Hungary","Day care places altogether","Number",":",""
"2016","Hungary","Surgical day care places","Number",":",""
"2016","Hungary","Oncological day care place","Number",":",""
"2016","Hungary","Psychiatric day care place","Number",":",""
"2016","Hungary","Geriatric day care places","Number",":",""
"2016","Malta","Operation theatres in hospital","Number","48.00",""
"2016","Malta","Day care places altogether","Number","195.00",""
"2016","Malta","Surgical day care places","Number",":",""
"2016","Malta","Oncological day care place","Number","27.00",""
"2016","Malta","Psychiatric day care place","Number",":",""
"2016","Malta","Geriatric day care places","Number","30.00",""
"2016","Netherlands","Operation theatres in hospital","Number","1 225.00",""
"2016","Netherlands","Day care places altogether","Number","5 381.00",""
"2016","Netherlands","Surgical day care places","Number",":",""
"2016","Netherlands","Oncological day care place","Number",":",""
"2016","Netherlands","Psychiatric day care place","Number",":",""
"2016","Netherlands","Geriatric day care places","Number",":",""
"2016","Austria","Operation theatres in hospital","Number","308.00","e"
"2016","Austria","Day care places altogether","Number",":",""
"2016","Austria","Surgical day care places","Number",":",""
"2016","Austria","Oncological day care place","Number",":",""
"2016","Austria","Psychiatric day care place","Number",":",""
"2016","Austria","Geriatric day care places","Number",":",""
"2016","Poland","Operation theatres in hospital","Number","3 568.00",""
"2016","Poland","Day care places altogether","Number","7 261.00",""
"2016","Poland","Surgical day care places","Number",":",""
"2016","Poland","Oncological day care place","Number",":",""
"2016","Poland","Psychiatric day care place","Number",":",""
"2016","Poland","Geriatric day care places","Number",":",""
"2016","Portugal","Operation theatres in hospital","Number","908.00",""
"2016","Portugal","Day care places altogether","Number","1 960.00",""
"2016","Portugal","Surgical day care places","Number",":",""
"2016","Portugal","Oncological day care place","Number",":",""
"2016","Portugal","Psychiatric day care place","Number",":",""
"2016","Portugal","Geriatric day care places","Number",":",""
"2016","Romania","Operation theatres in hospital","Number","1 875.00",""
"2016","Romania","Day care places altogether","Number","7 945.00",""
"2016","Romania","Surgical day care places","Number","892.00",""
"2016","Romania","Oncological day care place","Number","673.00",""
"2016","Romania","Psychiatric day care place","Number","286.00",""
"2016","Romania","Geriatric day care places","Number","2.00",""
"2016","Slovenia","Operation theatres in hospital","Number","170.00",""
"2016","Slovenia","Day care places altogether","Number",":",""
"2016","Slovenia","Surgical day care places","Number",":",""
"2016","Slovenia","Oncological day care place","Number",":",""
"2016","Slovenia","Psychiatric day care place","Number",":",""
"2016","Slovenia","Geriatric day care places","Number",":",""
"2016","Slovakia","Operation theatres in hospital","Number",":",""
"2016","Slovakia","Day care places altogether","Number","5 046.00",""
"2016","Slovakia","Surgical day care places","Number","2 775.00",""
"2016","Slovakia","Oncological day care place","Number","10.00",""
"2016","Slovakia","Psychiatric day care place","Number","531.00",""
"2016","Slovakia","Geriatric day care places","Number","27.00",""
"2016","Liechtenstein","Operation theatres in hospital","Number","4.00",""
"2016","Liechtenstein","Day care places altogether","Number","14.00",""
"2016","Liechtenstein","Surgical day care places","Number","11.00",""
"2016","Liechtenstein","Oncological day care place","Number","3.00",""
"2016","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2016","Liechtenstein","Geriatric day care places","Number","0.00",""
"2016","Switzerland","Operation theatres in hospital","Number","997.00",""
"2016","Switzerland","Day care places altogether","Number",":",""
"2016","Switzerland","Surgical day care places","Number",":",""
"2016","Switzerland","Oncological day care place","Number",":",""
"2016","Switzerland","Psychiatric day care place","Number",":",""
"2016","Switzerland","Geriatric day care places","Number",":",""
"2016","United Kingdom","Operation theatres in hospital","Number","3 826.00","e"
"2016","United Kingdom","Day care places altogether","Number","15 047.00","e"
"2016","United Kingdom","Surgical day care places","Number",":",""
"2016","United Kingdom","Oncological day care place","Number",":",""
"2016","United Kingdom","Psychiatric day care place","Number",":",""
"2016","United Kingdom","Geriatric day care places","Number",":",""
"2016","North Macedonia","Operation theatres in hospital","Number",":",""
"2016","North Macedonia","Day care places altogether","Number","152.00",""
"2016","North Macedonia","Surgical day care places","Number","0.00",""
"2016","North Macedonia","Oncological day care place","Number","33.00",""
"2016","North Macedonia","Psychiatric day care place","Number","10.00",""
"2016","North Macedonia","Geriatric day care places","Number","0.00",""
"2016","Serbia","Operation theatres in hospital","Number","520.00","b"
"2016","Serbia","Day care places altogether","Number","3 013.00",""
"2016","Serbia","Surgical day care places","Number","643.00",""
"2016","Serbia","Oncological day care place","Number","279.00",""
"2016","Serbia","Psychiatric day care place","Number","1 157.00",""
"2016","Serbia","Geriatric day care places","Number","2.00",""
"2016","Turkey","Operation theatres in hospital","Number","6 126.00",""
"2016","Turkey","Day care places altogether","Number",":",""
"2016","Turkey","Surgical day care places","Number",":",""
"2016","Turkey","Oncological day care place","Number",":",""
"2016","Turkey","Psychiatric day care place","Number",":",""
"2016","Turkey","Geriatric day care places","Number",":",""
"2017","Belgium","Operation theatres in hospital","Number","1 393.00",""
"2017","Belgium","Day care places altogether","Number",":",""
"2017","Belgium","Surgical day care places","Number","3 479.00",""
"2017","Belgium","Oncological day care place","Number","1 514.00",""
"2017","Belgium","Psychiatric day care place","Number","2 656.00",""
"2017","Belgium","Geriatric day care places","Number","530.00",""
"2017","Bulgaria","Operation theatres in hospital","Number",":",""
"2017","Bulgaria","Day care places altogether","Number","2 187.00","d"
"2017","Bulgaria","Surgical day care places","Number",":",""
"2017","Bulgaria","Oncological day care place","Number",":",""
"2017","Bulgaria","Psychiatric day care place","Number","917.00","d"
"2017","Bulgaria","Geriatric day care places","Number",":",""
"2017","Czechia","Operation theatres in hospital","Number","876.00",""
"2017","Czechia","Day care places altogether","Number",":",""
"2017","Czechia","Surgical day care places","Number",":",""
"2017","Czechia","Oncological day care place","Number",":",""
"2017","Czechia","Psychiatric day care place","Number",":",""
"2017","Czechia","Geriatric day care places","Number",":",""
"2017","Denmark","Operation theatres in hospital","Number",":",""
"2017","Denmark","Day care places altogether","Number",":",""
"2017","Denmark","Surgical day care places","Number",":",""
"2017","Denmark","Oncological day care place","Number",":",""
"2017","Denmark","Psychiatric day care place","Number",":",""
"2017","Denmark","Geriatric day care places","Number",":",""
"2017","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2017","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number","30 698.00",""
"2017","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number","314.00",""
"2017","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number","1 019.00",""
"2017","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number","21 044.00",""
"2017","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number","2 495.00",""
"2017","Estonia","Operation theatres in hospital","Number","132.00",""
"2017","Estonia","Day care places altogether","Number","355.00",""
"2017","Estonia","Surgical day care places","Number",":",""
"2017","Estonia","Oncological day care place","Number",":",""
"2017","Estonia","Psychiatric day care place","Number",":",""
"2017","Estonia","Geriatric day care places","Number",":",""
"2017","Ireland","Operation theatres in hospital","Number","265.00",""
"2017","Ireland","Day care places altogether","Number","2 170.00",""
"2017","Ireland","Surgical day care places","Number",":",""
"2017","Ireland","Oncological day care place","Number",":",""
"2017","Ireland","Psychiatric day care place","Number",":",""
"2017","Ireland","Geriatric day care places","Number",":",""
"2017","Greece","Operation theatres in hospital","Number","1 333.00",""
"2017","Greece","Day care places altogether","Number","3 957.00",""
"2017","Greece","Surgical day care places","Number","281.00",""
"2017","Greece","Oncological day care place","Number","553.00",""
"2017","Greece","Psychiatric day care place","Number","120.00",""
"2017","Greece","Geriatric day care places","Number",":",""
"2017","Spain","Operation theatres in hospital","Number","4 533.00",""
"2017","Spain","Day care places altogether","Number","18 620.00",""
"2017","Spain","Surgical day care places","Number","3 207.00",""
"2017","Spain","Oncological day care place","Number","8 701.00",""
"2017","Spain","Psychiatric day care place","Number","4 381.00",""
"2017","Spain","Geriatric day care places","Number","2 331.00",""
"2017","France","Operation theatres in hospital","Number","10 774.00",""
"2017","France","Day care places altogether","Number","75 452.00",""
"2017","France","Surgical day care places","Number","18 353.00",""
"2017","France","Oncological day care place","Number","6 672.00",""
"2017","France","Psychiatric day care place","Number","29 512.00",""
"2017","France","Geriatric day care places","Number","626.00",""
"2017","Croatia","Operation theatres in hospital","Number","450.00",""
"2017","Croatia","Day care places altogether","Number","3 765.00",""
"2017","Croatia","Surgical day care places","Number","692.00",""
"2017","Croatia","Oncological day care place","Number","161.00",""
"2017","Croatia","Psychiatric day care place","Number","1 272.00",""
"2017","Croatia","Geriatric day care places","Number","0.00",""
"2017","Italy","Operation theatres in hospital","Number","6 191.00",""
"2017","Italy","Day care places altogether","Number","14 074.00",""
"2017","Italy","Surgical day care places","Number","8 172.00",""
"2017","Italy","Oncological day care place","Number","2 286.00",""
"2017","Italy","Psychiatric day care place","Number","506.00",""
"2017","Italy","Geriatric day care places","Number","102.00",""
"2017","Cyprus","Operation theatres in hospital","Number","121.00",""
"2017","Cyprus","Day care places altogether","Number","432.00",""
"2017","Cyprus","Surgical day care places","Number","78.00",""
"2017","Cyprus","Oncological day care place","Number","77.00",""
"2017","Cyprus","Psychiatric day care place","Number","0.00",""
"2017","Cyprus","Geriatric day care places","Number","0.00",""
"2017","Latvia","Operation theatres in hospital","Number","297.00",""
"2017","Latvia","Day care places altogether","Number","1 709.00",""
"2017","Latvia","Surgical day care places","Number",":",""
"2017","Latvia","Oncological day care place","Number",":",""
"2017","Latvia","Psychiatric day care place","Number","212.00",""
"2017","Latvia","Geriatric day care places","Number",":",""
"2017","Lithuania","Operation theatres in hospital","Number",":",""
"2017","Lithuania","Day care places altogether","Number","210.00","e"
"2017","Lithuania","Surgical day care places","Number",":",""
"2017","Lithuania","Oncological day care place","Number",":",""
"2017","Lithuania","Psychiatric day care place","Number",":",""
"2017","Lithuania","Geriatric day care places","Number",":",""
"2017","Luxembourg","Operation theatres in hospital","Number","58.00","b"
"2017","Luxembourg","Day care places altogether","Number",":",""
"2017","Luxembourg","Surgical day care places","Number",":",""
"2017","Luxembourg","Oncological day care place","Number",":",""
"2017","Luxembourg","Psychiatric day care place","Number",":",""
"2017","Luxembourg","Geriatric day care places","Number",":",""
"2017","Hungary","Operation theatres in hospital","Number",":",""
"2017","Hungary","Day care places altogether","Number",":",""
"2017","Hungary","Surgical day care places","Number",":",""
"2017","Hungary","Oncological day care place","Number",":",""
"2017","Hungary","Psychiatric day care place","Number",":",""
"2017","Hungary","Geriatric day care places","Number",":",""
"2017","Malta","Operation theatres in hospital","Number","52.00",""
"2017","Malta","Day care places altogether","Number","224.00",""
"2017","Malta","Surgical day care places","Number",":",""
"2017","Malta","Oncological day care place","Number","27.00",""
"2017","Malta","Psychiatric day care place","Number",":",""
"2017","Malta","Geriatric day care places","Number","30.00",""
"2017","Netherlands","Operation theatres in hospital","Number","1 167.00",""
"2017","Netherlands","Day care places altogether","Number","5 126.00",""
"2017","Netherlands","Surgical day care places","Number",":",""
"2017","Netherlands","Oncological day care place","Number",":",""
"2017","Netherlands","Psychiatric day care place","Number",":",""
"2017","Netherlands","Geriatric day care places","Number",":",""
"2017","Austria","Operation theatres in hospital","Number","337.00","e"
"2017","Austria","Day care places altogether","Number",":",""
"2017","Austria","Surgical day care places","Number",":",""
"2017","Austria","Oncological day care place","Number",":",""
"2017","Austria","Psychiatric day care place","Number",":",""
"2017","Austria","Geriatric day care places","Number",":",""
"2017","Poland","Operation theatres in hospital","Number","3 587.00",""
"2017","Poland","Day care places altogether","Number","6 865.00",""
"2017","Poland","Surgical day care places","Number",":",""
"2017","Poland","Oncological day care place","Number",":",""
"2017","Poland","Psychiatric day care place","Number",":",""
"2017","Poland","Geriatric day care places","Number",":",""
"2017","Portugal","Operation theatres in hospital","Number","890.00",""
"2017","Portugal","Day care places altogether","Number","2 052.00",""
"2017","Portugal","Surgical day care places","Number",":",""
"2017","Portugal","Oncological day care place","Number",":",""
"2017","Portugal","Psychiatric day care place","Number",":",""
"2017","Portugal","Geriatric day care places","Number",":",""
"2017","Romania","Operation theatres in hospital","Number","1 894.00",""
"2017","Romania","Day care places altogether","Number","8 072.00",""
"2017","Romania","Surgical day care places","Number","840.00",""
"2017","Romania","Oncological day care place","Number","692.00",""
"2017","Romania","Psychiatric day care place","Number","279.00",""
"2017","Romania","Geriatric day care places","Number","4.00",""
"2017","Slovenia","Operation theatres in hospital","Number","177.00",""
"2017","Slovenia","Day care places altogether","Number",":",""
"2017","Slovenia","Surgical day care places","Number",":",""
"2017","Slovenia","Oncological day care place","Number",":",""
"2017","Slovenia","Psychiatric day care place","Number",":",""
"2017","Slovenia","Geriatric day care places","Number",":",""
"2017","Slovakia","Operation theatres in hospital","Number",":",""
"2017","Slovakia","Day care places altogether","Number","5 116.00",""
"2017","Slovakia","Surgical day care places","Number","2 815.00",""
"2017","Slovakia","Oncological day care place","Number","0.00",""
"2017","Slovakia","Psychiatric day care place","Number","541.00",""
"2017","Slovakia","Geriatric day care places","Number","27.00",""
"2017","Liechtenstein","Operation theatres in hospital","Number","6.00",""
"2017","Liechtenstein","Day care places altogether","Number","17.00",""
"2017","Liechtenstein","Surgical day care places","Number","12.00",""
"2017","Liechtenstein","Oncological day care place","Number","5.00",""
"2017","Liechtenstein","Psychiatric day care place","Number","0.00",""
"2017","Liechtenstein","Geriatric day care places","Number","0.00",""
"2017","Switzerland","Operation theatres in hospital","Number","1 015.00",""
"2017","Switzerland","Day care places altogether","Number",":",""
"2017","Switzerland","Surgical day care places","Number",":",""
"2017","Switzerland","Oncological day care place","Number",":",""
"2017","Switzerland","Psychiatric day care place","Number",":",""
"2017","Switzerland","Geriatric day care places","Number",":",""
"2017","United Kingdom","Operation theatres in hospital","Number",":",""
"2017","United Kingdom","Day care places altogether","Number",":",""
"2017","United Kingdom","Surgical day care places","Number",":",""
"2017","United Kingdom","Oncological day care place","Number",":",""
"2017","United Kingdom","Psychiatric day care place","Number",":",""
"2017","United Kingdom","Geriatric day care places","Number",":",""
"2017","North Macedonia","Operation theatres in hospital","Number",":",""
"2017","North Macedonia","Day care places altogether","Number","293.00",""
"2017","North Macedonia","Surgical day care places","Number","0.00",""
"2017","North Macedonia","Oncological day care place","Number","66.00",""
"2017","North Macedonia","Psychiatric day care place","Number","12.00",""
"2017","North Macedonia","Geriatric day care places","Number","0.00",""
"2017","Serbia","Operation theatres in hospital","Number","539.00",""
"2017","Serbia","Day care places altogether","Number","3 072.00",""
"2017","Serbia","Surgical day care places","Number","678.00",""
"2017","Serbia","Oncological day care place","Number","269.00",""
"2017","Serbia","Psychiatric day care place","Number","1 067.00",""
"2017","Serbia","Geriatric day care places","Number","2.00",""
"2017","Turkey","Operation theatres in hospital","Number","6 403.00",""
"2017","Turkey","Day care places altogether","Number",":",""
"2017","Turkey","Surgical day care places","Number",":",""
"2017","Turkey","Oncological day care place","Number",":",""
"2017","Turkey","Psychiatric day care place","Number",":",""
"2017","Turkey","Geriatric day care places","Number",":",""
"2018","Belgium","Operation theatres in hospital","Number","1 414.00",""
"2018","Belgium","Day care places altogether","Number",":",""
"2018","Belgium","Surgical day care places","Number","3 587.00",""
"2018","Belgium","Oncological day care place","Number","1 611.00",""
"2018","Belgium","Psychiatric day care place","Number","2 653.00",""
"2018","Belgium","Geriatric day care places","Number","578.00",""
"2018","Bulgaria","Operation theatres in hospital","Number",":",""
"2018","Bulgaria","Day care places altogether","Number","2 339.00","d"
"2018","Bulgaria","Surgical day care places","Number",":",""
"2018","Bulgaria","Oncological day care place","Number",":",""
"2018","Bulgaria","Psychiatric day care place","Number","1 133.00","d"
"2018","Bulgaria","Geriatric day care places","Number",":",""
"2018","Czechia","Operation theatres in hospital","Number","866.00",""
"2018","Czechia","Day care places altogether","Number",":",""
"2018","Czechia","Surgical day care places","Number",":",""
"2018","Czechia","Oncological day care place","Number",":",""
"2018","Czechia","Psychiatric day care place","Number",":",""
"2018","Czechia","Geriatric day care places","Number",":",""
"2018","Denmark","Operation theatres in hospital","Number",":",""
"2018","Denmark","Day care places altogether","Number",":",""
"2018","Denmark","Surgical day care places","Number",":",""
"2018","Denmark","Oncological day care place","Number",":",""
"2018","Denmark","Psychiatric day care place","Number",":",""
"2018","Denmark","Geriatric day care places","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Operation theatres in hospital","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Day care places altogether","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Surgical day care places","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Oncological day care place","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Psychiatric day care place","Number",":",""
"2018","Germany (until 1990 former territory of the FRG)","Geriatric day care places","Number",":",""
"2018","Estonia","Operation theatres in hospital","Number","134.00",""
"2018","Estonia","Day care places altogether","Number","349.00",""
"2018","Estonia","Surgical day care places","Number",":",""
"2018","Estonia","Oncological day care place","Number",":",""
"2018","Estonia","Psychiatric day care place","Number",":",""
"2018","Estonia","Geriatric day care places","Number",":",""
"2018","Ireland","Operation theatres in hospital","Number","266.00",""
"2018","Ireland","Day care places altogether","Number","2 880.00","b"
"2018","Ireland","Surgical day care places","Number",":",""
"2018","Ireland","Oncological day care place","Number",":",""
"2018","Ireland","Psychiatric day care place","Number",":",""
"2018","Ireland","Geriatric day care places","Number",":",""
"2018","Greece","Operation theatres in hospital","Number","1 334.00",""
"2018","Greece","Day care places altogether","Number","4 253.00",""
"2018","Greece","Surgical day care places","Number","269.00",""
"2018","Greece","Oncological day care place","Number","579.00",""
"2018","Greece","Psychiatric day care place","Number","100.00",""
"2018","Greece","Geriatric day care places","Number",":",""
"2018","Spain","Operation theatres in hospital","Number","4 573.00","p"
"2018","Spain","Day care places altogether","Number","19 483.00","p"
"2018","Spain","Surgical day care places","Number","3 309.00","p"
