"TIME","GEO","UNIT","ICD9CM","Value","Value_imp"
2009,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Estonia","Per hundred thousand inhabitants","Haemodialysis",48.98,TRUE
2009,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",29.47,FALSE
2009,"Ireland","Number","Transplantation of kidney and haemodialysis",3505,FALSE
2009,"Ireland","Number","Haemodialysis",1660,FALSE
2009,"Ireland","Number","Transplantation of kidney",1845,FALSE
2009,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",78.61,FALSE
2009,"Ireland","Per hundred thousand inhabitants","Haemodialysis",37.23,FALSE
2009,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",41.38,FALSE
2009,"Greece","Number","Transplantation of kidney and haemodialysis",12018,FALSE
2009,"Greece","Number","Haemodialysis",9589,FALSE
2009,"Greece","Number","Transplantation of kidney",2429,FALSE
2009,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",106.52,FALSE
2009,"Greece","Per hundred thousand inhabitants","Haemodialysis",84.99,FALSE
2009,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.53,FALSE
2009,"Spain","Number","Transplantation of kidney and haemodialysis",46093,FALSE
2009,"Spain","Number","Haemodialysis",23391,FALSE
2009,"Spain","Number","Transplantation of kidney",22702,FALSE
2009,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",100.4,FALSE
2009,"Spain","Per hundred thousand inhabitants","Haemodialysis",50.95,FALSE
2009,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",49.45,FALSE
2009,"France","Number","Transplantation of kidney and haemodialysis",62739,FALSE
2009,"France","Number","Haemodialysis",33558,FALSE
2009,"France","Number","Transplantation of kidney",29181,FALSE
2009,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",97.26,FALSE
2009,"France","Per hundred thousand inhabitants","Haemodialysis",52.02,FALSE
2009,"France","Per hundred thousand inhabitants","Transplantation of kidney",45.24,FALSE
2009,"Croatia","Number","Transplantation of kidney and haemodialysis",4124,FALSE
2009,"Croatia","Number","Haemodialysis",2968,FALSE
2009,"Croatia","Number","Transplantation of kidney",1156,FALSE
2009,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",93.08,FALSE
2009,"Croatia","Per hundred thousand inhabitants","Haemodialysis",66.99,FALSE
2009,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",26.09,FALSE
2009,"Italy","Number","Transplantation of kidney and haemodialysis",58804,FALSE
2009,"Italy","Number","Haemodialysis",45892,FALSE
2009,"Italy","Number","Transplantation of kidney",12912,FALSE
2009,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",97.69,FALSE
2009,"Italy","Per hundred thousand inhabitants","Haemodialysis",76.24,FALSE
2009,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",21.45,FALSE
2009,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2009,"Lithuania","Number","Haemodialysis",1888,TRUE
2009,"Lithuania","Number","Transplantation of kidney",579,FALSE
2009,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2009,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",61.15,TRUE
2009,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",17.34,FALSE
2009,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Luxembourg","Number","Haemodialysis",289,FALSE
2009,"Luxembourg","Number","Transplantation of kidney",2000,TRUE
2009,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",58.06,FALSE
2009,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Hungary","Number","Transplantation of kidney and haemodialysis",8942,FALSE
2009,"Hungary","Number","Haemodialysis",6414,FALSE
2009,"Hungary","Number","Transplantation of kidney",2528,FALSE
2009,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",89.22,FALSE
2009,"Hungary","Per hundred thousand inhabitants","Haemodialysis",64,FALSE
2009,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",25.22,FALSE
2009,"Malta","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Malta","Number","Haemodialysis",519,TRUE
2009,"Malta","Number","Transplantation of kidney",2000,TRUE
2009,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Malta","Per hundred thousand inhabitants","Haemodialysis",61.15,TRUE
2009,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Netherlands","Number","Transplantation of kidney and haemodialysis",13449,FALSE
2009,"Netherlands","Number","Haemodialysis",6082,FALSE
2009,"Netherlands","Number","Transplantation of kidney",7367,FALSE
2009,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",81.36,FALSE
2009,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",36.79,FALSE
2009,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",44.57,FALSE
2009,"Austria","Number","Transplantation of kidney and haemodialysis",8154,FALSE
2009,"Austria","Number","Haemodialysis",4176,FALSE
2009,"Austria","Number","Transplantation of kidney",3978,FALSE
2009,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",97.47,FALSE
2009,"Austria","Per hundred thousand inhabitants","Haemodialysis",49.92,FALSE
2009,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",47.55,FALSE
2009,"Poland","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Poland","Number","Haemodialysis",27447,FALSE
2009,"Poland","Number","Transplantation of kidney",2000,TRUE
2009,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Poland","Per hundred thousand inhabitants","Haemodialysis",71.94,FALSE
2009,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Portugal","Number","Transplantation of kidney and haemodialysis",16010,FALSE
2009,"Portugal","Number","Haemodialysis",10217,FALSE
2009,"Portugal","Number","Transplantation of kidney",5793,FALSE
2009,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",150.58,FALSE
2009,"Portugal","Per hundred thousand inhabitants","Haemodialysis",96.09,FALSE
2009,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",54.48,FALSE
2009,"Romania","Number","Transplantation of kidney and haemodialysis",9304,FALSE
2009,"Romania","Number","Haemodialysis",9304,FALSE
2009,"Romania","Number","Transplantation of kidney",2240,TRUE
2009,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",43.31,FALSE
2009,"Romania","Per hundred thousand inhabitants","Haemodialysis",43.31,FALSE
2009,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2009,"Slovakia","Number","Haemodialysis",3002,FALSE
2009,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2009,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2009,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",55.4,FALSE
2009,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2009,"Finland","Number","Transplantation of kidney and haemodialysis",4171,FALSE
2009,"Finland","Number","Haemodialysis",1716,FALSE
2009,"Finland","Number","Transplantation of kidney",2455,FALSE
2009,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",78.13,FALSE
2009,"Finland","Per hundred thousand inhabitants","Haemodialysis",32.14,FALSE
2009,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",45.98,FALSE
2009,"Iceland","Number","Transplantation of kidney and haemodialysis",172,FALSE
2009,"Iceland","Number","Haemodialysis",61,FALSE
2009,"Iceland","Number","Transplantation of kidney",111,FALSE
2009,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",54,FALSE
2009,"Iceland","Per hundred thousand inhabitants","Haemodialysis",19.15,FALSE
2009,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",34.85,FALSE
2009,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,TRUE
2009,"Liechtenstein","Number","Haemodialysis",0,TRUE
2009,"Liechtenstein","Number","Transplantation of kidney",0,TRUE
2009,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,TRUE
2009,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,TRUE
2009,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,TRUE
2009,"Switzerland","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Switzerland","Number","Haemodialysis",2705,TRUE
2009,"Switzerland","Number","Transplantation of kidney",2000,TRUE
2009,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",48.98,TRUE
2009,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"United Kingdom","Number","Transplantation of kidney and haemodialysis",49080,FALSE
2009,"United Kingdom","Number","Haemodialysis",25796,FALSE
2009,"United Kingdom","Number","Transplantation of kidney",23284,FALSE
2009,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",79.4,FALSE
2009,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",41.73,FALSE
2009,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",37.67,FALSE
2009,"Serbia","Number","Transplantation of kidney and haemodialysis",4705,TRUE
2009,"Serbia","Number","Haemodialysis",4496,FALSE
2009,"Serbia","Number","Transplantation of kidney",2000,TRUE
2009,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.19,TRUE
2009,"Serbia","Per hundred thousand inhabitants","Haemodialysis",61.41,FALSE
2009,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",35.96,TRUE
2009,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,TRUE
2009,"Turkey","Number","Haemodialysis",54135,FALSE
2009,"Turkey","Number","Transplantation of kidney",5743,TRUE
2009,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,TRUE
2009,"Turkey","Per hundred thousand inhabitants","Haemodialysis",75.15,FALSE
2009,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,TRUE
2010,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2010,"Belgium","Number","Haemodialysis",6475,TRUE
2010,"Belgium","Number","Transplantation of kidney",4473,TRUE
2010,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2010,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2010,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2010,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2010,"Bulgaria","Number","Haemodialysis",6765,TRUE
2010,"Bulgaria","Number","Transplantation of kidney",2121,TRUE
2010,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",101.6,TRUE
2010,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",64.45,TRUE
2010,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Czechia","Number","Transplantation of kidney and haemodialysis",10665,FALSE
2010,"Czechia","Number","Haemodialysis",6765,FALSE
2010,"Czechia","Number","Transplantation of kidney",3900,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",101.6,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Haemodialysis",64.45,FALSE
2010,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",37.15,FALSE
2010,"Denmark","Number","Transplantation of kidney and haemodialysis",4734,FALSE
2010,"Denmark","Number","Haemodialysis",2613,FALSE
2010,"Denmark","Number","Transplantation of kidney",2121,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Haemodialysis",47.1,FALSE
2010,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",38.23,FALSE
2010,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",105.68,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2010,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2010,"Estonia","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Estonia","Number","Haemodialysis",2613,TRUE
2010,"Estonia","Number","Transplantation of kidney",400,FALSE
2010,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Haemodialysis",47.1,TRUE
2010,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",29.85,FALSE
2010,"Ireland","Number","Transplantation of kidney and haemodialysis",3665,FALSE
2010,"Ireland","Number","Haemodialysis",1759,FALSE
2010,"Ireland","Number","Transplantation of kidney",1906,FALSE
2010,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",81.1,FALSE
2010,"Ireland","Per hundred thousand inhabitants","Haemodialysis",38.93,FALSE
2010,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",42.18,FALSE
2010,"Greece","Number","Transplantation of kidney and haemodialysis",12212,FALSE
2010,"Greece","Number","Haemodialysis",9803,FALSE
2010,"Greece","Number","Transplantation of kidney",2409,FALSE
2010,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",108,FALSE
2010,"Greece","Per hundred thousand inhabitants","Haemodialysis",86.69,FALSE
2010,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.3,FALSE
2010,"Spain","Number","Transplantation of kidney and haemodialysis",46050,FALSE
2010,"Spain","Number","Haemodialysis",23348,FALSE
2010,"Spain","Number","Transplantation of kidney",22702,FALSE
2010,"Spain","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",99.95,FALSE
2010,"Spain","Per hundred thousand inhabitants","Haemodialysis",50.68,FALSE
2010,"Spain","Per hundred thousand inhabitants","Transplantation of kidney",49.28,FALSE
2010,"France","Number","Transplantation of kidney and haemodialysis",67270,FALSE
2010,"France","Number","Haemodialysis",37430,FALSE
2010,"France","Number","Transplantation of kidney",29840,FALSE
2010,"France","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.77,FALSE
2010,"France","Per hundred thousand inhabitants","Haemodialysis",57.74,FALSE
2010,"France","Per hundred thousand inhabitants","Transplantation of kidney",46.03,FALSE
2010,"Croatia","Number","Transplantation of kidney and haemodialysis",4257,FALSE
2010,"Croatia","Number","Haemodialysis",2942,FALSE
2010,"Croatia","Number","Transplantation of kidney",1315,FALSE
2010,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",96.34,FALSE
2010,"Croatia","Per hundred thousand inhabitants","Haemodialysis",66.58,FALSE
2010,"Croatia","Per hundred thousand inhabitants","Transplantation of kidney",29.76,FALSE
2010,"Italy","Number","Transplantation of kidney and haemodialysis",56497,TRUE
2010,"Italy","Number","Haemodialysis",45025,TRUE
2010,"Italy","Number","Transplantation of kidney",14256,FALSE
2010,"Italy","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",94.43,TRUE
2010,"Italy","Per hundred thousand inhabitants","Haemodialysis",75.25,TRUE
2010,"Italy","Per hundred thousand inhabitants","Transplantation of kidney",23.57,FALSE
2010,"Lithuania","Number","Transplantation of kidney and haemodialysis",2671,TRUE
2010,"Lithuania","Number","Haemodialysis",1888,TRUE
2010,"Lithuania","Number","Transplantation of kidney",590,FALSE
2010,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",90.31,TRUE
2010,"Lithuania","Per hundred thousand inhabitants","Haemodialysis",63.83,TRUE
2010,"Lithuania","Per hundred thousand inhabitants","Transplantation of kidney",18.49,FALSE
2010,"Luxembourg","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Luxembourg","Number","Haemodialysis",282,FALSE
2010,"Luxembourg","Number","Transplantation of kidney",2121,TRUE
2010,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Luxembourg","Per hundred thousand inhabitants","Haemodialysis",55.63,FALSE
2010,"Luxembourg","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Hungary","Number","Transplantation of kidney and haemodialysis",9227,FALSE
2010,"Hungary","Number","Haemodialysis",6545,FALSE
2010,"Hungary","Number","Transplantation of kidney",2682,FALSE
2010,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",92.27,FALSE
2010,"Hungary","Per hundred thousand inhabitants","Haemodialysis",65.45,FALSE
2010,"Hungary","Per hundred thousand inhabitants","Transplantation of kidney",26.82,FALSE
2010,"Malta","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Malta","Number","Haemodialysis",519,TRUE
2010,"Malta","Number","Transplantation of kidney",2121,TRUE
2010,"Malta","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Malta","Per hundred thousand inhabitants","Haemodialysis",64.45,TRUE
2010,"Malta","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Netherlands","Number","Transplantation of kidney and haemodialysis",14075,FALSE
2010,"Netherlands","Number","Haemodialysis",6358,FALSE
2010,"Netherlands","Number","Transplantation of kidney",7717,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.71,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Haemodialysis",38.27,FALSE
2010,"Netherlands","Per hundred thousand inhabitants","Transplantation of kidney",46.44,FALSE
2010,"Austria","Number","Transplantation of kidney and haemodialysis",8359,FALSE
2010,"Austria","Number","Haemodialysis",4256,FALSE
2010,"Austria","Number","Transplantation of kidney",4103,FALSE
2010,"Austria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",99.63,FALSE
2010,"Austria","Per hundred thousand inhabitants","Haemodialysis",50.73,FALSE
2010,"Austria","Per hundred thousand inhabitants","Transplantation of kidney",48.9,FALSE
2010,"Poland","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Poland","Number","Haemodialysis",30429,FALSE
2010,"Poland","Number","Transplantation of kidney",2121,TRUE
2010,"Poland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Poland","Per hundred thousand inhabitants","Haemodialysis",79.35,FALSE
2010,"Poland","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Portugal","Number","Transplantation of kidney and haemodialysis",16788,FALSE
2010,"Portugal","Number","Haemodialysis",10812,FALSE
2010,"Portugal","Number","Transplantation of kidney",5976,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",158.3,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Haemodialysis",101.95,FALSE
2010,"Portugal","Per hundred thousand inhabitants","Transplantation of kidney",56.35,FALSE
2010,"Romania","Number","Transplantation of kidney and haemodialysis",11235,FALSE
2010,"Romania","Number","Haemodialysis",11235,FALSE
2010,"Romania","Number","Transplantation of kidney",2240,TRUE
2010,"Romania","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",52.41,FALSE
2010,"Romania","Per hundred thousand inhabitants","Haemodialysis",52.41,FALSE
2010,"Romania","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Slovakia","Number","Transplantation of kidney and haemodialysis",4583,TRUE
2010,"Slovakia","Number","Haemodialysis",3044,FALSE
2010,"Slovakia","Number","Transplantation of kidney",1343,TRUE
2010,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",84.75,TRUE
2010,"Slovakia","Per hundred thousand inhabitants","Haemodialysis",56.28,FALSE
2010,"Slovakia","Per hundred thousand inhabitants","Transplantation of kidney",24.83,TRUE
2010,"Finland","Number","Transplantation of kidney and haemodialysis",4264,FALSE
2010,"Finland","Number","Haemodialysis",1750,FALSE
2010,"Finland","Number","Transplantation of kidney",2514,FALSE
2010,"Finland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",79.5,FALSE
2010,"Finland","Per hundred thousand inhabitants","Haemodialysis",32.63,FALSE
2010,"Finland","Per hundred thousand inhabitants","Transplantation of kidney",46.87,FALSE
2010,"Iceland","Number","Transplantation of kidney and haemodialysis",190,FALSE
2010,"Iceland","Number","Haemodialysis",71,FALSE
2010,"Iceland","Number","Transplantation of kidney",119,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",59.74,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Haemodialysis",22.32,FALSE
2010,"Iceland","Per hundred thousand inhabitants","Transplantation of kidney",37.42,FALSE
2010,"Liechtenstein","Number","Transplantation of kidney and haemodialysis",0,FALSE
2010,"Liechtenstein","Number","Haemodialysis",0,FALSE
2010,"Liechtenstein","Number","Transplantation of kidney",0,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",0,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Haemodialysis",0,FALSE
2010,"Liechtenstein","Per hundred thousand inhabitants","Transplantation of kidney",0,FALSE
2010,"Switzerland","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Switzerland","Number","Haemodialysis",2613,TRUE
2010,"Switzerland","Number","Transplantation of kidney",2121,TRUE
2010,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Switzerland","Per hundred thousand inhabitants","Haemodialysis",47.1,TRUE
2010,"Switzerland","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"United Kingdom","Number","Transplantation of kidney and haemodialysis",50965,FALSE
2010,"United Kingdom","Number","Haemodialysis",26226,FALSE
2010,"United Kingdom","Number","Transplantation of kidney",24739,FALSE
2010,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",81.84,FALSE
2010,"United Kingdom","Per hundred thousand inhabitants","Haemodialysis",42.12,FALSE
2010,"United Kingdom","Per hundred thousand inhabitants","Transplantation of kidney",39.73,FALSE
2010,"Serbia","Number","Transplantation of kidney and haemodialysis",4734,TRUE
2010,"Serbia","Number","Haemodialysis",4479,FALSE
2010,"Serbia","Number","Transplantation of kidney",2121,TRUE
2010,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.33,TRUE
2010,"Serbia","Per hundred thousand inhabitants","Haemodialysis",61.43,FALSE
2010,"Serbia","Per hundred thousand inhabitants","Transplantation of kidney",37.15,TRUE
2010,"Turkey","Number","Transplantation of kidney and haemodialysis",60635,TRUE
2010,"Turkey","Number","Haemodialysis",55587,FALSE
2010,"Turkey","Number","Transplantation of kidney",5743,TRUE
2010,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",80.52,TRUE
2010,"Turkey","Per hundred thousand inhabitants","Haemodialysis",76,FALSE
2010,"Turkey","Per hundred thousand inhabitants","Transplantation of kidney",7.64,TRUE
2011,"Belgium","Number","Transplantation of kidney and haemodialysis",10948,TRUE
2011,"Belgium","Number","Haemodialysis",6475,TRUE
2011,"Belgium","Number","Transplantation of kidney",4473,TRUE
2011,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.79,TRUE
2011,"Belgium","Per hundred thousand inhabitants","Haemodialysis",61.39,TRUE
2011,"Belgium","Per hundred thousand inhabitants","Transplantation of kidney",42.41,TRUE
2011,"Bulgaria","Number","Transplantation of kidney and haemodialysis",8228,TRUE
2011,"Bulgaria","Number","Haemodialysis",6862,TRUE
2011,"Bulgaria","Number","Transplantation of kidney",2231,TRUE
2011,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.26,TRUE
2011,"Bulgaria","Per hundred thousand inhabitants","Haemodialysis",65.38,TRUE
2011,"Bulgaria","Per hundred thousand inhabitants","Transplantation of kidney",37.88,TRUE
2011,"Czechia","Number","Transplantation of kidney and haemodialysis",10838,FALSE
2011,"Czechia","Number","Haemodialysis",6862,FALSE
2011,"Czechia","Number","Transplantation of kidney",3976,FALSE
2011,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",103.26,FALSE
2011,"Czechia","Per hundred thousand inhabitants","Haemodialysis",65.38,FALSE
2011,"Czechia","Per hundred thousand inhabitants","Transplantation of kidney",37.88,FALSE
2011,"Denmark","Number","Transplantation of kidney and haemodialysis",4789,FALSE
2011,"Denmark","Number","Haemodialysis",2558,FALSE
2011,"Denmark","Number","Transplantation of kidney",2231,FALSE
2011,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,FALSE
2011,"Denmark","Per hundred thousand inhabitants","Haemodialysis",45.92,FALSE
2011,"Denmark","Per hundred thousand inhabitants","Transplantation of kidney",40.05,FALSE
2011,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney and haemodialysis",87151,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Number","Haemodialysis",63427,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Number","Transplantation of kidney",23724,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",105.68,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Haemodialysis",76.91,TRUE
2011,"Germany (until 1990 former territory of the FRG)","Per hundred thousand inhabitants","Transplantation of kidney",30.6,TRUE
2011,"Estonia","Number","Transplantation of kidney and haemodialysis",4789,TRUE
2011,"Estonia","Number","Haemodialysis",2558,TRUE
2011,"Estonia","Number","Transplantation of kidney",405,FALSE
2011,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",85.97,TRUE
2011,"Estonia","Per hundred thousand inhabitants","Haemodialysis",45.92,TRUE
2011,"Estonia","Per hundred thousand inhabitants","Transplantation of kidney",30.23,FALSE
2011,"Ireland","Number","Transplantation of kidney and haemodialysis",3775,FALSE
2011,"Ireland","Number","Haemodialysis",1768,FALSE
2011,"Ireland","Number","Transplantation of kidney",2007,FALSE
2011,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",82.49,FALSE
2011,"Ireland","Per hundred thousand inhabitants","Haemodialysis",38.63,FALSE
2011,"Ireland","Per hundred thousand inhabitants","Transplantation of kidney",43.86,FALSE
2011,"Greece","Number","Transplantation of kidney and haemodialysis",12018,TRUE
2011,"Greece","Number","Haemodialysis",9589,TRUE
2011,"Greece","Number","Transplantation of kidney",2409,TRUE
2011,"Greece","Per hundred thousand inhabitants","Transplantation of kidney and haemodialysis",106.52,TRUE
2011,"Greece","Per hundred thousand inhabitants","Haemodialysis",84.99,TRUE
2011,"Greece","Per hundred thousand inhabitants","Transplantation of kidney",21.3,TRUE
2011,"Spain","Number","Transplantation of kidney and haemodialysis",47771,FALSE
2011,"Spain","Number","Haemodialysis",23647,FALSE
2011,"Spain","Number","Transplantation of kidney",24124,FALSE
