"TIME","GEO","UNIT","SEX","ICD10","Value","Flag and Footnotes"
"2015","Cyprus","Number","Total","Other sepsis","87",""
"2015","Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","165",""
"2015","Cyprus","Number","Total","Pneumonia, organism unspecified","70",""
"2015","Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","280",""
"2015","Latvia","Number","Total","Other sepsis","30",""
"2015","Latvia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","391",""
"2015","Latvia","Number","Total","Pneumonia, organism unspecified","336",""
"2015","Lithuania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","298",""
"2015","Lithuania","Number","Total","Other sepsis","431",""
"2015","Lithuania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","746",""
"2015","Lithuania","Number","Total","Pneumonia, organism unspecified","487",""
"2015","Luxembourg","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","23",""
"2015","Luxembourg","Number","Total","Other sepsis","46",""
"2015","Luxembourg","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","100",""
"2015","Luxembourg","Number","Total","Pneumonia, organism unspecified","83",""
"2015","Hungary","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","835",""
"2015","Hungary","Number","Total","Other sepsis","47",""
"2015","Hungary","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 601",""
"2015","Hungary","Number","Total","Pneumonia, organism unspecified","360",""
"2015","Malta","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","10",""
"2015","Malta","Number","Total","Other sepsis","13",""
"2015","Malta","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","143",""
"2015","Malta","Number","Total","Pneumonia, organism unspecified","102",""
"2015","Netherlands","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 618",""
"2015","Netherlands","Number","Total","Other sepsis","1 896",""
"2015","Netherlands","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 340",""
"2015","Netherlands","Number","Total","Pneumonia, organism unspecified","3 308",""
"2015","Austria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","682",""
"2015","Austria","Number","Total","Other sepsis","174",""
"2015","Austria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 238",""
"2015","Austria","Number","Total","Pneumonia, organism unspecified","918",""
"2015","Poland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 743",""
"2015","Poland","Number","Total","Other sepsis","178",""
"2015","Poland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","9 032",""
"2015","Poland","Number","Total","Pneumonia, organism unspecified","11 223",""
"2015","Portugal","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 131",""
"2015","Portugal","Number","Total","Other sepsis","862",""
"2015","Portugal","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4 934",""
"2015","Portugal","Number","Total","Pneumonia, organism unspecified","5 542",""
"2015","Romania","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 644",""
"2015","Romania","Number","Total","Other sepsis","1 092",""
"2015","Romania","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 177",""
"2015","Romania","Number","Total","Pneumonia, organism unspecified","6 729",""
"2015","Slovenia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","58",""
"2015","Slovenia","Number","Total","Other sepsis","97",""
"2015","Slovenia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","535",""
"2015","Slovenia","Number","Total","Pneumonia, organism unspecified","526",""
"2015","Slovakia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","214",""
"2015","Slovakia","Number","Total","Other sepsis","288",""
"2015","Slovakia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 504",""
"2015","Slovakia","Number","Total","Pneumonia, organism unspecified","1 710",""
"2015","Finland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","162",""
"2015","Finland","Number","Total","Other sepsis","96",""
"2015","Finland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","679",""
"2015","Finland","Number","Total","Pneumonia, organism unspecified","117",""
"2015","Sweden","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 219",""
"2015","Sweden","Number","Total","Other sepsis","1 079",""
"2015","Sweden","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 646",""
"2015","Sweden","Number","Total","Pneumonia, organism unspecified","1 930",""
"2015","Iceland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","13",""
"2015","Iceland","Number","Total","Other sepsis","13",""
"2015","Iceland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","27",""
"2015","Iceland","Number","Total","Pneumonia, organism unspecified","55",""
"2015","Liechtenstein","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","4",""
"2015","Liechtenstein","Number","Total","Other sepsis","1",""
"2015","Liechtenstein","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","4",""
"2015","Liechtenstein","Number","Total","Pneumonia, organism unspecified","12",""
"2015","Norway","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","638",""
"2015","Norway","Number","Total","Other sepsis","304",""
"2015","Norway","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","938",""
"2015","Norway","Number","Total","Pneumonia, organism unspecified","1 447",""
"2015","Switzerland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","653",""
"2015","Switzerland","Number","Total","Other sepsis","196",""
"2015","Switzerland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 058",""
"2015","Switzerland","Number","Total","Pneumonia, organism unspecified","1 376",""
"2015","United Kingdom","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 605",""
"2015","United Kingdom","Number","Total","Other sepsis","3 072",""
"2015","United Kingdom","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","21 479",""
"2015","United Kingdom","Number","Total","Pneumonia, organism unspecified","31 593",""
"2015","Serbia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","372",""
"2015","Serbia","Number","Total","Other sepsis","220",""
"2015","Serbia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 430",""
"2015","Serbia","Number","Total","Pneumonia, organism unspecified","1 127",""
"2015","Turkey","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","2 650",""
"2015","Turkey","Number","Total","Other sepsis","5 678",""
"2015","Turkey","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","8 988",""
"2015","Turkey","Number","Total","Pneumonia, organism unspecified","9 408",""
"2016","European Union - 27 countries (from 2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","38 300",""
"2016","European Union - 27 countries (from 2020)","Number","Total","Other sepsis","35 972",""
"2016","European Union - 27 countries (from 2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","109 346",""
"2016","European Union - 27 countries (from 2020)","Number","Total","Pneumonia, organism unspecified","91 955",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","41 818",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Other sepsis","39 146",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","130 816",""
"2016","European Union - 28 countries (2013-2020)","Number","Total","Pneumonia, organism unspecified","121 701",""
"2016","Belgium","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","1 334",""
"2016","Belgium","Number","Total","Other sepsis","808",""
"2016","Belgium","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","3 571",""
"2016","Belgium","Number","Total","Pneumonia, organism unspecified","3 787",""
"2016","Bulgaria","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","226",""
"2016","Bulgaria","Number","Total","Other sepsis","433",""
"2016","Bulgaria","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 266",""
"2016","Bulgaria","Number","Total","Pneumonia, organism unspecified","1 123",""
"2016","Czechia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","609",""
"2016","Czechia","Number","Total","Other sepsis","1 442",""
"2016","Czechia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","2 741",""
"2016","Czechia","Number","Total","Pneumonia, organism unspecified","2 499",""
"2016","Denmark","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","509",""
"2016","Denmark","Number","Total","Other sepsis","401",""
"2016","Denmark","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","1 893",""
"2016","Denmark","Number","Total","Pneumonia, organism unspecified","719",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","9 721",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Total","Other sepsis","7 329",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","17 371",""
"2016","Germany (until 1990 former territory of the FRG)","Number","Total","Pneumonia, organism unspecified","18 044",""
"2016","Estonia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","107",""
"2016","Estonia","Number","Total","Other sepsis","19",""
"2016","Estonia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","448",""
"2016","Estonia","Number","Total","Pneumonia, organism unspecified","63",""
"2016","Ireland","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","178",""
"2016","Ireland","Number","Total","Other sepsis","195",""
"2016","Ireland","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","699",""
"2016","Ireland","Number","Total","Pneumonia, organism unspecified","1 068",""
"2016","Greece","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","385",""
"2016","Greece","Number","Total","Other sepsis","3 628",""
"2016","Greece","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","7 641",""
"2016","Greece","Number","Total","Pneumonia, organism unspecified","1 132",""
"2016","Spain","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","3 177",""
"2016","Spain","Number","Total","Other sepsis","3 856",""
"2016","Spain","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","14 704",""
"2016","Spain","Number","Total","Pneumonia, organism unspecified","8 769",""
"2016","France","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 750",""
"2016","France","Number","Total","Other sepsis","4 793",""
"2016","France","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","14 303",""
"2016","France","Number","Total","Pneumonia, organism unspecified","12 723",""
"2016","France (metropolitan)","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","5 539",""
"2016","France (metropolitan)","Number","Total","Other sepsis","4 675",""
"2016","France (metropolitan)","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","13 949",""
"2016","France (metropolitan)","Number","Total","Pneumonia, organism unspecified","12 451",""
"2016","Croatia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","223",""
"2016","Croatia","Number","Total","Other sepsis","238",""
"2016","Croatia","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","988",""
"2016","Croatia","Number","Total","Pneumonia, organism unspecified","533",""
"2016","Italy","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","6 256",""
"2016","Italy","Number","Total","Other sepsis","6 594",""
"2016","Italy","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","11 993",""
"2016","Italy","Number","Total","Pneumonia, organism unspecified","10 683",""
"2016","Cyprus","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","61",""
"2016","Cyprus","Number","Total","Other sepsis","69",""
"2016","Cyprus","Number","Total","Other infectious diseases (G00, G03-G04, G06, G08-G09, H00-H01, H10, H16, H20, H30, H46, H60, H65-H66, H68, H70, I00-I02, I30, I33, I38, I40, I80, J00-J16, J20-J22, J31-J32, J36-J37, J40-J42, J85-J86, K04-K05, K20, K29, K35-K37, K61, K65, K73, K75, K81, K85, L00-L08, M00, M02, N10-N12, N15, N30, N34, N39, N41, N45, N49, N61, N70-N73, N75-N76, O23, O85-O86, O91, O98, P35-P39, R50)","170",""
"2016","Cyprus","Number","Total","Pneumonia, organism unspecified","63",""
"2016","Latvia","Number","Total","Certain infectious diseases (A00-A40, A42-B99)","267",""
"2016","Latvia","Number","Total","Other sepsis","42",""
