"TIME","GEO","MORTALIT","SEX","ICD10","UNIT","Value","Flag and Footnotes"
"2014","Romania","Preventable mortality","Females","Total","Number","15 934",""
"2014","Romania","Preventable mortality","Females","Total","Rate","172.98",""
"2014","Romania","Treatable mortality","Total","Total","Number","35 159",""
"2014","Romania","Treatable mortality","Total","Total","Rate","207.64",""
"2014","Romania","Treatable mortality","Males","Total","Number","20 082",""
"2014","Romania","Treatable mortality","Males","Total","Rate","259.53",""
"2014","Romania","Treatable mortality","Females","Total","Number","15 077",""
"2014","Romania","Treatable mortality","Females","Total","Rate","164.53",""
"2014","Slovenia","Total","Total","Total","Number","5 160",""
"2014","Slovenia","Total","Total","Total","Rate","277.59",""
"2014","Slovenia","Total","Males","Total","Number","3 578",""
"2014","Slovenia","Total","Males","Total","Rate","397.92",""
"2014","Slovenia","Total","Females","Total","Number","1 582",""
"2014","Slovenia","Total","Females","Total","Rate","165.48",""
"2014","Slovenia","Preventable mortality","Total","Total","Number","3 528",""
"2014","Slovenia","Preventable mortality","Total","Total","Rate","188.25",""
"2014","Slovenia","Preventable mortality","Males","Total","Number","2 642.5",""
"2014","Slovenia","Preventable mortality","Males","Total","Rate","290.42",""
"2014","Slovenia","Preventable mortality","Females","Total","Number","885.5",""
"2014","Slovenia","Preventable mortality","Females","Total","Rate","92.31",""
"2014","Slovenia","Treatable mortality","Total","Total","Number","1 632",""
"2014","Slovenia","Treatable mortality","Total","Total","Rate","89.34",""
"2014","Slovenia","Treatable mortality","Males","Total","Number","935.5",""
"2014","Slovenia","Treatable mortality","Males","Total","Rate","107.5",""
"2014","Slovenia","Treatable mortality","Females","Total","Number","696.5",""
"2014","Slovenia","Treatable mortality","Females","Total","Rate","73.17",""
"2014","Slovakia","Total","Total","Total","Number","19 016",""
"2014","Slovakia","Total","Total","Total","Rate","423.69",""
"2014","Slovakia","Total","Males","Total","Number","12 880",""
"2014","Slovakia","Total","Males","Total","Rate","627.39",""
"2014","Slovakia","Total","Females","Total","Number","6 136",""
"2014","Slovakia","Total","Females","Total","Rate","254.73",""
"2014","Slovakia","Preventable mortality","Total","Total","Number","11 539",""
"2014","Slovakia","Preventable mortality","Total","Total","Rate","252.78",""
"2014","Slovakia","Preventable mortality","Males","Total","Number","8 465.5",""
"2014","Slovakia","Preventable mortality","Males","Total","Rate","403.15",""
"2014","Slovakia","Preventable mortality","Females","Total","Number","3 073.5",""
"2014","Slovakia","Preventable mortality","Females","Total","Rate","126.54",""
"2014","Slovakia","Treatable mortality","Total","Total","Number","7 477",""
"2014","Slovakia","Treatable mortality","Total","Total","Rate","170.9",""
"2014","Slovakia","Treatable mortality","Males","Total","Number","4 414.5",""
"2014","Slovakia","Treatable mortality","Males","Total","Rate","224.24",""
"2014","Slovakia","Treatable mortality","Females","Total","Number","3 062.5",""
"2014","Slovakia","Treatable mortality","Females","Total","Rate","128.19",""
"2014","Finland","Total","Total","Total","Number","12 619",""
"2014","Finland","Total","Total","Total","Rate","246.23",""
"2014","Finland","Total","Males","Total","Number","8 694",""
"2014","Finland","Total","Males","Total","Rate","350.11",""
"2014","Finland","Total","Females","Total","Number","3 925",""
"2014","Finland","Total","Females","Total","Rate","148.47",""
"2014","Finland","Preventable mortality","Total","Total","Number","8 650",""
"2014","Finland","Preventable mortality","Total","Total","Rate","168.87",""
"2014","Finland","Preventable mortality","Males","Total","Number","6 327.5",""
"2014","Finland","Preventable mortality","Males","Total","Rate","254.43",""
"2014","Finland","Preventable mortality","Females","Total","Number","2 322.5",""
"2014","Finland","Preventable mortality","Females","Total","Rate","87.9",""
"2014","Finland","Treatable mortality","Total","Total","Number","3 969",""
"2014","Finland","Treatable mortality","Total","Total","Rate","77.36",""
"2014","Finland","Treatable mortality","Males","Total","Number","2 366.5",""
"2014","Finland","Treatable mortality","Males","Total","Rate","95.69",""
"2014","Finland","Treatable mortality","Females","Total","Number","1 602.5",""
"2014","Finland","Treatable mortality","Females","Total","Rate","60.57",""
"2014","Sweden","Total","Total","Total","Number","17 096",""
"2014","Sweden","Total","Total","Total","Rate","194.46",""
"2014","Sweden","Total","Males","Total","Number","10 386",""
"2014","Sweden","Total","Males","Total","Rate","237.3",""
"2014","Sweden","Total","Females","Total","Number","6 710",""
"2014","Sweden","Total","Females","Total","Rate","151.97",""
"2014","Sweden","Preventable mortality","Total","Total","Number","10 883.5",""
"2014","Sweden","Preventable mortality","Total","Total","Rate","123.92",""
"2014","Sweden","Preventable mortality","Males","Total","Number","6 985.5",""
"2014","Sweden","Preventable mortality","Males","Total","Rate","159.74",""
"2014","Sweden","Preventable mortality","Females","Total","Number","3 898",""
"2014","Sweden","Preventable mortality","Females","Total","Rate","88.24",""
"2014","Sweden","Treatable mortality","Total","Total","Number","6 212.5",""
"2014","Sweden","Treatable mortality","Total","Total","Rate","70.54",""
"2014","Sweden","Treatable mortality","Males","Total","Number","3 400.5",""
"2014","Sweden","Treatable mortality","Males","Total","Rate","77.56",""
"2014","Sweden","Treatable mortality","Females","Total","Number","2 812",""
"2014","Sweden","Treatable mortality","Females","Total","Rate","63.73",""
"2014","Iceland","Total","Total","Total","Number","439",""
"2014","Iceland","Total","Total","Total","Rate","180.86",""
"2014","Iceland","Total","Males","Total","Number","260",""
"2014","Iceland","Total","Males","Total","Rate","215.25",""
"2014","Iceland","Total","Females","Total","Number","179",""
"2014","Iceland","Total","Females","Total","Rate","147.07",""
"2014","Iceland","Preventable mortality","Total","Total","Number","289.5",""
"2014","Iceland","Preventable mortality","Total","Total","Rate","118.17",""
"2014","Iceland","Preventable mortality","Males","Total","Number","182",""
"2014","Iceland","Preventable mortality","Males","Total","Rate","148.4",""
"2014","Iceland","Preventable mortality","Females","Total","Number","107.5",""
"2014","Iceland","Preventable mortality","Females","Total","Rate","88.37",""
"2014","Iceland","Treatable mortality","Total","Total","Number","149.5",""
"2014","Iceland","Treatable mortality","Total","Total","Rate","62.69",""
"2014","Iceland","Treatable mortality","Males","Total","Number","78",""
"2014","Iceland","Treatable mortality","Males","Total","Rate","66.85",""
"2014","Iceland","Treatable mortality","Females","Total","Number","71.5",""
"2014","Iceland","Treatable mortality","Females","Total","Rate","58.7",""
"2014","Liechtenstein","Total","Total","Total","Number","51",""
"2014","Liechtenstein","Total","Total","Total","Rate","151.12",""
"2014","Liechtenstein","Total","Males","Total","Number","29",""
"2014","Liechtenstein","Total","Males","Total","Rate","170.93",""
"2014","Liechtenstein","Total","Females","Total","Number","22",""
"2014","Liechtenstein","Total","Females","Total","Rate","131.35",""
"2014","Liechtenstein","Preventable mortality","Total","Total","Number","35",""
"2014","Liechtenstein","Preventable mortality","Total","Total","Rate","103.8",""
"2014","Liechtenstein","Preventable mortality","Males","Total","Number","22",""
"2014","Liechtenstein","Preventable mortality","Males","Total","Rate","128.35",""
"2014","Liechtenstein","Preventable mortality","Females","Total","Number","13",""
"2014","Liechtenstein","Preventable mortality","Females","Total","Rate","79.22",""
"2014","Liechtenstein","Treatable mortality","Total","Total","Number","16",""
"2014","Liechtenstein","Treatable mortality","Total","Total","Rate","47.31",""
"2014","Liechtenstein","Treatable mortality","Males","Total","Number","7",""
"2014","Liechtenstein","Treatable mortality","Males","Total","Rate","42.58",""
"2014","Liechtenstein","Treatable mortality","Females","Total","Number","9",""
"2014","Liechtenstein","Treatable mortality","Females","Total","Rate","52.13",""
"2014","Norway","Total","Total","Total","Number","8 225",""
"2014","Norway","Total","Total","Total","Rate","195.7",""
"2014","Norway","Total","Males","Total","Number","5 030",""
"2014","Norway","Total","Males","Total","Rate","239.64",""
"2014","Norway","Total","Females","Total","Number","3 195",""
"2014","Norway","Total","Females","Total","Rate","152.09",""
"2014","Norway","Preventable mortality","Total","Total","Number","5 430.5",""
"2014","Norway","Preventable mortality","Total","Total","Rate","128.84",""
"2014","Norway","Preventable mortality","Males","Total","Number","3 544.5",""
"2014","Norway","Preventable mortality","Males","Total","Rate","167.84",""
"2014","Norway","Preventable mortality","Females","Total","Number","1 886",""
"2014","Norway","Preventable mortality","Females","Total","Rate","89.85",""
"2014","Norway","Treatable mortality","Total","Total","Number","2 794.5",""
"2014","Norway","Treatable mortality","Total","Total","Rate","66.86",""
"2014","Norway","Treatable mortality","Males","Total","Number","1 485.5",""
"2014","Norway","Treatable mortality","Males","Total","Rate","71.8",""
"2014","Norway","Treatable mortality","Females","Total","Number","1 309",""
"2014","Norway","Treatable mortality","Females","Total","Rate","62.24",""
"2014","Switzerland","Total","Total","Total","Number","12 226",""
"2014","Switzerland","Total","Total","Total","Rate","172.11",""
"2014","Switzerland","Total","Males","Total","Number","7 690",""
"2014","Switzerland","Total","Males","Total","Rate","221.63",""
"2014","Switzerland","Total","Females","Total","Number","4 536",""
"2014","Switzerland","Total","Females","Total","Rate","125.01",""
"2014","Switzerland","Preventable mortality","Total","Total","Number","8 250.5",""
"2014","Switzerland","Preventable mortality","Total","Total","Rate","115.81",""
"2014","Switzerland","Preventable mortality","Males","Total","Number","5 610",""
"2014","Switzerland","Preventable mortality","Males","Total","Rate","160.99",""
"2014","Switzerland","Preventable mortality","Females","Total","Number","2 640.5",""
"2014","Switzerland","Preventable mortality","Females","Total","Rate","72.7",""
"2014","Switzerland","Treatable mortality","Total","Total","Number","3 975.5",""
"2014","Switzerland","Treatable mortality","Total","Total","Rate","56.3",""
"2014","Switzerland","Treatable mortality","Males","Total","Number","2 080",""
"2014","Switzerland","Treatable mortality","Males","Total","Rate","60.65",""
"2014","Switzerland","Treatable mortality","Females","Total","Number","1 895.5",""
"2014","Switzerland","Treatable mortality","Females","Total","Rate","52.3",""
"2014","United Kingdom","Total","Total","Total","Number","130 578",""
"2014","United Kingdom","Total","Total","Total","Rate","240.72",""
"2014","United Kingdom","Total","Males","Total","Number","78 682",""
"2014","United Kingdom","Total","Males","Total","Rate","297.75",""
"2014","United Kingdom","Total","Females","Total","Number","51 896",""
"2014","United Kingdom","Total","Females","Total","Rate","186.66",""
"2014","United Kingdom","Preventable mortality","Total","Total","Number","82 551",""
"2014","United Kingdom","Preventable mortality","Total","Total","Rate","152.31",""
"2014","United Kingdom","Preventable mortality","Males","Total","Number","53 327",""
"2014","United Kingdom","Preventable mortality","Males","Total","Rate","201.67",""
"2014","United Kingdom","Preventable mortality","Females","Total","Number","29 224",""
"2014","United Kingdom","Preventable mortality","Females","Total","Rate","105.41",""
"2014","United Kingdom","Treatable mortality","Total","Total","Number","48 027",""
"2014","United Kingdom","Treatable mortality","Total","Total","Rate","88.41",""
"2014","United Kingdom","Treatable mortality","Males","Total","Number","25 355",""
"2014","United Kingdom","Treatable mortality","Males","Total","Rate","96.08",""
"2014","United Kingdom","Treatable mortality","Females","Total","Number","22 672",""
"2014","United Kingdom","Treatable mortality","Females","Total","Rate","81.24",""
"2014","Serbia","Total","Total","Total","Number","27 162",""
"2014","Serbia","Total","Total","Total","Rate","401.92",""
"2014","Serbia","Total","Males","Total","Number","17 032",""
"2014","Serbia","Total","Males","Total","Rate","538.66",""
"2014","Serbia","Total","Females","Total","Number","10 130",""
"2014","Serbia","Total","Females","Total","Rate","282.42",""
"2014","Serbia","Preventable mortality","Total","Total","Number","15 939",""
"2014","Serbia","Preventable mortality","Total","Total","Rate","234.13",""
"2014","Serbia","Preventable mortality","Males","Total","Number","11 073",""
"2014","Serbia","Preventable mortality","Males","Total","Rate","346.72",""
"2014","Serbia","Preventable mortality","Females","Total","Number","4 866",""
"2014","Serbia","Preventable mortality","Females","Total","Rate","135.17",""
"2014","Serbia","Treatable mortality","Total","Total","Number","11 223",""
"2014","Serbia","Treatable mortality","Total","Total","Rate","167.79",""
"2014","Serbia","Treatable mortality","Males","Total","Number","5 959",""
"2014","Serbia","Treatable mortality","Males","Total","Rate","191.95",""
"2014","Serbia","Treatable mortality","Females","Total","Number","5 264",""
"2014","Serbia","Treatable mortality","Females","Total","Rate","147.25",""
"2014","Turkey","Total","Total","Total","Number","142 244",""
"2014","Turkey","Total","Total","Total","Rate","332.4",""
"2014","Turkey","Total","Males","Total","Number","92 247",""
"2014","Turkey","Total","Males","Total","Rate","449.74",""
"2014","Turkey","Total","Females","Total","Number","49 997",""
"2014","Turkey","Total","Females","Total","Rate","226.08",""
"2014","Turkey","Preventable mortality","Total","Total","Number","80 566",""
"2014","Turkey","Preventable mortality","Total","Total","Rate","193.31",""
"2014","Turkey","Preventable mortality","Males","Total","Number","58 157",""
"2014","Turkey","Preventable mortality","Males","Total","Rate","288.8",""
"2014","Turkey","Preventable mortality","Females","Total","Number","22 409",""
"2014","Turkey","Preventable mortality","Females","Total","Rate","106.58",""
"2014","Turkey","Treatable mortality","Total","Total","Number","61 678",""
"2014","Turkey","Treatable mortality","Total","Total","Rate","139.09",""
"2014","Turkey","Treatable mortality","Males","Total","Number","34 090",""
"2014","Turkey","Treatable mortality","Males","Total","Rate","160.94",""
"2014","Turkey","Treatable mortality","Females","Total","Number","27 588",""
"2014","Turkey","Treatable mortality","Females","Total","Rate","119.51",""
"2015","European Union - 27 countries (from 2020)","Total","Total","Total","Number","1 041 176",""
"2015","European Union - 27 countries (from 2020)","Total","Total","Total","Rate","262.14",""
"2015","European Union - 27 countries (from 2020)","Total","Males","Total","Number","683 913",""
"2015","European Union - 27 countries (from 2020)","Total","Males","Total","Rate","360.95",""
"2015","European Union - 27 countries (from 2020)","Total","Females","Total","Number","357 263",""
"2015","European Union - 27 countries (from 2020)","Total","Females","Total","Rate","172.25",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Number","662 980",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Total","Total","Rate","166.28",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Number","473 418.5",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Males","Total","Rate","248.48",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Number","189 561.5",""
"2015","European Union - 27 countries (from 2020)","Preventable mortality","Females","Total","Rate","91.19",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Number","378 196",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Total","Total","Rate","95.85",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Number","210 494.5",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Males","Total","Rate","112.47",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Number","167 701.5",""
"2015","European Union - 27 countries (from 2020)","Treatable mortality","Females","Total","Rate","81.06",""
"2015","European Union - 28 countries (2013-2020)","Total","Total","Total","Number","1 175 433",""
"2015","European Union - 28 countries (2013-2020)","Total","Total","Total","Rate","259.85",""
"2015","European Union - 28 countries (2013-2020)","Total","Males","Total","Number","764 973",""
"2015","European Union - 28 countries (2013-2020)","Total","Males","Total","Rate","353.55",""
"2015","European Union - 28 countries (2013-2020)","Total","Females","Total","Number","410 460",""
"2015","European Union - 28 countries (2013-2020)","Total","Females","Total","Rate","174.16",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Number","747 657.5",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Total","Total","Rate","164.76",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Number","528 121.5",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Males","Total","Rate","242.9",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Number","219 536",""
"2015","European Union - 28 countries (2013-2020)","Preventable mortality","Females","Total","Rate","93",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Number","427 775.5",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Total","Total","Rate","95.09",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Number","236 851.5",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Males","Total","Rate","110.65",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Number","190 924",""
"2015","European Union - 28 countries (2013-2020)","Treatable mortality","Females","Total","Rate","81.16",""
"2015","Belgium","Total","Total","Total","Number","22 512",""
"2015","Belgium","Total","Total","Total","Rate","234.68",""
"2015","Belgium","Total","Males","Total","Number","14 212",""
"2015","Belgium","Total","Males","Total","Rate","304.43",""
"2015","Belgium","Total","Females","Total","Number","8 300",""
"2015","Belgium","Total","Females","Total","Rate","168.86",""
"2015","Belgium","Preventable mortality","Total","Total","Number","15 499.5",""
"2015","Belgium","Preventable mortality","Total","Total","Rate","160.75",""
"2015","Belgium","Preventable mortality","Males","Total","Number","10 579",""
"2015","Belgium","Preventable mortality","Males","Total","Rate","225.13",""
"2015","Belgium","Preventable mortality","Females","Total","Number","4 920.5",""
"2015","Belgium","Preventable mortality","Females","Total","Rate","99.71",""
"2015","Belgium","Treatable mortality","Total","Total","Number","7 012.5",""
"2015","Belgium","Treatable mortality","Total","Total","Rate","73.93",""
"2015","Belgium","Treatable mortality","Males","Total","Number","3 633",""
"2015","Belgium","Treatable mortality","Males","Total","Rate","79.3",""
"2015","Belgium","Treatable mortality","Females","Total","Number","3 379.5",""
"2015","Belgium","Treatable mortality","Females","Total","Rate","69.15",""
"2015","Bulgaria","Total","Total","Total","Number","31 179",""
"2015","Bulgaria","Total","Total","Total","Rate","442.26",""
"2015","Bulgaria","Total","Males","Total","Number","20 442",""
"2015","Bulgaria","Total","Males","Total","Rate","634.01",""
"2015","Bulgaria","Total","Females","Total","Number","10 737",""
"2015","Bulgaria","Total","Females","Total","Rate","280.41",""
"2015","Bulgaria","Preventable mortality","Total","Total","Number","17 266",""
"2015","Bulgaria","Preventable mortality","Total","Total","Rate","244.81",""
"2015","Bulgaria","Preventable mortality","Males","Total","Number","12 358.5",""
"2015","Bulgaria","Preventable mortality","Males","Total","Rate","381.02",""
"2015","Bulgaria","Preventable mortality","Females","Total","Number","4 907.5",""
"2015","Bulgaria","Preventable mortality","Females","Total","Rate","128.32",""
"2015","Bulgaria","Treatable mortality","Total","Total","Number","13 913",""
"2015","Bulgaria","Treatable mortality","Total","Total","Rate","197.45",""
"2015","Bulgaria","Treatable mortality","Males","Total","Number","8 083.5",""
"2015","Bulgaria","Treatable mortality","Males","Total","Rate","252.99",""
"2015","Bulgaria","Treatable mortality","Females","Total","Number","5 829.5",""
"2015","Bulgaria","Treatable mortality","Females","Total","Rate","152.09",""
"2015","Czechia","Total","Total","Total","Number","34 041",""
"2015","Czechia","Total","Total","Total","Rate","341.89",""
"2015","Czechia","Total","Males","Total","Number","22 712",""
"2015","Czechia","Total","Males","Total","Rate","486.94",""
"2015","Czechia","Total","Females","Total","Number","11 329",""
"2015","Czechia","Total","Females","Total","Rate","214.24",""
"2015","Czechia","Preventable mortality","Total","Total","Number","20 597",""
"2015","Czechia","Preventable mortality","Total","Total","Rate","206.6",""
"2015","Czechia","Preventable mortality","Males","Total","Number","14 620.5",""
"2015","Czechia","Preventable mortality","Males","Total","Rate","311.61",""
"2015","Czechia","Preventable mortality","Females","Total","Number","5 976.5",""
"2015","Czechia","Preventable mortality","Females","Total","Rate","113.31",""
"2015","Czechia","Treatable mortality","Total","Total","Number","13 444",""
"2015","Czechia","Treatable mortality","Total","Total","Rate","135.29",""
"2015","Czechia","Treatable mortality","Males","Total","Number","8 091.5",""
"2015","Czechia","Treatable mortality","Males","Total","Rate","175.33",""
"2015","Czechia","Treatable mortality","Females","Total","Number","5 352.5",""
"2015","Czechia","Treatable mortality","Females","Total","Rate","100.93",""
"2015","Denmark","Total","Total","Total","Number","12 738",""
"2015","Denmark","Total","Total","Total","Rate","242.02",""
"2015","Denmark","Total","Males","Total","Number","7 653",""
"2015","Denmark","Total","Males","Total","Rate","295.62",""
"2015","Denmark","Total","Females","Total","Number","5 085",""
"2015","Denmark","Total","Females","Total","Rate","189.98",""
"2015","Denmark","Preventable mortality","Total","Total","Number","8 640",""
"2015","Denmark","Preventable mortality","Total","Total","Rate","164.21",""
"2015","Denmark","Preventable mortality","Males","Total","Number","5 510",""
"2015","Denmark","Preventable mortality","Males","Total","Rate","212.8",""
"2015","Denmark","Preventable mortality","Females","Total","Number","3 130",""
"2015","Denmark","Preventable mortality","Females","Total","Rate","116.91",""
"2015","Denmark","Treatable mortality","Total","Total","Number","4 098",""
"2015","Denmark","Treatable mortality","Total","Total","Rate","77.81",""
"2015","Denmark","Treatable mortality","Males","Total","Number","2 143",""
"2015","Denmark","Treatable mortality","Males","Total","Rate","82.83",""
"2015","Denmark","Treatable mortality","Females","Total","Number","1 955",""
"2015","Denmark","Treatable mortality","Females","Total","Rate","73.07",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Number","190 971",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Total","Total","Rate","249.22",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Number","122 990",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Males","Total","Rate","331.35",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Number","67 981",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Females","Total","Rate","172.15",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Number","122 759",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Total","Total","Rate","159.85",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Number","84 988",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Males","Total","Rate","228.08",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Number","37 771",""
"2015","Germany (until 1990 former territory of the FRG)","Preventable mortality","Females","Total","Rate","95.52",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Number","68 212",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Total","Total","Rate","89.37",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Number","38 002",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Males","Total","Rate","103.27",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Number","30 210",""
"2015","Germany (until 1990 former territory of the FRG)","Treatable mortality","Females","Total","Rate","76.63",""
"2015","Estonia","Total","Total","Total","Number","4 836",""
"2015","Estonia","Total","Total","Total","Rate","418.95",""
"2015","Estonia","Total","Males","Total","Number","3 308",""
"2015","Estonia","Total","Males","Total","Rate","664.55",""
"2015","Estonia","Total","Females","Total","Number","1 528",""
"2015","Estonia","Total","Females","Total","Rate","232.89",""
"2015","Estonia","Preventable mortality","Total","Total","Number","3 143.5",""
"2015","Estonia","Preventable mortality","Total","Total","Rate","270.72",""
"2015","Estonia","Preventable mortality","Males","Total","Number","2 321",""
"2015","Estonia","Preventable mortality","Males","Total","Rate","459.28",""
"2015","Estonia","Preventable mortality","Females","Total","Number","822.5",""
"2015","Estonia","Preventable mortality","Females","Total","Rate","125.68",""
"2015","Estonia","Treatable mortality","Total","Total","Number","1 692.5",""
"2015","Estonia","Treatable mortality","Total","Total","Rate","148.24",""
"2015","Estonia","Treatable mortality","Males","Total","Number","987",""
"2015","Estonia","Treatable mortality","Males","Total","Rate","205.27",""
"2015","Estonia","Treatable mortality","Females","Total","Number","705.5",""
"2015","Estonia","Treatable mortality","Females","Total","Rate","107.21",""
"2015","Ireland","Total","Total","Total","Number","7 637",""
"2015","Ireland","Total","Total","Total","Rate","220.73",""
"2015","Ireland","Total","Males","Total","Number","4 723",""
"2015","Ireland","Total","Males","Total","Rate","275.17",""
"2015","Ireland","Total","Females","Total","Number","2 914",""
"2015","Ireland","Total","Females","Total","Rate","167.51",""
"2015","Ireland","Preventable mortality","Total","Total","Number","4 751.5",""
"2015","Ireland","Preventable mortality","Total","Total","Rate","136.92",""
"2015","Ireland","Preventable mortality","Males","Total","Number","3 198",""
"2015","Ireland","Preventable mortality","Males","Total","Rate","185.13",""
"2015","Ireland","Preventable mortality","Females","Total","Number","1 553.5",""
"2015","Ireland","Preventable mortality","Females","Total","Rate","89.77",""
"2015","Ireland","Treatable mortality","Total","Total","Number","2 885.5",""
"2015","Ireland","Treatable mortality","Total","Total","Rate","83.81",""
"2015","Ireland","Treatable mortality","Males","Total","Number","1 525",""
"2015","Ireland","Treatable mortality","Males","Total","Rate","90.04",""
"2015","Ireland","Treatable mortality","Females","Total","Number","1 360.5",""
"2015","Ireland","Treatable mortality","Females","Total","Rate","77.74",""
"2015","Greece","Total","Total","Total","Number","23 334",""
"2015","Greece","Total","Total","Total","Rate","241.8",""
"2015","Greece","Total","Males","Total","Number","16 244",""
"2015","Greece","Total","Males","Total","Rate","354.4",""
"2015","Greece","Total","Females","Total","Number","7 090",""
"2015","Greece","Total","Females","Total","Rate","140.2",""
"2015","Greece","Preventable mortality","Total","Total","Number","14 052",""
"2015","Greece","Preventable mortality","Total","Total","Rate","145.15",""
"2015","Greece","Preventable mortality","Males","Total","Number","10 806",""
"2015","Greece","Preventable mortality","Males","Total","Rate","235.02",""
"2015","Greece","Preventable mortality","Females","Total","Number","3 246",""
"2015","Greece","Preventable mortality","Females","Total","Rate","63.99",""
"2015","Greece","Treatable mortality","Total","Total","Number","9 282",""
"2015","Greece","Treatable mortality","Total","Total","Rate","96.65",""
"2015","Greece","Treatable mortality","Males","Total","Number","5 438",""
"2015","Greece","Treatable mortality","Males","Total","Rate","119.39",""
"2015","Greece","Treatable mortality","Females","Total","Number","3 844",""
"2015","Greece","Treatable mortality","Females","Total","Rate","76.21",""
"2015","Spain","Total","Total","Total","Number","74 653",""
"2015","Spain","Total","Total","Total","Rate","187.73",""
"2015","Spain","Total","Males","Total","Number","51 781",""
"2015","Spain","Total","Males","Total","Rate","271.28",""
"2015","Spain","Total","Females","Total","Number","22 872",""
"2015","Spain","Total","Females","Total","Rate","110.71",""
"2015","Spain","Preventable mortality","Total","Total","Number","47 668",""
"2015","Spain","Preventable mortality","Total","Total","Rate","119.41",""
"2015","Spain","Preventable mortality","Males","Total","Number","36 545.5",""
"2015","Spain","Preventable mortality","Males","Total","Rate","190.48",""
"2015","Spain","Preventable mortality","Females","Total","Number","11 122.5",""
"2015","Spain","Preventable mortality","Females","Total","Rate","53.63",""
"2015","Spain","Treatable mortality","Total","Total","Number","26 985",""
"2015","Spain","Treatable mortality","Total","Total","Rate","68.33",""
"2015","Spain","Treatable mortality","Males","Total","Number","15 235.5",""
"2015","Spain","Treatable mortality","Males","Total","Rate","80.8",""
"2015","Spain","Treatable mortality","Females","Total","Number","11 749.5",""
"2015","Spain","Treatable mortality","Females","Total","Rate","57.08",""
"2015","France","Total","Total","Total","Number","113 447",""
"2015","France","Total","Total","Total","Rate","199.34",""
"2015","France","Total","Males","Total","Number","76 163",""
"2015","France","Total","Males","Total","Rate","279.33",""
"2015","France","Total","Females","Total","Number","37 284",""
"2015","France","Total","Females","Total","Rate","126.12",""
"2015","France","Preventable mortality","Total","Total","Number","77 864",""
"2015","France","Preventable mortality","Total","Total","Rate","136.48",""
"2015","France","Preventable mortality","Males","Total","Number","57 896.5",""
"2015","France","Preventable mortality","Males","Total","Rate","211.69",""
"2015","France","Preventable mortality","Females","Total","Number","19 967.5",""
"2015","France","Preventable mortality","Females","Total","Rate","67.45",""
"2015","France","Treatable mortality","Total","Total","Number","35 583",""
"2015","France","Treatable mortality","Total","Total","Rate","62.86",""
"2015","France","Treatable mortality","Males","Total","Number","18 266.5",""
"2015","France","Treatable mortality","Males","Total","Rate","67.64",""
"2015","France","Treatable mortality","Females","Total","Number","17 316.5",""
"2015","France","Treatable mortality","Females","Total","Rate","58.67",""
"2015","Croatia","Total","Total","Total","Number","15 209",""
"2015","Croatia","Total","Total","Total","Rate","393.71",""
"2015","Croatia","Total","Males","Total","Number","10 191",""
"2015","Croatia","Total","Males","Total","Rate","569.34",""
"2015","Croatia","Total","Females","Total","Number","5 018",""
