"TIME","GEO","OWNER","UNIT","Value","Value_imp"
2014,"North Macedonia","For-profit private ownership","Inhabitants per ...",7203.73,FALSE
2014,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",13.88,FALSE
2014,"Serbia","Public ownership","Number",39395,FALSE
2014,"Serbia","Public ownership","Inhabitants per ...",181,FALSE
2014,"Serbia","Public ownership","Per hundred thousand inhabitants",552.48,FALSE
2014,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2014,"Serbia","Not-for-profit private ownership","Inhabitants per ...",9221.36,TRUE
2014,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Serbia","For-profit private ownership","Number",10230,TRUE
2014,"Serbia","For-profit private ownership","Inhabitants per ...",1028.87,TRUE
2014,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",97.19,TRUE
2014,"Turkey","Public ownership","Number",162769,FALSE
2014,"Turkey","Public ownership","Inhabitants per ...",474.18,FALSE
2014,"Turkey","Public ownership","Per hundred thousand inhabitants",210.89,FALSE
2014,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2014,"Turkey","Not-for-profit private ownership","Inhabitants per ...",9221.36,TRUE
2014,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2014,"Turkey","For-profit private ownership","Number",44067,FALSE
2014,"Turkey","For-profit private ownership","Inhabitants per ...",1751.47,FALSE
2014,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",57.1,FALSE
2015,"Belgium","Public ownership","Number",17200,FALSE
2015,"Belgium","Public ownership","Inhabitants per ...",655.48,FALSE
2015,"Belgium","Public ownership","Per hundred thousand inhabitants",152.56,FALSE
2015,"Belgium","Not-for-profit private ownership","Number",48553,FALSE
2015,"Belgium","Not-for-profit private ownership","Inhabitants per ...",232.2,FALSE
2015,"Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",430.66,FALSE
2015,"Belgium","For-profit private ownership","Number",17200,TRUE
2015,"Belgium","For-profit private ownership","Inhabitants per ...",655.48,TRUE
2015,"Belgium","For-profit private ownership","Per hundred thousand inhabitants",152.56,TRUE
2015,"Bulgaria","Public ownership","Number",41043,FALSE
2015,"Bulgaria","Public ownership","Inhabitants per ...",174.89,FALSE
2015,"Bulgaria","Public ownership","Per hundred thousand inhabitants",571.79,FALSE
2015,"Bulgaria","Not-for-profit private ownership","Number",0,FALSE
2015,"Bulgaria","Not-for-profit private ownership","Inhabitants per ...",174.89,TRUE
2015,"Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Bulgaria","For-profit private ownership","Number",10890,FALSE
2015,"Bulgaria","For-profit private ownership","Inhabitants per ...",659.14,FALSE
2015,"Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",151.71,FALSE
2015,"Czechia","Public ownership","Number",59837,FALSE
2015,"Czechia","Public ownership","Inhabitants per ...",176.25,FALSE
2015,"Czechia","Public ownership","Per hundred thousand inhabitants",567.39,FALSE
2015,"Czechia","Not-for-profit private ownership","Number",253,FALSE
2015,"Czechia","Not-for-profit private ownership","Inhabitants per ...",41684.03,FALSE
2015,"Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",2.4,FALSE
2015,"Czechia","For-profit private ownership","Number",10223,FALSE
2015,"Czechia","For-profit private ownership","Inhabitants per ...",1031.6,FALSE
2015,"Czechia","For-profit private ownership","Per hundred thousand inhabitants",96.94,FALSE
2015,"Denmark","Public ownership","Number",13415,FALSE
2015,"Denmark","Public ownership","Inhabitants per ...",423.67,FALSE
2015,"Denmark","Public ownership","Per hundred thousand inhabitants",236.03,FALSE
2015,"Denmark","Not-for-profit private ownership","Number",655,FALSE
2015,"Denmark","Not-for-profit private ownership","Inhabitants per ...",8677.07,FALSE
2015,"Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",11.52,FALSE
2015,"Denmark","For-profit private ownership","Number",310,FALSE
2015,"Denmark","For-profit private ownership","Inhabitants per ...",18333.82,FALSE
2015,"Denmark","For-profit private ownership","Per hundred thousand inhabitants",5.45,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Public ownership","Number",271236,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",301.16,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",332.04,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",193286,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",422.62,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",236.62,FALSE
2015,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",199842,FALSE
2015,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",408.76,FALSE
2015,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",244.64,FALSE
2015,"Estonia","Public ownership","Number",6038,FALSE
2015,"Estonia","Public ownership","Inhabitants per ...",217.85,FALSE
2015,"Estonia","Public ownership","Per hundred thousand inhabitants",459.02,FALSE
2015,"Estonia","Not-for-profit private ownership","Number",170,FALSE
2015,"Estonia","Not-for-profit private ownership","Inhabitants per ...",7737.69,FALSE
2015,"Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",12.92,FALSE
2015,"Estonia","For-profit private ownership","Number",316,FALSE
2015,"Estonia","For-profit private ownership","Inhabitants per ...",4162.68,FALSE
2015,"Estonia","For-profit private ownership","Per hundred thousand inhabitants",24.02,FALSE
2015,"Greece","Public ownership","Number",29879,FALSE
2015,"Greece","Public ownership","Inhabitants per ...",362.16,FALSE
2015,"Greece","Public ownership","Per hundred thousand inhabitants",276.12,FALSE
2015,"Greece","Not-for-profit private ownership","Number",881,FALSE
2015,"Greece","Not-for-profit private ownership","Inhabitants per ...",12282.5,FALSE
2015,"Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",8.14,FALSE
2015,"Greece","For-profit private ownership","Number",15185,FALSE
2015,"Greece","For-profit private ownership","Inhabitants per ...",712.6,FALSE
2015,"Greece","For-profit private ownership","Per hundred thousand inhabitants",140.33,FALSE
2015,"Spain","Public ownership","Number",95015,FALSE
2015,"Spain","Public ownership","Inhabitants per ...",488.82,FALSE
2015,"Spain","Public ownership","Per hundred thousand inhabitants",204.58,FALSE
2015,"Spain","Not-for-profit private ownership","Number",16754,FALSE
2015,"Spain","Not-for-profit private ownership","Inhabitants per ...",2772.16,FALSE
2015,"Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",36.07,FALSE
2015,"Spain","For-profit private ownership","Number",26599,FALSE
2015,"Spain","For-profit private ownership","Inhabitants per ...",1746.11,FALSE
2015,"Spain","For-profit private ownership","Per hundred thousand inhabitants",57.27,FALSE
2015,"France","Public ownership","Number",253364,FALSE
2015,"France","Public ownership","Inhabitants per ...",262.66,FALSE
2015,"France","Public ownership","Per hundred thousand inhabitants",380.72,FALSE
2015,"France","Not-for-profit private ownership","Number",57384,FALSE
2015,"France","Not-for-profit private ownership","Inhabitants per ...",1159.7,FALSE
2015,"France","Not-for-profit private ownership","Per hundred thousand inhabitants",86.23,FALSE
2015,"France","For-profit private ownership","Number",97497,FALSE
2015,"France","For-profit private ownership","Inhabitants per ...",682.57,FALSE
2015,"France","For-profit private ownership","Per hundred thousand inhabitants",146.51,FALSE
2015,"Croatia","Public ownership","Number",23034,FALSE
2015,"Croatia","Public ownership","Inhabitants per ...",182.69,FALSE
2015,"Croatia","Public ownership","Per hundred thousand inhabitants",547.39,FALSE
2015,"Croatia","Not-for-profit private ownership","Number",140,FALSE
2015,"Croatia","Not-for-profit private ownership","Inhabitants per ...",30057.09,FALSE
2015,"Croatia","Not-for-profit private ownership","Per hundred thousand inhabitants",3.33,FALSE
2015,"Croatia","For-profit private ownership","Number",235,FALSE
2015,"Croatia","For-profit private ownership","Inhabitants per ...",17906.35,FALSE
2015,"Croatia","For-profit private ownership","Per hundred thousand inhabitants",5.58,FALSE
2015,"Italy","Public ownership","Number",131213,FALSE
2015,"Italy","Public ownership","Inhabitants per ...",462.84,FALSE
2015,"Italy","Public ownership","Per hundred thousand inhabitants",216.06,FALSE
2015,"Italy","Not-for-profit private ownership","Number",7527,FALSE
2015,"Italy","Not-for-profit private ownership","Inhabitants per ...",8068.36,FALSE
2015,"Italy","Not-for-profit private ownership","Per hundred thousand inhabitants",12.39,FALSE
2015,"Italy","For-profit private ownership","Number",55325,FALSE
2015,"Italy","For-profit private ownership","Inhabitants per ...",1097.71,FALSE
2015,"Italy","For-profit private ownership","Per hundred thousand inhabitants",91.1,FALSE
2015,"Cyprus","Public ownership","Number",1534,FALSE
2015,"Cyprus","Public ownership","Inhabitants per ...",552.58,FALSE
2015,"Cyprus","Public ownership","Per hundred thousand inhabitants",180.97,FALSE
2015,"Cyprus","Not-for-profit private ownership","Number",0,FALSE
2015,"Cyprus","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Cyprus","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Cyprus","For-profit private ownership","Number",1361,FALSE
2015,"Cyprus","For-profit private ownership","Inhabitants per ...",622.82,FALSE
2015,"Cyprus","For-profit private ownership","Per hundred thousand inhabitants",160.56,FALSE
2015,"Latvia","Public ownership","Number",10141,FALSE
2015,"Latvia","Public ownership","Inhabitants per ...",195,FALSE
2015,"Latvia","Public ownership","Per hundred thousand inhabitants",512.81,FALSE
2015,"Latvia","Not-for-profit private ownership","Number",0,FALSE
2015,"Latvia","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Latvia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Latvia","For-profit private ownership","Number",1120,FALSE
2015,"Latvia","For-profit private ownership","Inhabitants per ...",1765.65,FALSE
2015,"Latvia","For-profit private ownership","Per hundred thousand inhabitants",56.64,FALSE
2015,"Lithuania","Public ownership","Number",20057,FALSE
2015,"Lithuania","Public ownership","Inhabitants per ...",144.83,FALSE
2015,"Lithuania","Public ownership","Per hundred thousand inhabitants",690.45,FALSE
2015,"Lithuania","Not-for-profit private ownership","Number",0,FALSE
2015,"Lithuania","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Lithuania","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Lithuania","For-profit private ownership","Number",179,FALSE
2015,"Lithuania","For-profit private ownership","Inhabitants per ...",16228.55,FALSE
2015,"Lithuania","For-profit private ownership","Per hundred thousand inhabitants",6.16,FALSE
2015,"Hungary","Public ownership","Number",69427,TRUE
2015,"Hungary","Public ownership","Inhabitants per ...",143.78,TRUE
2015,"Hungary","Public ownership","Per hundred thousand inhabitants",695.52,TRUE
2015,"Hungary","Not-for-profit private ownership","Number",2085,TRUE
2015,"Hungary","Not-for-profit private ownership","Inhabitants per ...",4796.17,TRUE
2015,"Hungary","Not-for-profit private ownership","Per hundred thousand inhabitants",20.85,TRUE
2015,"Hungary","For-profit private ownership","Number",187,TRUE
2015,"Hungary","For-profit private ownership","Inhabitants per ...",53255.74,TRUE
2015,"Hungary","For-profit private ownership","Per hundred thousand inhabitants",1.88,TRUE
2015,"Malta","Public ownership","Number",1933,FALSE
2015,"Malta","Public ownership","Inhabitants per ...",230.24,FALSE
2015,"Malta","Public ownership","Per hundred thousand inhabitants",434.33,FALSE
2015,"Malta","Not-for-profit private ownership","Number",0,FALSE
2015,"Malta","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Malta","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Malta","For-profit private ownership","Number",108,FALSE
2015,"Malta","For-profit private ownership","Inhabitants per ...",4120.86,FALSE
2015,"Malta","For-profit private ownership","Per hundred thousand inhabitants",24.27,FALSE
2015,"Netherlands","Public ownership","Number",41043,TRUE
2015,"Netherlands","Public ownership","Inhabitants per ...",176.25,TRUE
2015,"Netherlands","Public ownership","Per hundred thousand inhabitants",567.39,TRUE
2015,"Netherlands","Not-for-profit private ownership","Number",59117,FALSE
2015,"Netherlands","Not-for-profit private ownership","Inhabitants per ...",286.55,FALSE
2015,"Netherlands","Not-for-profit private ownership","Per hundred thousand inhabitants",348.98,FALSE
2015,"Netherlands","For-profit private ownership","Number",10223,TRUE
2015,"Netherlands","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"Netherlands","For-profit private ownership","Per hundred thousand inhabitants",96.94,TRUE
2015,"Austria","Public ownership","Number",45097,FALSE
2015,"Austria","Public ownership","Inhabitants per ...",191.65,FALSE
2015,"Austria","Public ownership","Per hundred thousand inhabitants",521.79,FALSE
2015,"Austria","Not-for-profit private ownership","Number",11223,FALSE
2015,"Austria","Not-for-profit private ownership","Inhabitants per ...",770.09,FALSE
2015,"Austria","Not-for-profit private ownership","Per hundred thousand inhabitants",129.86,FALSE
2015,"Austria","For-profit private ownership","Number",8818,FALSE
2015,"Austria","For-profit private ownership","Inhabitants per ...",980.12,FALSE
2015,"Austria","For-profit private ownership","Per hundred thousand inhabitants",102.03,FALSE
2015,"Poland","Public ownership","Number",198877,TRUE
2015,"Poland","Public ownership","Inhabitants per ...",190.95,TRUE
2015,"Poland","Public ownership","Per hundred thousand inhabitants",523.71,TRUE
2015,"Poland","Not-for-profit private ownership","Number",3770,TRUE
2015,"Poland","Not-for-profit private ownership","Inhabitants per ...",9592.02,TRUE
2015,"Poland","Not-for-profit private ownership","Per hundred thousand inhabitants",9.93,TRUE
2015,"Poland","For-profit private ownership","Number",45592,TRUE
2015,"Poland","For-profit private ownership","Inhabitants per ...",832.93,TRUE
2015,"Poland","For-profit private ownership","Per hundred thousand inhabitants",120.06,TRUE
2015,"Portugal","Public ownership","Number",24027,FALSE
2015,"Portugal","Public ownership","Inhabitants per ...",431.1,FALSE
2015,"Portugal","Public ownership","Per hundred thousand inhabitants",231.96,FALSE
2015,"Portugal","Not-for-profit private ownership","Number",6980,FALSE
2015,"Portugal","Not-for-profit private ownership","Inhabitants per ...",1483.97,FALSE
2015,"Portugal","Not-for-profit private ownership","Per hundred thousand inhabitants",67.39,FALSE
2015,"Portugal","For-profit private ownership","Number",3883,FALSE
2015,"Portugal","For-profit private ownership","Inhabitants per ...",2667.54,FALSE
2015,"Portugal","For-profit private ownership","Per hundred thousand inhabitants",37.49,FALSE
2015,"Romania","Public ownership","Number",127531,FALSE
2015,"Romania","Public ownership","Inhabitants per ...",155.38,FALSE
2015,"Romania","Public ownership","Per hundred thousand inhabitants",643.59,FALSE
2015,"Romania","Not-for-profit private ownership","Number",474,FALSE
2015,"Romania","Not-for-profit private ownership","Inhabitants per ...",41805.1,FALSE
2015,"Romania","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,FALSE
2015,"Romania","For-profit private ownership","Number",6567,FALSE
2015,"Romania","For-profit private ownership","Inhabitants per ...",3017.45,FALSE
2015,"Romania","For-profit private ownership","Per hundred thousand inhabitants",33.14,FALSE
2015,"Slovenia","Public ownership","Number",9214,FALSE
2015,"Slovenia","Public ownership","Inhabitants per ...",223.96,FALSE
2015,"Slovenia","Public ownership","Per hundred thousand inhabitants",446.52,FALSE
2015,"Slovenia","Not-for-profit private ownership","Number",0,FALSE
2015,"Slovenia","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Slovenia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Slovenia","For-profit private ownership","Number",101,FALSE
2015,"Slovenia","For-profit private ownership","Inhabitants per ...",20431,FALSE
2015,"Slovenia","For-profit private ownership","Per hundred thousand inhabitants",4.89,FALSE
2015,"Finland","Public ownership","Number",22552,FALSE
2015,"Finland","Public ownership","Inhabitants per ...",242.97,FALSE
2015,"Finland","Public ownership","Per hundred thousand inhabitants",411.57,FALSE
2015,"Finland","Not-for-profit private ownership","Number",253,TRUE
2015,"Finland","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Finland","Not-for-profit private ownership","Per hundred thousand inhabitants",2.4,TRUE
2015,"Finland","For-profit private ownership","Number",1302,FALSE
2015,"Finland","For-profit private ownership","Inhabitants per ...",4208.55,FALSE
2015,"Finland","For-profit private ownership","Per hundred thousand inhabitants",23.76,FALSE
2015,"Iceland","Public ownership","Number",1032,FALSE
2015,"Iceland","Public ownership","Inhabitants per ...",320.56,FALSE
2015,"Iceland","Public ownership","Per hundred thousand inhabitants",311.96,FALSE
2015,"Iceland","Not-for-profit private ownership","Number",0,FALSE
2015,"Iceland","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Iceland","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Iceland","For-profit private ownership","Number",0,FALSE
2015,"Iceland","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"Iceland","For-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Liechtenstein","Public ownership","Number",56,FALSE
2015,"Liechtenstein","Public ownership","Inhabitants per ...",669.54,FALSE
2015,"Liechtenstein","Public ownership","Per hundred thousand inhabitants",149.36,FALSE
2015,"Liechtenstein","Not-for-profit private ownership","Number",0,FALSE
2015,"Liechtenstein","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Liechtenstein","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Liechtenstein","For-profit private ownership","Number",4,FALSE
2015,"Liechtenstein","For-profit private ownership","Inhabitants per ...",9373.5,FALSE
2015,"Liechtenstein","For-profit private ownership","Per hundred thousand inhabitants",10.67,FALSE
2015,"Norway","Public ownership","Number",14956,FALSE
2015,"Norway","Public ownership","Inhabitants per ...",346.92,FALSE
2015,"Norway","Public ownership","Per hundred thousand inhabitants",288.25,FALSE
2015,"Norway","Not-for-profit private ownership","Number",253,TRUE
2015,"Norway","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Norway","Not-for-profit private ownership","Per hundred thousand inhabitants",2.4,TRUE
2015,"Norway","For-profit private ownership","Number",10223,TRUE
2015,"Norway","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"Norway","For-profit private ownership","Per hundred thousand inhabitants",96.94,TRUE
2015,"United Kingdom","Public ownership","Number",169995,FALSE
2015,"United Kingdom","Public ownership","Inhabitants per ...",383.05,FALSE
2015,"United Kingdom","Public ownership","Per hundred thousand inhabitants",261.06,FALSE
2015,"United Kingdom","Not-for-profit private ownership","Number",253,TRUE
2015,"United Kingdom","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"United Kingdom","Not-for-profit private ownership","Per hundred thousand inhabitants",2.4,TRUE
2015,"United Kingdom","For-profit private ownership","Number",10223,TRUE
2015,"United Kingdom","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"United Kingdom","For-profit private ownership","Per hundred thousand inhabitants",96.94,TRUE
2015,"Montenegro","Public ownership","Number",2446,FALSE
2015,"Montenegro","Public ownership","Inhabitants per ...",254.36,FALSE
2015,"Montenegro","Public ownership","Per hundred thousand inhabitants",393.15,FALSE
2015,"Montenegro","Not-for-profit private ownership","Number",0,FALSE
2015,"Montenegro","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Montenegro","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Montenegro","For-profit private ownership","Number",10223,TRUE
2015,"Montenegro","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"Montenegro","For-profit private ownership","Per hundred thousand inhabitants",96.94,TRUE
2015,"North Macedonia","Public ownership","Number",8826,FALSE
2015,"North Macedonia","Public ownership","Inhabitants per ...",234.56,FALSE
2015,"North Macedonia","Public ownership","Per hundred thousand inhabitants",426.33,FALSE
2015,"North Macedonia","Not-for-profit private ownership","Number",0,FALSE
2015,"North Macedonia","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"North Macedonia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"North Macedonia","For-profit private ownership","Number",258,FALSE
2015,"North Macedonia","For-profit private ownership","Inhabitants per ...",8024.13,FALSE
2015,"North Macedonia","For-profit private ownership","Per hundred thousand inhabitants",12.46,FALSE
2015,"Serbia","Public ownership","Number",39594,FALSE
2015,"Serbia","Public ownership","Inhabitants per ...",179.2,FALSE
2015,"Serbia","Public ownership","Per hundred thousand inhabitants",558.02,FALSE
2015,"Serbia","Not-for-profit private ownership","Number",0,FALSE
2015,"Serbia","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Serbia","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Serbia","For-profit private ownership","Number",10223,TRUE
2015,"Serbia","For-profit private ownership","Inhabitants per ...",1031.6,TRUE
2015,"Serbia","For-profit private ownership","Per hundred thousand inhabitants",96.94,TRUE
2015,"Turkey","Public ownership","Number",162126,FALSE
2015,"Turkey","Public ownership","Inhabitants per ...",482.45,FALSE
2015,"Turkey","Public ownership","Per hundred thousand inhabitants",207.27,FALSE
2015,"Turkey","Not-for-profit private ownership","Number",0,FALSE
2015,"Turkey","Not-for-profit private ownership","Inhabitants per ...",8677.07,TRUE
2015,"Turkey","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2015,"Turkey","For-profit private ownership","Number",47522,FALSE
2015,"Turkey","For-profit private ownership","Inhabitants per ...",1645.94,FALSE
2015,"Turkey","For-profit private ownership","Per hundred thousand inhabitants",60.76,FALSE
2016,"Belgium","Public ownership","Number",16960,FALSE
2016,"Belgium","Public ownership","Inhabitants per ...",668.13,FALSE
2016,"Belgium","Public ownership","Per hundred thousand inhabitants",149.67,FALSE
2016,"Belgium","Not-for-profit private ownership","Number",48354,FALSE
2016,"Belgium","Not-for-profit private ownership","Inhabitants per ...",234.34,FALSE
2016,"Belgium","Not-for-profit private ownership","Per hundred thousand inhabitants",426.72,FALSE
2016,"Belgium","For-profit private ownership","Number",16960,TRUE
2016,"Belgium","For-profit private ownership","Inhabitants per ...",619,TRUE
2016,"Belgium","For-profit private ownership","Per hundred thousand inhabitants",161.55,TRUE
2016,"Bulgaria","Public ownership","Number",40301,FALSE
2016,"Bulgaria","Public ownership","Inhabitants per ...",176.86,FALSE
2016,"Bulgaria","Public ownership","Per hundred thousand inhabitants",565.4,FALSE
2016,"Bulgaria","Not-for-profit private ownership","Number",0,FALSE
2016,"Bulgaria","Not-for-profit private ownership","Inhabitants per ...",176.86,TRUE
2016,"Bulgaria","Not-for-profit private ownership","Per hundred thousand inhabitants",0,FALSE
2016,"Bulgaria","For-profit private ownership","Number",11515,FALSE
2016,"Bulgaria","For-profit private ownership","Inhabitants per ...",619,FALSE
2016,"Bulgaria","For-profit private ownership","Per hundred thousand inhabitants",161.55,FALSE
2016,"Czechia","Public ownership","Number",59850,FALSE
2016,"Czechia","Public ownership","Inhabitants per ...",176.55,FALSE
2016,"Czechia","Public ownership","Per hundred thousand inhabitants",566.42,FALSE
2016,"Czechia","Not-for-profit private ownership","Number",253,FALSE
2016,"Czechia","Not-for-profit private ownership","Inhabitants per ...",41764.16,FALSE
2016,"Czechia","Not-for-profit private ownership","Per hundred thousand inhabitants",2.39,FALSE
2016,"Czechia","For-profit private ownership","Number",10316,FALSE
2016,"Czechia","For-profit private ownership","Inhabitants per ...",1024.27,FALSE
2016,"Czechia","For-profit private ownership","Per hundred thousand inhabitants",97.63,FALSE
2016,"Denmark","Public ownership","Number",13922,FALSE
2016,"Denmark","Public ownership","Inhabitants per ...",411.44,FALSE
2016,"Denmark","Public ownership","Per hundred thousand inhabitants",243.05,FALSE
2016,"Denmark","Not-for-profit private ownership","Number",632,FALSE
2016,"Denmark","Not-for-profit private ownership","Inhabitants per ...",9063.31,FALSE
2016,"Denmark","Not-for-profit private ownership","Per hundred thousand inhabitants",11.03,FALSE
2016,"Denmark","For-profit private ownership","Number",317,FALSE
2016,"Denmark","For-profit private ownership","Inhabitants per ...",18069.43,FALSE
2016,"Denmark","For-profit private ownership","Per hundred thousand inhabitants",5.53,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Public ownership","Number",269158,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Public ownership","Inhabitants per ...",305.95,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Public ownership","Per hundred thousand inhabitants",326.85,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Number",193358,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Inhabitants per ...",425.89,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Not-for-profit private ownership","Per hundred thousand inhabitants",234.8,FALSE
2016,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Number",201425,FALSE
2016,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Inhabitants per ...",408.83,FALSE
2016,"Germany (until 1990 former territory of the FRG)","For-profit private ownership","Per hundred thousand inhabitants",244.6,FALSE
2016,"Estonia","Public ownership","Number",5793,FALSE
2016,"Estonia","Public ownership","Inhabitants per ...",227.13,FALSE
2016,"Estonia","Public ownership","Per hundred thousand inhabitants",440.27,FALSE
2016,"Estonia","Not-for-profit private ownership","Number",155,FALSE
2016,"Estonia","Not-for-profit private ownership","Inhabitants per ...",8488.96,FALSE
2016,"Estonia","Not-for-profit private ownership","Per hundred thousand inhabitants",11.78,FALSE
2016,"Estonia","For-profit private ownership","Number",313,FALSE
2016,"Estonia","For-profit private ownership","Inhabitants per ...",4203.8,FALSE
2016,"Estonia","For-profit private ownership","Per hundred thousand inhabitants",23.79,FALSE
2016,"Greece","Public ownership","Number",29521,FALSE
2016,"Greece","Public ownership","Inhabitants per ...",365.03,FALSE
2016,"Greece","Public ownership","Per hundred thousand inhabitants",273.95,FALSE
2016,"Greece","Not-for-profit private ownership","Number",899,FALSE
2016,"Greece","Not-for-profit private ownership","Inhabitants per ...",11986.62,FALSE
2016,"Greece","Not-for-profit private ownership","Per hundred thousand inhabitants",8.34,FALSE
2016,"Greece","For-profit private ownership","Number",14853,FALSE
2016,"Greece","For-profit private ownership","Inhabitants per ...",725.51,FALSE
2016,"Greece","For-profit private ownership","Per hundred thousand inhabitants",137.83,FALSE
2016,"Spain","Public ownership","Number",94640,FALSE
2016,"Spain","Public ownership","Inhabitants per ...",491.17,FALSE
2016,"Spain","Public ownership","Per hundred thousand inhabitants",203.6,FALSE
2016,"Spain","Not-for-profit private ownership","Number",16899,FALSE
2016,"Spain","Not-for-profit private ownership","Inhabitants per ...",2750.7,FALSE
2016,"Spain","Not-for-profit private ownership","Per hundred thousand inhabitants",36.35,FALSE
2016,"Spain","For-profit private ownership","Number",26328,FALSE
2016,"Spain","For-profit private ownership","Inhabitants per ...",1765.58,FALSE
2016,"Spain","For-profit private ownership","Per hundred thousand inhabitants",56.64,FALSE
2016,"France","Public ownership","Number",250104,FALSE
2016,"France","Public ownership","Inhabitants per ...",266.77,FALSE
2016,"France","Public ownership","Per hundred thousand inhabitants",374.85,FALSE
2016,"France","Not-for-profit private ownership","Number",56994,FALSE
2016,"France","Not-for-profit private ownership","Inhabitants per ...",1170.67,FALSE
2016,"France","Not-for-profit private ownership","Per hundred thousand inhabitants",85.42,FALSE
2016,"France","For-profit private ownership","Number",97150,FALSE
2016,"France","For-profit private ownership","Inhabitants per ...",686.79,FALSE
2016,"France","For-profit private ownership","Per hundred thousand inhabitants",145.61,FALSE
2016,"Croatia","Public ownership","Number",22508,FALSE
2016,"Croatia","Public ownership","Inhabitants per ...",185.38,FALSE
2016,"Croatia","Public ownership","Per hundred thousand inhabitants",539.44,FALSE
2016,"Croatia","Not-for-profit private ownership","Number",140,FALSE
2016,"Croatia","Not-for-profit private ownership","Inhabitants per ...",29803.15,FALSE
