"TIME","GEO","UNIT","FACILITY","ICHA_HP","Value","Value_imp"
2015,"Ireland","Inhabitants per ...","Gamma cameras","Hospitals",167927.02,FALSE
2015,"Ireland","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",391829.71,TRUE
2015,"Ireland","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",115890.76,TRUE
2015,"Ireland","Inhabitants per ...","Angiography units","Hospitals",102542.73,TRUE
2015,"Ireland","Inhabitants per ...","Angiography units","Providers of ambulatory health care",717799.1,TRUE
2015,"Ireland","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",783659.42,FALSE
2015,"Ireland","Inhabitants per ...","Lithotriptors","Hospitals",121660.86,TRUE
2015,"Ireland","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",652544.64,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.77,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.29,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.17,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.4,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",1.15,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.26,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.6,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.6,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.86,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Angiography units","Hospitals",0.98,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.03,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.13,FALSE
2015,"Ireland","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.82,TRUE
2015,"Ireland","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Greece","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",391,FALSE
2015,"Greece","Number","Computed Tomography Scanners","Hospitals",175,FALSE
2015,"Greece","Number","Computed Tomography Scanners","Providers of ambulatory health care",216,FALSE
2015,"Greece","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",268,FALSE
2015,"Greece","Number","Magnetic Resonance Imaging Units","Hospitals",74,FALSE
2015,"Greece","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",194,FALSE
2015,"Greece","Number","Gamma cameras","Hospitals and providers of ambulatory health care",158,FALSE
2015,"Greece","Number","Gamma cameras","Hospitals",62,FALSE
2015,"Greece","Number","Gamma cameras","Providers of ambulatory health care",96,FALSE
2015,"Greece","Number","Angiography units","Hospitals and providers of ambulatory health care",110,TRUE
2015,"Greece","Number","Angiography units","Hospitals",120,TRUE
2015,"Greece","Number","Angiography units","Providers of ambulatory health care",0,TRUE
2015,"Greece","Number","Lithotriptors","Hospitals and providers of ambulatory health care",20,TRUE
2015,"Greece","Number","Lithotriptors","Hospitals",20,TRUE
2015,"Greece","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",27674.89,FALSE
2015,"Greece","Inhabitants per ...","Computed Tomography Scanners","Hospitals",61833.62,FALSE
2015,"Greece","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",50096.68,FALSE
2015,"Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",40376.43,FALSE
2015,"Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",146228.15,FALSE
2015,"Greece","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",55777.75,FALSE
2015,"Greece","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",68486.6,FALSE
2015,"Greece","Inhabitants per ...","Gamma cameras","Hospitals",174530.37,FALSE
2015,"Greece","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",112717.53,FALSE
2015,"Greece","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",91376.76,TRUE
2015,"Greece","Inhabitants per ...","Angiography units","Hospitals",91376.76,TRUE
2015,"Greece","Inhabitants per ...","Angiography units","Providers of ambulatory health care",717799.1,TRUE
2015,"Greece","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",548260.55,TRUE
2015,"Greece","Inhabitants per ...","Lithotriptors","Hospitals",548260.55,TRUE
2015,"Greece","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",55777.75,TRUE
2015,"Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",3.61,FALSE
2015,"Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.62,FALSE
2015,"Greece","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",2,FALSE
2015,"Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",2.48,FALSE
2015,"Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.68,FALSE
2015,"Greece","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",1.79,FALSE
2015,"Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.46,FALSE
2015,"Greece","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.57,FALSE
2015,"Greece","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.89,FALSE
2015,"Greece","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",1.09,TRUE
2015,"Greece","Per hundred thousand inhabitants","Angiography units","Hospitals",1.09,TRUE
2015,"Greece","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,TRUE
2015,"Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.18,TRUE
2015,"Greece","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.18,TRUE
2015,"Greece","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Spain","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",837,FALSE
2015,"Spain","Number","Computed Tomography Scanners","Hospitals",738,FALSE
2015,"Spain","Number","Computed Tomography Scanners","Providers of ambulatory health care",99,FALSE
2015,"Spain","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",736,FALSE
2015,"Spain","Number","Magnetic Resonance Imaging Units","Hospitals",526,FALSE
2015,"Spain","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",210,FALSE
2015,"Spain","Number","Gamma cameras","Hospitals and providers of ambulatory health care",304,FALSE
2015,"Spain","Number","Gamma cameras","Hospitals",281,FALSE
2015,"Spain","Number","Gamma cameras","Providers of ambulatory health care",23,FALSE
2015,"Spain","Number","Angiography units","Hospitals and providers of ambulatory health care",267,FALSE
2015,"Spain","Number","Angiography units","Hospitals",248,FALSE
2015,"Spain","Number","Angiography units","Providers of ambulatory health care",19,FALSE
2015,"Spain","Number","Lithotriptors","Hospitals and providers of ambulatory health care",87,FALSE
2015,"Spain","Number","Lithotriptors","Hospitals",86,FALSE
2015,"Spain","Number","Lithotriptors","Providers of ambulatory health care",1,FALSE
2015,"Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",55489.64,FALSE
2015,"Spain","Inhabitants per ...","Computed Tomography Scanners","Hospitals",62933.38,FALSE
2015,"Spain","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",469139.72,FALSE
2015,"Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",63104.39,FALSE
2015,"Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",88298.16,FALSE
2015,"Spain","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",221165.87,FALSE
2015,"Spain","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",152779.05,FALSE
2015,"Spain","Inhabitants per ...","Gamma cameras","Hospitals",165284.1,FALSE
2015,"Spain","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",2019340.52,FALSE
2015,"Spain","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",173950.68,FALSE
2015,"Spain","Inhabitants per ...","Angiography units","Hospitals",187277.55,FALSE
2015,"Spain","Inhabitants per ...","Angiography units","Providers of ambulatory health care",2444464.84,FALSE
2015,"Spain","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",533848.64,FALSE
2015,"Spain","Inhabitants per ...","Lithotriptors","Hospitals",540056.19,FALSE
2015,"Spain","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",46444832,FALSE
2015,"Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.8,FALSE
2015,"Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.59,FALSE
2015,"Spain","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.21,FALSE
2015,"Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.58,FALSE
2015,"Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",1.13,FALSE
2015,"Spain","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.45,FALSE
2015,"Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.65,FALSE
2015,"Spain","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.61,FALSE
2015,"Spain","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.05,FALSE
2015,"Spain","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.57,FALSE
2015,"Spain","Per hundred thousand inhabitants","Angiography units","Hospitals",0.53,FALSE
2015,"Spain","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.04,FALSE
2015,"Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.19,FALSE
2015,"Spain","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.19,FALSE
2015,"Spain","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,FALSE
2015,"France","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1103,FALSE
2015,"France","Number","Computed Tomography Scanners","Hospitals",856,FALSE
2015,"France","Number","Computed Tomography Scanners","Providers of ambulatory health care",247,FALSE
2015,"France","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",836,FALSE
2015,"France","Number","Magnetic Resonance Imaging Units","Hospitals",585,FALSE
2015,"France","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",251,FALSE
2015,"France","Number","Gamma cameras","Hospitals and providers of ambulatory health care",456,FALSE
2015,"France","Number","Gamma cameras","Hospitals",361,FALSE
2015,"France","Number","Gamma cameras","Providers of ambulatory health care",95,FALSE
2015,"France","Number","Angiography units","Hospitals and providers of ambulatory health care",80,TRUE
2015,"France","Number","Angiography units","Hospitals",463,FALSE
2015,"France","Number","Angiography units","Providers of ambulatory health care",3,TRUE
2015,"France","Number","Lithotriptors","Hospitals and providers of ambulatory health care",37,TRUE
2015,"France","Number","Lithotriptors","Hospitals",132,FALSE
2015,"France","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"France","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",60333.88,FALSE
2015,"France","Inhabitants per ...","Computed Tomography Scanners","Hospitals",77743.31,FALSE
2015,"France","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",269426.2,FALSE
2015,"France","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",79603.2,FALSE
2015,"France","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",113757.73,FALSE
2015,"France","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",265132.56,FALSE
2015,"France","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",145939.19,FALSE
2015,"France","Inhabitants per ...","Gamma cameras","Hospitals",184344.24,FALSE
2015,"France","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",700508.13,FALSE
2015,"France","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",115890.76,TRUE
2015,"France","Inhabitants per ...","Angiography units","Hospitals",143732.77,FALSE
2015,"France","Inhabitants per ...","Angiography units","Providers of ambulatory health care",2444464.84,TRUE
2015,"France","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",285028.62,TRUE
2015,"France","Inhabitants per ...","Lithotriptors","Hospitals",504153.58,FALSE
2015,"France","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",652544.64,TRUE
2015,"France","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.66,FALSE
2015,"France","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.29,FALSE
2015,"France","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.37,FALSE
2015,"France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.26,FALSE
2015,"France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.88,FALSE
2015,"France","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.38,FALSE
2015,"France","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.69,FALSE
2015,"France","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.54,FALSE
2015,"France","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.14,FALSE
2015,"France","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.86,TRUE
2015,"France","Per hundred thousand inhabitants","Angiography units","Hospitals",0.7,FALSE
2015,"France","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.03,TRUE
2015,"France","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.35,TRUE
2015,"France","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.2,FALSE
2015,"France","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Croatia","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",64,FALSE
2015,"Croatia","Number","Computed Tomography Scanners","Hospitals",50,FALSE
2015,"Croatia","Number","Computed Tomography Scanners","Providers of ambulatory health care",14,FALSE
2015,"Croatia","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",46,FALSE
2015,"Croatia","Number","Magnetic Resonance Imaging Units","Hospitals",27,FALSE
2015,"Croatia","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",19,FALSE
2015,"Croatia","Number","Gamma cameras","Hospitals and providers of ambulatory health care",33,FALSE
2015,"Croatia","Number","Gamma cameras","Hospitals",32,FALSE
2015,"Croatia","Number","Gamma cameras","Providers of ambulatory health care",1,FALSE
2015,"Croatia","Number","Angiography units","Hospitals and providers of ambulatory health care",66,FALSE
2015,"Croatia","Number","Angiography units","Hospitals",53,FALSE
2015,"Croatia","Number","Angiography units","Providers of ambulatory health care",13,FALSE
2015,"Croatia","Number","Lithotriptors","Hospitals and providers of ambulatory health care",27,FALSE
2015,"Croatia","Number","Lithotriptors","Hospitals",26,FALSE
2015,"Croatia","Number","Lithotriptors","Providers of ambulatory health care",1,FALSE
2015,"Croatia","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",65749.88,FALSE
2015,"Croatia","Inhabitants per ...","Computed Tomography Scanners","Hospitals",84159.85,FALSE
2015,"Croatia","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",300570.89,FALSE
2015,"Croatia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",91478.1,FALSE
2015,"Croatia","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",155851.57,FALSE
2015,"Croatia","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",221473.29,FALSE
2015,"Croatia","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",127514.92,FALSE
2015,"Croatia","Inhabitants per ...","Gamma cameras","Hospitals",131499.77,FALSE
2015,"Croatia","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",4207992.5,FALSE
2015,"Croatia","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",63757.46,FALSE
2015,"Croatia","Inhabitants per ...","Angiography units","Hospitals",79396.08,FALSE
2015,"Croatia","Inhabitants per ...","Angiography units","Providers of ambulatory health care",323691.73,FALSE
2015,"Croatia","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",155851.57,FALSE
2015,"Croatia","Inhabitants per ...","Lithotriptors","Hospitals",161845.87,FALSE
2015,"Croatia","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",4207992.5,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",1.52,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",1.19,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.33,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.09,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",0.64,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0.45,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.78,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.76,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.02,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",1.57,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Angiography units","Hospitals",1.26,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.31,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.64,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.62,FALSE
2015,"Croatia","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0.02,FALSE
2015,"Italy","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",2023,FALSE
2015,"Italy","Number","Computed Tomography Scanners","Hospitals",1521,FALSE
2015,"Italy","Number","Computed Tomography Scanners","Providers of ambulatory health care",502,FALSE
2015,"Italy","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1715,FALSE
2015,"Italy","Number","Magnetic Resonance Imaging Units","Hospitals",1053,FALSE
2015,"Italy","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",662,FALSE
2015,"Italy","Number","Gamma cameras","Hospitals and providers of ambulatory health care",508,FALSE
2015,"Italy","Number","Gamma cameras","Hospitals",384,FALSE
2015,"Italy","Number","Gamma cameras","Providers of ambulatory health care",124,FALSE
2015,"Italy","Number","Angiography units","Hospitals and providers of ambulatory health care",834,FALSE
2015,"Italy","Number","Angiography units","Hospitals",811,FALSE
2015,"Italy","Number","Angiography units","Providers of ambulatory health care",23,FALSE
2015,"Italy","Number","Lithotriptors","Hospitals and providers of ambulatory health care",37,TRUE
2015,"Italy","Number","Lithotriptors","Hospitals",59,TRUE
2015,"Italy","Number","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Italy","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",30020.06,FALSE
2015,"Italy","Inhabitants per ...","Computed Tomography Scanners","Hospitals",39928.06,FALSE
2015,"Italy","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",120977.25,FALSE
2015,"Italy","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",35411.42,FALSE
2015,"Italy","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",57673.87,FALSE
2015,"Italy","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",91738.04,FALSE
2015,"Italy","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",119548.39,FALSE
2015,"Italy","Inhabitants per ...","Gamma cameras","Hospitals",158152.56,FALSE
2015,"Italy","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",489762.75,FALSE
2015,"Italy","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",72818.44,FALSE
2015,"Italy","Inhabitants per ...","Angiography units","Hospitals",74883.58,FALSE
2015,"Italy","Inhabitants per ...","Angiography units","Providers of ambulatory health care",2640460.07,FALSE
2015,"Italy","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",285028.62,TRUE
2015,"Italy","Inhabitants per ...","Lithotriptors","Hospitals",121660.86,TRUE
2015,"Italy","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",4207992.5,TRUE
2015,"Italy","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",3.33,FALSE
2015,"Italy","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",2.5,FALSE
2015,"Italy","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0.83,FALSE
2015,"Italy","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",2.82,FALSE
2015,"Italy","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",1.73,FALSE
2015,"Italy","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",1.09,FALSE
2015,"Italy","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",0.84,FALSE
2015,"Italy","Per hundred thousand inhabitants","Gamma cameras","Hospitals",0.63,FALSE
2015,"Italy","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0.2,FALSE
2015,"Italy","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",1.37,FALSE
2015,"Italy","Per hundred thousand inhabitants","Angiography units","Hospitals",1.34,FALSE
2015,"Italy","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0.04,FALSE
2015,"Italy","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.35,TRUE
2015,"Italy","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.82,TRUE
2015,"Italy","Per hundred thousand inhabitants","Lithotriptors","Providers of ambulatory health care",0,TRUE
2015,"Cyprus","Number","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",29,FALSE
2015,"Cyprus","Number","Computed Tomography Scanners","Hospitals",29,FALSE
2015,"Cyprus","Number","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Number","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",16,FALSE
2015,"Cyprus","Number","Magnetic Resonance Imaging Units","Hospitals",16,FALSE
2015,"Cyprus","Number","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Number","Gamma cameras","Hospitals and providers of ambulatory health care",10,FALSE
2015,"Cyprus","Number","Gamma cameras","Hospitals",10,FALSE
2015,"Cyprus","Number","Gamma cameras","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Number","Angiography units","Hospitals and providers of ambulatory health care",7,FALSE
2015,"Cyprus","Number","Angiography units","Hospitals",7,FALSE
2015,"Cyprus","Number","Angiography units","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Number","Lithotriptors","Hospitals and providers of ambulatory health care",6,FALSE
2015,"Cyprus","Number","Lithotriptors","Hospitals",6,FALSE
2015,"Cyprus","Number","Lithotriptors","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Inhabitants per ...","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",29229.78,FALSE
2015,"Cyprus","Inhabitants per ...","Computed Tomography Scanners","Hospitals",29229.78,FALSE
2015,"Cyprus","Inhabitants per ...","Computed Tomography Scanners","Providers of ambulatory health care",585892.17,TRUE
2015,"Cyprus","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",52978.97,FALSE
2015,"Cyprus","Inhabitants per ...","Magnetic Resonance Imaging Units","Hospitals",52978.97,FALSE
2015,"Cyprus","Inhabitants per ...","Magnetic Resonance Imaging Units","Providers of ambulatory health care",341809.1,TRUE
2015,"Cyprus","Inhabitants per ...","Gamma cameras","Hospitals and providers of ambulatory health care",84766.35,FALSE
2015,"Cyprus","Inhabitants per ...","Gamma cameras","Hospitals",84766.35,FALSE
2015,"Cyprus","Inhabitants per ...","Gamma cameras","Providers of ambulatory health care",703070.6,TRUE
2015,"Cyprus","Inhabitants per ...","Angiography units","Hospitals and providers of ambulatory health care",121094.79,FALSE
2015,"Cyprus","Inhabitants per ...","Angiography units","Hospitals",121094.79,FALSE
2015,"Cyprus","Inhabitants per ...","Angiography units","Providers of ambulatory health care",2444464.84,TRUE
2015,"Cyprus","Inhabitants per ...","Lithotriptors","Hospitals and providers of ambulatory health care",141277.25,FALSE
2015,"Cyprus","Inhabitants per ...","Lithotriptors","Hospitals",141277.25,FALSE
2015,"Cyprus","Inhabitants per ...","Lithotriptors","Providers of ambulatory health care",4207992.5,TRUE
2015,"Cyprus","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals and providers of ambulatory health care",3.42,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Computed Tomography Scanners","Hospitals",3.42,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Computed Tomography Scanners","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals and providers of ambulatory health care",1.89,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Hospitals",1.89,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Magnetic Resonance Imaging Units","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Gamma cameras","Hospitals and providers of ambulatory health care",1.18,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Gamma cameras","Hospitals",1.18,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Gamma cameras","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Angiography units","Hospitals and providers of ambulatory health care",0.83,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Angiography units","Hospitals",0.83,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Angiography units","Providers of ambulatory health care",0,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Lithotriptors","Hospitals and providers of ambulatory health care",0.71,FALSE
2015,"Cyprus","Per hundred thousand inhabitants","Lithotriptors","Hospitals",0.71,FALSE
