"TIME","GEO","UNIT","ICHA11_HP","Value","Flag and Footnotes"
"2013","Ireland","Million euro","Specialised hospitals (other than mental health hospitals)","693.26",""
"2013","Greece","Million euro","All providers of health care","15 028.19",""
"2013","Greece","Million euro","Hospitals","6 703.20",""
"2013","Greece","Million euro","General hospitals","5 857.84",""
"2013","Greece","Million euro","Mental health hospitals","286.35",""
"2013","Greece","Million euro","Specialised hospitals (other than mental health hospitals)","559.01",""
"2013","Spain","Million euro","All providers of health care","92 518.80",""
"2013","Spain","Million euro","Hospitals","38 500.55",""
"2013","Spain","Million euro","General hospitals","35 765.07",""
"2013","Spain","Million euro","Mental health hospitals","728.24",""
"2013","Spain","Million euro","Specialised hospitals (other than mental health hospitals)","2 007.23",""
"2013","France","Million euro","All providers of health care","242 123.42",""
"2013","France","Million euro","Hospitals","91 690.90",""
"2013","France","Million euro","General hospitals","77 922.77",""
"2013","France","Million euro","Mental health hospitals","13 403.95",""
"2013","France","Million euro","Specialised hospitals (other than mental health hospitals)","364.18","d"
"2013","Croatia","Million euro","All providers of health care","2 855.23",""
"2013","Croatia","Million euro","Hospitals","1 230.08",""
"2013","Croatia","Million euro","General hospitals","1 090.49",""
"2013","Croatia","Million euro","Mental health hospitals","43.57",""
"2013","Croatia","Million euro","Specialised hospitals (other than mental health hospitals)","96.01",""
"2013","Italy","Million euro","All providers of health care","141 526.00",""
"2013","Italy","Million euro","Hospitals","64 715.00",""
"2013","Italy","Million euro","General hospitals",":",""
"2013","Italy","Million euro","Mental health hospitals",":",""
"2013","Italy","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Cyprus","Million euro","All providers of health care","1 249.79",""
"2013","Cyprus","Million euro","Hospitals","572.99",""
"2013","Cyprus","Million euro","General hospitals","471.01",""
"2013","Cyprus","Million euro","Mental health hospitals","13.42",""
"2013","Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)","88.56",""
"2013","Latvia","Million euro","All providers of health care","1 232.72",""
"2013","Latvia","Million euro","Hospitals","443.65",""
"2013","Latvia","Million euro","General hospitals","339.47",""
"2013","Latvia","Million euro","Mental health hospitals","41.37",""
"2013","Latvia","Million euro","Specialised hospitals (other than mental health hospitals)","62.82",""
"2013","Lithuania","Million euro","All providers of health care","2 146.52",""
"2013","Lithuania","Million euro","Hospitals","727.21",""
"2013","Lithuania","Million euro","General hospitals","617.73",""
"2013","Lithuania","Million euro","Mental health hospitals","38.24",""
"2013","Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)","71.24",""
"2013","Luxembourg","Million euro","All providers of health care","2 570.38",""
"2013","Luxembourg","Million euro","Hospitals","786.48",""
"2013","Luxembourg","Million euro","General hospitals","692.88",""
"2013","Luxembourg","Million euro","Mental health hospitals","40.98",""
"2013","Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)","52.61",""
"2013","Hungary","Million euro","All providers of health care","7 396.44",""
"2013","Hungary","Million euro","Hospitals","2 720.58","b"
"2013","Hungary","Million euro","General hospitals","2 485.88",""
"2013","Hungary","Million euro","Mental health hospitals","6.49",""
"2013","Hungary","Million euro","Specialised hospitals (other than mental health hospitals)","228.21",""
"2013","Malta","Million euro","All providers of health care",":",""
"2013","Malta","Million euro","Hospitals",":",""
"2013","Malta","Million euro","General hospitals",":",""
"2013","Malta","Million euro","Mental health hospitals",":",""
"2013","Malta","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Netherlands","Million euro","All providers of health care","69 900.51",""
"2013","Netherlands","Million euro","Hospitals","22 602.77",""
"2013","Netherlands","Million euro","General hospitals","17 732.71",""
"2013","Netherlands","Million euro","Mental health hospitals","3 920.43",""
"2013","Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)","949.63",""
"2013","Austria","Million euro","All providers of health care","33 316.59",""
"2013","Austria","Million euro","Hospitals","12 815.00",""
"2013","Austria","Million euro","General hospitals","11 329.61",""
"2013","Austria","Million euro","Mental health hospitals",":",""
"2013","Austria","Million euro","Specialised hospitals (other than mental health hospitals)","1 485.39",""
"2013","Poland","Million euro","All providers of health care","25 166.20",""
"2013","Poland","Million euro","Hospitals","8 873.59",""
"2013","Poland","Million euro","General hospitals","7 999.64",""
"2013","Poland","Million euro","Mental health hospitals","408.48",""
"2013","Poland","Million euro","Specialised hospitals (other than mental health hospitals)","465.46",""
"2013","Portugal","Million euro","All providers of health care","15 476.70",""
"2013","Portugal","Million euro","Hospitals","6 521.50",""
"2013","Portugal","Million euro","General hospitals","6 398.72","d"
"2013","Portugal","Million euro","Mental health hospitals","122.78",""
"2013","Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Romania","Million euro","All providers of health care","7 467.03",""
"2013","Romania","Million euro","Hospitals","2 716.61",""
"2013","Romania","Million euro","General hospitals","2 222.35",""
"2013","Romania","Million euro","Mental health hospitals","88.99",""
"2013","Romania","Million euro","Specialised hospitals (other than mental health hospitals)","405.28",""
"2013","Slovenia","Million euro","All providers of health care",":",""
"2013","Slovenia","Million euro","Hospitals",":",""
"2013","Slovenia","Million euro","General hospitals",":",""
"2013","Slovenia","Million euro","Mental health hospitals",":",""
"2013","Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Slovakia","Million euro","All providers of health care","5 583.37",""
"2013","Slovakia","Million euro","Hospitals","1 535.71",""
"2013","Slovakia","Million euro","General hospitals","1 498.19",""
"2013","Slovakia","Million euro","Mental health hospitals","36.48",""
"2013","Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)","1.04",""
"2013","Finland","Million euro","All providers of health care","20 034.38",""
"2013","Finland","Million euro","Hospitals","6 828.42",""
"2013","Finland","Million euro","General hospitals","6 821.59",""
"2013","Finland","Million euro","Mental health hospitals","6.83",""
"2013","Finland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Sweden","Million euro","All providers of health care","48 178.00",""
"2013","Sweden","Million euro","Hospitals","18 541.29",""
"2013","Sweden","Million euro","General hospitals","18 541.29",""
"2013","Sweden","Million euro","Mental health hospitals",":",""
"2013","Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Iceland","Million euro","All providers of health care","991.84",""
"2013","Iceland","Million euro","Hospitals","376.49",""
"2013","Iceland","Million euro","General hospitals","376.49",""
"2013","Iceland","Million euro","Mental health hospitals",":",""
"2013","Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Liechtenstein","Million euro","All providers of health care","276.68",""
"2013","Liechtenstein","Million euro","Hospitals","27.90",""
"2013","Liechtenstein","Million euro","General hospitals","27.90",""
"2013","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2013","Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2013","Norway","Million euro","All providers of health care","35 129.57",""
"2013","Norway","Million euro","Hospitals","13 873.72",""
"2013","Norway","Million euro","General hospitals","10 612.42",""
"2013","Norway","Million euro","Mental health hospitals","3 261.30",""
"2013","Norway","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Switzerland","Million euro","All providers of health care","56 143.31",""
"2013","Switzerland","Million euro","Hospitals","20 584.24",""
"2013","Switzerland","Million euro","General hospitals","16 606.97",""
"2013","Switzerland","Million euro","Mental health hospitals","1 701.54",""
"2013","Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)","2 275.73",""
"2013","United Kingdom","Million euro","All providers of health care","209 392.49",""
"2013","United Kingdom","Million euro","Hospitals","84 315.37",""
"2013","United Kingdom","Million euro","General hospitals",":",""
"2013","United Kingdom","Million euro","Mental health hospitals",":",""
"2013","United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2013","Bosnia and Herzegovina","Million euro","All providers of health care","1 289.16",""
"2013","Bosnia and Herzegovina","Million euro","Hospitals","457.00",""
"2013","Bosnia and Herzegovina","Million euro","General hospitals","424.78",""
"2013","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.56",""
"2013","Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)","28.66",""
"2014","European Union - 27 countries (from 2020)","Million euro","All providers of health care","1 177 858.74",""
"2014","European Union - 27 countries (from 2020)","Million euro","Hospitals","430 796.21",""
"2014","European Union - 27 countries (from 2020)","Million euro","General hospitals",":",""
"2014","European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",":",""
"2014","European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1 407 857.52",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Hospitals","524 006.33",""
"2014","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","All providers of health care","1 404 949.74",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Hospitals","522 720.33",""
"2014","European Union - 27 countries (2007-2013)","Million euro","General hospitals",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","All providers of health care","1 333 671.16",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Hospitals","496 066.46",""
"2014","European Union - 15 countries (1995-2004)","Million euro","General hospitals",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","All providers of health care","1 043 842.25",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Hospitals","377 926.66",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","General hospitals",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Euro area - 18 countries (2014)","Million euro","All providers of health care","1 041 576.67",""
"2014","Euro area - 18 countries (2014)","Million euro","Hospitals","377 162.12",""
"2014","Euro area - 18 countries (2014)","Million euro","General hospitals",":",""
"2014","Euro area - 18 countries (2014)","Million euro","Mental health hospitals",":",""
"2014","Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","All providers of health care","1 028 595.97",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Hospitals","372 249.58",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","General hospitals",":",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",":",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Belgium","Million euro","All providers of health care","42 073.83",""
"2014","Belgium","Million euro","Hospitals","14 230.13",""
"2014","Belgium","Million euro","General hospitals","12 323.48",""
"2014","Belgium","Million euro","Mental health hospitals","1 834.53",""
"2014","Belgium","Million euro","Specialised hospitals (other than mental health hospitals)","72.11",""
"2014","Bulgaria","Million euro","All providers of health care","3 305.61",""
"2014","Bulgaria","Million euro","Hospitals","1 270.19",""
"2014","Bulgaria","Million euro","General hospitals","975.40",""
"2014","Bulgaria","Million euro","Mental health hospitals","22.02",""
"2014","Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)","272.77",""
"2014","Czechia","Million euro","All providers of health care","11 989.32",""
"2014","Czechia","Million euro","Hospitals","4 971.52",""
"2014","Czechia","Million euro","General hospitals","4 464.49",""
"2014","Czechia","Million euro","Mental health hospitals","173.28",""
"2014","Czechia","Million euro","Specialised hospitals (other than mental health hospitals)","333.75",""
"2014","Denmark","Million euro","All providers of health care","27 032.54",""
"2014","Denmark","Million euro","Hospitals","12 015.68",""
"2014","Denmark","Million euro","General hospitals","10 913.86",""
"2014","Denmark","Million euro","Mental health hospitals","1 101.82",""
"2014","Denmark","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","322 481.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Hospitals","93 989.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","85 009.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)","8 981.00",""
"2014","Estonia","Million euro","All providers of health care","1 227.09",""
"2014","Estonia","Million euro","Hospitals","585.60",""
"2014","Estonia","Million euro","General hospitals","556.35",""
"2014","Estonia","Million euro","Mental health hospitals","3.32",""
"2014","Estonia","Million euro","Specialised hospitals (other than mental health hospitals)","25.93",""
"2014","Ireland","Million euro","All providers of health care","18 850.22",""
"2014","Ireland","Million euro","Hospitals","6 662.75",""
"2014","Ireland","Million euro","General hospitals","5 659.83",""
"2014","Ireland","Million euro","Mental health hospitals","286.53",""
"2014","Ireland","Million euro","Specialised hospitals (other than mental health hospitals)","716.39",""
"2014","Greece","Million euro","All providers of health care","14 024.42",""
"2014","Greece","Million euro","Hospitals","6 272.13",""
"2014","Greece","Million euro","General hospitals","5 370.39",""
"2014","Greece","Million euro","Mental health hospitals","355.55",""
"2014","Greece","Million euro","Specialised hospitals (other than mental health hospitals)","546.19",""
"2014","Spain","Million euro","All providers of health care","93 824.25",""
"2014","Spain","Million euro","Hospitals","39 845.77",""
"2014","Spain","Million euro","General hospitals","36 959.02",""
"2014","Spain","Million euro","Mental health hospitals","759.25",""
"2014","Spain","Million euro","Specialised hospitals (other than mental health hospitals)","2 127.50",""
"2014","France","Million euro","All providers of health care","248 958.59",""
"2014","France","Million euro","Hospitals","95 418.11",""
"2014","France","Million euro","General hospitals","81 422.85",""
"2014","France","Million euro","Mental health hospitals","13 607.77",""
"2014","France","Million euro","Specialised hospitals (other than mental health hospitals)","387.50","d"
"2014","Croatia","Million euro","All providers of health care","2 907.78",""
"2014","Croatia","Million euro","Hospitals","1 286.00",""
"2014","Croatia","Million euro","General hospitals","1 163.06",""
"2014","Croatia","Million euro","Mental health hospitals","43.30",""
"2014","Croatia","Million euro","Specialised hospitals (other than mental health hospitals)","79.63",""
"2014","Italy","Million euro","All providers of health care","144 317.00",""
"2014","Italy","Million euro","Hospitals","65 633.00",""
"2014","Italy","Million euro","General hospitals",":",""
"2014","Italy","Million euro","Mental health hospitals",":",""
"2014","Italy","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Cyprus","Million euro","All providers of health care","1 211.80",""
"2014","Cyprus","Million euro","Hospitals","532.40",""
"2014","Cyprus","Million euro","General hospitals","440.97",""
"2014","Cyprus","Million euro","Mental health hospitals","13.16",""
"2014","Cyprus","Million euro","Specialised hospitals (other than mental health hospitals)","78.27",""
"2014","Latvia","Million euro","All providers of health care","1 290.77",""
"2014","Latvia","Million euro","Hospitals","434.22",""
"2014","Latvia","Million euro","General hospitals","344.77",""
"2014","Latvia","Million euro","Mental health hospitals","34.31",""
"2014","Latvia","Million euro","Specialised hospitals (other than mental health hospitals)","55.14",""
"2014","Lithuania","Million euro","All providers of health care","2 265.58",""
"2014","Lithuania","Million euro","Hospitals","764.54",""
"2014","Lithuania","Million euro","General hospitals","638.76",""
"2014","Lithuania","Million euro","Mental health hospitals","15.84",""
"2014","Lithuania","Million euro","Specialised hospitals (other than mental health hospitals)","109.95",""
"2014","Luxembourg","Million euro","All providers of health care","2 708.90",""
"2014","Luxembourg","Million euro","Hospitals","835.30",""
"2014","Luxembourg","Million euro","General hospitals","739.41",""
"2014","Luxembourg","Million euro","Mental health hospitals","41.34",""
"2014","Luxembourg","Million euro","Specialised hospitals (other than mental health hospitals)","54.55",""
"2014","Hungary","Million euro","All providers of health care","7 488.05",""
"2014","Hungary","Million euro","Hospitals","2 734.63",""
"2014","Hungary","Million euro","General hospitals","2 501.37",""
"2014","Hungary","Million euro","Mental health hospitals","6.23",""
"2014","Hungary","Million euro","Specialised hospitals (other than mental health hospitals)","227.03",""
"2014","Malta","Million euro","All providers of health care","795.04",""
"2014","Malta","Million euro","Hospitals","338.87",""
"2014","Malta","Million euro","General hospitals","292.73",""
"2014","Malta","Million euro","Mental health hospitals","23.49",""
"2014","Malta","Million euro","Specialised hospitals (other than mental health hospitals)","22.65",""
"2014","Netherlands","Million euro","All providers of health care","70 964.21",""
"2014","Netherlands","Million euro","Hospitals","22 805.43",""
"2014","Netherlands","Million euro","General hospitals","17 933.09",""
"2014","Netherlands","Million euro","Mental health hospitals","3 903.16",""
"2014","Netherlands","Million euro","Specialised hospitals (other than mental health hospitals)","969.18",""
"2014","Austria","Million euro","All providers of health care","34 540.89",""
"2014","Austria","Million euro","Hospitals","13 230.37",""
"2014","Austria","Million euro","General hospitals","11 673.56",""
"2014","Austria","Million euro","Mental health hospitals",":",""
"2014","Austria","Million euro","Specialised hospitals (other than mental health hospitals)","1 556.80",""
"2014","Poland","Million euro","All providers of health care","25 681.21",""
"2014","Poland","Million euro","Hospitals","9 118.38",""
"2014","Poland","Million euro","General hospitals","8 213.00",""
"2014","Poland","Million euro","Mental health hospitals","420.95",""
"2014","Poland","Million euro","Specialised hospitals (other than mental health hospitals)","484.43",""
"2014","Portugal","Million euro","All providers of health care","15 615.76",""
"2014","Portugal","Million euro","Hospitals","6 534.82",""
"2014","Portugal","Million euro","General hospitals","6 415.83","d"
"2014","Portugal","Million euro","Mental health hospitals","118.99",""
"2014","Portugal","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Romania","Million euro","All providers of health care","7 568.11",""
"2014","Romania","Million euro","Hospitals","2 882.08",""
"2014","Romania","Million euro","General hospitals","2 275.59",""
"2014","Romania","Million euro","Mental health hospitals","96.88",""
"2014","Romania","Million euro","Specialised hospitals (other than mental health hospitals)","509.61",""
"2014","Slovenia","Million euro","All providers of health care","3 199.66",""
"2014","Slovenia","Million euro","Hospitals","1 298.77",""
"2014","Slovenia","Million euro","General hospitals","1 021.92",""
"2014","Slovenia","Million euro","Mental health hospitals","47.46",""
"2014","Slovenia","Million euro","Specialised hospitals (other than mental health hospitals)","229.39",""
"2014","Slovakia","Million euro","All providers of health care","5 256.33","b"
"2014","Slovakia","Million euro","Hospitals","1 722.69","b"
"2014","Slovakia","Million euro","General hospitals","1 661.30","b"
"2014","Slovakia","Million euro","Mental health hospitals","33.15","b"
"2014","Slovakia","Million euro","Specialised hospitals (other than mental health hospitals)","28.25","b"
"2014","Finland","Million euro","All providers of health care","20 236.91",""
"2014","Finland","Million euro","Hospitals","6 792.78",""
"2014","Finland","Million euro","General hospitals","6 786.28",""
"2014","Finland","Million euro","Mental health hospitals","6.50",""
"2014","Finland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Sweden","Million euro","All providers of health care","48 043.85",""
"2014","Sweden","Million euro","Hospitals","18 591.09",""
"2014","Sweden","Million euro","General hospitals","18 591.09",""
"2014","Sweden","Million euro","Mental health hospitals",":",""
"2014","Sweden","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Iceland","Million euro","All providers of health care","1 108.60",""
"2014","Iceland","Million euro","Hospitals","423.01",""
"2014","Iceland","Million euro","General hospitals","423.01",""
"2014","Iceland","Million euro","Mental health hospitals",":",""
"2014","Iceland","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Liechtenstein","Million euro","All providers of health care","283.02",""
"2014","Liechtenstein","Million euro","Hospitals","24.15",""
"2014","Liechtenstein","Million euro","General hospitals","24.15",""
"2014","Liechtenstein","Million euro","Mental health hospitals","0.00",""
"2014","Liechtenstein","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2014","Norway","Million euro","All providers of health care","35 132.03",""
"2014","Norway","Million euro","Hospitals","13 965.69",""
"2014","Norway","Million euro","General hospitals","10 714.35",""
"2014","Norway","Million euro","Mental health hospitals","3 251.34",""
"2014","Norway","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Switzerland","Million euro","All providers of health care","58 808.84",""
"2014","Switzerland","Million euro","Hospitals","21 552.72",""
"2014","Switzerland","Million euro","General hospitals","17 415.33",""
"2014","Switzerland","Million euro","Mental health hospitals","1 730.91",""
"2014","Switzerland","Million euro","Specialised hospitals (other than mental health hospitals)","2 406.47",""
"2014","United Kingdom","Million euro","All providers of health care","229 998.79",""
"2014","United Kingdom","Million euro","Hospitals","93 210.11",""
"2014","United Kingdom","Million euro","General hospitals",":",""
"2014","United Kingdom","Million euro","Mental health hospitals",":",""
"2014","United Kingdom","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2014","Bosnia and Herzegovina","Million euro","All providers of health care","1 322.65",""
"2014","Bosnia and Herzegovina","Million euro","Hospitals","475.80",""
"2014","Bosnia and Herzegovina","Million euro","General hospitals","442.33",""
"2014","Bosnia and Herzegovina","Million euro","Mental health hospitals","3.67",""
"2014","Bosnia and Herzegovina","Million euro","Specialised hospitals (other than mental health hospitals)","29.79",""
"2015","European Union - 27 countries (from 2020)","Million euro","All providers of health care","1 213 033.51",""
"2015","European Union - 27 countries (from 2020)","Million euro","Hospitals","444 547.49",""
"2015","European Union - 27 countries (from 2020)","Million euro","General hospitals",":",""
"2015","European Union - 27 countries (from 2020)","Million euro","Mental health hospitals",":",""
"2015","European Union - 27 countries (from 2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","All providers of health care","1 474 601.00",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Hospitals","553 241.98",""
"2015","European Union - 28 countries (2013-2020)","Million euro","General hospitals",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Mental health hospitals",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","European Union - 27 countries (2007-2013)","Million euro","All providers of health care","1 471 573.21",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Hospitals","551 868.65",""
"2015","European Union - 27 countries (2007-2013)","Million euro","General hospitals",":",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Mental health hospitals",":",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","European Union - 15 countries (1995-2004)","Million euro","All providers of health care","1 397 068.08",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Hospitals","523 922.06",""
"2015","European Union - 15 countries (1995-2004)","Million euro","General hospitals",":",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Mental health hospitals",":",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","All providers of health care","1 074 381.40",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Hospitals","389 966.30",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","General hospitals",":",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Mental health hospitals",":",""
"2015","Euro area - 19 countries  (from 2015)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","Euro area - 18 countries (2014)","Million euro","All providers of health care","1 071 957.52",""
"2015","Euro area - 18 countries (2014)","Million euro","Hospitals","389 134.37",""
"2015","Euro area - 18 countries (2014)","Million euro","General hospitals",":",""
"2015","Euro area - 18 countries (2014)","Million euro","Mental health hospitals",":",""
"2015","Euro area - 18 countries (2014)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","All providers of health care","1 058 398.22",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Hospitals","383 906.03",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","General hospitals",":",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Mental health hospitals",":",""
"2015","Euro area - 12 countries (2001-2006)","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
"2015","Belgium","Million euro","All providers of health care","43 449.59",""
"2015","Belgium","Million euro","Hospitals","15 096.53",""
"2015","Belgium","Million euro","General hospitals","13 162.41",""
"2015","Belgium","Million euro","Mental health hospitals","1 856.47",""
"2015","Belgium","Million euro","Specialised hospitals (other than mental health hospitals)","77.65",""
"2015","Bulgaria","Million euro","All providers of health care","3 386.12",""
"2015","Bulgaria","Million euro","Hospitals","1 248.00",""
"2015","Bulgaria","Million euro","General hospitals","966.14",""
"2015","Bulgaria","Million euro","Mental health hospitals","22.86",""
"2015","Bulgaria","Million euro","Specialised hospitals (other than mental health hospitals)","258.99",""
"2015","Czechia","Million euro","All providers of health care","12 202.11",""
"2015","Czechia","Million euro","Hospitals","5 018.38",""
"2015","Czechia","Million euro","General hospitals","4 476.73",""
"2015","Czechia","Million euro","Mental health hospitals","176.87",""
"2015","Czechia","Million euro","Specialised hospitals (other than mental health hospitals)","364.78",""
"2015","Denmark","Million euro","All providers of health care","27 921.96",""
"2015","Denmark","Million euro","Hospitals","12 379.85",""
"2015","Denmark","Million euro","General hospitals","11 236.97",""
"2015","Denmark","Million euro","Mental health hospitals","1 142.88",""
"2015","Denmark","Million euro","Specialised hospitals (other than mental health hospitals)","0.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","All providers of health care","338 267.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Hospitals","97 518.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","General hospitals","88 241.00",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Mental health hospitals",":",""
"2015","Germany (until 1990 former territory of the FRG)","Million euro","Specialised hospitals (other than mental health hospitals)","9 277.00",""
"2015","Estonia","Million euro","All providers of health care","1 318.90",""
"2015","Estonia","Million euro","Hospitals","622.76",""
"2015","Estonia","Million euro","General hospitals","592.22",""
"2015","Estonia","Million euro","Mental health hospitals","3.64",""
"2015","Estonia","Million euro","Specialised hospitals (other than mental health hospitals)","26.90",""
"2015","Ireland","Million euro","All providers of health care","19 231.95",""
"2015","Ireland","Million euro","Hospitals","6 975.50",""
"2015","Ireland","Million euro","General hospitals","5 920.78",""
"2015","Ireland","Million euro","Mental health hospitals","287.89",""
"2015","Ireland","Million euro","Specialised hospitals (other than mental health hospitals)","766.83",""
"2015","Greece","Million euro","All providers of health care","14 210.20",""
"2015","Greece","Million euro","Hospitals","6 299.07",""
"2015","Greece","Million euro","General hospitals","5 403.29",""
"2015","Greece","Million euro","Mental health hospitals","373.66",""
"2015","Greece","Million euro","Specialised hospitals (other than mental health hospitals)","522.11",""
"2015","Spain","Million euro","All providers of health care","98 350.22",""
"2015","Spain","Million euro","Hospitals","42 652.57",""
"2015","Spain","Million euro","General hospitals","39 631.72",""
"2015","Spain","Million euro","Mental health hospitals","808.73",""
"2015","Spain","Million euro","Specialised hospitals (other than mental health hospitals)","2 212.12",""
"2015","France","Million euro","All providers of health care","252 075.88",""
"2015","France","Million euro","Hospitals","96 783.74",""
"2015","France","Million euro","General hospitals","82 760.97",""
"2015","France","Million euro","Mental health hospitals","13 631.18",""
"2015","France","Million euro","Specialised hospitals (other than mental health hospitals)","391.59","d"
"2015","Croatia","Million euro","All providers of health care","3 027.78",""
"2015","Croatia","Million euro","Hospitals","1 373.33",""
"2015","Croatia","Million euro","General hospitals","1 222.82",""
"2015","Croatia","Million euro","Mental health hospitals","51.38",""
"2015","Croatia","Million euro","Specialised hospitals (other than mental health hospitals)","99.13",""
"2015","Italy","Million euro","All providers of health care","146 613.00",""
"2015","Italy","Million euro","Hospitals","66 174.00",""
"2015","Italy","Million euro","General hospitals",":",""
"2015","Italy","Million euro","Mental health hospitals",":",""
"2015","Italy","Million euro","Specialised hospitals (other than mental health hospitals)",":",""
