"TIME","GEO","UNIT","ICHA11_HC","Value","Flag and Footnotes"
"2013","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 001 514.67",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","536 670.50",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","271 396.76",""
"2013","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2013","Belgium","Million euro","Current health care expenditure (CHE)","41 494.19",""
"2013","Belgium","Million euro","Curative care and rehabilitative care","21 494.72",""
"2013","Belgium","Million euro","Curative care","18 264.21",""
"2013","Belgium","Million euro","Inpatient curative and rehabilitative care","11 636.22",""
"2013","Belgium","Million euro","Inpatient curative care","10 454.87",""
"2013","Bulgaria","Million euro","Current health care expenditure (CHE)","3 003.51",""
"2013","Bulgaria","Million euro","Curative care and rehabilitative care","1 609.06",""
"2013","Bulgaria","Million euro","Curative care","1 555.56",""
"2013","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 047.44",""
"2013","Bulgaria","Million euro","Inpatient curative care","999.27",""
"2013","Czechia","Million euro","Current health care expenditure (CHE)","12 314.41",""
"2013","Czechia","Million euro","Curative care and rehabilitative care","6 689.46",""
"2013","Czechia","Million euro","Curative care","6 278.55",""
"2013","Czechia","Million euro","Inpatient curative and rehabilitative care","3 180.03",""
"2013","Czechia","Million euro","Inpatient curative care","2 978.20",""
"2013","Denmark","Million euro","Current health care expenditure (CHE)","26 313.05",""
"2013","Denmark","Million euro","Curative care and rehabilitative care","14 787.85",""
"2013","Denmark","Million euro","Curative care","14 569.44",""
"2013","Denmark","Million euro","Inpatient curative and rehabilitative care","7 184.58",""
"2013","Denmark","Million euro","Inpatient curative care","7 184.58",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","309 020.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","159 571.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","150 499.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","85 135.00",""
"2013","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","77 115.00",""
"2013","Estonia","Million euro","Current health care expenditure (CHE)","1 137.77",""
"2013","Estonia","Million euro","Curative care and rehabilitative care","650.58",""
"2013","Estonia","Million euro","Curative care","629.61",""
"2013","Estonia","Million euro","Inpatient curative and rehabilitative care","282.84",""
"2013","Estonia","Million euro","Inpatient curative care","275.47",""
"2013","Ireland","Million euro","Current health care expenditure (CHE)","18 505.51",""
"2013","Ireland","Million euro","Curative care and rehabilitative care","9 968.09",""
"2013","Ireland","Million euro","Curative care",":",""
"2013","Ireland","Million euro","Inpatient curative and rehabilitative care","4 409.36",""
"2013","Ireland","Million euro","Inpatient curative care",":",""
"2013","Greece","Million euro","Current health care expenditure (CHE)","15 028.19",""
"2013","Greece","Million euro","Curative care and rehabilitative care","9 322.54",""
"2013","Greece","Million euro","Curative care","9 311.54",""
"2013","Greece","Million euro","Inpatient curative and rehabilitative care","6 130.85",""
"2013","Greece","Million euro","Inpatient curative care","6 119.85",""
"2013","Spain","Million euro","Current health care expenditure (CHE)","92 518.80",""
"2013","Spain","Million euro","Curative care and rehabilitative care","52 735.09",""
"2013","Spain","Million euro","Curative care","52 735.09",""
"2013","Spain","Million euro","Inpatient curative and rehabilitative care","22 238.48",""
"2013","Spain","Million euro","Inpatient curative care","22 238.48",""
"2013","France","Million euro","Current health care expenditure (CHE)","242 123.42",""
"2013","France","Million euro","Curative care and rehabilitative care","128 501.19",""
"2013","France","Million euro","Curative care","103 589.88",""
"2013","France","Million euro","Inpatient curative and rehabilitative care","68 072.85",""
"2013","France","Million euro","Inpatient curative care","50 790.53",""
"2013","Croatia","Million euro","Current health care expenditure (CHE)","2 855.23",""
"2013","Croatia","Million euro","Curative care and rehabilitative care","1 521.82",""
"2013","Croatia","Million euro","Curative care","1 426.48",""
"2013","Croatia","Million euro","Inpatient curative and rehabilitative care","684.13",""
"2013","Croatia","Million euro","Inpatient curative care","641.10",""
"2013","Italy","Million euro","Current health care expenditure (CHE)","141 526.00",""
"2013","Italy","Million euro","Curative care and rehabilitative care","78 223.00",""
"2013","Italy","Million euro","Curative care",":",""
"2013","Italy","Million euro","Inpatient curative and rehabilitative care","41 034.00",""
"2013","Italy","Million euro","Inpatient curative care",":",""
"2013","Cyprus","Million euro","Current health care expenditure (CHE)","1 249.79",""
"2013","Cyprus","Million euro","Curative care and rehabilitative care","801.67",""
"2013","Cyprus","Million euro","Curative care","722.33",""
"2013","Cyprus","Million euro","Inpatient curative and rehabilitative care","378.69",""
"2013","Cyprus","Million euro","Inpatient curative care","350.00",""
"2013","Latvia","Million euro","Current health care expenditure (CHE)","1 232.72",""
"2013","Latvia","Million euro","Curative care and rehabilitative care","610.66",""
"2013","Latvia","Million euro","Curative care","582.07",""
"2013","Latvia","Million euro","Inpatient curative and rehabilitative care","293.54",""
"2013","Latvia","Million euro","Inpatient curative care","284.15",""
"2013","Lithuania","Million euro","Current health care expenditure (CHE)","2 146.52",""
"2013","Lithuania","Million euro","Curative care and rehabilitative care","1 136.58",""
"2013","Lithuania","Million euro","Curative care","1 069.68",""
"2013","Lithuania","Million euro","Inpatient curative and rehabilitative care","603.61",""
"2013","Lithuania","Million euro","Inpatient curative care","545.12",""
"2013","Luxembourg","Million euro","Current health care expenditure (CHE)","2 570.38",""
"2013","Luxembourg","Million euro","Curative care and rehabilitative care","1 407.85",""
"2013","Luxembourg","Million euro","Curative care","1 350.97",""
"2013","Luxembourg","Million euro","Inpatient curative and rehabilitative care","667.33",""
"2013","Luxembourg","Million euro","Inpatient curative care","632.53",""
"2013","Hungary","Million euro","Current health care expenditure (CHE)","7 396.44",""
"2013","Hungary","Million euro","Curative care and rehabilitative care","3 897.18",""
"2013","Hungary","Million euro","Curative care","3 626.78",""
"2013","Hungary","Million euro","Inpatient curative and rehabilitative care","1 962.09",""
"2013","Hungary","Million euro","Inpatient curative care","1 767.62",""
"2013","Malta","Million euro","Current health care expenditure (CHE)",":",""
"2013","Malta","Million euro","Curative care and rehabilitative care",":",""
"2013","Malta","Million euro","Curative care",":",""
"2013","Malta","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","Malta","Million euro","Inpatient curative care",":",""
"2013","Netherlands","Million euro","Current health care expenditure (CHE)","69 900.51",""
"2013","Netherlands","Million euro","Curative care and rehabilitative care","34 107.44",""
"2013","Netherlands","Million euro","Curative care","31 481.53",""
"2013","Netherlands","Million euro","Inpatient curative and rehabilitative care","13 240.00",""
"2013","Netherlands","Million euro","Inpatient curative care","12 404.50",""
"2013","Austria","Million euro","Current health care expenditure (CHE)","33 316.59",""
"2013","Austria","Million euro","Curative care and rehabilitative care","19 679.76",""
"2013","Austria","Million euro","Curative care","17 502.15",""
"2013","Austria","Million euro","Inpatient curative and rehabilitative care","11 089.93",""
"2013","Austria","Million euro","Inpatient curative care","9 598.40",""
"2013","Poland","Million euro","Current health care expenditure (CHE)","25 166.20",""
"2013","Poland","Million euro","Curative care and rehabilitative care","15 038.47",""
"2013","Poland","Million euro","Curative care","14 128.51",""
"2013","Poland","Million euro","Inpatient curative and rehabilitative care","8 478.03",""
"2013","Poland","Million euro","Inpatient curative care","7 975.02",""
"2013","Portugal","Million euro","Current health care expenditure (CHE)","15 476.70",""
"2013","Portugal","Million euro","Curative care and rehabilitative care","10 227.90",""
"2013","Portugal","Million euro","Curative care","9 589.28",""
"2013","Portugal","Million euro","Inpatient curative and rehabilitative care","2 849.05",""
"2013","Portugal","Million euro","Inpatient curative care","2 684.93",""
"2013","Romania","Million euro","Current health care expenditure (CHE)","7 467.03",""
"2013","Romania","Million euro","Curative care and rehabilitative care","3 428.09",""
"2013","Romania","Million euro","Curative care","3 230.05",""
"2013","Romania","Million euro","Inpatient curative and rehabilitative care","1 987.23",""
"2013","Romania","Million euro","Inpatient curative care","1 891.42",""
"2013","Slovenia","Million euro","Current health care expenditure (CHE)",":",""
"2013","Slovenia","Million euro","Curative care and rehabilitative care",":",""
"2013","Slovenia","Million euro","Curative care",":",""
"2013","Slovenia","Million euro","Inpatient curative and rehabilitative care",":",""
"2013","Slovenia","Million euro","Inpatient curative care",":",""
"2013","Slovakia","Million euro","Current health care expenditure (CHE)","5 583.37",""
"2013","Slovakia","Million euro","Curative care and rehabilitative care","2 752.49",""
"2013","Slovakia","Million euro","Curative care","2 708.07",""
"2013","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 326.96",""
"2013","Slovakia","Million euro","Inpatient curative care","1 325.36",""
"2013","Finland","Million euro","Current health care expenditure (CHE)","20 034.38",""
"2013","Finland","Million euro","Curative care and rehabilitative care","11 431.93",""
"2013","Finland","Million euro","Curative care","10 924.95",""
"2013","Finland","Million euro","Inpatient curative and rehabilitative care","4 893.70",""
"2013","Finland","Million euro","Inpatient curative care","4 642.08",""
"2013","Sweden","Million euro","Current health care expenditure (CHE)","48 178.00",""
"2013","Sweden","Million euro","Curative care and rehabilitative care","24 848.87",""
"2013","Sweden","Million euro","Curative care",":",""
"2013","Sweden","Million euro","Inpatient curative and rehabilitative care","10 115.93",""
"2013","Sweden","Million euro","Inpatient curative care",":",""
"2013","Iceland","Million euro","Current health care expenditure (CHE)","991.84",""
"2013","Iceland","Million euro","Curative care and rehabilitative care","560.61",""
"2013","Iceland","Million euro","Curative care","508.86",""
"2013","Iceland","Million euro","Inpatient curative and rehabilitative care","257.19",""
"2013","Iceland","Million euro","Inpatient curative care","232.95",""
"2013","Liechtenstein","Million euro","Current health care expenditure (CHE)","276.68",""
"2013","Liechtenstein","Million euro","Curative care and rehabilitative care","174.11",""
"2013","Liechtenstein","Million euro","Curative care","154.02",""
"2013","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","79.41",""
"2013","Liechtenstein","Million euro","Inpatient curative care","70.51",""
"2013","Norway","Million euro","Current health care expenditure (CHE)","35 129.57",""
"2013","Norway","Million euro","Curative care and rehabilitative care","17 274.65",""
"2013","Norway","Million euro","Curative care","16 635.84",""
"2013","Norway","Million euro","Inpatient curative and rehabilitative care","9 553.72",""
"2013","Norway","Million euro","Inpatient curative care","8 914.91",""
"2013","Switzerland","Million euro","Current health care expenditure (CHE)","56 143.31",""
"2013","Switzerland","Million euro","Curative care and rehabilitative care","30 592.47",""
"2013","Switzerland","Million euro","Curative care","28 084.92",""
"2013","Switzerland","Million euro","Inpatient curative and rehabilitative care","15 245.48",""
"2013","Switzerland","Million euro","Inpatient curative care","13 717.63",""
"2013","United Kingdom","Million euro","Current health care expenditure (CHE)","209 392.49",""
"2013","United Kingdom","Million euro","Curative care and rehabilitative care","115 369.67",""
"2013","United Kingdom","Million euro","Curative care",":",""
"2013","United Kingdom","Million euro","Inpatient curative and rehabilitative care","48 593.48",""
"2013","United Kingdom","Million euro","Inpatient curative care",":",""
"2013","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 289.16",""
"2013","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","745.06",""
"2013","Bosnia and Herzegovina","Million euro","Curative care","709.59",""
"2013","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","397.73",""
"2013","Bosnia and Herzegovina","Million euro","Inpatient curative care","379.28",""
"2014","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","1 177 858.74",""
"2014","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care","631 857.35",""
"2014","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2014","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care","316 338.98",""
"2014","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","1 407 857.52",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care","758 408.48",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care","369 610.05",""
"2014","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","1 404 949.74",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care","756 784.52",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care","368 917.20",""
"2014","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 333 671.16",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Curative care and rehabilitative care","717 423.88",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Curative care",":",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative and rehabilitative care","348 033.69",""
"2014","European Union - 15 countries (1995-2004)","Million euro","Inpatient curative care",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","1 043 842.25",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Curative care and rehabilitative care","558 957.21",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Curative care",":",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative and rehabilitative care","281 576.77",""
"2014","Euro area - 19 countries  (from 2015)","Million euro","Inpatient curative care",":",""
"2014","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","1 041 576.67",""
"2014","Euro area - 18 countries (2014)","Million euro","Curative care and rehabilitative care","557 800.78",""
"2014","Euro area - 18 countries (2014)","Million euro","Curative care",":",""
"2014","Euro area - 18 countries (2014)","Million euro","Inpatient curative and rehabilitative care","280 956.15",""
"2014","Euro area - 18 countries (2014)","Million euro","Inpatient curative care",":",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","1 028 595.97",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Curative care and rehabilitative care","550 826.77",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Curative care",":",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative and rehabilitative care","277 505.34",""
"2014","Euro area - 12 countries (2001-2006)","Million euro","Inpatient curative care",":",""
"2014","Belgium","Million euro","Current health care expenditure (CHE)","42 073.83",""
"2014","Belgium","Million euro","Curative care and rehabilitative care","22 079.94",""
"2014","Belgium","Million euro","Curative care","18 831.84",""
"2014","Belgium","Million euro","Inpatient curative and rehabilitative care","11 818.86",""
"2014","Belgium","Million euro","Inpatient curative care","10 600.00",""
"2014","Bulgaria","Million euro","Current health care expenditure (CHE)","3 305.61",""
"2014","Bulgaria","Million euro","Curative care and rehabilitative care","1 775.25",""
"2014","Bulgaria","Million euro","Curative care","1 730.93",""
"2014","Bulgaria","Million euro","Inpatient curative and rehabilitative care","1 116.77",""
"2014","Bulgaria","Million euro","Inpatient curative care","1 077.84",""
"2014","Czechia","Million euro","Current health care expenditure (CHE)","11 989.32",""
"2014","Czechia","Million euro","Curative care and rehabilitative care","6 438.10",""
"2014","Czechia","Million euro","Curative care","5 940.23",""
"2014","Czechia","Million euro","Inpatient curative and rehabilitative care","2 982.27",""
"2014","Czechia","Million euro","Inpatient curative care","2 749.67",""
"2014","Denmark","Million euro","Current health care expenditure (CHE)","27 032.54",""
"2014","Denmark","Million euro","Curative care and rehabilitative care","15 128.91",""
"2014","Denmark","Million euro","Curative care","14 899.99",""
"2014","Denmark","Million euro","Inpatient curative and rehabilitative care","7 233.54",""
"2014","Denmark","Million euro","Inpatient curative care","7 233.54",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","322 481.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Curative care and rehabilitative care","165 640.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Curative care","156 229.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative and rehabilitative care","88 615.00",""
"2014","Germany (until 1990 former territory of the FRG)","Million euro","Inpatient curative care","80 341.00",""
"2014","Estonia","Million euro","Current health care expenditure (CHE)","1 227.09",""
"2014","Estonia","Million euro","Curative care and rehabilitative care","710.30",""
"2014","Estonia","Million euro","Curative care","686.47",""
"2014","Estonia","Million euro","Inpatient curative and rehabilitative care","303.97",""
"2014","Estonia","Million euro","Inpatient curative care","296.03",""
"2014","Ireland","Million euro","Current health care expenditure (CHE)","18 850.22",""
"2014","Ireland","Million euro","Curative care and rehabilitative care","10 081.61",""
"2014","Ireland","Million euro","Curative care",":",""
"2014","Ireland","Million euro","Inpatient curative and rehabilitative care","4 591.09",""
"2014","Ireland","Million euro","Inpatient curative care",":",""
"2014","Greece","Million euro","Current health care expenditure (CHE)","14 024.42",""
"2014","Greece","Million euro","Curative care and rehabilitative care","8 612.36",""
"2014","Greece","Million euro","Curative care","8 508.72",""
"2014","Greece","Million euro","Inpatient curative and rehabilitative care","5 898.35",""
"2014","Greece","Million euro","Inpatient curative care","5 794.71",""
"2014","Spain","Million euro","Current health care expenditure (CHE)","93 824.25",""
"2014","Spain","Million euro","Curative care and rehabilitative care","53 715.02",""
"2014","Spain","Million euro","Curative care","53 715.02",""
"2014","Spain","Million euro","Inpatient curative and rehabilitative care","23 072.56",""
"2014","Spain","Million euro","Inpatient curative care","23 072.56",""
"2014","France","Million euro","Current health care expenditure (CHE)","248 958.59",""
"2014","France","Million euro","Curative care and rehabilitative care","132 228.26",""
"2014","France","Million euro","Curative care","106 458.48",""
"2014","France","Million euro","Inpatient curative and rehabilitative care","69 519.87",""
"2014","France","Million euro","Inpatient curative care","51 801.07",""
"2014","Croatia","Million euro","Current health care expenditure (CHE)","2 907.78",""
"2014","Croatia","Million euro","Curative care and rehabilitative care","1 623.96",""
"2014","Croatia","Million euro","Curative care","1 531.85",""
"2014","Croatia","Million euro","Inpatient curative and rehabilitative care","692.84",""
"2014","Croatia","Million euro","Inpatient curative care","652.78",""
"2014","Italy","Million euro","Current health care expenditure (CHE)","144 317.00",""
"2014","Italy","Million euro","Curative care and rehabilitative care","79 951.00",""
"2014","Italy","Million euro","Curative care",":",""
"2014","Italy","Million euro","Inpatient curative and rehabilitative care","40 795.00",""
"2014","Italy","Million euro","Inpatient curative care",":",""
"2014","Cyprus","Million euro","Current health care expenditure (CHE)","1 211.80",""
"2014","Cyprus","Million euro","Curative care and rehabilitative care","774.98",""
"2014","Cyprus","Million euro","Curative care","696.15",""
"2014","Cyprus","Million euro","Inpatient curative and rehabilitative care","355.29",""
"2014","Cyprus","Million euro","Inpatient curative care","327.85",""
"2014","Latvia","Million euro","Current health care expenditure (CHE)","1 290.77",""
"2014","Latvia","Million euro","Curative care and rehabilitative care","639.95",""
"2014","Latvia","Million euro","Curative care","618.56",""
"2014","Latvia","Million euro","Inpatient curative and rehabilitative care","277.25",""
"2014","Latvia","Million euro","Inpatient curative care","273.78",""
"2014","Lithuania","Million euro","Current health care expenditure (CHE)","2 265.58",""
"2014","Lithuania","Million euro","Curative care and rehabilitative care","1 156.42",""
"2014","Lithuania","Million euro","Curative care","1 089.97",""
"2014","Lithuania","Million euro","Inpatient curative and rehabilitative care","620.63",""
"2014","Lithuania","Million euro","Inpatient curative care","562.57",""
"2014","Luxembourg","Million euro","Current health care expenditure (CHE)","2 708.90",""
"2014","Luxembourg","Million euro","Curative care and rehabilitative care","1 476.95",""
"2014","Luxembourg","Million euro","Curative care","1 415.85",""
"2014","Luxembourg","Million euro","Inpatient curative and rehabilitative care","679.10",""
"2014","Luxembourg","Million euro","Inpatient curative care","641.76",""
"2014","Hungary","Million euro","Current health care expenditure (CHE)","7 488.05",""
"2014","Hungary","Million euro","Curative care and rehabilitative care","3 929.24",""
"2014","Hungary","Million euro","Curative care","3 674.62",""
"2014","Hungary","Million euro","Inpatient curative and rehabilitative care","2 013.92",""
"2014","Hungary","Million euro","Inpatient curative care","1 835.11",""
"2014","Malta","Million euro","Current health care expenditure (CHE)","795.04",""
"2014","Malta","Million euro","Curative care and rehabilitative care","376.51",""
"2014","Malta","Million euro","Curative care","349.79",""
"2014","Malta","Million euro","Inpatient curative and rehabilitative care","166.27",""
"2014","Malta","Million euro","Inpatient curative care","140.24",""
"2014","Netherlands","Million euro","Current health care expenditure (CHE)","70 964.21",""
"2014","Netherlands","Million euro","Curative care and rehabilitative care","34 753.59",""
"2014","Netherlands","Million euro","Curative care","31 991.92",""
"2014","Netherlands","Million euro","Inpatient curative and rehabilitative care","13 325.17",""
"2014","Netherlands","Million euro","Inpatient curative care","12 394.05",""
"2014","Austria","Million euro","Current health care expenditure (CHE)","34 540.89",""
"2014","Austria","Million euro","Curative care and rehabilitative care","20 359.57",""
"2014","Austria","Million euro","Curative care","18 068.99",""
"2014","Austria","Million euro","Inpatient curative and rehabilitative care","11 420.73",""
"2014","Austria","Million euro","Inpatient curative care","9 850.80",""
"2014","Poland","Million euro","Current health care expenditure (CHE)","25 681.21",""
"2014","Poland","Million euro","Curative care and rehabilitative care","15 478.29",""
"2014","Poland","Million euro","Curative care","14 541.32",""
"2014","Poland","Million euro","Inpatient curative and rehabilitative care","8 686.14",""
"2014","Poland","Million euro","Inpatient curative care","8 156.45",""
"2014","Portugal","Million euro","Current health care expenditure (CHE)","15 615.76",""
"2014","Portugal","Million euro","Curative care and rehabilitative care","10 326.97",""
"2014","Portugal","Million euro","Curative care","9 679.76",""
"2014","Portugal","Million euro","Inpatient curative and rehabilitative care","2 871.50",""
"2014","Portugal","Million euro","Inpatient curative care","2 709.57",""
"2014","Romania","Million euro","Current health care expenditure (CHE)","7 568.11",""
"2014","Romania","Million euro","Curative care and rehabilitative care","3 609.32",""
"2014","Romania","Million euro","Curative care","3 424.06",""
"2014","Romania","Million euro","Inpatient curative and rehabilitative care","2 012.98",""
"2014","Romania","Million euro","Inpatient curative care","1 936.41",""
"2014","Slovenia","Million euro","Current health care expenditure (CHE)","3 199.66",""
"2014","Slovenia","Million euro","Curative care and rehabilitative care","1 806.74",""
"2014","Slovenia","Million euro","Curative care","1 742.69",""
"2014","Slovenia","Million euro","Inpatient curative and rehabilitative care","909.69",""
"2014","Slovenia","Million euro","Inpatient curative care","857.73",""
"2014","Slovakia","Million euro","Current health care expenditure (CHE)","5 256.33","b"
"2014","Slovakia","Million euro","Curative care and rehabilitative care","2 665.54","b"
"2014","Slovakia","Million euro","Curative care","2 541.21","b"
"2014","Slovakia","Million euro","Inpatient curative and rehabilitative care","1 438.34","b"
"2014","Slovakia","Million euro","Inpatient curative care","1 360.66","b"
"2014","Finland","Million euro","Current health care expenditure (CHE)","20 236.91",""
"2014","Finland","Million euro","Curative care and rehabilitative care","11 601.48",""
"2014","Finland","Million euro","Curative care","11 076.06",""
"2014","Finland","Million euro","Inpatient curative and rehabilitative care","4 898.13",""
"2014","Finland","Million euro","Inpatient curative care","4 631.01",""
"2014","Sweden","Million euro","Current health care expenditure (CHE)","48 043.85",""
"2014","Sweden","Million euro","Curative care and rehabilitative care","24 917.07",""
"2014","Sweden","Million euro","Curative care",":",""
"2014","Sweden","Million euro","Inpatient curative and rehabilitative care","10 023.74",""
"2014","Sweden","Million euro","Inpatient curative care",":",""
"2014","Iceland","Million euro","Current health care expenditure (CHE)","1 108.60",""
"2014","Iceland","Million euro","Curative care and rehabilitative care","640.73",""
"2014","Iceland","Million euro","Curative care","582.72",""
"2014","Iceland","Million euro","Inpatient curative and rehabilitative care","296.62",""
"2014","Iceland","Million euro","Inpatient curative care","269.70",""
"2014","Liechtenstein","Million euro","Current health care expenditure (CHE)","283.02",""
"2014","Liechtenstein","Million euro","Curative care and rehabilitative care","177.86",""
"2014","Liechtenstein","Million euro","Curative care","157.24",""
"2014","Liechtenstein","Million euro","Inpatient curative and rehabilitative care","79.23",""
"2014","Liechtenstein","Million euro","Inpatient curative care","70.70",""
"2014","Norway","Million euro","Current health care expenditure (CHE)","35 132.03",""
"2014","Norway","Million euro","Curative care and rehabilitative care","17 380.66",""
"2014","Norway","Million euro","Curative care","16 737.53",""
"2014","Norway","Million euro","Inpatient curative and rehabilitative care","9 504.69",""
"2014","Norway","Million euro","Inpatient curative care","8 861.56",""
"2014","Switzerland","Million euro","Current health care expenditure (CHE)","58 808.84",""
"2014","Switzerland","Million euro","Curative care and rehabilitative care","32 149.92",""
"2014","Switzerland","Million euro","Curative care","29 491.78",""
"2014","Switzerland","Million euro","Inpatient curative and rehabilitative care","15 616.07",""
"2014","Switzerland","Million euro","Inpatient curative care","14 111.58",""
"2014","United Kingdom","Million euro","Current health care expenditure (CHE)","229 998.79",""
"2014","United Kingdom","Million euro","Curative care and rehabilitative care","126 551.13",""
"2014","United Kingdom","Million euro","Curative care",":",""
"2014","United Kingdom","Million euro","Inpatient curative and rehabilitative care","53 271.07",""
"2014","United Kingdom","Million euro","Inpatient curative care",":",""
"2014","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","1 322.65",""
"2014","Bosnia and Herzegovina","Million euro","Curative care and rehabilitative care","763.08",""
"2014","Bosnia and Herzegovina","Million euro","Curative care","726.79",""
"2014","Bosnia and Herzegovina","Million euro","Inpatient curative and rehabilitative care","410.50",""
"2014","Bosnia and Herzegovina","Million euro","Inpatient curative care","391.30",""
"2015","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","1 213 033.52",""
"2015","European Union - 27 countries (from 2020)","Million euro","Curative care and rehabilitative care","651 214.95",""
"2015","European Union - 27 countries (from 2020)","Million euro","Curative care",":",""
"2015","European Union - 27 countries (from 2020)","Million euro","Inpatient curative and rehabilitative care","324 206.51",""
"2015","European Union - 27 countries (from 2020)","Million euro","Inpatient curative care",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","1 474 601.00",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Curative care and rehabilitative care","798 747.96",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Curative care",":",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative and rehabilitative care","386 040.94",""
"2015","European Union - 28 countries (2013-2020)","Million euro","Inpatient curative care",":",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","1 471 573.22",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Curative care and rehabilitative care","797 030.29",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Curative care",":",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative and rehabilitative care","385 288.98",""
"2015","European Union - 27 countries (2007-2013)","Million euro","Inpatient curative care",":",""
"2015","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","1 397 068.08",""
