"TIME","GEO","UNIT","AGE","Value","Value_imp"
2015,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",9502,TRUE
2015,"European Union - 28 countries (2013-2020)","Number","Total",1791929,FALSE
2015,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",2943,TRUE
2015,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7781,TRUE
2015,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",9456,TRUE
2015,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",9502,TRUE
2015,"Belgium","Number","Total",34020,FALSE
2015,"Belgium","Number","Less than 35 years",2926,FALSE
2015,"Belgium","Number","From 35 to 44 years",7781,FALSE
2015,"Belgium","Number","From 45 to 54 years",8192,FALSE
2015,"Belgium","Number","From 55 to 64 years",9502,FALSE
2015,"Bulgaria","Number","Total",29038,FALSE
2015,"Bulgaria","Number","Less than 35 years",2943,FALSE
2015,"Bulgaria","Number","From 35 to 44 years",3709,FALSE
2015,"Bulgaria","Number","From 45 to 54 years",9456,FALSE
2015,"Bulgaria","Number","From 55 to 64 years",9061,FALSE
2015,"Czechia","Number","Total",38776,TRUE
2015,"Czechia","Number","Less than 35 years",7430,TRUE
2015,"Czechia","Number","From 35 to 44 years",8631,TRUE
2015,"Czechia","Number","From 45 to 54 years",8656,TRUE
2015,"Czechia","Number","From 55 to 64 years",9797,TRUE
2015,"Denmark","Number","Total",22332,FALSE
2015,"Denmark","Number","Less than 35 years",4272,FALSE
2015,"Denmark","Number","From 35 to 44 years",6291,FALSE
2015,"Denmark","Number","From 45 to 54 years",4352,FALSE
2015,"Denmark","Number","From 55 to 64 years",5127,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","Total",338129,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",66887,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",40947,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",81804,FALSE
2015,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",130999,FALSE
2015,"Estonia","Number","Total",4492,FALSE
2015,"Estonia","Number","Less than 35 years",834,FALSE
2015,"Estonia","Number","From 35 to 44 years",609,FALSE
2015,"Estonia","Number","From 45 to 54 years",1047,FALSE
2015,"Estonia","Number","From 55 to 64 years",1200,FALSE
2015,"Ireland","Number","Total",14666,FALSE
2015,"Ireland","Number","Less than 35 years",3969,FALSE
2015,"Ireland","Number","From 35 to 44 years",4093,FALSE
2015,"Ireland","Number","From 45 to 54 years",3354,FALSE
2015,"Ireland","Number","From 55 to 64 years",2310,FALSE
2015,"Greece","Number","Total",63866,FALSE
2015,"Greece","Number","Less than 35 years",9947,FALSE
2015,"Greece","Number","From 35 to 44 years",21457,FALSE
2015,"Greece","Number","From 45 to 54 years",15295,FALSE
2015,"Greece","Number","From 55 to 64 years",12991,FALSE
2015,"Spain","Number","Total",178600,FALSE
2015,"Spain","Number","Less than 35 years",34733,FALSE
2015,"Spain","Number","From 35 to 44 years",44333,FALSE
2015,"Spain","Number","From 45 to 54 years",44167,FALSE
2015,"Spain","Number","From 55 to 64 years",48800,FALSE
2015,"France","Number","Total",207789,FALSE
2015,"France","Number","Less than 35 years",24232,FALSE
2015,"France","Number","From 35 to 44 years",39090,FALSE
2015,"France","Number","From 45 to 54 years",49892,FALSE
2015,"France","Number","From 55 to 64 years",70762,FALSE
2015,"Croatia","Number","Total",13430,FALSE
2015,"Croatia","Number","Less than 35 years",3265,FALSE
2015,"Croatia","Number","From 35 to 44 years",3009,FALSE
2015,"Croatia","Number","From 45 to 54 years",3415,FALSE
2015,"Croatia","Number","From 55 to 64 years",3384,FALSE
2015,"Italy","Number","Total",233102,FALSE
2015,"Italy","Number","Less than 35 years",19081,FALSE
2015,"Italy","Number","From 35 to 44 years",38725,FALSE
2015,"Italy","Number","From 45 to 54 years",51097,FALSE
2015,"Italy","Number","From 55 to 64 years",99188,FALSE
2015,"Cyprus","Number","Total",3046,FALSE
2015,"Cyprus","Number","Less than 35 years",311,FALSE
2015,"Cyprus","Number","From 35 to 44 years",704,FALSE
2015,"Cyprus","Number","From 45 to 54 years",687,FALSE
2015,"Cyprus","Number","From 55 to 64 years",879,FALSE
2015,"Latvia","Number","Total",6324,FALSE
2015,"Latvia","Number","Less than 35 years",904,FALSE
2015,"Latvia","Number","From 35 to 44 years",809,FALSE
2015,"Latvia","Number","From 45 to 54 years",1692,FALSE
2015,"Latvia","Number","From 55 to 64 years",1842,FALSE
2015,"Lithuania","Number","Total",13490,FALSE
2015,"Lithuania","Number","Less than 35 years",3169,FALSE
2015,"Lithuania","Number","From 35 to 44 years",2007,FALSE
2015,"Lithuania","Number","From 45 to 54 years",3058,FALSE
2015,"Lithuania","Number","From 55 to 64 years",3468,FALSE
2015,"Luxembourg","Number","Total",1657,FALSE
2015,"Luxembourg","Number","Less than 35 years",63,FALSE
2015,"Luxembourg","Number","From 35 to 44 years",390,FALSE
2015,"Luxembourg","Number","From 45 to 54 years",522,FALSE
2015,"Luxembourg","Number","From 55 to 64 years",517,FALSE
2015,"Hungary","Number","Total",30486,FALSE
2015,"Hungary","Number","Less than 35 years",6203,FALSE
2015,"Hungary","Number","From 35 to 44 years",5591,FALSE
2015,"Hungary","Number","From 45 to 54 years",6332,FALSE
2015,"Hungary","Number","From 55 to 64 years",7524,FALSE
2015,"Malta","Number","Total",1636,FALSE
2015,"Malta","Number","Less than 35 years",717,FALSE
2015,"Malta","Number","From 35 to 44 years",295,FALSE
2015,"Malta","Number","From 45 to 54 years",334,FALSE
2015,"Malta","Number","From 55 to 64 years",205,FALSE
2015,"Netherlands","Number","Total",59144,FALSE
2015,"Netherlands","Number","Less than 35 years",17502,FALSE
2015,"Netherlands","Number","From 35 to 44 years",14451,FALSE
2015,"Netherlands","Number","From 45 to 54 years",12259,FALSE
2015,"Netherlands","Number","From 55 to 64 years",12324,FALSE
2015,"Austria","Number","Total",44002,FALSE
2015,"Austria","Number","Less than 35 years",7280,FALSE
2015,"Austria","Number","From 35 to 44 years",11504,FALSE
2015,"Austria","Number","From 45 to 54 years",11898,FALSE
2015,"Austria","Number","From 55 to 64 years",10492,FALSE
2015,"Poland","Number","Total",88437,FALSE
2015,"Poland","Number","Less than 35 years",2943,TRUE
2015,"Poland","Number","From 35 to 44 years",6291,TRUE
2015,"Poland","Number","From 45 to 54 years",8192,TRUE
2015,"Poland","Number","From 55 to 64 years",9061,TRUE
2015,"Portugal","Number","Total",47792,FALSE
2015,"Portugal","Number","Less than 35 years",2943,TRUE
2015,"Portugal","Number","From 35 to 44 years",6291,TRUE
2015,"Portugal","Number","From 45 to 54 years",8192,TRUE
2015,"Portugal","Number","From 55 to 64 years",9061,TRUE
2015,"Romania","Number","Total",54807,FALSE
2015,"Romania","Number","Less than 35 years",16155,FALSE
2015,"Romania","Number","From 35 to 44 years",13601,FALSE
2015,"Romania","Number","From 45 to 54 years",12085,FALSE
2015,"Romania","Number","From 55 to 64 years",11115,FALSE
2015,"Slovenia","Number","Total",5830,FALSE
2015,"Slovenia","Number","Less than 35 years",1409,FALSE
2015,"Slovenia","Number","From 35 to 44 years",1505,FALSE
2015,"Slovenia","Number","From 45 to 54 years",1347,FALSE
2015,"Slovenia","Number","From 55 to 64 years",1280,FALSE
2015,"Slovakia","Number","Total",18719,FALSE
2015,"Slovakia","Number","Less than 35 years",4149,FALSE
2015,"Slovakia","Number","From 35 to 44 years",4125,FALSE
2015,"Slovakia","Number","From 45 to 54 years",3712,FALSE
2015,"Slovakia","Number","From 55 to 64 years",4785,FALSE
2015,"Finland","Number","Total",18258,FALSE
2015,"Finland","Number","Less than 35 years",3736,FALSE
2015,"Finland","Number","From 35 to 44 years",4530,FALSE
2015,"Finland","Number","From 45 to 54 years",5121,FALSE
2015,"Finland","Number","From 55 to 64 years",4871,FALSE
2015,"Sweden","Number","Total",40899,FALSE
2015,"Sweden","Number","Less than 35 years",7884,FALSE
2015,"Sweden","Number","From 35 to 44 years",11003,FALSE
2015,"Sweden","Number","From 45 to 54 years",8427,FALSE
2015,"Sweden","Number","From 55 to 64 years",8665,FALSE
2015,"Iceland","Number","Total",1249,FALSE
2015,"Iceland","Number","Less than 35 years",230,FALSE
2015,"Iceland","Number","From 35 to 44 years",198,FALSE
2015,"Iceland","Number","From 45 to 54 years",285,FALSE
2015,"Iceland","Number","From 55 to 64 years",351,FALSE
2015,"Liechtenstein","Number","Total",120,FALSE
2015,"Liechtenstein","Number","Less than 35 years",4,FALSE
2015,"Liechtenstein","Number","From 35 to 44 years",27,FALSE
2015,"Liechtenstein","Number","From 45 to 54 years",42,FALSE
2015,"Liechtenstein","Number","From 55 to 64 years",37,FALSE
2015,"Norway","Number","Total",22848,FALSE
2015,"Norway","Number","Less than 35 years",5982,FALSE
2015,"Norway","Number","From 35 to 44 years",6719,FALSE
2015,"Norway","Number","From 45 to 54 years",4378,FALSE
2015,"Norway","Number","From 55 to 64 years",3930,FALSE
2015,"Switzerland","Number","Total",34762,FALSE
2015,"Switzerland","Number","Less than 35 years",4328,FALSE
2015,"Switzerland","Number","From 35 to 44 years",8911,FALSE
2015,"Switzerland","Number","From 45 to 54 years",9660,FALSE
2015,"Switzerland","Number","From 55 to 64 years",8589,FALSE
2015,"United Kingdom","Number","Total",179162,FALSE
2015,"United Kingdom","Number","Less than 35 years",58108,FALSE
2015,"United Kingdom","Number","From 35 to 44 years",52228,FALSE
2015,"United Kingdom","Number","From 45 to 54 years",40445,FALSE
2015,"United Kingdom","Number","From 55 to 64 years",19779,FALSE
2015,"Montenegro","Number","Total",1490,FALSE
2015,"Montenegro","Number","Less than 35 years",300,FALSE
2015,"Montenegro","Number","From 35 to 44 years",478,FALSE
2015,"Montenegro","Number","From 45 to 54 years",379,FALSE
2015,"Montenegro","Number","From 55 to 64 years",333,FALSE
2015,"North Macedonia","Number","Total",5975,FALSE
2015,"North Macedonia","Number","Less than 35 years",1172,FALSE
2015,"North Macedonia","Number","From 35 to 44 years",1416,FALSE
2015,"North Macedonia","Number","From 45 to 54 years",1496,FALSE
2015,"North Macedonia","Number","From 55 to 64 years",1891,FALSE
2015,"Serbia","Number","Total",21840,FALSE
2015,"Serbia","Number","Less than 35 years",2897,FALSE
2015,"Serbia","Number","From 35 to 44 years",6492,FALSE
2015,"Serbia","Number","From 45 to 54 years",6730,FALSE
2015,"Serbia","Number","From 55 to 64 years",5644,FALSE
2015,"Turkey","Number","Total",141259,FALSE
2015,"Turkey","Number","Less than 35 years",44077,FALSE
2015,"Turkey","Number","From 35 to 44 years",40065,FALSE
2015,"Turkey","Number","From 45 to 54 years",32601,FALSE
2015,"Turkey","Number","From 55 to 64 years",13488,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Total",1642461,FALSE
2016,"European Union - 27 countries (from 2020)","Number","Less than 35 years",3421,TRUE
2016,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7664,TRUE
2016,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",8573,TRUE
2016,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",9968,TRUE
2016,"European Union - 28 countries (2013-2020)","Number","Total",1823710,FALSE
2016,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",3421,TRUE
2016,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7664,TRUE
2016,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",8573,TRUE
2016,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",9968,TRUE
2016,"Belgium","Number","Total",34834,FALSE
2016,"Belgium","Number","Less than 35 years",3275,FALSE
2016,"Belgium","Number","From 35 to 44 years",7664,FALSE
2016,"Belgium","Number","From 45 to 54 years",8258,FALSE
2016,"Belgium","Number","From 55 to 64 years",9457,FALSE
2016,"Bulgaria","Number","Total",29492,FALSE
2016,"Bulgaria","Number","Less than 35 years",3421,FALSE
2016,"Bulgaria","Number","From 35 to 44 years",3060,FALSE
2016,"Bulgaria","Number","From 45 to 54 years",8573,FALSE
2016,"Bulgaria","Number","From 55 to 64 years",9968,FALSE
2016,"Czechia","Number","Total",38776,TRUE
2016,"Czechia","Number","Less than 35 years",7430,TRUE
2016,"Czechia","Number","From 35 to 44 years",8631,TRUE
2016,"Czechia","Number","From 45 to 54 years",8656,TRUE
2016,"Czechia","Number","From 55 to 64 years",9797,TRUE
2016,"Denmark","Number","Total",22902,FALSE
2016,"Denmark","Number","Less than 35 years",4603,FALSE
2016,"Denmark","Number","From 35 to 44 years",6459,FALSE
2016,"Denmark","Number","From 45 to 54 years",4394,FALSE
2016,"Denmark","Number","From 55 to 64 years",5042,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Total",344755,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",69019,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",41758,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",80976,FALSE
2016,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",133558,FALSE
2016,"Estonia","Number","Total",4548,FALSE
2016,"Estonia","Number","Less than 35 years",865,FALSE
2016,"Estonia","Number","From 35 to 44 years",624,FALSE
2016,"Estonia","Number","From 45 to 54 years",1008,FALSE
2016,"Estonia","Number","From 55 to 64 years",1208,FALSE
2016,"Ireland","Number","Total",15178,FALSE
2016,"Ireland","Number","Less than 35 years",4136,FALSE
2016,"Ireland","Number","From 35 to 44 years",4187,FALSE
2016,"Ireland","Number","From 45 to 54 years",3436,FALSE
2016,"Ireland","Number","From 55 to 64 years",2396,FALSE
2016,"Greece","Number","Total",65972,FALSE
2016,"Greece","Number","Less than 35 years",10264,FALSE
2016,"Greece","Number","From 35 to 44 years",20810,FALSE
2016,"Greece","Number","From 45 to 54 years",16538,FALSE
2016,"Greece","Number","From 55 to 64 years",13675,FALSE
2016,"Spain","Number","Total",177731,FALSE
2016,"Spain","Number","Less than 35 years",35366,FALSE
2016,"Spain","Number","From 35 to 44 years",43133,FALSE
2016,"Spain","Number","From 45 to 54 years",40233,FALSE
2016,"Spain","Number","From 55 to 64 years",51133,FALSE
2016,"France","Number","Total",209367,FALSE
2016,"France","Number","Less than 35 years",26322,FALSE
2016,"France","Number","From 35 to 44 years",39464,FALSE
2016,"France","Number","From 45 to 54 years",48068,FALSE
2016,"France","Number","From 55 to 64 years",69506,FALSE
2016,"Croatia","Number","Total",13504,FALSE
2016,"Croatia","Number","Less than 35 years",3279,FALSE
2016,"Croatia","Number","From 35 to 44 years",3040,FALSE
2016,"Croatia","Number","From 45 to 54 years",3234,FALSE
2016,"Croatia","Number","From 55 to 64 years",3538,FALSE
2016,"Italy","Number","Total",239642,FALSE
2016,"Italy","Number","Less than 35 years",20377,FALSE
2016,"Italy","Number","From 35 to 44 years",40638,FALSE
2016,"Italy","Number","From 45 to 54 years",48271,FALSE
2016,"Italy","Number","From 55 to 64 years",98969,FALSE
2016,"Cyprus","Number","Total",3209,FALSE
2016,"Cyprus","Number","Less than 35 years",306,FALSE
2016,"Cyprus","Number","From 35 to 44 years",767,FALSE
2016,"Cyprus","Number","From 45 to 54 years",706,FALSE
2016,"Cyprus","Number","From 55 to 64 years",902,FALSE
2016,"Latvia","Number","Total",6295,FALSE
2016,"Latvia","Number","Less than 35 years",996,FALSE
2016,"Latvia","Number","From 35 to 44 years",757,FALSE
2016,"Latvia","Number","From 45 to 54 years",1583,FALSE
2016,"Latvia","Number","From 55 to 64 years",1854,FALSE
2016,"Lithuania","Number","Total",13681,FALSE
2016,"Lithuania","Number","Less than 35 years",3368,FALSE
2016,"Lithuania","Number","From 35 to 44 years",2035,FALSE
2016,"Lithuania","Number","From 45 to 54 years",2983,FALSE
2016,"Lithuania","Number","From 55 to 64 years",3397,FALSE
2016,"Luxembourg","Number","Total",1683,FALSE
2016,"Luxembourg","Number","Less than 35 years",73,FALSE
2016,"Luxembourg","Number","From 35 to 44 years",388,FALSE
2016,"Luxembourg","Number","From 45 to 54 years",511,FALSE
2016,"Luxembourg","Number","From 55 to 64 years",527,FALSE
2016,"Hungary","Number","Total",31515,FALSE
2016,"Hungary","Number","Less than 35 years",6381,FALSE
2016,"Hungary","Number","From 35 to 44 years",5507,FALSE
2016,"Hungary","Number","From 45 to 54 years",6315,FALSE
2016,"Hungary","Number","From 55 to 64 years",7821,FALSE
2016,"Malta","Number","Total",1743,FALSE
2016,"Malta","Number","Less than 35 years",760,FALSE
2016,"Malta","Number","From 35 to 44 years",332,FALSE
2016,"Malta","Number","From 45 to 54 years",321,FALSE
2016,"Malta","Number","From 55 to 64 years",244,FALSE
2016,"Netherlands","Number","Total",60233,FALSE
2016,"Netherlands","Number","Less than 35 years",18147,FALSE
2016,"Netherlands","Number","From 35 to 44 years",14688,FALSE
2016,"Netherlands","Number","From 45 to 54 years",12157,FALSE
2016,"Netherlands","Number","From 55 to 64 years",12414,FALSE
2016,"Austria","Number","Total",44816,FALSE
2016,"Austria","Number","Less than 35 years",8452,FALSE
2016,"Austria","Number","From 35 to 44 years",11813,FALSE
2016,"Austria","Number","From 45 to 54 years",11912,FALSE
2016,"Austria","Number","From 55 to 64 years",10207,FALSE
2016,"Poland","Number","Total",91730,FALSE
2016,"Poland","Number","Less than 35 years",3421,TRUE
2016,"Poland","Number","From 35 to 44 years",6459,TRUE
2016,"Poland","Number","From 45 to 54 years",8258,TRUE
2016,"Poland","Number","From 55 to 64 years",9457,TRUE
2016,"Portugal","Number","Total",49541,FALSE
2016,"Portugal","Number","Less than 35 years",3421,TRUE
2016,"Portugal","Number","From 35 to 44 years",6459,TRUE
2016,"Portugal","Number","From 45 to 54 years",8258,TRUE
2016,"Portugal","Number","From 55 to 64 years",9457,TRUE
2016,"Romania","Number","Total",55975,FALSE
2016,"Romania","Number","Less than 35 years",16680,FALSE
2016,"Romania","Number","From 35 to 44 years",13677,FALSE
2016,"Romania","Number","From 45 to 54 years",12336,FALSE
2016,"Romania","Number","From 55 to 64 years",11100,FALSE
2016,"Slovenia","Number","Total",6224,FALSE
2016,"Slovenia","Number","Less than 35 years",1683,FALSE
2016,"Slovenia","Number","From 35 to 44 years",1526,FALSE
2016,"Slovenia","Number","From 45 to 54 years",1357,FALSE
2016,"Slovenia","Number","From 55 to 64 years",1354,FALSE
2016,"Slovakia","Number","Total",18864,FALSE
2016,"Slovakia","Number","Less than 35 years",4264,FALSE
2016,"Slovakia","Number","From 35 to 44 years",3862,FALSE
2016,"Slovakia","Number","From 45 to 54 years",3958,FALSE
2016,"Slovakia","Number","From 55 to 64 years",4603,FALSE
2016,"Finland","Number","Total",18258,TRUE
2016,"Finland","Number","Less than 35 years",3736,TRUE
2016,"Finland","Number","From 35 to 44 years",4510,TRUE
2016,"Finland","Number","From 45 to 54 years",5258,TRUE
2016,"Finland","Number","From 55 to 64 years",4805,TRUE
2016,"Sweden","Number","Total",41993,FALSE
2016,"Sweden","Number","Less than 35 years",7966,FALSE
2016,"Sweden","Number","From 35 to 44 years",11472,FALSE
2016,"Sweden","Number","From 45 to 54 years",8632,FALSE
2016,"Sweden","Number","From 55 to 64 years",8632,FALSE
2016,"Iceland","Number","Total",1292,FALSE
2016,"Iceland","Number","Less than 35 years",186,FALSE
2016,"Iceland","Number","From 35 to 44 years",249,FALSE
2016,"Iceland","Number","From 45 to 54 years",288,FALSE
2016,"Iceland","Number","From 55 to 64 years",370,FALSE
2016,"Liechtenstein","Number","Total",124,FALSE
2016,"Liechtenstein","Number","Less than 35 years",5,FALSE
2016,"Liechtenstein","Number","From 35 to 44 years",25,FALSE
2016,"Liechtenstein","Number","From 45 to 54 years",45,FALSE
2016,"Liechtenstein","Number","From 55 to 64 years",37,FALSE
2016,"Norway","Number","Total",23619,FALSE
2016,"Norway","Number","Less than 35 years",6177,FALSE
2016,"Norway","Number","From 35 to 44 years",7021,FALSE
2016,"Norway","Number","From 45 to 54 years",4473,FALSE
2016,"Norway","Number","From 55 to 64 years",3990,FALSE
2016,"Switzerland","Number","Total",35592,FALSE
2016,"Switzerland","Number","Less than 35 years",4430,FALSE
2016,"Switzerland","Number","From 35 to 44 years",8943,FALSE
2016,"Switzerland","Number","From 45 to 54 years",9847,FALSE
2016,"Switzerland","Number","From 55 to 64 years",8853,FALSE
2016,"United Kingdom","Number","Total",181249,FALSE
2016,"United Kingdom","Number","Less than 35 years",58657,FALSE
2016,"United Kingdom","Number","From 35 to 44 years",52617,FALSE
2016,"United Kingdom","Number","From 45 to 54 years",41051,FALSE
2016,"United Kingdom","Number","From 55 to 64 years",20331,FALSE
2016,"Montenegro","Number","Total",1616,FALSE
2016,"Montenegro","Number","Less than 35 years",389,FALSE
2016,"Montenegro","Number","From 35 to 44 years",494,FALSE
2016,"Montenegro","Number","From 45 to 54 years",360,FALSE
2016,"Montenegro","Number","From 55 to 64 years",373,FALSE
2016,"North Macedonia","Number","Total",6210,FALSE
2016,"North Macedonia","Number","Less than 35 years",1290,FALSE
2016,"North Macedonia","Number","From 35 to 44 years",1531,FALSE
2016,"North Macedonia","Number","From 45 to 54 years",1407,FALSE
2016,"North Macedonia","Number","From 55 to 64 years",1982,FALSE
2016,"Serbia","Number","Total",20853,FALSE
2016,"Serbia","Number","Less than 35 years",2616,FALSE
2016,"Serbia","Number","From 35 to 44 years",6296,FALSE
2016,"Serbia","Number","From 45 to 54 years",6114,FALSE
2016,"Serbia","Number","From 55 to 64 years",5756,FALSE
2016,"Turkey","Number","Total",144827,FALSE
2016,"Turkey","Number","Less than 35 years",45232,FALSE
2016,"Turkey","Number","From 35 to 44 years",39777,FALSE
2016,"Turkey","Number","From 45 to 54 years",33841,FALSE
2016,"Turkey","Number","From 55 to 64 years",14377,FALSE
2017,"European Union - 27 countries (from 2020)","Number","Total",1663238,FALSE
2017,"European Union - 27 countries (from 2020)","Number","Less than 35 years",3744,TRUE
2017,"European Union - 27 countries (from 2020)","Number","From 35 to 44 years",7566,TRUE
2017,"European Union - 27 countries (from 2020)","Number","From 45 to 54 years",8293,TRUE
2017,"European Union - 27 countries (from 2020)","Number","From 55 to 64 years",10385,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","Total",1847622,FALSE
2017,"European Union - 28 countries (2013-2020)","Number","Less than 35 years",3744,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","From 35 to 44 years",7566,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","From 45 to 54 years",8293,TRUE
2017,"European Union - 28 countries (2013-2020)","Number","From 55 to 64 years",10385,TRUE
2017,"Belgium","Number","Total",35069,FALSE
2017,"Belgium","Number","Less than 35 years",3586,FALSE
2017,"Belgium","Number","From 35 to 44 years",7566,FALSE
2017,"Belgium","Number","From 45 to 54 years",8293,FALSE
2017,"Belgium","Number","From 55 to 64 years",9250,FALSE
2017,"Bulgaria","Number","Total",30037,FALSE
2017,"Bulgaria","Number","Less than 35 years",3744,FALSE
2017,"Bulgaria","Number","From 35 to 44 years",2886,FALSE
2017,"Bulgaria","Number","From 45 to 54 years",8164,FALSE
2017,"Bulgaria","Number","From 55 to 64 years",10385,FALSE
2017,"Czechia","Number","Total",38776,TRUE
2017,"Czechia","Number","Less than 35 years",7430,TRUE
2017,"Czechia","Number","From 35 to 44 years",8631,TRUE
2017,"Czechia","Number","From 45 to 54 years",8656,TRUE
2017,"Czechia","Number","From 55 to 64 years",9797,TRUE
2017,"Denmark","Number","Total",23688,FALSE
2017,"Denmark","Number","Less than 35 years",5084,FALSE
2017,"Denmark","Number","From 35 to 44 years",6618,FALSE
2017,"Denmark","Number","From 45 to 54 years",4558,FALSE
2017,"Denmark","Number","From 55 to 64 years",4909,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Total",351195,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","Less than 35 years",70682,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","From 35 to 44 years",43325,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","From 45 to 54 years",80318,FALSE
2017,"Germany (until 1990 former territory of the FRG)","Number","From 55 to 64 years",135664,FALSE
2017,"Estonia","Number","Total",4569,FALSE
2017,"Estonia","Number","Less than 35 years",903,FALSE
2017,"Estonia","Number","From 35 to 44 years",639,FALSE
2017,"Estonia","Number","From 45 to 54 years",930,FALSE
2017,"Estonia","Number","From 55 to 64 years",1204,FALSE
2017,"Ireland","Number","Total",15660,FALSE
2017,"Ireland","Number","Less than 35 years",4317,FALSE
2017,"Ireland","Number","From 35 to 44 years",4327,FALSE
2017,"Ireland","Number","From 45 to 54 years",3498,FALSE
2017,"Ireland","Number","From 55 to 64 years",2448,FALSE
2017,"Greece","Number","Total",65240,FALSE
2017,"Greece","Number","Less than 35 years",9841,FALSE
2017,"Greece","Number","From 35 to 44 years",18921,FALSE
2017,"Greece","Number","From 45 to 54 years",17386,FALSE
2017,"Greece","Number","From 55 to 64 years",13423,FALSE
2017,"Spain","Number","Total",180633,FALSE
2017,"Spain","Number","Less than 35 years",37134,FALSE
2017,"Spain","Number","From 35 to 44 years",43166,FALSE
2017,"Spain","Number","From 45 to 54 years",38766,FALSE
2017,"Spain","Number","From 55 to 64 years",52400,FALSE
2017,"France","Number","Total",211162,FALSE
2017,"France","Number","Less than 35 years",29027,FALSE
2017,"France","Number","From 35 to 44 years",40667,FALSE
2017,"France","Number","From 45 to 54 years",46167,FALSE
2017,"France","Number","From 55 to 64 years",67536,FALSE
2017,"Croatia","Number","Total",13885,FALSE
2017,"Croatia","Number","Less than 35 years",3482,FALSE
2017,"Croatia","Number","From 35 to 44 years",3112,FALSE
2017,"Croatia","Number","From 45 to 54 years",3216,FALSE
2017,"Croatia","Number","From 55 to 64 years",3594,FALSE
2017,"Italy","Number","Total",241512,FALSE
2017,"Italy","Number","Less than 35 years",20652,FALSE
2017,"Italy","Number","From 35 to 44 years",41789,FALSE
2017,"Italy","Number","From 45 to 54 years",46123,FALSE
2017,"Italy","Number","From 55 to 64 years",95419,FALSE
2017,"Cyprus","Number","Total",3325,FALSE
2017,"Cyprus","Number","Less than 35 years",327,FALSE
2017,"Cyprus","Number","From 35 to 44 years",804,FALSE
2017,"Cyprus","Number","From 45 to 54 years",705,FALSE
2017,"Cyprus","Number","From 55 to 64 years",892,FALSE
2017,"Latvia","Number","Total",6225,FALSE
2017,"Latvia","Number","Less than 35 years",1079,FALSE
2017,"Latvia","Number","From 35 to 44 years",687,FALSE
2017,"Latvia","Number","From 45 to 54 years",1495,FALSE
2017,"Latvia","Number","From 55 to 64 years",1870,FALSE
2017,"Lithuania","Number","Total",13731,FALSE
2017,"Lithuania","Number","Less than 35 years",3421,FALSE
2017,"Lithuania","Number","From 35 to 44 years",2051,FALSE
2017,"Lithuania","Number","From 45 to 54 years",2879,FALSE
2017,"Lithuania","Number","From 55 to 64 years",3399,FALSE
2017,"Luxembourg","Number","Total",1781,FALSE
2017,"Luxembourg","Number","Less than 35 years",85,FALSE
2017,"Luxembourg","Number","From 35 to 44 years",414,FALSE
2017,"Luxembourg","Number","From 45 to 54 years",509,FALSE
2017,"Luxembourg","Number","From 55 to 64 years",559,FALSE
2017,"Hungary","Number","Total",32543,FALSE
2017,"Hungary","Number","Less than 35 years",6628,FALSE
2017,"Hungary","Number","From 35 to 44 years",5518,FALSE
2017,"Hungary","Number","From 45 to 54 years",6296,FALSE
2017,"Hungary","Number","From 55 to 64 years",7961,FALSE
2017,"Malta","Number","Total",1855,FALSE
2017,"Malta","Number","Less than 35 years",813,FALSE
2017,"Malta","Number","From 35 to 44 years",360,FALSE
2017,"Malta","Number","From 45 to 54 years",297,FALSE
2017,"Malta","Number","From 55 to 64 years",292,FALSE
2017,"Netherlands","Number","Total",61730,FALSE
