"TIME","GEO","UNIT","FACILITY","Value","Value_imp"
2015,"Latvia","Number","Long-term care beds in hospitals (HP.1)",1272,FALSE
2015,"Latvia","Number","Other beds in hospitals (HP.1)",2496,FALSE
2015,"Latvia","Inhabitants per ...","Available beds in hospitals (HP.1)",175.61,FALSE
2015,"Latvia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",295.15,FALSE
2015,"Latvia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",2493.73,FALSE
2015,"Latvia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1554.66,FALSE
2015,"Latvia","Inhabitants per ...","Other beds in hospitals (HP.1)",792.28,FALSE
2015,"Latvia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",569.45,FALSE
2015,"Latvia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",338.81,FALSE
2015,"Latvia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",40.1,FALSE
2015,"Latvia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",64.32,FALSE
2015,"Latvia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",126.22,FALSE
2015,"Lithuania","Number","Available beds in hospitals (HP.1)",20236,FALSE
2015,"Lithuania","Number","Curative care beds in hospitals (HP.1)",17029,FALSE
2015,"Lithuania","Number","Rehabilitative care beds in hospitals (HP.1)",1654,FALSE
2015,"Lithuania","Number","Long-term care beds in hospitals (HP.1)",1553,FALSE
2015,"Lithuania","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Lithuania","Inhabitants per ...","Available beds in hospitals (HP.1)",143.55,FALSE
2015,"Lithuania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",170.59,FALSE
2015,"Lithuania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1756.29,FALSE
2015,"Lithuania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1870.52,FALSE
2015,"Lithuania","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Lithuania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",696.61,FALSE
2015,"Lithuania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",586.21,FALSE
2015,"Lithuania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",56.94,FALSE
2015,"Lithuania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",53.46,FALSE
2015,"Lithuania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Luxembourg","Number","Available beds in hospitals (HP.1)",2810,FALSE
2015,"Luxembourg","Number","Curative care beds in hospitals (HP.1)",2296,FALSE
2015,"Luxembourg","Number","Rehabilitative care beds in hospitals (HP.1)",514,FALSE
2015,"Luxembourg","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Luxembourg","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Luxembourg","Inhabitants per ...","Available beds in hospitals (HP.1)",202.71,FALSE
2015,"Luxembourg","Inhabitants per ...","Curative care beds in hospitals (HP.1)",248.09,FALSE
2015,"Luxembourg","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1108.18,FALSE
2015,"Luxembourg","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"Luxembourg","Inhabitants per ...","Other beds in hospitals (HP.1)",1141.73,TRUE
2015,"Luxembourg","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",493.33,FALSE
2015,"Luxembourg","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",403.09,FALSE
2015,"Luxembourg","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",90.24,FALSE
2015,"Luxembourg","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Luxembourg","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Hungary","Number","Available beds in hospitals (HP.1)",68843,FALSE
2015,"Hungary","Number","Curative care beds in hospitals (HP.1)",41883,FALSE
2015,"Hungary","Number","Rehabilitative care beds in hospitals (HP.1)",14764,FALSE
2015,"Hungary","Number","Long-term care beds in hospitals (HP.1)",12196,FALSE
2015,"Hungary","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Hungary","Inhabitants per ...","Available beds in hospitals (HP.1)",142.98,FALSE
2015,"Hungary","Inhabitants per ...","Curative care beds in hospitals (HP.1)",235.01,FALSE
2015,"Hungary","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",666.69,FALSE
2015,"Hungary","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",807.07,FALSE
2015,"Hungary","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Hungary","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",699.41,FALSE
2015,"Hungary","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",425.51,FALSE
2015,"Hungary","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",149.99,FALSE
2015,"Hungary","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",123.9,FALSE
2015,"Hungary","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Malta","Number","Available beds in hospitals (HP.1)",2041,FALSE
2015,"Malta","Number","Curative care beds in hospitals (HP.1)",1400,FALSE
2015,"Malta","Number","Rehabilitative care beds in hospitals (HP.1)",436,FALSE
2015,"Malta","Number","Long-term care beds in hospitals (HP.1)",205,FALSE
2015,"Malta","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Malta","Inhabitants per ...","Available beds in hospitals (HP.1)",218.06,FALSE
2015,"Malta","Inhabitants per ...","Curative care beds in hospitals (HP.1)",317.9,FALSE
2015,"Malta","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1020.76,FALSE
2015,"Malta","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2170.99,FALSE
2015,"Malta","Inhabitants per ...","Other beds in hospitals (HP.1)",1290.81,TRUE
2015,"Malta","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",458.6,FALSE
2015,"Malta","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",314.57,FALSE
2015,"Malta","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",97.97,FALSE
2015,"Malta","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",46.06,FALSE
2015,"Malta","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Netherlands","Number","Available beds in hospitals (HP.1)",59117,FALSE
2015,"Netherlands","Number","Curative care beds in hospitals (HP.1)",50967,FALSE
2015,"Netherlands","Number","Rehabilitative care beds in hospitals (HP.1)",1904,FALSE
2015,"Netherlands","Number","Long-term care beds in hospitals (HP.1)",7100,TRUE
2015,"Netherlands","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Netherlands","Inhabitants per ...","Available beds in hospitals (HP.1)",286.55,FALSE
2015,"Netherlands","Inhabitants per ...","Curative care beds in hospitals (HP.1)",332.37,FALSE
2015,"Netherlands","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",8897.02,FALSE
2015,"Netherlands","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2375.35,TRUE
2015,"Netherlands","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Netherlands","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",348.98,FALSE
2015,"Netherlands","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",300.87,FALSE
2015,"Netherlands","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",11.24,FALSE
2015,"Netherlands","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",42.1,TRUE
2015,"Netherlands","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Austria","Number","Available beds in hospitals (HP.1)",65138,FALSE
2015,"Austria","Number","Curative care beds in hospitals (HP.1)",48860,FALSE
2015,"Austria","Number","Rehabilitative care beds in hospitals (HP.1)",10402,FALSE
2015,"Austria","Number","Long-term care beds in hospitals (HP.1)",5876,FALSE
2015,"Austria","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Austria","Inhabitants per ...","Available beds in hospitals (HP.1)",132.68,FALSE
2015,"Austria","Inhabitants per ...","Curative care beds in hospitals (HP.1)",176.89,FALSE
2015,"Austria","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",830.87,FALSE
2015,"Austria","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1470.85,FALSE
2015,"Austria","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Austria","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",753.68,FALSE
2015,"Austria","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",565.33,FALSE
2015,"Austria","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",120.36,FALSE
2015,"Austria","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",67.99,FALSE
2015,"Austria","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Poland","Number","Available beds in hospitals (HP.1)",252029,FALSE
2015,"Poland","Number","Curative care beds in hospitals (HP.1)",186617,FALSE
2015,"Poland","Number","Rehabilitative care beds in hospitals (HP.1)",64907,FALSE
2015,"Poland","Number","Long-term care beds in hospitals (HP.1)",505,FALSE
2015,"Poland","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Poland","Inhabitants per ...","Available beds in hospitals (HP.1)",150.72,FALSE
2015,"Poland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",203.55,FALSE
2015,"Poland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",585.24,FALSE
2015,"Poland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",75220.62,FALSE
2015,"Poland","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Poland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",663.47,FALSE
2015,"Poland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",491.27,FALSE
2015,"Poland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",170.87,FALSE
2015,"Poland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",1.33,FALSE
2015,"Poland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Portugal","Number","Available beds in hospitals (HP.1)",34890,FALSE
2015,"Portugal","Number","Curative care beds in hospitals (HP.1)",33483,FALSE
2015,"Portugal","Number","Rehabilitative care beds in hospitals (HP.1)",588,FALSE
2015,"Portugal","Number","Long-term care beds in hospitals (HP.1)",1526,TRUE
2015,"Portugal","Number","Other beds in hospitals (HP.1)",819,FALSE
2015,"Portugal","Inhabitants per ...","Available beds in hospitals (HP.1)",296.88,FALSE
2015,"Portugal","Inhabitants per ...","Curative care beds in hospitals (HP.1)",309.35,FALSE
2015,"Portugal","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",17615.78,FALSE
2015,"Portugal","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"Portugal","Inhabitants per ...","Other beds in hospitals (HP.1)",12647.22,FALSE
2015,"Portugal","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",336.84,FALSE
2015,"Portugal","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",323.26,FALSE
2015,"Portugal","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",5.68,FALSE
2015,"Portugal","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.26,TRUE
2015,"Portugal","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",7.91,FALSE
2015,"Romania","Number","Available beds in hospitals (HP.1)",134572,FALSE
2015,"Romania","Number","Curative care beds in hospitals (HP.1)",99707,FALSE
2015,"Romania","Number","Rehabilitative care beds in hospitals (HP.1)",12035,FALSE
2015,"Romania","Number","Long-term care beds in hospitals (HP.1)",22830,FALSE
2015,"Romania","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Romania","Inhabitants per ...","Available beds in hospitals (HP.1)",147.25,FALSE
2015,"Romania","Inhabitants per ...","Curative care beds in hospitals (HP.1)",198.74,FALSE
2015,"Romania","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1646.5,FALSE
2015,"Romania","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",867.96,FALSE
2015,"Romania","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Romania","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",679.12,FALSE
2015,"Romania","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",503.17,FALSE
2015,"Romania","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",60.73,FALSE
2015,"Romania","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",115.21,FALSE
2015,"Romania","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Slovenia","Number","Available beds in hospitals (HP.1)",9315,FALSE
2015,"Slovenia","Number","Curative care beds in hospitals (HP.1)",8698,FALSE
2015,"Slovenia","Number","Rehabilitative care beds in hospitals (HP.1)",200,FALSE
2015,"Slovenia","Number","Long-term care beds in hospitals (HP.1)",301,FALSE
2015,"Slovenia","Number","Other beds in hospitals (HP.1)",116,FALSE
2015,"Slovenia","Inhabitants per ...","Available beds in hospitals (HP.1)",221.53,FALSE
2015,"Slovenia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",237.24,FALSE
2015,"Slovenia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",10317.66,FALSE
2015,"Slovenia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6855.58,FALSE
2015,"Slovenia","Inhabitants per ...","Other beds in hospitals (HP.1)",17789.06,FALSE
2015,"Slovenia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",451.41,FALSE
2015,"Slovenia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",421.51,FALSE
2015,"Slovenia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",9.69,FALSE
2015,"Slovenia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",14.59,FALSE
2015,"Slovenia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",5.62,FALSE
2015,"Slovakia","Number","Available beds in hospitals (HP.1)",31172,FALSE
2015,"Slovakia","Number","Curative care beds in hospitals (HP.1)",26441,FALSE
2015,"Slovakia","Number","Rehabilitative care beds in hospitals (HP.1)",800,FALSE
2015,"Slovakia","Number","Long-term care beds in hospitals (HP.1)",3931,FALSE
2015,"Slovakia","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Slovakia","Inhabitants per ...","Available beds in hospitals (HP.1)",174,FALSE
2015,"Slovakia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",205.13,FALSE
2015,"Slovakia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",6779.75,FALSE
2015,"Slovakia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1379.75,FALSE
2015,"Slovakia","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Slovakia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",574.73,FALSE
2015,"Slovakia","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",487.5,FALSE
2015,"Slovakia","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",14.75,FALSE
2015,"Slovakia","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",72.48,FALSE
2015,"Slovakia","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Finland","Number","Available beds in hospitals (HP.1)",23854,FALSE
2015,"Finland","Number","Curative care beds in hospitals (HP.1)",16732,FALSE
2015,"Finland","Number","Rehabilitative care beds in hospitals (HP.1)",413,FALSE
2015,"Finland","Number","Long-term care beds in hospitals (HP.1)",6552,FALSE
2015,"Finland","Number","Other beds in hospitals (HP.1)",157,FALSE
2015,"Finland","Inhabitants per ...","Available beds in hospitals (HP.1)",229.71,FALSE
2015,"Finland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",327.49,FALSE
2015,"Finland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",13267.63,FALSE
2015,"Finland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",836.31,FALSE
2015,"Finland","Inhabitants per ...","Other beds in hospitals (HP.1)",34901.47,FALSE
2015,"Finland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",435.33,FALSE
2015,"Finland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",305.35,FALSE
2015,"Finland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",7.54,FALSE
2015,"Finland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",119.57,FALSE
2015,"Finland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",2.87,FALSE
2015,"Sweden","Number","Available beds in hospitals (HP.1)",23904.34,FALSE
2015,"Sweden","Number","Curative care beds in hospitals (HP.1)",22171.07,FALSE
2015,"Sweden","Number","Rehabilitative care beds in hospitals (HP.1)",1637.58,FALSE
2015,"Sweden","Number","Long-term care beds in hospitals (HP.1)",1526,TRUE
2015,"Sweden","Number","Other beds in hospitals (HP.1)",95.7,FALSE
2015,"Sweden","Inhabitants per ...","Available beds in hospitals (HP.1)",409.93,FALSE
2015,"Sweden","Inhabitants per ...","Curative care beds in hospitals (HP.1)",441.98,FALSE
2015,"Sweden","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",5983.96,FALSE
2015,"Sweden","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"Sweden","Inhabitants per ...","Other beds in hospitals (HP.1)",102394.84,FALSE
2015,"Sweden","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",243.94,FALSE
2015,"Sweden","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",226.25,FALSE
2015,"Sweden","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",16.71,FALSE
2015,"Sweden","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.26,TRUE
2015,"Sweden","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0.98,FALSE
2015,"Iceland","Number","Available beds in hospitals (HP.1)",1032,FALSE
2015,"Iceland","Number","Curative care beds in hospitals (HP.1)",867,FALSE
2015,"Iceland","Number","Rehabilitative care beds in hospitals (HP.1)",63,FALSE
2015,"Iceland","Number","Long-term care beds in hospitals (HP.1)",102,FALSE
2015,"Iceland","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Iceland","Inhabitants per ...","Available beds in hospitals (HP.1)",320.56,FALSE
2015,"Iceland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",381.56,FALSE
2015,"Iceland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",5251.02,FALSE
2015,"Iceland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",3243.28,FALSE
2015,"Iceland","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Iceland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",311.96,FALSE
2015,"Iceland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",262.08,FALSE
2015,"Iceland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",19.04,FALSE
2015,"Iceland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",30.83,FALSE
2015,"Iceland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Number","Available beds in hospitals (HP.1)",60,FALSE
2015,"Liechtenstein","Number","Curative care beds in hospitals (HP.1)",60,FALSE
2015,"Liechtenstein","Number","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Inhabitants per ...","Available beds in hospitals (HP.1)",624.9,FALSE
2015,"Liechtenstein","Inhabitants per ...","Curative care beds in hospitals (HP.1)",624.9,FALSE
2015,"Liechtenstein","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1158.49,TRUE
2015,"Liechtenstein","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",2443.77,TRUE
2015,"Liechtenstein","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Liechtenstein","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",160.03,FALSE
2015,"Liechtenstein","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",160.03,FALSE
2015,"Liechtenstein","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Liechtenstein","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"Norway","Number","Available beds in hospitals (HP.1)",19519,FALSE
2015,"Norway","Number","Curative care beds in hospitals (HP.1)",17433,FALSE
2015,"Norway","Number","Rehabilitative care beds in hospitals (HP.1)",6196,TRUE
2015,"Norway","Number","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Norway","Number","Other beds in hospitals (HP.1)",2086,FALSE
2015,"Norway","Inhabitants per ...","Available beds in hospitals (HP.1)",265.82,FALSE
2015,"Norway","Inhabitants per ...","Curative care beds in hospitals (HP.1)",297.63,FALSE
2015,"Norway","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1158.49,TRUE
2015,"Norway","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"Norway","Inhabitants per ...","Other beds in hospitals (HP.1)",2487.35,FALSE
2015,"Norway","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",376.19,FALSE
2015,"Norway","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",335.99,FALSE
2015,"Norway","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",86.32,TRUE
2015,"Norway","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",0,FALSE
2015,"Norway","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",40.2,FALSE
2015,"Switzerland","Number","Available beds in hospitals (HP.1)",39176,FALSE
2015,"Switzerland","Number","Curative care beds in hospitals (HP.1)",30822,FALSE
2015,"Switzerland","Number","Rehabilitative care beds in hospitals (HP.1)",7141,FALSE
2015,"Switzerland","Number","Long-term care beds in hospitals (HP.1)",1213,FALSE
2015,"Switzerland","Number","Other beds in hospitals (HP.1)",0,FALSE
2015,"Switzerland","Inhabitants per ...","Available beds in hospitals (HP.1)",211.42,FALSE
2015,"Switzerland","Inhabitants per ...","Curative care beds in hospitals (HP.1)",268.72,FALSE
2015,"Switzerland","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1159.84,FALSE
2015,"Switzerland","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",6828.03,FALSE
2015,"Switzerland","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Switzerland","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",473,FALSE
2015,"Switzerland","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",372.14,FALSE
2015,"Switzerland","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",86.22,FALSE
2015,"Switzerland","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",14.65,FALSE
2015,"Switzerland","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",0,FALSE
2015,"United Kingdom","Number","Available beds in hospitals (HP.1)",169995,FALSE
2015,"United Kingdom","Number","Curative care beds in hospitals (HP.1)",58531,TRUE
2015,"United Kingdom","Number","Rehabilitative care beds in hospitals (HP.1)",6196,TRUE
2015,"United Kingdom","Number","Long-term care beds in hospitals (HP.1)",1526,TRUE
2015,"United Kingdom","Number","Other beds in hospitals (HP.1)",1075,TRUE
2015,"United Kingdom","Inhabitants per ...","Available beds in hospitals (HP.1)",383.05,FALSE
2015,"United Kingdom","Inhabitants per ...","Curative care beds in hospitals (HP.1)",192.62,TRUE
2015,"United Kingdom","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1158.49,TRUE
2015,"United Kingdom","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"United Kingdom","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"United Kingdom","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",261.06,FALSE
2015,"United Kingdom","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",519.16,TRUE
2015,"United Kingdom","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",86.32,TRUE
2015,"United Kingdom","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.26,TRUE
2015,"United Kingdom","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",12.81,TRUE
2015,"Montenegro","Number","Available beds in hospitals (HP.1)",2446,FALSE
2015,"Montenegro","Number","Curative care beds in hospitals (HP.1)",58531,TRUE
2015,"Montenegro","Number","Rehabilitative care beds in hospitals (HP.1)",6196,TRUE
2015,"Montenegro","Number","Long-term care beds in hospitals (HP.1)",1159,TRUE
2015,"Montenegro","Number","Other beds in hospitals (HP.1)",1075,TRUE
2015,"Montenegro","Inhabitants per ...","Available beds in hospitals (HP.1)",254.36,FALSE
2015,"Montenegro","Inhabitants per ...","Curative care beds in hospitals (HP.1)",248.82,TRUE
2015,"Montenegro","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",1158.49,TRUE
2015,"Montenegro","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",4703.79,TRUE
2015,"Montenegro","Inhabitants per ...","Other beds in hospitals (HP.1)",7806.11,TRUE
2015,"Montenegro","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",393.15,FALSE
2015,"Montenegro","Per hundred thousand inhabitants","Curative care beds in hospitals (HP.1)",401.9,TRUE
2015,"Montenegro","Per hundred thousand inhabitants","Rehabilitative care beds in hospitals (HP.1)",86.32,TRUE
2015,"Montenegro","Per hundred thousand inhabitants","Long-term care beds in hospitals (HP.1)",21.26,TRUE
2015,"Montenegro","Per hundred thousand inhabitants","Other beds in hospitals (HP.1)",12.81,TRUE
2015,"North Macedonia","Number","Available beds in hospitals (HP.1)",9084,FALSE
2015,"North Macedonia","Number","Curative care beds in hospitals (HP.1)",6169,FALSE
2015,"North Macedonia","Number","Rehabilitative care beds in hospitals (HP.1)",345,FALSE
2015,"North Macedonia","Number","Long-term care beds in hospitals (HP.1)",1728,FALSE
2015,"North Macedonia","Number","Other beds in hospitals (HP.1)",842,FALSE
2015,"North Macedonia","Inhabitants per ...","Available beds in hospitals (HP.1)",227.9,FALSE
2015,"North Macedonia","Inhabitants per ...","Curative care beds in hospitals (HP.1)",335.59,FALSE
2015,"North Macedonia","Inhabitants per ...","Rehabilitative care beds in hospitals (HP.1)",6000.65,FALSE
2015,"North Macedonia","Inhabitants per ...","Long-term care beds in hospitals (HP.1)",1198.05,FALSE
2015,"North Macedonia","Inhabitants per ...","Other beds in hospitals (HP.1)",2458.7,FALSE
2015,"North Macedonia","Per hundred thousand inhabitants","Available beds in hospitals (HP.1)",438.79,FALSE
